company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q3,,2014-09-30,2014-10-29 11:41:51+00:00,712000000.0,1713000000.0,1100000000.0,77000000.0,1535000000.0,183000000.0,0.0,4472000000.0,467000000.0,139000000.0,5766000000.0,464000000.0,9023000000.0,443000000.0,106000000.0,10849000000.0,299000000.0,1522000000.0,123000000.0,1852000000.0,369000000.0,573000000.0,679000000.0,6473000000.0,1141000000.0,,22211000000.0,5364000000.0,4116000000.0,3789000000.0,5364000000.0,5663000000.0,16548000000.0,22211000000.0,7246000000.0,12759000000.0,-5658000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q2,,2014-06-30,2014-07-29 11:23:11+00:00,692000000.0,1797000000.0,1031000000.0,135000000.0,1540000000.0,137000000.0,0.0,4630000000.0,471000000.0,106000000.0,6094000000.0,493000000.0,9011000000.0,419000000.0,166000000.0,12031000000.0,294000000.0,1796000000.0,149000000.0,,,787000000.0,705000000.0,6376000000.0,786000000.0,,22179000000.0,5853000000.0,2355000000.0,2980000000.0,5853000000.0,6147000000.0,16032000000.0,22179000000.0,7793000000.0,13052000000.0,-5288000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2014.0,Q1,,2014-03-31,2014-04-24 12:17:05+00:00,663000000.0,1751000000.0,1016000000.0,89000000.0,1532000000.0,339000000.0,0.0,4613000000.0,462000000.0,96000000.0,6068000000.0,503000000.0,8978000000.0,402000000.0,174000000.0,12170000000.0,302000000.0,1815000000.0,175000000.0,,,764000000.0,721000000.0,6342000000.0,1216000000.0,,22442000000.0,5737000000.0,2535000000.0,3357000000.0,5737000000.0,6039000000.0,16403000000.0,22442000000.0,7737000000.0,13046000000.0,-5307000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,FY,,2015-12-31,2017-02-16 14:12:46+00:00,721000000.0,2094000000.0,1064000000.0,-127000000.0,1584000000.0,39000000.0,0.0,4833000000.0,472000000.0,,5984000000.0,477000000.0,8676000000.0,360000000.0,92000000.0,10665000000.0,22000000.0,1391000000.0,120000000.0,,,536000000.0,839000000.0,6939000000.0,253000000.0,,20367000000.0,5345000000.0,2345000000.0,2510000000.0,5345000000.0,5367000000.0,15000000000.0,20367000000.0,7357000000.0,12490000000.0,-6300000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q3,,2015-09-30,2015-10-27 11:35:29+00:00,671000000.0,2002000000.0,1095000000.0,-91000000.0,1605000000.0,113000000.0,0.0,4811000000.0,461000000.0,79000000.0,5886000000.0,495000000.0,8835000000.0,374000000.0,92000000.0,10659000000.0,22000000.0,1490000000.0,113000000.0,,,589000000.0,773000000.0,6840000000.0,215000000.0,,20402000000.0,5235000000.0,2399000000.0,2442000000.0,5235000000.0,5257000000.0,15145000000.0,20402000000.0,7344000000.0,12703000000.0,-6325000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q2,,2015-06-30,2015-07-23 11:28:37+00:00,707000000.0,1953000000.0,1095000000.0,-34000000.0,1592000000.0,273000000.0,0.0,4784000000.0,479000000.0,82000000.0,5880000000.0,512000000.0,8910000000.0,390000000.0,102000000.0,10665000000.0,21000000.0,1409000000.0,143000000.0,,,578000000.0,783000000.0,6680000000.0,196000000.0,,20578000000.0,5386000000.0,2553000000.0,2477000000.0,5386000000.0,5407000000.0,15171000000.0,20578000000.0,7360000000.0,12694000000.0,-6044000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2015.0,Q1,,2015-03-31,2015-04-29 11:42:43+00:00,634000000.0,2008000000.0,1008000000.0,-50000000.0,1568000000.0,277000000.0,0.0,4772000000.0,463000000.0,70000000.0,5855000000.0,564000000.0,9039000000.0,397000000.0,109000000.0,10679000000.0,21000000.0,1491000000.0,153000000.0,,,579000000.0,745000000.0,6582000000.0,168000000.0,,20691000000.0,5554000000.0,2617000000.0,2273000000.0,5554000000.0,5575000000.0,15116000000.0,20691000000.0,7395000000.0,12843000000.0,-5750000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,FY,,2016-12-31,2018-02-15 12:17:48+00:00,799000000.0,2132000000.0,1085000000.0,-80000000.0,1675000000.0,32000000.0,0.0,4856000000.0,493000000.0,,6215000000.0,591000000.0,8893000000.0,425000000.0,90000000.0,10950000000.0,23000000.0,1482000000.0,122000000.0,,,302000000.0,695000000.0,7388000000.0,417000000.0,,20859000000.0,5297000000.0,2376000000.0,2794000000.0,5297000000.0,5320000000.0,15539000000.0,20859000000.0,7533000000.0,12745000000.0,-6867000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q3,,2016-09-30,2016-10-26 11:28:18+00:00,689000000.0,2040000000.0,1068000000.0,-63000000.0,1683000000.0,30000000.0,0.0,4880000000.0,475000000.0,,6227000000.0,617000000.0,8829000000.0,326000000.0,93000000.0,10842000000.0,24000000.0,1428000000.0,130000000.0,,,451000000.0,769000000.0,7235000000.0,432000000.0,,20756000000.0,5359000000.0,2293000000.0,2664000000.0,5359000000.0,5383000000.0,15373000000.0,20756000000.0,7621000000.0,12709000000.0,-6693000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q2,,2016-06-30,2016-07-27 11:25:17+00:00,620000000.0,2023000000.0,1089000000.0,-49000000.0,1622000000.0,39000000.0,0.0,4808000000.0,483000000.0,,6230000000.0,632000000.0,8916000000.0,321000000.0,93000000.0,10841000000.0,20000000.0,1395000000.0,121000000.0,,,452000000.0,785000000.0,7116000000.0,614000000.0,,20752000000.0,5208000000.0,2276000000.0,2806000000.0,5208000000.0,5228000000.0,15524000000.0,20752000000.0,7635000000.0,12718000000.0,-6667000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2016.0,Q1,,2016-03-31,2016-04-28 11:48:52+00:00,591000000.0,1988000000.0,980000000.0,-58000000.0,1606000000.0,104000000.0,0.0,4801000000.0,465000000.0,,6215000000.0,645000000.0,9072000000.0,371000000.0,92000000.0,10796000000.0,20000000.0,1438000000.0,118000000.0,,,452000000.0,795000000.0,7012000000.0,524000000.0,,20781000000.0,5290000000.0,2302000000.0,2560000000.0,5290000000.0,5310000000.0,15471000000.0,20781000000.0,7683000000.0,12911000000.0,-6465000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,FY,,2017-12-31,2019-02-14 11:54:21+00:00,1040000000.0,2374000000.0,980000000.0,8000000.0,1770000000.0,22000000.0,0.0,4939000000.0,503000000.0,,6247000000.0,547000000.0,8752000000.0,518000000.0,96000000.0,11559000000.0,23000000.0,1248000000.0,202000000.0,,,264000000.0,755000000.0,8588000000.0,739000000.0,,21829000000.0,6019000000.0,2694000000.0,3262000000.0,6019000000.0,6042000000.0,15787000000.0,21829000000.0,7576000000.0,12525000000.0,-7516000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q3,,2017-09-30,2017-10-26 12:01:06+00:00,789000000.0,2002000000.0,1136000000.0,14000000.0,1727000000.0,35000000.0,0.0,4812000000.0,484000000.0,,6267000000.0,561000000.0,8495000000.0,287000000.0,99000000.0,11136000000.0,22000000.0,1452000000.0,164000000.0,,,398000000.0,716000000.0,7871000000.0,850000000.0,,20949000000.0,5278000000.0,2300000000.0,3259000000.0,5278000000.0,5300000000.0,15649000000.0,20949000000.0,7513000000.0,12390000000.0,-7419000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q2,,2017-06-30,2017-07-26 11:44:42+00:00,808000000.0,2077000000.0,1075000000.0,-33000000.0,1712000000.0,32000000.0,0.0,4834000000.0,497000000.0,,6248000000.0,573000000.0,8667000000.0,289000000.0,96000000.0,11002000000.0,21000000.0,1487000000.0,121000000.0,,,401000000.0,696000000.0,7671000000.0,390000000.0,,20839000000.0,5486000000.0,2326000000.0,2770000000.0,5486000000.0,5507000000.0,15332000000.0,20839000000.0,7511000000.0,12562000000.0,-6986000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2017.0,Q1,,2017-03-31,2017-04-26 11:28:09+00:00,720000000.0,1972000000.0,963000000.0,-66000000.0,1692000000.0,30000000.0,0.0,4891000000.0,479000000.0,,6223000000.0,572000000.0,8646000000.0,295000000.0,95000000.0,10929000000.0,21000000.0,1521000000.0,126000000.0,,,408000000.0,695000000.0,7497000000.0,396000000.0,,20650000000.0,5517000000.0,2223000000.0,2558000000.0,5517000000.0,5538000000.0,15112000000.0,20650000000.0,7498000000.0,12554000000.0,-6805000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,FY,,2018-12-31,2020-02-13 12:26:01+00:00,1037000000.0,2275000000.0,1117000000.0,-87000000.0,1828000000.0,61000000.0,0.0,4999000000.0,522000000.0,,6430000000.0,572000000.0,9594000000.0,702000000.0,102000000.0,11942000000.0,1000000.0,1291000000.0,207000000.0,,,359000000.0,553000000.0,9797000000.0,432000000.0,,22650000000.0,6275000000.0,2645000000.0,3108000000.0,6275000000.0,6276000000.0,16374000000.0,22650000000.0,8063000000.0,13266000000.0,-8434000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q3,,2018-09-30,2018-10-25 11:30:08+00:00,940000000.0,2342000000.0,1171000000.0,-16000000.0,1832000000.0,83000000.0,0.0,4933000000.0,512000000.0,,6390000000.0,554000000.0,9569000000.0,813000000.0,103000000.0,11815000000.0,2000000.0,1245000000.0,147000000.0,,,344000000.0,634000000.0,9464000000.0,447000000.0,,22591000000.0,6239000000.0,2675000000.0,3070000000.0,6239000000.0,6241000000.0,16350000000.0,22591000000.0,8101000000.0,13280000000.0,-8142000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q2,,2018-06-30,2018-07-25 11:58:01+00:00,829000000.0,2189000000.0,1131000000.0,-49000000.0,1810000000.0,47000000.0,0.0,4941000000.0,517000000.0,,6346000000.0,553000000.0,8968000000.0,673000000.0,100000000.0,11625000000.0,2000000.0,1250000000.0,135000000.0,,,346000000.0,625000000.0,9166000000.0,828000000.0,,22014000000.0,6054000000.0,2471000000.0,3305000000.0,6054000000.0,6056000000.0,15958000000.0,22014000000.0,7918000000.0,12653000000.0,-8004000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2018.0,Q1,,2018-03-31,2018-04-23 10:06:15+00:00,791000000.0,2204000000.0,1031000000.0,-28000000.0,1795000000.0,52000000.0,0.0,4922000000.0,495000000.0,,6327000000.0,597000000.0,8901000000.0,688000000.0,98000000.0,11637000000.0,21000000.0,1258000000.0,137000000.0,,,366000000.0,714000000.0,8867000000.0,1056000000.0,,22106000000.0,6044000000.0,2491000000.0,3373000000.0,6044000000.0,6065000000.0,16041000000.0,22106000000.0,7978000000.0,12668000000.0,-7717000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,FY,,2019-12-31,2020-05-06 13:17:24+00:00,1065000000.0,2319000000.0,1327000000.0,-8000000.0,1930000000.0,3561000000.0,0.0,5055000000.0,534000000.0,,6532000000.0,521000000.0,13280000000.0,796000000.0,106000000.0,12893000000.0,2000000.0,1407000000.0,223000000.0,,,792000000.0,912000000.0,10592000000.0,218000000.0,,27743000000.0,7068000000.0,6209000000.0,3144000000.0,7068000000.0,7070000000.0,20673000000.0,27743000000.0,8641000000.0,17529000000.0,-8571000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q3,,2019-09-30,2019-10-23 12:44:26+00:00,903000000.0,2280000000.0,1358000000.0,-33000000.0,1917000000.0,2915000000.0,0.0,5032000000.0,517000000.0,,6550000000.0,543000000.0,13147000000.0,830000000.0,109000000.0,12805000000.0,2000000.0,1331000000.0,256000000.0,,,821000000.0,938000000.0,10364000000.0,211000000.0,,27109000000.0,6785000000.0,5560000000.0,2989000000.0,6785000000.0,6787000000.0,20322000000.0,27109000000.0,8744000000.0,17333000000.0,-8578000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q2,,2019-06-30,2019-07-25 12:31:51+00:00,908000000.0,2260000000.0,1296000000.0,-22000000.0,1900000000.0,2250000000.0,0.0,4968000000.0,526000000.0,,6512000000.0,547000000.0,12623000000.0,687000000.0,104000000.0,12665000000.0,1000000.0,1289000000.0,222000000.0,,,739000000.0,861000000.0,10088000000.0,116000000.0,,25986000000.0,6466000000.0,4836000000.0,2846000000.0,6466000000.0,6467000000.0,19519000000.0,25986000000.0,8485000000.0,16673000000.0,-8568000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2019.0,Q1,,2019-03-31,2019-04-25 13:11:22+00:00,899000000.0,2081000000.0,1158000000.0,-53000000.0,1866000000.0,57000000.0,0.0,4984000000.0,512000000.0,,6479000000.0,570000000.0,9323000000.0,700000000.0,105000000.0,12390000000.0,2000000.0,1297000000.0,245000000.0,,,746000000.0,858000000.0,9924000000.0,1043000000.0,,23373000000.0,6415000000.0,2488000000.0,3612000000.0,6415000000.0,6417000000.0,16956000000.0,23373000000.0,8495000000.0,13344000000.0,-8440000000.0
Waste Management Inc,WM,549300YX8JIID70NFS41,823768,2020.0,Q1,,2020-03-31,2020-05-06 13:17:24+00:00,1031000000.0,2168000000.0,1155000000.0,-91000000.0,1991000000.0,3125000000.0,0.0,5032000000.0,497000000.0,,6498000000.0,494000000.0,13065000000.0,837000000.0,116000000.0,12900000000.0,2000000.0,1387000000.0,226000000.0,,,814000000.0,920000000.0,10718000000.0,387000000.0,,27178000000.0,6743000000.0,5635000000.0,3070000000.0,6743000000.0,6745000000.0,20433000000.0,27178000000.0,8643000000.0,17363000000.0,-8916000000.0
