company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,customerdeposits,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,prepaidexpenses,restrictedcash,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2009.0,FY,,2009-12-31,2011-02-22 16:07:08+00:00,0.0,0.0,,,,0.0,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,,0.0,0.0,0.0,,0.0,7275000000.0,0.0,,0.0,,0.0,7275000000.0,,0.0,0.0,,,,0.0,7275000000.0,,0.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2010.0,FY,,2010-12-31,2012-02-21 12:18:05+00:00,1151000000.0,2099000000.0,,5808000000.0,1409000000.0,7000000.0,338000000.0,11061000000.0,162000000.0,90000000.0,102000000.0,289000000.0,429000000.0,28167000000.0,3000000.0,10671000000.0,403000000.0,348000000.0,23840000000.0,,46000000.0,6769000000.0,3287000000.0,381000000.0,738000000.0,,155000000.0,7981000000.0,355000000.0,,341000000.0,,5000000.0,36348000000.0,11061000000.0,3669000000.0,2530000000.0,11274000000.0,11274000000.0,25074000000.0,36348000000.0,8816000000.0,22544000000.0,213000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2011.0,FY,,2011-12-31,2013-02-21 16:12:45+00:00,955000000.0,1900000000.0,,6051000000.0,1611000000.0,2000000.0,648000000.0,11436000000.0,266000000.0,188000000.0,91000000.0,303000000.0,429000000.0,29775000000.0,3000000.0,10143000000.0,455000000.0,356000000.0,25093000000.0,,64000000.0,7563000000.0,4835000000.0,323000000.0,760000000.0,,160000000.0,9596000000.0,360000000.0,,145000000.0,,530000000.0,39214000000.0,11436000000.0,3638000000.0,2987000000.0,11649000000.0,11649000000.0,27565000000.0,39214000000.0,10483000000.0,24578000000.0,213000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2011.0,Q1,,2011-03-31,2011-05-05 16:56:16+00:00,967000000.0,1922000000.0,,5891000000.0,1487000000.0,5000000.0,516000000.0,11231000000.0,,70000000.0,94000000.0,296000000.0,429000000.0,28656000000.0,3000000.0,10670000000.0,413000000.0,245000000.0,24031000000.0,,34000000.0,6871000000.0,2659000000.0,349000000.0,1038000000.0,,206000000.0,7683000000.0,340000000.0,,558000000.0,,5000000.0,36186000000.0,11231000000.0,3590000000.0,2676000000.0,11444000000.0,11444000000.0,24742000000.0,36186000000.0,8528000000.0,22066000000.0,213000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q3,,2012-09-30,2012-11-05 19:19:49+00:00,968000000.0,1986000000.0,0.0,6388000000.0,1788000000.0,2000000.0,69000000.0,11842000000.0,113000000.0,108000000.0,88000000.0,308000000.0,429000000.0,60377000000.0,3000000.0,9839000000.0,462000000.0,355000000.0,25924000000.0,,70000000.0,8026000000.0,4039000000.0,284000000.0,776000000.0,,206000000.0,9575000000.0,303000000.0,,433000000.0,,1270000000.0,39633000000.0,11842000000.0,3240000000.0,3724000000.0,11842000000.0,11842000000.0,27791000000.0,39633000000.0,10469000000.0,24067000000.0,0.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q2,,2012-06-30,2012-08-02 17:02:59+00:00,813000000.0,1755000000.0,0.0,6263000000.0,1715000000.0,2000000.0,1381000000.0,11579000000.0,136000000.0,154000000.0,91000000.0,308000000.0,429000000.0,59553000000.0,3000000.0,9840000000.0,451000000.0,337000000.0,25686000000.0,,77000000.0,7743000000.0,4385000000.0,342000000.0,804000000.0,,179000000.0,9330000000.0,328000000.0,,151000000.0,,2031000000.0,40049000000.0,11579000000.0,4102000000.0,4380000000.0,11579000000.0,11579000000.0,28470000000.0,40049000000.0,10213000000.0,24090000000.0,0.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,FY,,2013-12-31,2015-02-19 17:03:05+00:00,1017000000.0,2005000000.0,,7072000000.0,2620000000.0,,674000000.0,12245000000.0,122000000.0,476000000.0,92000000.0,321000000.0,429000000.0,33474000000.0,4000000.0,10489000000.0,461000000.0,363000000.0,28436000000.0,,170000000.0,8466000000.0,1727000000.0,591000000.0,639000000.0,,249000000.0,7426000000.0,200000000.0,,136000000.0,,1936000000.0,40647000000.0,12245000000.0,3891000000.0,4730000000.0,12245000000.0,12245000000.0,28402000000.0,40647000000.0,8320000000.0,23672000000.0,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q3,,2014-09-30,2014-11-06 17:03:47+00:00,972000000.0,1934000000.0,,7482000000.0,2785000000.0,1000000.0,205000000.0,12707000000.0,33000000.0,48000000.0,97000000.0,338000000.0,429000000.0,35391000000.0,3000000.0,10985000000.0,740000000.0,343000000.0,29239000000.0,9000000.0,193000000.0,8817000000.0,1106000000.0,360000000.0,619000000.0,,164000000.0,6737000000.0,191000000.0,,644000000.0,,1635000000.0,40667000000.0,12707000000.0,3519000000.0,3873000000.0,12707000000.0,12716000000.0,27951000000.0,40667000000.0,7909000000.0,24078000000.0,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q2,,2014-06-30,2014-08-07 17:02:37+00:00,967000000.0,1916000000.0,,7342000000.0,2746000000.0,1000000.0,774000000.0,12455000000.0,43000000.0,69000000.0,123000000.0,333000000.0,429000000.0,34904000000.0,3000000.0,11084000000.0,693000000.0,322000000.0,28646000000.0,,194000000.0,8505000000.0,1291000000.0,256000000.0,602000000.0,,169000000.0,6975000000.0,196000000.0,,146000000.0,,1576000000.0,40311000000.0,12455000000.0,3457000000.0,3839000000.0,12455000000.0,12455000000.0,27856000000.0,40311000000.0,8100000000.0,24017000000.0,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,FY,,2015-12-31,2017-02-16 16:47:46+00:00,1008000000.0,1716000000.0,,8044000000.0,2984000000.0,,944000000.0,13052000000.0,166000000.0,62000000.0,287000000.0,354000000.0,429000000.0,39421000000.0,2000000.0,12006000000.0,884000000.0,350000000.0,32209000000.0,9000000.0,199000000.0,9537000000.0,2911000000.0,326000000.0,516000000.0,157000000.0,225000000.0,8282000000.0,224000000.0,,177000000.0,,2268000000.0,45642000000.0,13052000000.0,3836000000.0,4720000000.0,13052000000.0,13061000000.0,32581000000.0,45642000000.0,9597000000.0,27861000000.0,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q3,,2015-09-30,2015-11-05 16:47:46+00:00,1092000000.0,1813000000.0,,7940000000.0,2884000000.0,,91000000.0,13040000000.0,90000000.0,53000000.0,96000000.0,351000000.0,429000000.0,39413000000.0,3000000.0,11521000000.0,874000000.0,338000000.0,31473000000.0,9000000.0,220000000.0,9598000000.0,3068000000.0,248000000.0,654000000.0,194000000.0,262000000.0,8687000000.0,202000000.0,,731000000.0,,1921000000.0,44971000000.0,13040000000.0,3505000000.0,4429000000.0,13040000000.0,13049000000.0,31922000000.0,44971000000.0,9993000000.0,27493000000.0,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q2,,2015-06-30,2015-08-06 16:48:31+00:00,845000000.0,1700000000.0,,7826000000.0,2891000000.0,,709000000.0,12788000000.0,173000000.0,52000000.0,100000000.0,348000000.0,429000000.0,36875000000.0,3000000.0,11925000000.0,848000000.0,321000000.0,30923000000.0,9000000.0,165000000.0,9408000000.0,3420000000.0,302000000.0,663000000.0,167000000.0,222000000.0,8869000000.0,210000000.0,,307000000.0,,1705000000.0,44751000000.0,12788000000.0,3679000000.0,3935000000.0,12788000000.0,12797000000.0,31954000000.0,44751000000.0,10149000000.0,28019000000.0,
