company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q4,2012-10-01,2012-12-31,,,10000000.0,,705000000.0,246000000.0,,450000000.0,,539000000.0,20000000.0,-656000000.0,961000000.0,20000000.0,-656000000.0,961000000.0,325000000.0,207000000.0,207000000.0,48000000.0,-340000000.0,-263000000.0,,-185000000.0,-393000000.0,-1000000.0,7000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,FY,2012-01-01,2012-12-31,2015-02-19 17:03:05+00:00,,42000000.0,46000000.0,1084000000.0,955000000.0,,1351000000.0,,939000000.0,-330000000.0,-2523000000.0,2599000000.0,-330000000.0,-2523000000.0,2599000000.0,-254000000.0,1141000000.0,1141000000.0,-890000000.0,,-2062000000.0,,-712000000.0,-461000000.0,-309000000.0,-9000000.0,-239000000.0,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-04 17:07:11+00:00,,32000000.0,46000000.0,379000000.0,709000000.0,0.0,901000000.0,,400000000.0,-350000000.0,-1867000000.0,1638000000.0,-350000000.0,-1867000000.0,1638000000.0,-579000000.0,934000000.0,934000000.0,-938000000.0,340000000.0,-1799000000.0,,-527000000.0,-68000000.0,-308000000.0,-16000000.0,-239000000.0,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q3TTM,2011-10-01,2012-09-30,,,42000000.0,-322000000.0,571000000.0,934000000.0,,1339000000.0,-10000000.0,400000000.0,-537000000.0,-2406000000.0,2618000000.0,-537000000.0,-2406000000.0,2614000000.0,-329000000.0,1127000000.0,1127000000.0,-824000000.0,340000000.0,-2326000000.0,,-703000000.0,-80000000.0,-309000000.0,-16000000.0,-239000000.0,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q3,2012-07-01,2012-09-30,,,10000000.0,1000000.0,98000000.0,240000000.0,,71000000.0,,400000000.0,-941000000.0,-762000000.0,391000000.0,-941000000.0,-762000000.0,391000000.0,-1312000000.0,440000000.0,440000000.0,-370000000.0,-1260000000.0,-737000000.0,,-175000000.0,-25000000.0,98000000.0,-4000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q2TTM,2011-07-01,2012-06-30,,,42000000.0,-36000000.0,562000000.0,916000000.0,,1247000000.0,-18000000.0,,220000000.0,-2126000000.0,2799000000.0,220000000.0,-2126000000.0,2795000000.0,889000000.0,1073000000.0,1073000000.0,-479000000.0,1600000000.0,-2033000000.0,,-704000000.0,-93000000.0,-407000000.0,-12000000.0,-239000000.0,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q2,2012-04-01,2012-06-30,,,-9000000.0,45000000.0,192000000.0,236000000.0,,883000000.0,,-400000000.0,382000000.0,-615000000.0,845000000.0,382000000.0,-615000000.0,845000000.0,612000000.0,214000000.0,214000000.0,-479000000.0,1600000000.0,-581000000.0,,-174000000.0,-34000000.0,-401000000.0,-4000000.0,-239000000.0,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q1,2012-01-01,2012-03-31,2013-05-02 17:06:01+00:00,,31000000.0,0.0,89000000.0,233000000.0,,-53000000.0,,400000000.0,209000000.0,-490000000.0,402000000.0,209000000.0,-490000000.0,402000000.0,121000000.0,280000000.0,280000000.0,-89000000.0,,-481000000.0,,-178000000.0,-9000000.0,-5000000.0,-8000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2012.0,Q1TTM,2011-04-01,2012-03-31,,,61000000.0,-408000000.0,562000000.0,899000000.0,,1225000000.0,6000000.0,-64000000.0,-780000000.0,-2144000000.0,3181000000.0,-780000000.0,-2144000000.0,3177000000.0,253000000.0,1028000000.0,1028000000.0,-32000000.0,,-2058000000.0,,-706000000.0,-86000000.0,-8000000.0,-8000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 16:52:57+00:00,,21000000.0,69000000.0,1074000000.0,1024000000.0,200000000.0,1414000000.0,,1831000000.0,387000000.0,-2659000000.0,2552000000.0,387000000.0,-2659000000.0,2552000000.0,280000000.0,1062000000.0,1062000000.0,-969000000.0,,-2485000000.0,,-721000000.0,-374000000.0,-715000000.0,-8000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q4,2013-10-01,2013-12-31,,,20000000.0,42000000.0,366000000.0,260000000.0,,825000000.0,,231000000.0,50000000.0,-764000000.0,1314000000.0,50000000.0,-764000000.0,1314000000.0,600000000.0,234000000.0,234000000.0,-25000000.0,,-713000000.0,,-181000000.0,-51000000.0,4000000.0,-4000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q3TTM,2012-10-01,2013-09-30,,,11000000.0,27000000.0,1413000000.0,1010000000.0,200000000.0,1039000000.0,,2139000000.0,357000000.0,-2551000000.0,2199000000.0,357000000.0,-2551000000.0,2199000000.0,5000000.0,1035000000.0,1035000000.0,-896000000.0,-340000000.0,-2035000000.0,,-725000000.0,-716000000.0,-720000000.0,3000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q3,2013-07-01,2013-09-30,,,-18000000.0,,176000000.0,258000000.0,92000000.0,278000000.0,,-180000000.0,-363000000.0,-683000000.0,373000000.0,-363000000.0,-683000000.0,373000000.0,-673000000.0,464000000.0,464000000.0,-609000000.0,,-583000000.0,,-180000000.0,-192000000.0,-1000000.0,-2000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 17:03:47+00:00,,1000000.0,27000000.0,708000000.0,764000000.0,200000000.0,589000000.0,,1600000000.0,337000000.0,-1895000000.0,1238000000.0,337000000.0,-1895000000.0,1238000000.0,-320000000.0,828000000.0,828000000.0,-944000000.0,,-1772000000.0,,-540000000.0,-323000000.0,-719000000.0,-4000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q2TTM,2012-07-01,2013-06-30,,,39000000.0,28000000.0,1335000000.0,992000000.0,108000000.0,832000000.0,,2719000000.0,-221000000.0,-2630000000.0,2217000000.0,-221000000.0,-2630000000.0,2217000000.0,-634000000.0,1011000000.0,1011000000.0,-657000000.0,-1600000000.0,-2189000000.0,,-720000000.0,-549000000.0,-621000000.0,1000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q2,2013-04-01,2013-06-30,,,9000000.0,3000000.0,442000000.0,255000000.0,108000000.0,321000000.0,,598000000.0,215000000.0,-549000000.0,949000000.0,215000000.0,-549000000.0,949000000.0,615000000.0,172000000.0,172000000.0,192000000.0,,-617000000.0,,-180000000.0,-40000000.0,-202000000.0,-1000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-07 17:02:37+00:00,,19000000.0,27000000.0,532000000.0,506000000.0,108000000.0,311000000.0,,1780000000.0,700000000.0,-1212000000.0,865000000.0,700000000.0,-1212000000.0,865000000.0,353000000.0,364000000.0,364000000.0,-335000000.0,,-1189000000.0,,-360000000.0,-131000000.0,-718000000.0,-2000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q1,2013-01-01,2013-03-31,2014-05-08 17:15:43+00:00,,10000000.0,24000000.0,90000000.0,251000000.0,,-10000000.0,,1182000000.0,485000000.0,-663000000.0,-84000000.0,485000000.0,-663000000.0,-84000000.0,-262000000.0,192000000.0,192000000.0,-527000000.0,,-572000000.0,,-180000000.0,-91000000.0,-516000000.0,-1000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2013.0,Q1TTM,2012-04-01,2013-03-31,,,21000000.0,70000000.0,1085000000.0,973000000.0,,1394000000.0,,1721000000.0,-54000000.0,-2696000000.0,2113000000.0,-54000000.0,-2696000000.0,2113000000.0,-637000000.0,1053000000.0,1053000000.0,-1328000000.0,,-2153000000.0,,-714000000.0,-543000000.0,-820000000.0,-2000000.0,-239000000.0,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,FY,2014-01-01,2014-12-31,2017-02-16 16:47:46+00:00,,121000000.0,633000000.0,1065000000.0,1071000000.0,,1085000000.0,0.0,1850000000.0,-47000000.0,-2759000000.0,2831000000.0,-47000000.0,-2759000000.0,2831000000.0,25000000.0,1092000000.0,1092000000.0,-538000000.0,,-2687000000.0,,-739000000.0,-180000000.0,-1148000000.0,-10000000.0,,,108000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q4,2014-10-01,2014-12-31,,,31000000.0,-2000000.0,334000000.0,275000000.0,-108000000.0,595000000.0,,1000000000.0,177000000.0,-763000000.0,1080000000.0,177000000.0,-763000000.0,1080000000.0,494000000.0,82000000.0,82000000.0,97000000.0,,-916000000.0,,-186000000.0,153000000.0,-635000000.0,-2000000.0,,,108000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 16:47:46+00:00,,90000000.0,635000000.0,731000000.0,796000000.0,108000000.0,490000000.0,,850000000.0,-224000000.0,-1996000000.0,1751000000.0,-224000000.0,-1996000000.0,1751000000.0,-469000000.0,1010000000.0,1010000000.0,-635000000.0,,-1771000000.0,,-553000000.0,-333000000.0,-513000000.0,-8000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q3TTM,2013-10-01,2014-09-30,,,110000000.0,677000000.0,1097000000.0,1056000000.0,108000000.0,1315000000.0,,1081000000.0,-174000000.0,-2760000000.0,3065000000.0,-174000000.0,-2760000000.0,3065000000.0,131000000.0,1244000000.0,1244000000.0,-660000000.0,,-2484000000.0,,-734000000.0,-384000000.0,-509000000.0,-12000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q3,2014-07-01,2014-09-30,,,29000000.0,117000000.0,206000000.0,270000000.0,,-81000000.0,,-80000000.0,-300000000.0,-763000000.0,494000000.0,-300000000.0,-763000000.0,494000000.0,-569000000.0,436000000.0,436000000.0,-160000000.0,,-650000000.0,,-185000000.0,-113000000.0,-29000000.0,-6000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q2TTM,2013-07-01,2014-06-30,,,63000000.0,560000000.0,1067000000.0,1044000000.0,200000000.0,1674000000.0,,981000000.0,-237000000.0,-2680000000.0,2944000000.0,-237000000.0,-2680000000.0,2944000000.0,27000000.0,1272000000.0,1272000000.0,-1109000000.0,,-2417000000.0,,-729000000.0,-463000000.0,-481000000.0,-8000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q2,2014-04-01,2014-06-30,,,29000000.0,102000000.0,349000000.0,265000000.0,108000000.0,784000000.0,,80000000.0,238000000.0,-599000000.0,1033000000.0,238000000.0,-599000000.0,1033000000.0,672000000.0,213000000.0,213000000.0,-258000000.0,,-628000000.0,,-184000000.0,-79000000.0,343000000.0,-1000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-06 16:48:31+00:00,,61000000.0,518000000.0,525000000.0,526000000.0,108000000.0,571000000.0,,930000000.0,76000000.0,-1233000000.0,1257000000.0,76000000.0,-1233000000.0,1257000000.0,100000000.0,574000000.0,574000000.0,-475000000.0,,-1121000000.0,,-368000000.0,-220000000.0,-484000000.0,-2000000.0,,0.0,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q1TTM,2013-04-01,2014-03-31,,,43000000.0,461000000.0,1160000000.0,1034000000.0,200000000.0,1211000000.0,,1499000000.0,-260000000.0,-2630000000.0,2860000000.0,-260000000.0,-2630000000.0,2860000000.0,-30000000.0,1231000000.0,1231000000.0,-659000000.0,,-2406000000.0,,-725000000.0,-424000000.0,-1026000000.0,-8000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2014.0,Q1,2014-01-01,2014-03-31,2015-05-07 17:04:14+00:00,,32000000.0,416000000.0,176000000.0,261000000.0,,-213000000.0,,850000000.0,-162000000.0,-634000000.0,224000000.0,-162000000.0,-634000000.0,224000000.0,-572000000.0,361000000.0,361000000.0,-217000000.0,,-493000000.0,,-184000000.0,-141000000.0,-827000000.0,-1000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,FY,2015-01-01,2015-12-31,2018-02-15 17:11:37+00:00,,-52000000.0,-36000000.0,597000000.0,1130000000.0,,1656000000.0,1000000.0,1876000000.0,629000000.0,-3657000000.0,3277000000.0,629000000.0,-3657000000.0,3277000000.0,249000000.0,1193000000.0,1193000000.0,-650000000.0,,-3165000000.0,,-733000000.0,-492000000.0,-515000000.0,,,,0.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q4,2015-10-01,2015-12-31,,,-14000000.0,-29000000.0,-190000000.0,290000000.0,,618000000.0,1000000.0,1278000000.0,747000000.0,-970000000.0,1078000000.0,747000000.0,-970000000.0,1078000000.0,855000000.0,176000000.0,176000000.0,8000000.0,,-1130000000.0,,-173000000.0,160000000.0,-368000000.0,9000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-03 16:50:09+00:00,,-38000000.0,-7000000.0,787000000.0,840000000.0,0.0,1038000000.0,0.0,598000000.0,-118000000.0,-2687000000.0,2199000000.0,-118000000.0,-2687000000.0,2199000000.0,-606000000.0,1017000000.0,1017000000.0,-658000000.0,,-2035000000.0,,-560000000.0,-652000000.0,-147000000.0,-9000000.0,,,0.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q3TTM,2014-10-01,2015-09-30,,,-7000000.0,-9000000.0,1121000000.0,1115000000.0,-108000000.0,1633000000.0,,1598000000.0,59000000.0,-3450000000.0,3279000000.0,59000000.0,-3450000000.0,3279000000.0,-112000000.0,1099000000.0,1099000000.0,-561000000.0,,-2951000000.0,,-746000000.0,-499000000.0,-782000000.0,-11000000.0,,,108000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q3,2015-07-01,2015-09-30,,,-18000000.0,2000000.0,205000000.0,285000000.0,,311000000.0,,-85000000.0,-367000000.0,-962000000.0,713000000.0,-367000000.0,-962000000.0,713000000.0,-616000000.0,428000000.0,428000000.0,-293000000.0,,-740000000.0,,-180000000.0,-222000000.0,-100000000.0,-2000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-04 16:48:29+00:00,,-20000000.0,-9000000.0,582000000.0,555000000.0,0.0,727000000.0,0.0,683000000.0,249000000.0,-1725000000.0,1486000000.0,249000000.0,-1725000000.0,1486000000.0,10000000.0,589000000.0,589000000.0,-365000000.0,,-1295000000.0,,-380000000.0,-430000000.0,-47000000.0,-7000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q2TTM,2014-07-01,2015-06-30,,,40000000.0,106000000.0,1122000000.0,1100000000.0,-108000000.0,1241000000.0,,1603000000.0,126000000.0,-3251000000.0,3060000000.0,126000000.0,-3251000000.0,3060000000.0,-65000000.0,1107000000.0,1107000000.0,-428000000.0,,-2861000000.0,,-751000000.0,-390000000.0,-711000000.0,-15000000.0,,,108000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q2,2015-04-01,2015-06-30,,,-12000000.0,188000000.0,378000000.0,276000000.0,,618000000.0,,683000000.0,723000000.0,-1058000000.0,927000000.0,723000000.0,-1058000000.0,927000000.0,592000000.0,219000000.0,219000000.0,-174000000.0,,-705000000.0,,-190000000.0,-353000000.0,235000000.0,-5000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 17:39:56+00:00,,-8000000.0,-197000000.0,204000000.0,279000000.0,,109000000.0,,,-474000000.0,-667000000.0,559000000.0,-474000000.0,-667000000.0,559000000.0,-582000000.0,370000000.0,370000000.0,-191000000.0,,-590000000.0,,-190000000.0,-77000000.0,-282000000.0,-2000000.0,,,
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2015.0,Q1TTM,2014-04-01,2015-03-31,,,81000000.0,20000000.0,1093000000.0,1089000000.0,,1407000000.0,,1000000000.0,-359000000.0,-2792000000.0,3166000000.0,-359000000.0,-2792000000.0,3166000000.0,15000000.0,1101000000.0,1101000000.0,-512000000.0,,-2784000000.0,,-745000000.0,-116000000.0,-603000000.0,-11000000.0,,,108000000.0
Consolidated Edison Inc,ED,54930033SBW53OO8T749,1047862,2016.0,Q3YTD,2016-01-01,2016-09-30,2017-11-02 17:13:10+00:00,,-157000000.0,-144000000.0,823000000.0,905000000.0,122000000.0,1033000000.0,740000000.0,1765000000.0,583000000.0,-3717000000.0,2336000000.0,583000000.0,-3717000000.0,2336000000.0,-798000000.0,1039000000.0,1039000000.0,-484000000.0,,-3653000000.0,,-571000000.0,-436000000.0,-1351000000.0,,,,250000000.0
