company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,totalinterestexpense,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q2YTD,2016-01-01,2016-06-30,,-1.77,-1.77,1.6,141035000.0,-1.77,185123000.0,,,-98150000.0,-98150000.0,,-131466000.0,9416000.0,,133162000.0,-543000.0,,,,426618000.0,80452000.0,15547000.0,,23900000.0,,539772000.0,441622000.0,-98150000.0,441622000.0,74200000.0,74200000.0,74200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q2TTM,2015-07-01,2016-06-30,,-0.83,-0.83,0.09,281233000.0,-0.83,193863000.0,,,-15474000.0,-15474000.0,,-63676000.0,11809000.0,,270921000.0,12419000.0,,,,851104000.0,166606000.0,33626000.0,,36393000.0,,912623000.0,897149000.0,-15474000.0,897149000.0,74200000.0,74200000.0,74200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q1,2016-01-01,2016-03-31,2017-05-02 16:25:39+00:00,-0.05,-0.05,0.8,70866000.0,-0.05,28980000.0,,,9966000.0,9966000.0,,-3818000.0,4831000.0,,65837000.0,-397000.0,,,,210873000.0,40043000.0,5216000.0,0.0,8953000.0,,205726000.0,215692000.0,9966000.0,215692000.0,76400000.0,76400000.0,76400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q1TTM,2015-04-01,2016-03-31,,1.33,1.33,0.06,273235000.0,1.33,37720000.0,,,131072000.0,131072000.0,,95263000.0,8117000.0,,265846000.0,13106000.0,,,,836758000.0,167854000.0,26052000.0,189000.0,27692000.0,,744844000.0,875916000.0,131072000.0,875916000.0,76400000.0,76400000.0,76400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,FY,2017-01-01,2017-12-31,2020-02-04 16:15:46+00:00,1.59,1.59,3.45,416783000.0,1.58,203000.0,,,194204000.0,194093000.0,,145395000.0,29864000.0,,325609000.0,15426000.0,111000.0,,,1128097000.0,203654000.0,,3181000.0,18945000.0,,949430000.0,1143523000.0,194093000.0,1143523000.0,91400000.0,91400000.0,92000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q4,2017-10-01,2017-12-31,,0.4,0.4,-2.55,107714000.0,0.39,,,,45607000.0,45607000.0,,36831000.0,7474000.0,,88073000.0,106000.0,111000.0,,,301129000.0,54992000.0,-2338000.0,2511000.0,1302000.0,,253290000.0,298897000.0,45607000.0,298897000.0,91400000.0,91400000.0,92000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q3,2017-07-01,2017-09-30,2018-10-30 16:34:09+00:00,0.55,0.55,0.86,107788000.0,0.55,0.0,,,59546000.0,59546000.0,,51273000.0,6971000.0,,83469000.0,14100000.0,,,,285370000.0,48667000.0,,0.0,1302000.0,,239924000.0,299470000.0,59546000.0,299470000.0,93200000.0,93200000.0,93200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q3YTD,2017-01-01,2017-09-30,,1.19,1.19,2.55,309069000.0,1.19,203000.0,,,148597000.0,148486000.0,,108564000.0,22390000.0,,237536000.0,15320000.0,,,,826968000.0,148662000.0,2338000.0,670000.0,17643000.0,,696140000.0,844626000.0,148486000.0,844626000.0,93200000.0,93200000.0,93200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q3TTM,2016-10-01,2017-09-30,,0.9,0.9,0.15,404291000.0,0.9,16227000.0,,,168389000.0,168278000.0,,83437000.0,27821000.0,,310780000.0,15406000.0,90000.0,,,1096784000.0,197343000.0,-18316000.0,-3045000.0,57131000.0,,925596000.0,1093874000.0,168278000.0,1093874000.0,93200000.0,93200000.0,93200000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q2,2017-04-01,2017-06-30,2018-07-31 16:59:33+00:00,0.35,0.35,0.86,104098000.0,0.35,203000.0,,,41496000.0,41385000.0,,31630000.0,8588000.0,,76980000.0,589000.0,,,,273059000.0,50982000.0,,0.0,1278000.0,,232263000.0,273648000.0,41385000.0,273648000.0,90400000.0,90400000.0,90400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q2YTD,2017-01-01,2017-06-30,,0.64,0.64,1.69,201281000.0,0.64,203000.0,,,89051000.0,88940000.0,,57291000.0,15419000.0,,154067000.0,1220000.0,,,,541598000.0,99995000.0,2338000.0,670000.0,16341000.0,,456216000.0,545156000.0,88940000.0,545156000.0,90400000.0,90400000.0,90400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q2TTM,2016-07-01,2017-06-30,,0.42,0.42,0.09,373636000.0,0.42,24341000.0,,,137402000.0,137201000.0,,37616000.0,25855000.0,,299313000.0,1579000.0,90000.0,,,1036686000.0,190380000.0,-13209000.0,185000.0,73931000.0,,887855000.0,1025056000.0,137201000.0,1025056000.0,90400000.0,90400000.0,90400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q1,2017-01-01,2017-03-31,2018-05-01 16:36:45+00:00,0.29,0.29,0.83,97183000.0,0.29,,,,47555000.0,47555000.0,,25661000.0,6831000.0,,77087000.0,631000.0,,,,268539000.0,49013000.0,2338000.0,670000.0,15063000.0,,223953000.0,271508000.0,47555000.0,271508000.0,88500000.0,88500000.0,88500000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q1TTM,2016-04-01,2017-03-31,,-1.65,-1.65,0.03,339707000.0,-1.65,180281000.0,,,-12210000.0,-12300000.0,,-121662000.0,21852000.0,,289658000.0,844000.0,90000.0,,,979372000.0,179807000.0,-2878000.0,185000.0,87600000.0,,989638000.0,977338000.0,-12300000.0,977338000.0,88500000.0,88500000.0,88500000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,FY,2018-01-01,2018-12-31,2020-02-04 16:15:46+00:00,3.53,3.53,3.73,477661000.0,3.52,6311000.0,,,402793000.0,402793000.0,,363983000.0,29510000.0,,381120000.0,43981000.0,0.0,,,1327459000.0,247900000.0,,-144345000.0,9300000.0,,968647000.0,1371440000.0,402793000.0,1371440000.0,103100000.0,103100000.0,103400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q4,2018-10-01,2018-12-31,,-0.32,-0.32,,124990000.0,-0.3,,,,-18631000.0,-18631000.0,,-29360000.0,5334000.0,,97682000.0,1029000.0,,,,340463000.0,62624000.0,,74827000.0,5395000.0,,360123000.0,341492000.0,-18631000.0,341492000.0,103100000.0,103100000.0,103400000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q3,2018-07-01,2018-09-30,2019-10-29 16:07:27+00:00,2.01,2.01,,119600000.0,1.99,0.0,,,219359000.0,219359000.0,,208940000.0,9118000.0,,99759000.0,40718000.0,,,,341823000.0,64904000.0,,-121081000.0,1301000.0,,163182000.0,382541000.0,219359000.0,382541000.0,104000000.0,104000000.0,105000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q3YTD,2018-01-01,2018-09-30,,3.85,3.85,,352671000.0,3.82,6311000.0,,,421424000.0,421424000.0,,393343000.0,24176000.0,,283438000.0,42952000.0,,,,986996000.0,185276000.0,,-219172000.0,3905000.0,,608524000.0,1029948000.0,421424000.0,1029948000.0,104000000.0,104000000.0,105000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q3TTM,2017-10-01,2018-09-30,,4.25,4.25,-2.55,460385000.0,4.21,6311000.0,,,467031000.0,467031000.0,,430174000.0,31650000.0,,371511000.0,43058000.0,111000.0,,,1288125000.0,240268000.0,-2338000.0,-216661000.0,5207000.0,,861814000.0,1328845000.0,467031000.0,1328845000.0,104000000.0,104000000.0,105000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q2,2018-04-01,2018-06-30,2019-07-30 16:50:37+00:00,0.51,0.51,,118852000.0,0.51,6311000.0,,,60547000.0,60547000.0,,52016000.0,7229000.0,,91908000.0,1090000.0,,,,325034000.0,61036000.0,,-12530000.0,1302000.0,,265577000.0,326124000.0,60547000.0,326124000.0,102000000.0,102000000.0,102000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q2YTD,2018-01-01,2018-06-30,,1.84,1.84,,233071000.0,1.83,6311000.0,,,202065000.0,202065000.0,,184403000.0,15058000.0,,183679000.0,2234000.0,,,,645173000.0,120372000.0,,-98091000.0,2604000.0,,445342000.0,647407000.0,202065000.0,647407000.0,102000000.0,102000000.0,102000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q2TTM,2017-07-01,2018-06-30,,2.79,2.79,-1.69,448573000.0,2.77,6311000.0,,,307218000.0,307218000.0,,272507000.0,29503000.0,,355221000.0,16440000.0,111000.0,,,1231672000.0,224031000.0,-2338000.0,-95580000.0,5208000.0,,938556000.0,1245774000.0,307218000.0,1245774000.0,102000000.0,102000000.0,102000000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q1,2018-01-01,2018-03-31,2019-04-30 16:12:51+00:00,1.33,1.33,0.9,114219000.0,1.32,,,,141518000.0,141518000.0,,132387000.0,7829000.0,,91771000.0,1144000.0,,,,320139000.0,59336000.0,,-85561000.0,1302000.0,,179765000.0,321283000.0,141518000.0,321283000.0,99500000.0,99500000.0,100300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q1TTM,2017-04-01,2018-03-31,,2.63,2.63,-0.83,433819000.0,2.61,203000.0,,,288167000.0,288056000.0,,252121000.0,30862000.0,,340293000.0,15939000.0,111000.0,,,1179697000.0,213977000.0,-2338000.0,-83050000.0,5184000.0,,905242000.0,1193298000.0,288056000.0,1193298000.0,99500000.0,99500000.0,100300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q4,2019-10-01,2019-12-31,,1.78,1.78,,140518000.0,1.77,12334000.0,,-39100000.0,216053000.0,216053000.0,,200840000.0,15213000.0,39100000.0,121852000.0,-77633000.0,,,-1146000.0,766956000.0,473217000.0,,-236697000.0,,-39100000.0,511224000.0,689323000.0,217199000.0,728423000.0,112100000.0,112100000.0,112500000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,FY,2019-01-01,2019-12-31,2020-02-04 16:15:46+00:00,3.13,3.13,4.0,544612000.0,3.12,12334000.0,,,404047000.0,404047000.0,,350995000.0,47268000.0,,445492000.0,10136000.0,0.0,,,1531296000.0,282498000.0,,-147551000.0,5784000.0,,1137385000.0,1541432000.0,404047000.0,1541432000.0,112100000.0,112100000.0,112500000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q3YTD,2019-01-01,2019-09-30,,1.35,1.35,,404094000.0,1.35,,,39100000.0,187994000.0,187994000.0,,150155000.0,32055000.0,-39100000.0,323640000.0,87769000.0,,,1146000.0,764340000.0,-190719000.0,,89146000.0,5784000.0,39100000.0,626161000.0,852109000.0,186848000.0,813009000.0,113100000.0,113100000.0,113100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q3TTM,2018-10-01,2019-09-30,,1.03,1.03,,529084000.0,1.05,,,39100000.0,169363000.0,169363000.0,,120795000.0,37389000.0,-39100000.0,421322000.0,88798000.0,,,1146000.0,1104803000.0,-128095000.0,,163973000.0,11179000.0,39100000.0,986284000.0,1193601000.0,168217000.0,1154501000.0,113100000.0,113100000.0,113100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q3,2019-07-01,2019-09-30,2019-10-29 16:07:27+00:00,-0.44,-0.44,,135570000.0,-0.44,0.0,,,-36003000.0,-36003000.0,,-49773000.0,12597000.0,,116450000.0,2951000.0,,,,390484000.0,74133000.0,,103285000.0,1173000.0,,429438000.0,393435000.0,-36003000.0,393435000.0,113100000.0,113100000.0,113100000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q2YTD,2019-01-01,2019-06-30,,1.79,1.79,,268524000.0,1.79,,,39100000.0,223997000.0,223997000.0,,199928000.0,19458000.0,-39100000.0,207190000.0,84818000.0,,,1146000.0,373856000.0,-264852000.0,,-14139000.0,4611000.0,39100000.0,196723000.0,458674000.0,222851000.0,419574000.0,112300000.0,112300000.0,112300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q2TTM,2018-07-01,2019-06-30,,3.48,3.48,,513114000.0,3.48,,,39100000.0,424725000.0,424725000.0,,379508000.0,33910000.0,-39100000.0,404631000.0,126565000.0,,,1146000.0,1056142000.0,-137324000.0,,-60393000.0,11307000.0,39100000.0,720028000.0,1182707000.0,423579000.0,1143607000.0,112300000.0,112300000.0,112300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q2,2019-04-01,2019-06-30,2019-07-30 16:50:37+00:00,0.68,0.68,,134437000.0,0.68,0.0,,,87179000.0,87179000.0,,76330000.0,9844000.0,,105689000.0,1262000.0,,,,373856000.0,69313000.0,,-21500000.0,1005000.0,,287939000.0,375118000.0,87179000.0,375118000.0,112300000.0,112300000.0,112300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q1,2019-01-01,2019-03-31,2020-04-27 16:09:26+00:00,1.11,1.11,0.97,134087000.0,1.11,0.0,,39100000.0,136818000.0,136818000.0,,123598000.0,9614000.0,-39100000.0,101501000.0,83556000.0,,,1146000.0,,-334165000.0,,7361000.0,3606000.0,39100000.0,-91216000.0,83556000.0,135672000.0,44456000.0,111300000.0,111300000.0,111300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q1TTM,2018-04-01,2019-03-31,,3.31,3.31,,497529000.0,3.31,6311000.0,,39100000.0,398093000.0,398093000.0,,355194000.0,31295000.0,-39100000.0,390850000.0,126393000.0,,,1146000.0,1007320000.0,-145601000.0,,-51423000.0,11604000.0,39100000.0,697666000.0,1133713000.0,396947000.0,1094613000.0,111300000.0,111300000.0,111300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2020.0,Q1TTM,2019-04-01,2020-03-31,,2.16,2.16,,586021000.0,2.15,14337000.0,,6639000.0,297907000.0,297907000.0,,244237000.0,51492000.0,-6639000.0,473094000.0,-95241000.0,,,-4262000.0,1971215000.0,648626000.0,,-154912000.0,2178000.0,6639000.0,1567166000.0,1875974000.0,302169000.0,1869335000.0,120300000.0,120300000.0,120300000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2020.0,Q1,2020-01-01,2020-03-31,2020-04-27 16:09:26+00:00,0.14,0.14,1.03,175496000.0,0.14,2003000.0,,45739000.0,30678000.0,30678000.0,,16840000.0,13838000.0,-45739000.0,129103000.0,-21821000.0,,,-3116000.0,439919000.0,31963000.0,,0.0,0.0,45739000.0,338565000.0,418098000.0,33794000.0,372359000.0,120300000.0,120300000.0,120300000.0
