company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,deferredacquisitioncost,longtermdebt,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,FY,,2013-12-31,2015-02-23 17:36:23+00:00,-36204000.0,57696000.0,0.0,3572993000.0,192658000.0,2857061000.0,6776914000.0,47708000.0,,334499000.0,,489762000.0,14444000.0,27709000.0,,204000000.0,7529764000.0,3536789000.0,3916789000.0,3964497000.0,3550823000.0,7529764000.0,380000000.0,140288000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q3,,2013-09-30,2013-11-07 17:29:38+00:00,-40026000.0,53839000.0,0.0,3579054000.0,179805000.0,2856843000.0,6613761000.0,47471000.0,452139000.0,480310000.0,,54413000.0,14475000.0,30654000.0,,14000000.0,7358369000.0,3539028000.0,3919028000.0,3966499000.0,3377395000.0,7358369000.0,380000000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q2,,2013-06-30,2013-08-07 16:01:28+00:00,-39565000.0,302205000.0,0.0,3597187000.0,164362000.0,2959424000.0,6453379000.0,47348000.0,368249000.0,428429000.0,,52141000.0,14505000.0,30914000.0,,0.0,7379289000.0,3557622000.0,3937622000.0,3984970000.0,3379814000.0,7379289000.0,380000000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2013.0,Q1,,2013-03-31,2013-05-03 16:31:54+00:00,-22890000.0,87001000.0,0.0,3076493000.0,159872000.0,2630530000.0,6375182000.0,47144000.0,367153000.0,438856000.0,,43955000.0,14534000.0,30008000.0,,554000000.0,7090919000.0,3053603000.0,3433603000.0,3480747000.0,3595638000.0,7090919000.0,380000000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,FY,,2014-12-31,2016-02-02 21:39:20+00:00,-628000.0,86011000.0,0.0,3461904000.0,201798000.0,3374579000.0,7108610000.0,66804000.0,,476344000.0,,547899000.0,14315000.0,26884000.0,,304000000.0,8136036000.0,3461276000.0,3828439000.0,3895243000.0,4226478000.0,8136036000.0,367163000.0,236389000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,Q3,,2014-09-30,2014-11-04 16:02:05+00:00,-28711000.0,67023000.0,0.0,3523909000.0,199835000.0,3359115000.0,7197630000.0,67569000.0,,354004000.0,,562084000.0,14348000.0,24245000.0,,142000000.0,8020314000.0,3495198000.0,3875198000.0,3942767000.0,4063199000.0,8020314000.0,380000000.0,177577000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,Q2,,2014-06-30,2014-08-06 19:15:34+00:00,-16245000.0,61701000.0,0.0,3543047000.0,193621000.0,2763861000.0,7030117000.0,67700000.0,,330889000.0,,491905000.0,14381000.0,24519000.0,,571000000.0,7815649000.0,3526802000.0,3906802000.0,3974502000.0,3826766000.0,7815649000.0,380000000.0,174802000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2014.0,Q1,,2014-03-31,2014-05-08 16:26:55+00:00,-18429000.0,74970000.0,0.0,3561165000.0,192618000.0,2745781000.0,6930262000.0,67356000.0,443893000.0,527735000.0,,55860000.0,14413000.0,30454000.0,,506000000.0,7756039000.0,3542736000.0,3922736000.0,3990092000.0,3751534000.0,7756039000.0,380000000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,FY,,2015-12-31,2017-01-31 17:25:23+00:00,49191000.0,125098000.0,0.0,3558733000.0,192081000.0,3784692000.0,7629922000.0,304659000.0,,551579000.0,,651361000.0,14218000.0,28872000.0,,151000000.0,8881017000.0,3607924000.0,3975087000.0,4279746000.0,4587053000.0,8881017000.0,367163000.0,353465000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q3,,2015-09-30,2015-11-03 20:19:11+00:00,35238000.0,76383000.0,0.0,3356761000.0,222343000.0,3471232000.0,7654209000.0,1798000.0,,416846000.0,,647934000.0,14218000.0,36993000.0,,843000000.0,8737344000.0,3391999000.0,3759162000.0,3760960000.0,4962166000.0,8737344000.0,367163000.0,330570000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q2,,2015-06-30,2015-07-29 16:03:05+00:00,83980000.0,68617000.0,0.0,3371733000.0,210709000.0,3468966000.0,7442875000.0,1995000.0,,397885000.0,,592806000.0,14248000.0,44191000.0,,624000000.0,8524891000.0,3455713000.0,3822876000.0,3824871000.0,4685772000.0,8524891000.0,367163000.0,360614000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2015.0,Q1,,2015-03-31,2015-04-29 16:06:23+00:00,29213000.0,90641000.0,0.0,3384172000.0,199576000.0,3482926000.0,7388059000.0,2022000.0,,387179000.0,,704443000.0,14282000.0,56704000.0,,421000000.0,8405221000.0,3413385000.0,3780548000.0,3782570000.0,4608369000.0,8405221000.0,367163000.0,283062000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,FY,,2016-12-31,2018-01-30 16:32:38+00:00,5355000.0,125032000.0,0.0,4673527000.0,195937000.0,4136025000.0,9077972000.0,475175000.0,,597136000.0,,808585000.0,11307000.0,16334000.0,,28000000.0,10354888000.0,4678882000.0,4895796000.0,5370971000.0,4972610000.0,10354888000.0,216914000.0,342477000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q3,,2016-09-30,2016-11-02 16:12:43+00:00,-31745000.0,157928000.0,0.0,3650031000.0,191765000.0,3913094000.0,7939179000.0,373831000.0,,667634000.0,,671886000.0,9012000.0,16406000.0,,416000000.0,9293901000.0,3618286000.0,3910078000.0,4283909000.0,5000980000.0,9293901000.0,291792000.0,320989000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q2,,2016-06-30,2016-08-04 16:02:56+00:00,8272000.0,256000000.0,0.0,3694573000.0,191619000.0,4044537000.0,7774608000.0,336550000.0,,549422000.0,,660816000.0,9218000.0,13131000.0,,72000000.0,9144830000.0,3702845000.0,4021709000.0,4358259000.0,4777353000.0,9144830000.0,318864000.0,360050000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2016.0,Q1,,2016-03-31,2016-05-03 17:42:44+00:00,-8533000.0,146197000.0,0.0,3530389000.0,192418000.0,3792499000.0,7741466000.0,307353000.0,,560403000.0,,692742000.0,14218000.0,14885000.0,,299000000.0,8971532000.0,3521856000.0,3865720000.0,4173073000.0,4784241000.0,8971532000.0,343864000.0,316163000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,FY,,2017-12-31,2019-02-05 16:11:51+00:00,50024000.0,254381000.0,0.0,5825256000.0,221430000.0,4714807000.0,10298019000.0,521994000.0,,1307318000.0,,855977000.0,11509000.0,22805000.0,,50000000.0,12103953000.0,5875280000.0,5949666000.0,6471660000.0,5620784000.0,12103953000.0,74386000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q3,,2017-09-30,2017-10-31 16:06:29+00:00,43864000.0,118562000.0,0.0,5288720000.0,208265000.0,4503040000.0,10046521000.0,486423000.0,,659000000.0,,823472000.0,11418000.0,27713000.0,,314000000.0,11545323000.0,5332584000.0,5406970000.0,5893393000.0,5640512000.0,11545323000.0,74386000.0,485262000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q2,,2017-06-30,2017-08-01 16:22:52+00:00,22677000.0,124877000.0,0.0,5060101000.0,201908000.0,4475385000.0,9819413000.0,485917000.0,,654547000.0,,815791000.0,11410000.0,20002000.0,,300000000.0,11245667000.0,5082778000.0,5157164000.0,5643081000.0,5591176000.0,11245667000.0,74386000.0,424920000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2017.0,Q1,,2017-03-31,2017-05-02 16:25:39+00:00,21460000.0,151209000.0,0.0,4856585000.0,202613000.0,4430686000.0,9470667000.0,482576000.0,,631346000.0,130000000.0,861613000.0,11320000.0,18320000.0,,0.0,10868626000.0,4878045000.0,4952431000.0,5435007000.0,5422299000.0,10868626000.0,74386000.0,394471000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,FY,,2018-12-31,2020-02-04 16:15:46+00:00,-10435000.0,234181000.0,0.0,7288064000.0,239070000.0,5270255000.0,11913693000.0,541963000.0,,2040063000.0,,1091987000.0,10786000.0,37949000.0,,208000000.0,14464956000.0,7277629000.0,7341965000.0,7883928000.0,6570242000.0,14464956000.0,64336000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q3,,2018-09-30,2018-10-30 16:34:09+00:00,-3811000.0,204181000.0,0.0,6802208000.0,238295000.0,5271004000.0,11587312000.0,529830000.0,,2046079000.0,,1008178000.0,10771000.0,29699000.0,,413000000.0,14105566000.0,6798397000.0,6872783000.0,7402613000.0,6692182000.0,14105566000.0,74386000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q2,,2018-06-30,2018-07-31 16:59:33+00:00,-2485000.0,287029000.0,0.0,6388560000.0,232964000.0,5614105000.0,11190771000.0,528813000.0,,1816614000.0,,947950000.0,10861000.0,34812000.0,,0.0,13562190000.0,6386075000.0,6460461000.0,6989274000.0,6562055000.0,13562190000.0,74386000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2018.0,Q1,,2018-03-31,2018-05-01 16:36:45+00:00,1228000.0,221645000.0,0.0,6118983000.0,226803000.0,4720798000.0,10671227000.0,528538000.0,,939874000.0,,877051000.0,10212000.0,37337000.0,,490000000.0,12821196000.0,6120211000.0,6194597000.0,6723135000.0,6087849000.0,12821196000.0,74386000.0,724310000.0
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,FY,,2019-12-31,2020-04-27 16:09:26+00:00,-9749000.0,189681000.0,0.0,8875575000.0,270043000.0,6393479000.0,14844038000.0,1288352000.0,,3033733000.0,,1446546000.0,12300000.0,53008000.0,,384000000.0,18390503000.0,8865826000.0,8865826000.0,10154178000.0,8224025000.0,18390503000.0,,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q3,,2019-09-30,2019-10-29 16:07:27+00:00,-11549000.0,410675000.0,0.0,7744320000.0,252772000.0,6394683000.0,13618280000.0,1161289000.0,,2734132000.0,,1356851000.0,12099000.0,42295000.0,,343000000.0,17058154000.0,7732771000.0,7790232000.0,8951521000.0,8094534000.0,17058154000.0,57461000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q2,,2019-06-30,2019-07-30 16:50:37+00:00,-11134000.0,198909000.0,0.0,7582693000.0,247468000.0,5842205000.0,12872824000.0,771455000.0,,2680953000.0,,1271796000.0,10994000.0,39316000.0,,514000000.0,16039470000.0,7571559000.0,7629020000.0,8400475000.0,7628001000.0,16039470000.0,57461000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2019.0,Q1,,2019-03-31,2019-04-30 16:12:51+00:00,-10712000.0,261372000.0,0.0,7519828000.0,241268000.0,5843503000.0,12410350000.0,777448000.0,,2512783000.0,,1281789000.0,10889000.0,54433000.0,,0.0,15480206000.0,7509116000.0,7566577000.0,8344025000.0,7125292000.0,15480206000.0,57461000.0,
Alexandria Real Estate Equities Inc,ARE,MGCJBT4MKTQBVLNUIS88,1035443,2020.0,Q1,,2020-03-31,2020-04-27 16:09:26+00:00,-15606000.0,445255000.0,0.0,9338192000.0,269458000.0,7084135000.0,15832182000.0,1579666000.0,,3111924000.0,,1482535000.0,12013000.0,43116000.0,,221000000.0,19701935000.0,9322586000.0,9322586000.0,10902252000.0,8787670000.0,19701935000.0,,
