company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othergains,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2008.0,FY,2007-12-30,2008-12-27,2011-02-18 16:38:16+00:00,137000000.0,-5.15,-5.15,-5.15,1089000000.0,68000000.0,-3096000000.0,-2412000000.0,-684000000.0,-3129000000.0,33000000.0,3488000000.0,5808000000.0,,-37000000.0,,-193000000.0,,1848000000.0,90000000.0,1304000000.0,3488000000.0,2320000000.0,391000000.0,39000000.0,4275000000.0,-1955000000.0,-389000000.0,-2344000000.0,5808000000.0,607600000.0,607000000.0,607000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,FY,2008-12-28,2009-12-26,2012-02-23 19:04:58+00:00,70000000.0,0.46,0.46,0.45,,112000000.0,293000000.0,296000000.0,-3000000.0,304000000.0,-83000000.0,3131000000.0,5403000000.0,,166000000.0,,-1242000000.0,72000000.0,1721000000.0,65000000.0,994000000.0,3131000000.0,2272000000.0,438000000.0,16000000.0,1608000000.0,664000000.0,-256000000.0,408000000.0,5403000000.0,660900000.0,673000000.0,678000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,Q3,2009-06-28,2009-09-26,2010-11-03 17:25:11+00:00,17000000.0,-0.18,-0.18,-0.18,,-5000000.0,-135000000.0,-135000000.0,,-128000000.0,-29000000.0,811000000.0,1396000000.0,,47000000.0,,,22000000.0,420000000.0,4000000.0,221000000.0,811000000.0,585000000.0,114000000.0,4000000.0,662000000.0,-77000000.0,-63000000.0,-140000000.0,1396000000.0,711100000.0,694000000.0,694000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,Q2,2009-03-29,2009-06-27,2010-08-04 17:11:03+00:00,17000000.0,-0.49,-0.49,-0.49,,-10000000.0,-335000000.0,-335000000.0,,-330000000.0,-25000000.0,743000000.0,1184000000.0,,6000000.0,,,20000000.0,425000000.0,1000000.0,247000000.0,743000000.0,441000000.0,108000000.0,6000000.0,690000000.0,-249000000.0,-96000000.0,-345000000.0,1184000000.0,673500000.0,667000000.0,667000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q4,2010-09-26,2010-12-25,,11000000.0,0.53,0.53,0.52,,42000000.0,375000000.0,375000000.0,,375000000.0,,906000000.0,1649000000.0,27000000.0,14000000.0,,-283000000.0,,352000000.0,,250000000.0,906000000.0,743000000.0,39000000.0,2000000.0,330000000.0,413000000.0,-23000000.0,390000000.0,1649000000.0,713600000.0,711000000.0,733000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,FY,2009-12-27,2010-12-25,2013-02-21 16:44:05+00:00,61000000.0,0.66,0.66,0.64,,38000000.0,471000000.0,471000000.0,0.0,471000000.0,,3533000000.0,6494000000.0,-462000000.0,311000000.0,,-283000000.0,,1405000000.0,-4000000.0,934000000.0,3533000000.0,2961000000.0,199000000.0,11000000.0,2113000000.0,848000000.0,123000000.0,971000000.0,6494000000.0,713600000.0,711000000.0,733000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q3YTD,2009-12-27,2010-09-25,,50000000.0,0.13,0.13,0.12,,-4000000.0,96000000.0,96000000.0,,96000000.0,,2627000000.0,4845000000.0,-489000000.0,297000000.0,,,,1053000000.0,-4000000.0,684000000.0,2627000000.0,2218000000.0,160000000.0,9000000.0,1783000000.0,435000000.0,146000000.0,581000000.0,4845000000.0,694100000.0,713000000.0,713000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q3,2010-06-27,2010-09-25,2011-11-09 17:20:11+00:00,16000000.0,-0.17,-0.17,-0.17,,1000000.0,-118000000.0,-118000000.0,,-118000000.0,,879000000.0,1618000000.0,-186000000.0,-6000000.0,,,,359000000.0,,236000000.0,879000000.0,739000000.0,56000000.0,3000000.0,611000000.0,128000000.0,-59000000.0,69000000.0,1618000000.0,694100000.0,713000000.0,713000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q2YTD,2009-12-27,2010-06-26,,34000000.0,0.3,0.3,0.29,,-5000000.0,214000000.0,214000000.0,,214000000.0,,1748000000.0,3227000000.0,-303000000.0,303000000.0,,,,694000000.0,-4000000.0,448000000.0,1748000000.0,1479000000.0,104000000.0,6000000.0,1172000000.0,307000000.0,205000000.0,512000000.0,3227000000.0,716700000.0,709000000.0,709000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q2,2010-03-28,2010-06-26,2011-08-10 16:47:26+00:00,17000000.0,-0.06,-0.06,-0.06,,-5000000.0,-43000000.0,-43000000.0,,-43000000.0,,915000000.0,1653000000.0,-120000000.0,-1000000.0,,,,371000000.0,-4000000.0,229000000.0,915000000.0,738000000.0,55000000.0,3000000.0,613000000.0,125000000.0,-53000000.0,72000000.0,1653000000.0,716700000.0,709000000.0,709000000.0
