company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,FY,,2009-12-26,2011-02-18 16:38:16+00:00,647000000.0,745000000.0,795000000.0,154000000.0,,1657000000.0,,6531000000.0,121000000.0,323000000.0,98000000.0,4252000000.0,,567000000.0,3809000000.0,1076000000.0,,,168000000.0,573000000.0,892000000.0,287000000.0,-5939000000.0,479000000.0,1019000000.0,9078000000.0,648000000.0,4275000000.0,2210000000.0,648000000.0,1724000000.0,7354000000.0,9078000000.0,994000000.0,5144000000.0,-98000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,FY,,2010-12-25,2012-02-23 19:04:58+00:00,581000000.0,968000000.0,698000000.0,1000000.0,,606000000.0,0.0,6582000000.0,143000000.0,323000000.0,,2188000000.0,,632000000.0,700000000.0,,,,19000000.0,347000000.0,89000000.0,205000000.0,-5468000000.0,233000000.0,1183000000.0,4964000000.0,1013000000.0,3594000000.0,1674000000.0,1013000000.0,1013000000.0,3951000000.0,4964000000.0,670000000.0,2277000000.0,-102000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q3,,2010-09-25,2010-11-03 17:25:11+00:00,680000000.0,765000000.0,601000000.0,12000000.0,,620000000.0,,6547000000.0,151000000.0,323000000.0,48000000.0,2185000000.0,,622000000.0,723000000.0,,,,21000000.0,289000000.0,131000000.0,99000000.0,-5843000000.0,212000000.0,1106000000.0,4595000000.0,614000000.0,3212000000.0,1665000000.0,614000000.0,614000000.0,3981000000.0,4595000000.0,660000000.0,2316000000.0,-102000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q2,,2010-06-26,2010-08-04 17:11:03+00:00,622000000.0,725000000.0,663000000.0,7000000.0,,1084000000.0,,6569000000.0,148000000.0,323000000.0,64000000.0,2418000000.0,148000000.0,581000000.0,755000000.0,,1000000.0,,35000000.0,352000000.0,154000000.0,111000000.0,-5725000000.0,162000000.0,812000000.0,4955000000.0,752000000.0,3313000000.0,1630000000.0,752000000.0,752000000.0,4203000000.0,4955000000.0,887000000.0,2573000000.0,-99000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2011.0,FY,,2011-12-31,2013-02-21 16:44:05+00:00,540000000.0,919000000.0,550000000.0,-5000000.0,,869000000.0,,6679000000.0,123000000.0,323000000.0,8000000.0,1527000000.0,427000000.0,476000000.0,726000000.0,,,,72000000.0,241000000.0,63000000.0,69000000.0,-4977000000.0,489000000.0,896000000.0,4954000000.0,1590000000.0,3229000000.0,1774000000.0,1590000000.0,1590000000.0,3364000000.0,4954000000.0,999000000.0,1590000000.0,-107000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2011.0,Q3,,2011-10-01,2011-11-09 17:20:11+00:00,618000000.0,908000000.0,590000000.0,-8000000.0,,625000000.0,0.0,6659000000.0,131000000.0,323000000.0,11000000.0,1571000000.0,536000000.0,540000000.0,697000000.0,,,,27000000.0,257000000.0,66000000.0,157000000.0,-4800000000.0,489000000.0,1182000000.0,5236000000.0,1744000000.0,3412000000.0,1855000000.0,1744000000.0,1744000000.0,3492000000.0,5236000000.0,1127000000.0,1637000000.0,-107000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2011.0,Q2,,2011-07-02,2011-08-10 16:47:26+00:00,572000000.0,759000000.0,575000000.0,0.0,,554000000.0,0.0,6644000000.0,132000000.0,323000000.0,19000000.0,2195000000.0,486000000.0,642000000.0,686000000.0,,,,29000000.0,272000000.0,76000000.0,176000000.0,-4897000000.0,4000000.0,1307000000.0,5224000000.0,1641000000.0,3438000000.0,1312000000.0,1641000000.0,1641000000.0,3583000000.0,5224000000.0,1100000000.0,2271000000.0,-106000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2011.0,Q1,,2011-04-02,2011-05-10 17:24:39+00:00,538000000.0,797000000.0,605000000.0,2000000.0,,602000000.0,,6618000000.0,165000000.0,323000000.0,28000000.0,2192000000.0,486000000.0,648000000.0,676000000.0,,,,29000000.0,285000000.0,84000000.0,221000000.0,-4958000000.0,38000000.0,1143000000.0,5209000000.0,1558000000.0,3411000000.0,1375000000.0,1558000000.0,1558000000.0,3651000000.0,5209000000.0,1122000000.0,2276000000.0,-104000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2012.0,FY,,2012-12-29,2014-02-18 16:56:49+00:00,732000000.0,630000000.0,552000000.0,-3000000.0,,549000000.0,,6810000000.0,108000000.0,553000000.0,96000000.0,2037000000.0,181000000.0,562000000.0,658000000.0,,,,,247000000.0,28000000.0,71000000.0,-6160000000.0,5000000.0,453000000.0,4000000000.0,538000000.0,2265000000.0,1397000000.0,538000000.0,538000000.0,3462000000.0,4000000000.0,1077000000.0,2065000000.0,-109000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2012.0,Q3,,2012-09-29,2012-11-01 16:32:22+00:00,860000000.0,683000000.0,534000000.0,-2000000.0,,776000000.0,,6787000000.0,110000000.0,553000000.0,100000000.0,2035000000.0,180000000.0,744000000.0,685000000.0,,,,46000000.0,279000000.0,33000000.0,88000000.0,-5687000000.0,5000000.0,524000000.0,4612000000.0,989000000.0,2815000000.0,1555000000.0,989000000.0,989000000.0,3623000000.0,4612000000.0,1112000000.0,2068000000.0,-109000000.0
