company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2008.0,FY,2007-12-30,2008-12-27,2011-02-18 16:38:16+00:00,-95000000.0,-78000000.0,11000000.0,339000000.0,1223000000.0,127000000.0,-318000000.0,,308000000.0,,220000000.0,-27000000.0,-692000000.0,220000000.0,-27000000.0,-692000000.0,-499000000.0,-3096000000.0,-3096000000.0,1577000000.0,161000000.0,6000000.0,-19000000.0,-200000000.0,-624000000.0,-230000000.0,,416000000.0,343000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,FY,2008-12-28,2009-12-26,2012-02-23 19:04:58+00:00,,11000000.0,14000000.0,319000000.0,1128000000.0,,-909000000.0,125000000.0,2330000000.0,1091000000.0,1524000000.0,-1273000000.0,473000000.0,1524000000.0,-1273000000.0,473000000.0,724000000.0,293000000.0,293000000.0,-50000000.0,55000000.0,62000000.0,-67000000.0,-1486000000.0,-466000000.0,-1852000000.0,-158000000.0,617000000.0,
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,Q4,2009-09-27,2009-12-26,,,7000000.0,14000000.0,319000000.0,284000000.0,,-376000000.0,,840000000.0,-178000000.0,-783000000.0,-557000000.0,1150000000.0,-783000000.0,-557000000.0,1150000000.0,-190000000.0,1177000000.0,1177000000.0,58000000.0,15000000.0,58000000.0,,-797000000.0,-173000000.0,-1460000000.0,,414000000.0,-59000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,Q3,2009-06-28,2009-09-26,,,11000000.0,,,282000000.0,,-275000000.0,,227000000.0,178000000.0,230000000.0,-220000000.0,-142000000.0,230000000.0,-220000000.0,-142000000.0,-132000000.0,-135000000.0,-135000000.0,-25000000.0,1000000.0,-2000000.0,,-250000000.0,-97000000.0,-176000000.0,,128000000.0,1000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,Q3YTD,2008-12-28,2009-09-26,2010-11-03 17:25:11+00:00,,4000000.0,,,844000000.0,,-533000000.0,125000000.0,1490000000.0,1269000000.0,2307000000.0,-716000000.0,-677000000.0,2307000000.0,-716000000.0,-677000000.0,914000000.0,-884000000.0,-884000000.0,-108000000.0,40000000.0,4000000.0,-67000000.0,-689000000.0,-293000000.0,-392000000.0,-158000000.0,203000000.0,59000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2009.0,Q2YTD,2008-12-28,2009-06-27,2010-08-04 17:11:03+00:00,,-7000000.0,,,562000000.0,,-258000000.0,125000000.0,1263000000.0,1091000000.0,2077000000.0,-496000000.0,-535000000.0,2077000000.0,-496000000.0,-535000000.0,1046000000.0,-749000000.0,-749000000.0,-83000000.0,39000000.0,6000000.0,-67000000.0,-439000000.0,-196000000.0,-216000000.0,-158000000.0,75000000.0,58000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q4,2010-09-26,2010-12-25,,,5000000.0,12000000.0,164000000.0,89000000.0,,-655000000.0,6000000.0,301000000.0,,302000000.0,-103000000.0,-213000000.0,302000000.0,-103000000.0,-213000000.0,-14000000.0,375000000.0,375000000.0,-27000000.0,8000000.0,-4000000.0,,-485000000.0,-38000000.0,-13000000.0,,424000000.0,
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,FY,2009-12-27,2010-12-25,2013-02-21 16:44:05+00:00,-904000000.0,30000000.0,12000000.0,164000000.0,383000000.0,,-1500000000.0,15000000.0,1524000000.0,,484000000.0,-1123000000.0,-412000000.0,484000000.0,-1123000000.0,-412000000.0,-1051000000.0,471000000.0,471000000.0,204000000.0,19000000.0,19000000.0,,-1800000000.0,-148000000.0,-1074000000.0,,1709000000.0,1000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q3YTD,2009-12-27,2010-09-25,2011-11-09 17:20:11+00:00,-904000000.0,25000000.0,,,294000000.0,,-845000000.0,9000000.0,1223000000.0,,182000000.0,-1020000000.0,-199000000.0,182000000.0,-1020000000.0,-199000000.0,-1037000000.0,96000000.0,96000000.0,231000000.0,11000000.0,23000000.0,,-1315000000.0,-110000000.0,-1061000000.0,,1285000000.0,1000000.0
Advanced Micro Devices Inc,AMD,R2I72C950HOYXII45366,2488,2010.0,Q3TTM,2009-09-27,2010-09-25,,-904000000.0,32000000.0,14000000.0,319000000.0,578000000.0,,-1221000000.0,9000000.0,2063000000.0,-178000000.0,-601000000.0,-1577000000.0,951000000.0,-601000000.0,-1577000000.0,951000000.0,-1227000000.0,1273000000.0,1273000000.0,289000000.0,26000000.0,81000000.0,,-2112000000.0,-283000000.0,-2521000000.0,,1699000000.0,-58000000.0
