company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commonequity,currentdeferredtaxassets,employeebenefitassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,FY,,2008-12-31,2010-02-12 16:36:38+00:00,3773000000.0,6129000000.0,6006000000.0,-3809000000.0,1538000000.0,2065000000.0,4952000000.0,922000000.0,,10185000000.0,2267000000.0,5865000000.0,670000000.0,3848000000.0,4934000000.0,82000000.0,2135000000.0,698000000.0,1799000000.0,,299000000.0,,,2036000000.0,6032000000.0,,16250000000.0,2510000000.0,,35490000000.0,7187000000.0,13263000000.0,12289000000.0,7187000000.0,7269000000.0,28221000000.0,35490000000.0,17293000000.0,15932000000.0,-10206000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,FY,,2009-12-31,2011-02-11 12:04:55+00:00,3633000000.0,6274000000.0,6153000000.0,-948000000.0,1040000000.0,2801000000.0,4781000000.0,1034000000.0,,10494000000.0,2174000000.0,6246000000.0,579000000.0,3446000000.0,4847000000.0,110000000.0,2006000000.0,542000000.0,1594000000.0,,,,,1957000000.0,6453000000.0,,14023000000.0,1361000000.0,381000000.0,35993000000.0,8861000000.0,13936000000.0,11147000000.0,8861000000.0,8971000000.0,27022000000.0,35993000000.0,17210000000.0,15875000000.0,-8995000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q3,,2009-09-30,2009-10-23 11:26:34+00:00,3201000000.0,6464000000.0,5865000000.0,-3251000000.0,1559000000.0,2604000000.0,4760000000.0,900000000.0,,10520000000.0,2265000000.0,6256000000.0,471000000.0,3576000000.0,4828000000.0,103000000.0,1698000000.0,730000000.0,1554000000.0,,342000000.0,,,2105000000.0,5045000000.0,,17021000000.0,1968000000.0,,35773000000.0,9492000000.0,13886000000.0,11034000000.0,9492000000.0,9595000000.0,26178000000.0,35773000000.0,17059000000.0,15144000000.0,-9038000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q2,,2009-06-30,2009-08-03 15:23:48+00:00,3132000000.0,6285000000.0,5468000000.0,-3512000000.0,1557000000.0,2606000000.0,4780000000.0,945000000.0,109000000.0,10236000000.0,2141000000.0,6251000000.0,463000000.0,3593000000.0,4795000000.0,94000000.0,1715000000.0,691000000.0,1571000000.0,,289000000.0,,,1960000000.0,5511000000.0,,16646000000.0,2395000000.0,,35137000000.0,8467000000.0,13718000000.0,10995000000.0,8467000000.0,8561000000.0,26576000000.0,35137000000.0,16624000000.0,15581000000.0,-9447000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,FY,,2010-12-31,2012-02-17 13:58:44+00:00,4199000000.0,6841000000.0,6446000000.0,-1067000000.0,1557000000.0,2650000000.0,4935000000.0,877000000.0,,11275000000.0,2537000000.0,5755000000.0,616000000.0,3822000000.0,4724000000.0,121000000.0,1221000000.0,636000000.0,1477000000.0,,455000000.0,841000000.0,190000000.0,1975000000.0,5898000000.0,,15097000000.0,889000000.0,,37834000000.0,10666000000.0,15486000000.0,11724000000.0,10666000000.0,10787000000.0,27047000000.0,37834000000.0,17624000000.0,15323000000.0,-8299000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,Q3,,2010-09-30,2010-10-22 11:39:39+00:00,4059000000.0,6916000000.0,6502000000.0,-4282000000.0,1343000000.0,2640000000.0,4887000000.0,987000000.0,,11529000000.0,2711000000.0,6265000000.0,601000000.0,4027000000.0,4738000000.0,136000000.0,1411000000.0,745000000.0,1494000000.0,,,,,1966000000.0,6260000000.0,,18130000000.0,985000000.0,593000000.0,38119000000.0,10330000000.0,15163000000.0,11546000000.0,10330000000.0,10466000000.0,27653000000.0,38119000000.0,18218000000.0,16107000000.0,-8405000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,Q2,,2010-06-30,2010-08-05 15:37:32+00:00,3751000000.0,6495000000.0,5708000000.0,-5031000000.0,1534000000.0,2451000000.0,4871000000.0,922000000.0,,10315000000.0,2057000000.0,6254000000.0,544000000.0,3596000000.0,4535000000.0,120000000.0,1776000000.0,576000000.0,1551000000.0,,,,,1940000000.0,6361000000.0,,17867000000.0,1228000000.0,1460000000.0,36091000000.0,9008000000.0,14924000000.0,10687000000.0,9008000000.0,9128000000.0,26963000000.0,36091000000.0,16632000000.0,16276000000.0,-8699000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,Q1,,2010-03-31,2010-04-23 14:07:51+00:00,3553000000.0,6184000000.0,6233000000.0,-4543000000.0,1049000000.0,2851000000.0,4817000000.0,1024000000.0,,10362000000.0,2114000000.0,6246000000.0,586000000.0,3568000000.0,4697000000.0,117000000.0,1973000000.0,570000000.0,1547000000.0,,,,,1961000000.0,6409000000.0,,17635000000.0,1315000000.0,706000000.0,36026000000.0,8987000000.0,14333000000.0,11101000000.0,8987000000.0,9104000000.0,26922000000.0,36026000000.0,16996000000.0,15821000000.0,-8922000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2011.0,FY,,2011-12-31,2013-02-15 09:16:19+00:00,4738000000.0,7228000000.0,6863000000.0,-1444000000.0,1499000000.0,3698000000.0,5115000000.0,460000000.0,,11858000000.0,2477000000.0,6881000000.0,494000000.0,4264000000.0,4804000000.0,96000000.0,2132000000.0,676000000.0,1417000000.0,,484000000.0,,,1909000000.0,6158000000.0,0.0,16083000000.0,674000000.0,,39808000000.0,10806000000.0,16134000000.0,12275000000.0,10806000000.0,10902000000.0,28906000000.0,39808000000.0,18870000000.0,16631000000.0,-8948000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2011.0,Q3,,2011-09-30,2011-10-21 13:54:08+00:00,4570000000.0,7316000000.0,7014000000.0,-1122000000.0,1574000000.0,3885000000.0,5071000000.0,867000000.0,,11645000000.0,2376000000.0,6880000000.0,465000000.0,4369000000.0,4725000000.0,105000000.0,1056000000.0,505000000.0,1386000000.0,,,0.0,0.0,2134000000.0,4474000000.0,,16686000000.0,1275000000.0,607000000.0,39445000000.0,11662000000.0,17044000000.0,12859000000.0,11662000000.0,11767000000.0,27678000000.0,39445000000.0,17676000000.0,14819000000.0,-8973000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2011.0,Q2,,2011-06-30,2011-07-22 11:00:18+00:00,4442000000.0,7344000000.0,6555000000.0,-536000000.0,1565000000.0,3548000000.0,5047000000.0,926000000.0,,11492000000.0,2347000000.0,6790000000.0,516000000.0,4197000000.0,4718000000.0,112000000.0,1115000000.0,661000000.0,1411000000.0,,,826000000.0,182000000.0,2076000000.0,4928000000.0,,16085000000.0,932000000.0,545000000.0,39650000000.0,12072000000.0,17386000000.0,12111000000.0,12072000000.0,12184000000.0,27466000000.0,39650000000.0,17546000000.0,15355000000.0,-8524000000.0
