company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2007.0,FY,2007-01-01,2007-12-31,2010-02-12 16:36:38+00:00,-1150000000.0,,837000000.0,51000000.0,50000000.0,-75000000.0,603000000.0,2963000000.0,-1574000000.0,-1782000000.0,3911000000.0,-1574000000.0,-1782000000.0,3911000000.0,605000000.0,2444000000.0,2444000000.0,,705000000.0,86000000.0,0.0,-767000000.0,-20000000.0,-767000000.0,-473000000.0,-3986000000.0,6000000.0,98000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 12:04:55+00:00,-2181000000.0,,903000000.0,909000000.0,-162000000.0,-1603000000.0,146000000.0,1487000000.0,-1370000000.0,-2023000000.0,3791000000.0,-1370000000.0,-2023000000.0,3791000000.0,236000000.0,806000000.0,806000000.0,,3685000000.0,21000000.0,68000000.0,-811000000.0,-6000000.0,-884000000.0,-754000000.0,-1459000000.0,18000000.0,53000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,Q4,2008-10-01,2008-12-31,,-73000000.0,,210000000.0,-12000000.0,-126000000.0,-1021000000.0,4000000.0,-481000000.0,-1007000000.0,-353000000.0,1259000000.0,-1007000000.0,-353000000.0,1259000000.0,-227000000.0,-1279000000.0,-1279000000.0,,3349000000.0,,61000000.0,-201000000.0,-2000000.0,-332000000.0,-329000000.0,,4000000.0,1000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,Q3,2008-07-01,2008-09-30,,-800000000.0,,247000000.0,921000000.0,-76000000.0,-102000000.0,16000000.0,460000000.0,-511000000.0,-94000000.0,769000000.0,-511000000.0,-94000000.0,769000000.0,88000000.0,719000000.0,719000000.0,,-95000000.0,2000000.0,,-201000000.0,-4000000.0,-213000000.0,230000000.0,-1018000000.0,,2000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-10-23 11:26:34+00:00,-2108000000.0,,693000000.0,921000000.0,-36000000.0,-582000000.0,142000000.0,1968000000.0,-363000000.0,-1670000000.0,2532000000.0,-363000000.0,-1670000000.0,2532000000.0,463000000.0,2085000000.0,2085000000.0,,336000000.0,21000000.0,7000000.0,-610000000.0,-4000000.0,-552000000.0,-425000000.0,-1459000000.0,14000000.0,52000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-03 15:23:48+00:00,-1308000000.0,,446000000.0,,40000000.0,-480000000.0,126000000.0,1508000000.0,148000000.0,-1576000000.0,1763000000.0,148000000.0,-1576000000.0,1763000000.0,375000000.0,1366000000.0,1366000000.0,,431000000.0,19000000.0,7000000.0,-409000000.0,,-339000000.0,-655000000.0,-441000000.0,14000000.0,50000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 13:58:44+00:00,-468000000.0,,957000000.0,1000000.0,75000000.0,-161000000.0,37000000.0,1488000000.0,-2152000000.0,-1133000000.0,3946000000.0,-2152000000.0,-1133000000.0,3946000000.0,736000000.0,1548000000.0,1548000000.0,,1602000000.0,1000000.0,-65000000.0,-918000000.0,-24000000.0,-609000000.0,-2760000000.0,0.0,1000000.0,31000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q4,2009-10-01,2009-12-31,,,,246000000.0,,-27000000.0,17000000.0,17000000.0,,-824000000.0,-283000000.0,1331000000.0,-824000000.0,-283000000.0,1331000000.0,197000000.0,93000000.0,93000000.0,,975000000.0,1000000.0,-12000000.0,-234000000.0,-24000000.0,-257000000.0,-608000000.0,,,10000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-10-22 11:39:39+00:00,-468000000.0,,711000000.0,1000000.0,102000000.0,-178000000.0,20000000.0,1488000000.0,-1328000000.0,-850000000.0,2615000000.0,-1328000000.0,-850000000.0,2615000000.0,539000000.0,1455000000.0,1455000000.0,,627000000.0,0.0,-53000000.0,-684000000.0,0.0,-352000000.0,-2152000000.0,,1000000.0,21000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q3TTM,2008-10-01,2009-09-30,,-541000000.0,,921000000.0,-11000000.0,-24000000.0,-1199000000.0,24000000.0,1007000000.0,-2335000000.0,-1203000000.0,3874000000.0,-2335000000.0,-1203000000.0,3874000000.0,312000000.0,176000000.0,176000000.0,,3976000000.0,,8000000.0,-885000000.0,-2000000.0,-684000000.0,-2481000000.0,,5000000.0,22000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q3,2009-07-01,2009-09-30,,-440000000.0,,242000000.0,1000000.0,70000000.0,190000000.0,11000000.0,,-654000000.0,-566000000.0,1148000000.0,-654000000.0,-566000000.0,1148000000.0,-2000000.0,608000000.0,608000000.0,,108000000.0,,-5000000.0,-232000000.0,,-126000000.0,-433000000.0,,,4000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q2TTM,2008-07-01,2009-06-30,,-901000000.0,,926000000.0,909000000.0,-170000000.0,-1491000000.0,29000000.0,1467000000.0,-2192000000.0,-731000000.0,3495000000.0,-2192000000.0,-731000000.0,3495000000.0,402000000.0,287000000.0,287000000.0,,3773000000.0,2000000.0,13000000.0,-854000000.0,-6000000.0,-771000000.0,-1818000000.0,-1018000000.0,5000000.0,20000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q2,2009-04-01,2009-06-30,,-8000000.0,,235000000.0,,110000000.0,-59000000.0,5000000.0,-6000000.0,-524000000.0,-158000000.0,1126000000.0,-524000000.0,-158000000.0,1126000000.0,554000000.0,450000000.0,450000000.0,,500000000.0,,-42000000.0,-228000000.0,,-117000000.0,-295000000.0,,,9000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-05 15:37:32+00:00,-28000000.0,,469000000.0,,32000000.0,-368000000.0,9000000.0,1488000000.0,-674000000.0,-284000000.0,1467000000.0,-674000000.0,-284000000.0,1467000000.0,541000000.0,847000000.0,847000000.0,,519000000.0,0.0,-48000000.0,-452000000.0,0.0,-226000000.0,-1719000000.0,,1000000.0,17000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q1,2009-01-01,2009-03-31,2010-04-23 14:07:51+00:00,-20000000.0,,234000000.0,,-78000000.0,-309000000.0,4000000.0,1494000000.0,-150000000.0,-126000000.0,341000000.0,-150000000.0,-126000000.0,341000000.0,-13000000.0,397000000.0,397000000.0,,19000000.0,0.0,-6000000.0,-224000000.0,0.0,-109000000.0,-1424000000.0,,1000000.0,8000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,Q4,2010-10-01,2010-12-31,,15000000.0,,271000000.0,7000000.0,,304000000.0,84000000.0,-596000000.0,-746000000.0,-289000000.0,1045000000.0,-746000000.0,-289000000.0,1045000000.0,10000000.0,369000000.0,369000000.0,,101000000.0,8000000.0,-17000000.0,-240000000.0,-18000000.0,-300000000.0,-2000000.0,,18000000.0,6000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,FY,2010-01-01,2010-12-31,2013-02-15 09:16:19+00:00,-1303000000.0,,987000000.0,7000000.0,-38000000.0,565000000.0,195000000.0,21000000.0,-2047000000.0,-2269000000.0,4203000000.0,-2047000000.0,-2269000000.0,4203000000.0,-151000000.0,2022000000.0,2022000000.0,,629000000.0,13000000.0,5000000.0,-944000000.0,-453000000.0,-651000000.0,-1332000000.0,0.0,112000000.0,14000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-21 13:54:08+00:00,-1318000000.0,,716000000.0,0.0,-38000000.0,261000000.0,111000000.0,617000000.0,-1301000000.0,-1980000000.0,3158000000.0,-1301000000.0,-1980000000.0,3158000000.0,-161000000.0,1653000000.0,1653000000.0,,528000000.0,5000000.0,22000000.0,-704000000.0,-435000000.0,-351000000.0,-1330000000.0,0.0,94000000.0,8000000.0
