company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2007.0,FY,2007-01-01,2007-12-31,2010-02-12 16:36:38+00:00,3.2,3.2,,3.16,877000000.0,2460000000.0,2460000000.0,,2444000000.0,16000000.0,26300000000.0,34589000000.0,,-69000000.0,4565000000.0,26300000000.0,8289000000.0,456000000.0,4496000000.0,3793000000.0,-456000000.0,3337000000.0,34589000000.0,763800000.0,763800000.0,773400000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,FY,2008-01-01,2008-12-31,2011-02-11 12:04:55+00:00,1.09,1.09,1.1,1.08,-226000000.0,826000000.0,826000000.0,,806000000.0,20000000.0,31118000000.0,36556000000.0,748000000.0,,5130000000.0,31118000000.0,5438000000.0,456000000.0,5130000000.0,308000000.0,292000000.0,600000000.0,36556000000.0,739400000.0,739400000.0,746300000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,Q3,2008-07-01,2008-09-30,2009-10-23 11:26:34+00:00,0.98,0.98,0.275,0.97,315000000.0,723000000.0,723000000.0,,719000000.0,4000000.0,7476000000.0,9275000000.0,,-660000000.0,1309000000.0,7476000000.0,1799000000.0,112000000.0,649000000.0,1150000000.0,-112000000.0,1038000000.0,9275000000.0,733700000.0,733700000.0,741200000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2008.0,Q2,2008-04-01,2008-06-30,2009-08-03 15:23:48+00:00,0.97,0.97,0.275,0.96,261000000.0,728000000.0,728000000.0,,723000000.0,5000000.0,7323000000.0,9674000000.0,,-43000000.0,1290000000.0,7323000000.0,2351000000.0,115000000.0,1247000000.0,1104000000.0,-115000000.0,989000000.0,9674000000.0,745400000.0,745400000.0,753100000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 13:58:44+00:00,2.06,2.06,1.21,2.05,436000000.0,1584000000.0,1528000000.0,56000000.0,1548000000.0,36000000.0,23260000000.0,29951000000.0,54000000.0,,4323000000.0,23260000000.0,6691000000.0,458000000.0,4323000000.0,2368000000.0,-404000000.0,1964000000.0,29951000000.0,751500000.0,751500000.0,755100000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q4,2009-10-01,2009-12-31,,0.12,0.12,0.3,0.11,-53000000.0,106000000.0,50000000.0,56000000.0,93000000.0,13000000.0,6025000000.0,7115000000.0,66000000.0,-2000000.0,1053000000.0,6025000000.0,1090000000.0,108000000.0,1051000000.0,39000000.0,-42000000.0,-3000000.0,7115000000.0,751500000.0,751500000.0,755100000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q3,2009-07-01,2009-09-30,2010-10-22 11:39:39+00:00,0.8,0.8,0.3025,0.8,179000000.0,619000000.0,619000000.0,,608000000.0,11000000.0,5797000000.0,7700000000.0,39000000.0,,1034000000.0,5797000000.0,1903000000.0,110000000.0,1034000000.0,869000000.0,-71000000.0,798000000.0,7700000000.0,760000000.0,760000000.0,760000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.94,1.94,0.91,1.94,489000000.0,1478000000.0,1478000000.0,,1455000000.0,23000000.0,17235000000.0,22836000000.0,-12000000.0,2000000.0,3270000000.0,17235000000.0,5601000000.0,350000000.0,3272000000.0,2329000000.0,-362000000.0,1967000000.0,22836000000.0,760000000.0,760000000.0,760000000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.14,1.14,0.61,1.14,310000000.0,859000000.0,859000000.0,,847000000.0,12000000.0,11438000000.0,15136000000.0,-51000000.0,2000000.0,2236000000.0,11438000000.0,3698000000.0,240000000.0,2238000000.0,1460000000.0,-291000000.0,1169000000.0,15136000000.0,747700000.0,747700000.0,747700000.0
Honeywell International Inc,HON,ISRPG12PN4EIEOEMW547,773840,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 15:37:32+00:00,0.6,0.6,0.3025,0.6,166000000.0,460000000.0,460000000.0,,450000000.0,10000000.0,5682000000.0,7566000000.0,-51000000.0,,1084000000.0,5682000000.0,1884000000.0,123000000.0,1084000000.0,800000000.0,-174000000.0,626000000.0,7566000000.0,747700000.0,747700000.0,747700000.0
