company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,intangibleassets,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherlongtermliabilities,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2008.0,FY,,2008-12-31,2009-11-04 18:23:52+00:00,-76476000.0,4070002000.0,,4790995000.0,1249219000.0,,92325733000.0,8450976000.0,118224794000.0,,,7270000.0,,58095816000.0,3604260000.0,3535286000.0,426175000.0,41933043000.0,168768437000.0,4999070000.0,4999070000.0,5006340000.0,163762097000.0,168768437000.0,3429540000.0,1041405000.0,-1856394000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,FY,,2009-12-31,2011-02-28 16:23:54+00:00,-40825000.0,6070013000.0,,5201335000.0,1177310000.0,,134110896000.0,9695714000.0,130546272000.0,134110896000.0,,13000.0,,11748666000.0,3263593000.0,5168871000.0,604467000.0,30896811000.0,169985298000.0,3903239000.0,5278609000.0,5278622000.0,164706676000.0,169985298000.0,1375370000.0,2013828000.0,-1861738000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q3,,2009-09-30,2009-11-04 18:23:52+00:00,-44143000.0,5186998000.0,,4970433000.0,1224272000.0,,91741186000.0,23846566000.0,124647818000.0,91741186000.0,,7000.0,,56849509000.0,3400527000.0,5760583000.0,346347000.0,53406554000.0,186443924000.0,3411648000.0,4989018000.0,4989025000.0,181454899000.0,186443924000.0,1577370000.0,1834810000.0,-1860989000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,FY,,2010-12-31,2012-02-27 16:24:21+00:00,-45000000.0,4343000000.0,0.0,6059000000.0,478000000.0,,184305000000.0,,163543000000.0,184305000000.0,,0.0,,8970000000.0,3136000000.0,6255000000.0,309000000.0,33616000000.0,205307000000.0,4447000000.0,5012000000.0,5012000000.0,200295000000.0,205307000000.0,565000000.0,956000000.0,-1876000000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q3,,2010-09-30,2010-11-08 16:51:39+00:00,-44159000.0,5875510000.0,,5238071000.0,488220000.0,,161479377000.0,20655561000.0,153003935000.0,161479377000.0,,0.0,,10653449000.0,3140330000.0,5837546000.0,-122565000.0,45388432000.0,206106774000.0,3198707000.0,4574077000.0,4574077000.0,201532697000.0,206106774000.0,1375370000.0,1117111000.0,-1872640000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q2,,2010-06-30,2010-08-05 16:44:16+00:00,-43333000.0,6267039000.0,,5233298000.0,1157888000.0,,163465530000.0,20177860000.0,152250912000.0,163465530000.0,,4000.0,,8584404000.0,3508617000.0,6252914000.0,391169000.0,46472435000.0,207318712000.0,3711374000.0,5086744000.0,5086748000.0,202231964000.0,207318712000.0,1375370000.0,1413077000.0,-1869760000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q1,,2010-03-31,2010-05-06 17:08:41+00:00,-42511000.0,6840902000.0,,5216776000.0,1167599000.0,,165468106000.0,16418101000.0,157983266000.0,165468106000.0,,19000.0,,10101919000.0,3671734000.0,6115399000.0,72062000.0,41102389000.0,207513085000.0,3380307000.0,4755677000.0,4755696000.0,202757389000.0,207513085000.0,1375370000.0,1401059000.0,-1866020000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,FY,,2011-12-31,2013-02-26 16:35:29+00:00,-14000000.0,2794000000.0,0.0,4242000000.0,478000000.0,,174420000000.0,,154393000000.0,174420000000.0,,8000000.0,,8658000000.0,4128000000.0,5873000000.0,770000000.0,29573000000.0,193345000000.0,4678000000.0,5243000000.0,5251000000.0,188094000000.0,193345000000.0,565000000.0,1122000000.0,-320000000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q3,,2011-09-30,2011-11-04 16:24:50+00:00,-20000000.0,3523000000.0,0.0,4233000000.0,484000000.0,,176816000000.0,,156810000000.0,176816000000.0,,8000000.0,,9447000000.0,4207000000.0,5847000000.0,315000000.0,31745000000.0,197544000000.0,4209000000.0,4774000000.0,4782000000.0,192762000000.0,197544000000.0,565000000.0,1427000000.0,-319000000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q2,,2011-06-30,2011-08-05 16:18:50+00:00,-29636000.0,4144734000.0,,4219991000.0,479917000.0,,178387705000.0,,160765277000.0,178387705000.0,,8678000.0,,10129933000.0,3814390000.0,6074901000.0,417702000.0,30765693000.0,200356599000.0,4437561000.0,5002561000.0,5011239000.0,195345360000.0,200356599000.0,565000000.0,1139409000.0,-170496000.0
