company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 16:26:01+00:00,,-2.26,-2.26,-0.25,,-2.26,408275000.0,707577000.0,7966445000.0,7085772000.0,-894079000.0,-900355000.0,6276000.0,-933539000.0,2315000.0,1588250000.0,-431996000.0,,,,759895000.0,877469000.0,37145000.0,,1015308000.0,22505000.0,728095000.0,,7085772000.0,8674022000.0,1510495000.0,445473000.0,-492080000.0,2033723000.0,413100000.0,412233000.0,412233000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 16:23:54+00:00,49674000.0,-0.69,-0.69,0.0,,-0.69,-36693000.0,276264000.0,6993374000.0,5905418000.0,-212626000.0,2480000.0,-215106000.0,-323832000.0,,1364220000.0,102303000.0,,,,459047000.0,369724000.0,111206000.0,,719650000.0,71659000.0,570430000.0,,5905418000.0,7269638000.0,1150810000.0,472027000.0,-34213000.0,1836247000.0,469300000.0,466642000.0,466642000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2008.0,Q3,2008-07-01,2008-09-30,2009-11-04 18:23:52+00:00,,-0.4,-0.4,0.0,,-0.4,-103819000.0,57154000.0,1812128000.0,1394533000.0,-157997000.0,-157997000.0,,-186015000.0,544000.0,474749000.0,-391358000.0,,,,209744000.0,219362000.0,27474000.0,,186909000.0,10508000.0,157408000.0,,1394533000.0,1869282000.0,377660000.0,-171996000.0,-261816000.0,302753000.0,465000000.0,466646000.0,466646000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2008.0,Q2,2008-04-01,2008-06-30,2009-08-05 16:56:49+00:00,,0.51,0.51,0.0,,0.5,153074000.0,70521000.0,1697940000.0,1365918000.0,268662000.0,268662000.0,,238345000.0,2926000.0,402543000.0,346455000.0,,,,185900000.0,216181000.0,27391000.0,,143015000.0,46740000.0,167788000.0,,1365918000.0,1768461000.0,400428000.0,562636000.0,421736000.0,965179000.0,467300000.0,466649000.0,517954000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:24:21+00:00,76000000.0,0.38,0.38,,,0.38,264000000.0,26000000.0,4732000000.0,3035000000.0,324000000.0,544000000.0,-220000000.0,178000000.0,,1723000000.0,951000000.0,,,,503000000.0,382000000.0,146000000.0,,1119000000.0,10000000.0,540000000.0,,3035000000.0,4758000000.0,1129000000.0,1333000000.0,808000000.0,3056000000.0,468400000.0,471000000.0,472000000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q4,2009-10-01,2009-12-31,,75960000.0,0.55,0.55,,,0.55,241573000.0,6168000.0,1108381000.0,2009092000.0,308444000.0,482142000.0,-173698000.0,258120000.0,-690000.0,598786000.0,1279208000.0,,1493329000.0,,-8912000.0,-696586000.0,51014000.0,,269442000.0,-1224000.0,122427000.0,,2009092000.0,1114549000.0,188251000.0,582622000.0,723715000.0,1181408000.0,469200000.0,470858000.0,471584000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q3YTD,2009-01-01,2009-09-30,,,-0.17,-0.17,,,-0.17,22295000.0,19896000.0,3623920000.0,1026547000.0,15694000.0,61868000.0,-46174000.0,-79818000.0,690000.0,1123940000.0,-328322000.0,,-1493329000.0,,511925000.0,1078779000.0,94822000.0,,849518000.0,11795000.0,416996000.0,,1026547000.0,3643816000.0,940716000.0,750457000.0,84163000.0,1874397000.0,465900000.0,470280000.0,471058000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 16:51:39+00:00,9774000.0,0.25,0.25,0.0,,0.25,80423000.0,6881000.0,1192165000.0,673870000.0,159308000.0,165725000.0,-6417000.0,116483000.0,198000.0,525176000.0,77202000.0,,,,162242000.0,280293000.0,42627000.0,,321127000.0,2492000.0,140888000.0,,673870000.0,1199046000.0,315396000.0,357495000.0,246148000.0,882671000.0,465900000.0,470280000.0,471058000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q2YTD,2009-01-01,2009-06-30,,,-0.42,-0.42,,,-0.42,-52068000.0,13015000.0,2431755000.0,1026547000.0,-143614000.0,-97440000.0,-46174000.0,-196301000.0,492000.0,598764000.0,-399863000.0,,-819459000.0,,335740000.0,798486000.0,52195000.0,,528391000.0,8203000.0,274561000.0,,1026547000.0,2444770000.0,618504000.0,398623000.0,-149508000.0,997387000.0,464100000.0,466799000.0,466799000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 16:44:16+00:00,,-0.32,-0.32,0.0,,-0.32,-43110000.0,7044000.0,1196116000.0,819459000.0,-122509000.0,-115967000.0,-6542000.0,-148520000.0,211000.0,383701000.0,-450374000.0,,,,170381000.0,497205000.0,25800000.0,,278112000.0,3333000.0,137783000.0,,819459000.0,1203160000.0,311497000.0,46831000.0,-159077000.0,430532000.0,464100000.0,466799000.0,466799000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 17:08:41+00:00,,-0.1,-0.1,0.0,,-0.1,-5517000.0,5971000.0,1235639000.0,1026547000.0,-21105000.0,25069000.0,-46174000.0,-47781000.0,281000.0,215063000.0,52376000.0,,,,159974000.0,301281000.0,26395000.0,,250279000.0,3773000.0,135142000.0,,1026547000.0,1241610000.0,298889000.0,353657000.0,19552000.0,568720000.0,477800000.0,466761000.0,466761000.0
