company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,issuanceofpreferredequity,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netchangeindeposits,netincome,netincomecontinuing,netincomediscontinued,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,provisionforloanlosses,purchaseofinvestments,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 16:35:29+00:00,699000000.0,-428000000.0,2372000000.0,,1002000000.0,,7381000000.0,,-2449000000.0,7275000000.0,-6692000000.0,139000000.0,,-2449000000.0,7414000000.0,-6692000000.0,-1727000000.0,1166000000.0,530000000.0,530000000.0,,-10342000000.0,9835000000.0,10238000000.0,-72000000.0,1419000000.0,-43152000000.0,-20759000000.0,,,40189000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q3TTM,2009-10-01,2010-09-30,,,-444929000.0,2348985000.0,,,852000.0,8509020000.0,,5282208000.0,5925226000.0,-10998663000.0,130507000.0,,5282208000.0,6055733000.0,-10649429000.0,688512000.0,,0.0,,,349234000.0,13795818000.0,13924246000.0,-87742000.0,,-64868125000.0,-16935740000.0,,,56869105000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q3,2010-07-01,2010-09-30,,,-248000.0,618290000.0,,,,3195100000.0,,-2583173000.0,2276827000.0,409703000.0,,,-2583173000.0,2276827000.0,-85183000.0,-391529000.0,,0.0,,,-494886000.0,926234000.0,3928352000.0,-18787000.0,,-5995853000.0,-6685720000.0,,,4344328000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 16:24:50+00:00,689000000.0,681000000.0,-1763000000.0,,853000000.0,0.0,7381000000.0,,3238000000.0,5132000000.0,-8653000000.0,88000000.0,,3238000000.0,5220000000.0,-8653000000.0,-195000000.0,,83000000.0,83000000.0,,-11377000000.0,11562000000.0,7760000000.0,-56000000.0,1099000000.0,-36051000000.0,-15649000000.0,,,33423000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q2,2010-04-01,2010-06-30,,,42281000.0,595424000.0,,,194000.0,1179276000.0,,1054953000.0,1389157000.0,-3355924000.0,,,1054953000.0,1389157000.0,-3017973000.0,-573863000.0,,0.0,,,337951000.0,4039405000.0,3318921000.0,-18578000.0,,-11514309000.0,-4145344000.0,,,9584545000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-05 16:18:50+00:00,19422000.0,547231000.0,-1144499000.0,,1125951000.0,194000.0,4186883000.0,,5821631000.0,2873996000.0,-8567389000.0,68788000.0,,5821631000.0,2942784000.0,-8567389000.0,197026000.0,,577958000.0,577958000.0,,-11032079000.0,10656603000.0,4774763000.0,-37095000.0,741359000.0,-30962878000.0,-8984954000.0,,,29062111000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q1TTM,2009-04-01,2010-03-31,,,-207812000.0,2801762000.0,,,664000.0,17751508000.0,,18544201000.0,1097360000.0,-16690766000.0,130507000.0,,18544201000.0,1227867000.0,-15994967000.0,3777101000.0,,0.0,,,695799000.0,16066048000.0,10989134000.0,-108057000.0,,-136765045000.0,-15165962000.0,,,126873271000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 16:28:02+00:00,9712000.0,-493132000.0,549075000.0,,740130000.0,11000.0,3007607000.0,,4766678000.0,1510875000.0,-5549416000.0,42752000.0,,4766678000.0,1553627000.0,-5549416000.0,770889000.0,,240140000.0,240140000.0,,-6898518000.0,6419004000.0,3431632000.0,-18517000.0,359120000.0,-21300062000.0,-4641427000.0,,,19379305000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q3TTM,2010-10-01,2011-09-30,,,493099000.0,2423211000.0,,,-194000.0,5000017000.0,,-15751458000.0,9116389000.0,4117917000.0,248000000.0,,-15751458000.0,9364389000.0,4034572000.0,-2352497000.0,1166000000.0,0.0,,,-83345000.0,-3801654000.0,9593865000.0,-29118000.0,,-8329897000.0,-18086509000.0,,,7852421000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q3,2011-07-01,2011-09-30,,5873000.0,127795000.0,588959000.0,,110619000.0,,-3423000.0,,-3192315000.0,1804980000.0,706863000.0,58065000.0,,-3192315000.0,1863045000.0,706863000.0,-622407000.0,,-47046000.0,-47046000.0,,228508000.0,-242134000.0,3262348000.0,-5070000.0,408909000.0,-1754196000.0,-2941688000.0,,,296828000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-02 16:13:35+00:00,18000000.0,470000000.0,1814000000.0,,99000000.0,,5001000000.0,,-10064000000.0,7061000000.0,2074000000.0,109000000.0,,-10064000000.0,7170000000.0,2074000000.0,-820000000.0,589000000.0,122000000.0,122000000.0,,832000000.0,-2438000000.0,10107000000.0,-116000000.0,1003000000.0,-3972000000.0,-12800000000.0,-300000000.0,,926000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q2TTM,2010-07-01,2011-06-30,,,365056000.0,2452542000.0,,,-194000.0,8198540000.0,,-15142316000.0,9588236000.0,3820757000.0,189935000.0,,-15142316000.0,9778171000.0,3242526000.0,-2121619000.0,1166000000.0,0.0,,,-578231000.0,-2633286000.0,10259869000.0,-42835000.0,,-12571554000.0,-21830541000.0,,,11899921000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q2,2011-04-01,2011-06-30,,6063000.0,194970000.0,612522000.0,,-21856000.0,,2219174000.0,,-3183652000.0,2826181000.0,608218000.0,22511000.0,,-3183652000.0,2848692000.0,608218000.0,273258000.0,,-5648000.0,-5648000.0,,338973000.0,-67500000.0,2384542000.0,-4052000.0,290686000.0,93524000.0,-5331274000.0,,,348115000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-03 08:46:52+00:00,12000000.0,-386000000.0,-1225000000.0,,144000000.0,,5005000000.0,,-6871000000.0,5255000000.0,1367000000.0,51000000.0,,-6871000000.0,5306000000.0,1367000000.0,-198000000.0,117000000.0,169000000.0,169000000.0,,448000000.0,-1919000000.0,6844000000.0,-60000000.0,594000000.0,-2231000000.0,-9858000000.0,-156000000.0,,642000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q1TTM,2010-04-01,2011-03-31,,,212367000.0,2435444000.0,,,,7158642000.0,,-10903711000.0,8151212000.0,-143385000.0,167424000.0,,-10903711000.0,8318636000.0,-383665000.0,-2968740000.0,1166000000.0,0.0,,,-240280000.0,1473619000.0,11194248000.0,-57361000.0,,-24179387000.0,-20644611000.0,,,21136351000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2011.0,Q1,2011-01-01,2011-03-31,2012-05-04 16:26:14+00:00,6000000.0,-183000000.0,-613000000.0,,177000000.0,1000000.0,2785000000.0,,-3688000000.0,2430000000.0,759000000.0,28000000.0,,-3688000000.0,2458000000.0,759000000.0,-471000000.0,130000000.0,175000000.0,175000000.0,,98000000.0,-2073000000.0,3452000000.0,-4000000.0,303000000.0,-1400000000.0,-4527000000.0,,,378000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2012.0,Q4,2012-10-01,2012-12-31,,16775000.0,-373622000.0,-1837750000.0,6837000.0,-370323000.0,,-13773000000.0,,11074012000.0,-9500374000.0,-1729450000.0,,,11074012000.0,-9500374000.0,-1729450000.0,-155812000.0,1149540000.0,-373274000.0,-373274000.0,,-309581000.0,8675472000.0,-17462379000.0,-225000000.0,-699884000.0,5785947000.0,14517000000.0,730000000.0,,-613764000.0,2789822000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 16:46:07+00:00,30775000.0,47378000.0,75250000.0,6837000.0,-223323000.0,,,,1037012000.0,-1003374000.0,99550000.0,,,1037012000.0,-1003374000.0,99550000.0,133188000.0,1476540000.0,215726000.0,215726000.0,,3419000.0,-19528000.0,-3791379000.0,-420000000.0,66116000.0,-33053000.0,,,,31236000.0,2789822000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2012.0,Q3,2012-07-01,2012-09-30,,5000000.0,106000000.0,637000000.0,,36000000.0,,4952000000.0,,-5180000000.0,4439000000.0,804000000.0,,,-5180000000.0,4439000000.0,804000000.0,63000000.0,83000000.0,187000000.0,187000000.0,,306000000.0,-4146000000.0,6073000000.0,-62000000.0,270000000.0,-1823000000.0,-5886000000.0,-121000000.0,,189000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-10-28 17:11:38+00:00,13000000.0,411000000.0,1913000000.0,,588000000.0,,13796000000.0,,-10037000000.0,8384000000.0,1947000000.0,,-5000000.0,-10037000000.0,8384000000.0,1942000000.0,289000000.0,327000000.0,589000000.0,587000000.0,-2000000.0,-11000000.0,-8596000000.0,13558000000.0,-195000000.0,766000000.0,-5819000000.0,-14639000000.0,-730000000.0,,645000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2012.0,Q2,2012-04-01,2012-06-30,,4000000.0,264000000.0,644000000.0,,132000000.0,-1000000.0,5122000000.0,,-2574000000.0,2081000000.0,470000000.0,,,-2574000000.0,2081000000.0,470000000.0,-23000000.0,56000000.0,291000000.0,291000000.0,,-200000000.0,-2654000000.0,4207000000.0,-128000000.0,243000000.0,-2244000000.0,-4360000000.0,-609000000.0,,110000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2012.0,Q1,2012-01-01,2012-03-31,2013-05-03 16:20:28+00:00,5000000.0,41000000.0,632000000.0,,44000000.0,,3722000000.0,,-2283000000.0,1941000000.0,591000000.0,,,-2283000000.0,1941000000.0,591000000.0,249000000.0,188000000.0,111000000.0,111000000.0,,178000000.0,-1563000000.0,3347000000.0,-68000000.0,253000000.0,-1752000000.0,-4294000000.0,-268000000.0,,346000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q4,2013-10-01,2013-12-31,,6316000.0,-457806000.0,-1569099000.0,5059000.0,-559211000.0,,-11254000000.0,,8887879000.0,-7371116000.0,-1315980000.0,,-46000000.0,8887879000.0,-7371116000.0,-1361980000.0,154783000.0,656092000.0,-890407000.0,-937407000.0,-47000000.0,748924000.0,5833787000.0,-13477302000.0,94000000.0,-579661000.0,3958903000.0,13158000000.0,400000000.0,,-399657000.0,2546940000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,FY,2013-01-01,2013-12-31,2015-02-26 16:46:07+00:00,16316000.0,81194000.0,76901000.0,5059000.0,-237211000.0,,,,1244879000.0,-731116000.0,70020000.0,,,1244879000.0,-731116000.0,70020000.0,583783000.0,1523092000.0,257593000.0,257593000.0,,-41076000.0,-158213000.0,-3896302000.0,-120000000.0,69339000.0,-62097000.0,,,,680343000.0,2546940000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q3TTM,2012-10-01,2013-09-30,,26775000.0,165378000.0,-191750000.0,6837000.0,-48323000.0,,-2519000000.0,,3431012000.0,-2860374000.0,-343450000.0,,46000000.0,3431012000.0,-2860374000.0,-297450000.0,273188000.0,2016540000.0,774726000.0,821726000.0,47000000.0,-1099581000.0,2683472000.0,-7881379000.0,-439000000.0,-50884000.0,1764947000.0,1359000000.0,330000000.0,,466236000.0,2789822000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q3,2013-07-01,2013-09-30,,3000000.0,239000000.0,525000000.0,,60000000.0,,3578000000.0,,-511000000.0,1035000000.0,470000000.0,,8000000.0,-511000000.0,1035000000.0,478000000.0,1002000000.0,428000000.0,260000000.0,274000000.0,14000000.0,-74000000.0,-24000000.0,2590000000.0,-70000000.0,207000000.0,-1775000000.0,-4423000000.0,,,220000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-10-22 16:38:30+00:00,12012000.0,209362000.0,58573000.0,2977000.0,-373285000.0,,,,216783000.0,-674862000.0,6856000.0,,,216783000.0,-674862000.0,6856000.0,-451223000.0,308619000.0,197723000.0,197723000.0,,5337000.0,28164000.0,-3084542000.0,-120000000.0,162092000.0,-33037000.0,,,,14313000.0,2428404000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q2TTM,2012-07-01,2013-06-30,,28775000.0,32378000.0,-79750000.0,6837000.0,-72323000.0,,-1145000000.0,,-1237988000.0,543626000.0,-9450000.0,,38000000.0,-1237988000.0,543626000.0,28550000.0,-665812000.0,1671540000.0,701726000.0,734726000.0,33000000.0,-719581000.0,-1438528000.0,-4398379000.0,-431000000.0,12116000.0,1716947000.0,-104000000.0,209000000.0,,435236000.0,2789822000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q2,2013-04-01,2013-06-30,,3000000.0,284000000.0,553000000.0,,127000000.0,,3599000000.0,,-4204000000.0,3421000000.0,387000000.0,,38000000.0,-4204000000.0,3421000000.0,425000000.0,-358000000.0,43000000.0,542000000.0,575000000.0,33000000.0,-519000000.0,-3454000000.0,3535000000.0,-71000000.0,201000000.0,-580000000.0,-4120000000.0,-201000000.0,,466000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-07-23 18:06:49+00:00,7969000.0,10315000.0,39866000.0,1694000.0,-185843000.0,,,,-175679000.0,169416000.0,-60326000.0,,,-175679000.0,169416000.0,-60326000.0,-66589000.0,-131941000.0,148667000.0,148667000.0,,-144228000.0,76262000.0,-1651020000.0,-120000000.0,111415000.0,-15966000.0,,,,10996000.0,1825406000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q1TTM,2012-04-01,2013-03-31,,29775000.0,12378000.0,11250000.0,6837000.0,-67323000.0,-1000000.0,378000000.0,,392012000.0,-796374000.0,73550000.0,,,392012000.0,-796374000.0,73550000.0,-330812000.0,1684540000.0,450726000.0,450726000.0,,-400581000.0,-638528000.0,,-488000000.0,54116000.0,,-344000000.0,-199000000.0,,,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2013.0,Q1,2013-01-01,2013-03-31,2014-05-12 16:51:24+00:00,3000000.0,14000000.0,568000000.0,,139000000.0,,4077000000.0,,-2928000000.0,2184000000.0,531000000.0,,-2000000.0,-2928000000.0,2184000000.0,529000000.0,-215000000.0,396000000.0,346000000.0,347000000.0,1000000.0,-197000000.0,-2514000000.0,3456000000.0,-73000000.0,241000000.0,-1666000000.0,-4615000000.0,-199000000.0,,394000000.0,
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:32:07+00:00,16082000.0,404849000.0,90329000.0,6100000.0,-723565000.0,,0.0,,2002059000.0,-1388371000.0,-436743000.0,,,2002059000.0,-1388371000.0,-436773000.0,176915000.0,1526981000.0,193785000.0,193785000.0,,-14674000.0,488011000.0,-3456469000.0,-12933000.0,85529000.0,-72049000.0,0.0,,,138522000.0,2001625000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q4,2014-10-01,2014-12-31,,3872000.0,110733000.0,25342000.0,1811000.0,-104272000.0,,,,1351216000.0,-363263000.0,-198521000.0,,,1351216000.0,-363263000.0,-198551000.0,789402000.0,1348226000.0,19717000.0,19717000.0,,-150107000.0,7845000.0,-397684000.0,-4855000.0,30458000.0,-16121000.0,,,,42934000.0,7608000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q3TTM,2013-10-01,2014-09-30,,18526000.0,-163690000.0,-1504112000.0,9348000.0,-1178504000.0,,-11254000000.0,,9538722000.0,-8396224000.0,-1554202000.0,,-46000000.0,9538722000.0,-8396224000.0,-1600202000.0,-457704000.0,834847000.0,-716339000.0,-763339000.0,-47000000.0,884357000.0,6313953000.0,-16536087000.0,85922000.0,-524590000.0,3902975000.0,13158000000.0,400000000.0,,-304069000.0,4540957000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q3,2014-07-01,2014-09-30,,3866000.0,94334000.0,22168000.0,1691000.0,-167850000.0,,,,245240000.0,-192674000.0,-6364000.0,,,245240000.0,-192674000.0,-6364000.0,46202000.0,258050000.0,82926000.0,82926000.0,,58105000.0,-7960000.0,-1422891000.0,-4850000.0,14898000.0,-8841000.0,,,,787000.0,1238271000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-21 16:34:16+00:00,12210000.0,294116000.0,64987000.0,4289000.0,-619293000.0,,0.0,,650843000.0,-1025108000.0,-238222000.0,,,650843000.0,-1025108000.0,-238222000.0,-612487000.0,178755000.0,174068000.0,174068000.0,,135433000.0,480166000.0,-3058785000.0,-8078000.0,55071000.0,-55928000.0,0.0,,,95588000.0,1994017000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q2TTM,2013-07-01,2014-06-30,,17660000.0,-19024000.0,-1001280000.0,7657000.0,-950654000.0,,-7676000000.0,,8782482000.0,-7168550000.0,-1077838000.0,,-38000000.0,8782482000.0,-7168550000.0,-1115838000.0,498094000.0,1004797000.0,-539265000.0,-572265000.0,-33000000.0,752252000.0,6297913000.0,-12523196000.0,20772000.0,-332488000.0,2136816000.0,8735000000.0,400000000.0,,-84856000.0,3302686000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q2,2014-04-01,2014-06-30,,4344000.0,160782000.0,-476181000.0,2598000.0,-764443000.0,,-3483000000.0,,3403603000.0,-1824434000.0,-789858000.0,,,3403603000.0,-1824434000.0,-789858000.0,789311000.0,-165295000.0,-127858000.0,-127858000.0,,240328000.0,2417126000.0,-4504894000.0,65772000.0,-144827000.0,2017913000.0,4369000000.0,200000000.0,,-93199000.0,755746000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-07-22 16:33:12+00:00,8344000.0,199782000.0,42819000.0,2598000.0,-451443000.0,,0.0,,405603000.0,-832434000.0,-231858000.0,,,405603000.0,-832434000.0,-231858000.0,-658689000.0,-79295000.0,91142000.0,91142000.0,,77328000.0,488126000.0,-1635894000.0,-3228000.0,40173000.0,-47087000.0,,,,94801000.0,755746000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q1TTM,2013-04-01,2014-03-31,,16316000.0,104194000.0,27901000.0,5059000.0,-59211000.0,,-594000000.0,,1174879000.0,-1923116000.0,99020000.0,,,1174879000.0,-1923116000.0,99020000.0,-649217000.0,1213092000.0,130593000.0,130593000.0,,-7076000.0,426787000.0,-4483302000.0,-116000000.0,13339000.0,-461097000.0,246000000.0,-1000000.0,,474343000.0,2546940000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2014.0,Q1,2014-01-01,2014-03-31,2015-04-22 16:48:07+00:00,4815000.0,99267000.0,16180000.0,1182000.0,-247518000.0,,,,-171260000.0,-658219000.0,-118247000.0,,,-171260000.0,-658219000.0,-118247000.0,-947726000.0,-192490000.0,47014000.0,47014000.0,,37101000.0,21230000.0,-1340865000.0,0.0,39159000.0,-25190000.0,,,,28813000.0,679023000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:32:25+00:00,19789000.0,230849000.0,111563000.0,7400000.0,-418193000.0,,1830861000.0,0.0,1989011000.0,-1847509000.0,-85098000.0,,,1989011000.0,-1847509000.0,-85063000.0,56439000.0,932063000.0,274284000.0,274284000.0,,-58433000.0,,-3476085000.0,-19595000.0,90055000.0,-64112000.0,-754318000.0,,,145315000.0,1547373000.0
SLM Corp,SLM,4K8SLPBF5DXXGPW03H93,1032033,2015.0,Q4,2015-10-01,2015-12-31,,4988000.0,59575000.0,31646000.0,1973000.0,96902000.0,,496434000.0,,662930000.0,427723000.0,43734000.0,,,662930000.0,427723000.0,43769000.0,1134422000.0,900856000.0,89845000.0,89845000.0,,-180356000.0,-6093000.0,-361804000.0,-4989000.0,30382000.0,4155000.0,-723278000.0,,,28093000.0,757279000.0
