company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,fedfundspurchased,goodwill,intangibleassets,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherlongtermliabilities,othershorttermpayables,redeemablenoncontrollinginterest,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,tradingaccountsecurities,treasurystock
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2009.0,FY,,2009-12-31,2011-03-01 16:13:11+00:00,45958000.0,259487000.0,,612549000.0,,1413217000.0,571573000.0,964334000.0,62402000.0,372031000.0,1027537000.0,348737000.0,227115000.0,368999000.0,873137000.0,3390906000.0,1109690000.0,1109690000.0,1481721000.0,1540186000.0,3390906000.0,56690000.0,-421954000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,FY,,2010-12-31,2012-02-23 16:19:12+00:00,100500000.0,313300000.0,,981000000.0,39800000.0,2121900000.0,1420600000.0,1392000000.0,67700000.0,575300000.0,1240300000.0,698800000.0,367600000.0,406300000.0,1011800000.0,5279800000.0,1800000000.0,1800000000.0,2375300000.0,2498200000.0,5279800000.0,116000000.0,-293300000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q3,,2010-09-30,2010-11-09 15:40:54+00:00,70973000.0,255452000.0,,1016857000.0,54302000.0,1995756000.0,1400806000.0,1299209000.0,66789000.0,497732000.0,1147194000.0,660476000.0,340972000.0,386183000.0,949759000.0,4950942000.0,1712068000.0,1712068000.0,2209800000.0,2354959000.0,4950942000.0,84945000.0,-325521000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q2,,2010-06-30,2010-08-09 17:12:26+00:00,47161000.0,220543000.0,,881237000.0,50446000.0,1983468000.0,1397034000.0,1583944000.0,68086000.0,547936000.0,1206520000.0,638696000.0,285550000.0,344020000.0,915804000.0,4938453000.0,1487861000.0,1487861000.0,2035797000.0,2558636000.0,4938453000.0,62802000.0,-356341000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,FY,,2011-12-31,2013-02-22 17:22:23+00:00,50000000.0,449500000.0,,928000000.0,40800000.0,2117300000.0,1321100000.0,1198200000.0,69100000.0,633600000.0,1161500000.0,651700000.0,376800000.0,451800000.0,1176700000.0,5218900000.0,1866000000.0,1866000000.0,2499600000.0,2267500000.0,5218900000.0,100400000.0,-288700000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q3,,2011-09-30,2011-11-04 14:00:21+00:00,29000000.0,323300000.0,,930200000.0,46000000.0,2116100000.0,1352100000.0,1154100000.0,64800000.0,634800000.0,1195200000.0,712800000.0,323000000.0,455500000.0,1136400000.0,5131800000.0,1805600000.0,1805600000.0,2440400000.0,2235900000.0,5131800000.0,80300000.0,-290000000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q2,,2011-06-30,2011-08-09 16:51:56+00:00,110400000.0,311200000.0,,867000000.0,72600000.0,2138100000.0,1384600000.0,1235100000.0,65000000.0,626800000.0,1279100000.0,724200000.0,314600000.0,517900000.0,1096300000.0,5325000000.0,1833800000.0,1833800000.0,2460600000.0,2346500000.0,5325000000.0,147000000.0,-239900000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q1,,2011-03-31,2011-05-10 16:51:27+00:00,111900000.0,252800000.0,,855100000.0,95300000.0,2142600000.0,1409600000.0,1276000000.0,66000000.0,589900000.0,1278000000.0,717900000.0,287800000.0,531200000.0,1050900000.0,5259300000.0,1761200000.0,1761200000.0,2351100000.0,2377000000.0,5259300000.0,110300000.0,-256700000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,FY,,2012-12-31,2014-02-27 12:27:41+00:00,79100000.0,430400000.0,0.0,869000000.0,,2355200000.0,1585500000.0,1630600000.0,81500000.0,957200000.0,1605600000.0,674300000.0,363300000.0,477500000.0,1350700000.0,6187100000.0,2084200000.0,2084200000.0,3041400000.0,2668200000.0,6187100000.0,128900000.0,-214600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q3,,2012-09-30,2012-11-06 16:47:33+00:00,66000000.0,372600000.0,,855800000.0,52500000.0,2353300000.0,1615300000.0,1606300000.0,72400000.0,923700000.0,1507300000.0,683800000.0,320400000.0,513100000.0,1275600000.0,6030800000.0,1931000000.0,1931000000.0,2854700000.0,2663000000.0,6030800000.0,109900000.0,-266400000.0
