company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-04 14:00:21+00:00,44800000.0,,,10100000.0,,2000000.0,18900000.0,36100000.0,1022500000.0,483200000.0,-840800000.0,351500000.0,483200000.0,-840800000.0,351500000.0,-4100000.0,180000000.0,180000000.0,97700000.0,184900000.0,-77000000.0,-847200000.0,-5400000.0,-683300000.0,,,11800000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q2TTM,2009-07-01,2010-06-30,,42626000.0,17800000.0,58000000.0,12618000.0,,1464000.0,-50309000.0,50878000.0,1162700000.0,593950000.0,-987647000.0,338395000.0,593950000.0,-987647000.0,338395000.0,-53838000.0,244411000.0,244411000.0,89049000.0,-5146000.0,-93075000.0,-997242000.0,-4585000.0,-521407000.0,,,14180000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q2,2010-04-01,2010-06-30,,11500000.0,,,3400000.0,,-1700000.0,1000000.0,22900000.0,782500000.0,586200000.0,-682900000.0,115100000.0,586200000.0,-682900000.0,115100000.0,16700000.0,58200000.0,58200000.0,41000000.0,97300000.0,-23000000.0,-680800000.0,-2100000.0,-293500000.0,,,
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 16:51:56+00:00,22200000.0,,,6400000.0,,-1100000.0,-27300000.0,25400000.0,1017500000.0,593800000.0,-814800000.0,183100000.0,593800000.0,-814800000.0,183100000.0,-39000000.0,111000000.0,111000000.0,70800000.0,-5000000.0,-60200000.0,-823400000.0,-3200000.0,-383900000.0,,,11800000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2010.0,Q1,2010-01-01,2010-03-31,2011-05-10 16:51:27+00:00,10700000.0,,,3000000.0,,600000.0,-28300000.0,2500000.0,235000000.0,7600000.0,-131900000.0,68000000.0,7600000.0,-131900000.0,68000000.0,-55700000.0,52800000.0,52800000.0,29800000.0,-102300000.0,-37200000.0,-142600000.0,-1100000.0,-90400000.0,,,11800000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 12:27:41+00:00,97700000.0,46600000.0,75900000.0,15000000.0,,-800000.0,35200000.0,28000000.0,360000000.0,-503800000.0,-67700000.0,708500000.0,-503800000.0,-67700000.0,708500000.0,136200000.0,359600000.0,359600000.0,201000000.0,-20700000.0,-167600000.0,-62500000.0,-16100000.0,-642500000.0,-61000000.0,,10900000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q4,2011-10-01,2011-12-31,,25200000.0,46600000.0,75900000.0,3400000.0,,600000.0,15700000.0,6800000.0,250000000.0,-24400000.0,-8600000.0,158600000.0,-24400000.0,-8600000.0,158600000.0,126200000.0,89100000.0,89100000.0,25200000.0,-14400000.0,-52000000.0,-800000.0,-7800000.0,-201800000.0,-13000000.0,,
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q3TTM,2010-10-01,2011-09-30,,95300000.0,49200000.0,61600000.0,15600000.0,,-1500000.0,16700000.0,31500000.0,279000000.0,-417600000.0,-192100000.0,679100000.0,-417600000.0,-192100000.0,679100000.0,67900000.0,377800000.0,377800000.0,173700000.0,-23100000.0,-139300000.0,-194600000.0,-11700000.0,-517700000.0,-48000000.0,,14200000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q3,2011-07-01,2011-09-30,,23900000.0,,,4000000.0,,-4000000.0,75700000.0,300000.0,,-183400000.0,-42700000.0,242200000.0,-183400000.0,-42700000.0,242200000.0,12100000.0,80100000.0,80100000.0,58500000.0,-7600000.0,-34600000.0,-39400000.0,-3900000.0,-93500000.0,-48000000.0,,600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 16:47:33+00:00,72500000.0,,,11600000.0,,-1400000.0,19500000.0,21200000.0,110000000.0,-479400000.0,-59100000.0,549900000.0,-479400000.0,-59100000.0,549900000.0,10000000.0,270500000.0,270500000.0,175800000.0,-6300000.0,-115600000.0,-61700000.0,-8300000.0,-440700000.0,-48000000.0,,10900000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q2TTM,2010-07-01,2011-06-30,,94000000.0,49200000.0,61600000.0,15300000.0,,5600000.0,-12800000.0,41900000.0,284000000.0,-344800000.0,-175400000.0,605300000.0,-344800000.0,-175400000.0,605300000.0,90700000.0,366700000.0,366700000.0,142100000.0,174400000.0,-121500000.0,-179000000.0,-10000000.0,-723600000.0,,,13600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q2,2011-04-01,2011-06-30,,23900000.0,,,3800000.0,,400000.0,14000000.0,5700000.0,109700000.0,-116300000.0,-5100000.0,179400000.0,-116300000.0,-5100000.0,179400000.0,58400000.0,101000000.0,101000000.0,36700000.0,7900000.0,-12400000.0,-2400000.0,-2700000.0,-227200000.0,,,
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-08 11:09:54+00:00,48600000.0,,,7600000.0,,2600000.0,-56200000.0,20900000.0,110000000.0,-296000000.0,-16400000.0,307700000.0,-296000000.0,-16400000.0,307700000.0,-2100000.0,190400000.0,190400000.0,117300000.0,1300000.0,-81000000.0,-22300000.0,-4400000.0,-347200000.0,,,10300000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q1TTM,2010-04-01,2011-03-31,,81600000.0,49200000.0,61600000.0,14900000.0,,3500000.0,-25800000.0,59100000.0,956800000.0,357700000.0,-853200000.0,541000000.0,357700000.0,-853200000.0,541000000.0,49000000.0,323900000.0,323900000.0,146400000.0,263800000.0,-132100000.0,-857400000.0,-9400000.0,-789900000.0,,,13600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 16:14:11+00:00,24700000.0,,,3800000.0,,2200000.0,-70200000.0,15200000.0,300000.0,-179700000.0,-11300000.0,128300000.0,-179700000.0,-11300000.0,128300000.0,-60500000.0,89400000.0,89400000.0,80600000.0,-6600000.0,-68600000.0,-19900000.0,-1700000.0,-120000000.0,,,10300000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q4,2012-10-01,2012-12-31,,25200000.0,51600000.0,79800000.0,3500000.0,,400000.0,2800000.0,27700000.0,215000000.0,-74300000.0,-54400000.0,186100000.0,-74300000.0,-54400000.0,186100000.0,57800000.0,139400000.0,139400000.0,15200000.0,-76800000.0,-43700000.0,-47400000.0,-10100000.0,-196500000.0,,,3100000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 17:19:50+00:00,200000000.0,51600000.0,79800000.0,14100000.0,,3800000.0,-45900000.0,73400000.0,970000000.0,146200000.0,-802300000.0,633200000.0,146200000.0,-802300000.0,633200000.0,-19100000.0,411400000.0,411400000.0,53600000.0,-96300000.0,-181400000.0,-816500000.0,-20000000.0,-558600000.0,-60900000.0,,34200000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q3TTM,2011-10-01,2012-09-30,,200000000.0,46600000.0,75900000.0,14000000.0,,4000000.0,-33000000.0,52500000.0,1005000000.0,196100000.0,-756500000.0,605700000.0,196100000.0,-756500000.0,605700000.0,49300000.0,361100000.0,361100000.0,63600000.0,-33900000.0,-189700000.0,-769900000.0,-17700000.0,-563900000.0,-73900000.0,,31100000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q3,2012-07-01,2012-09-30,,26000000.0,,,3500000.0,,2200000.0,34600000.0,23300000.0,560000000.0,202300000.0,-354000000.0,211100000.0,202300000.0,-354000000.0,211100000.0,61600000.0,118100000.0,118100000.0,28900000.0,-1300000.0,-18100000.0,-352700000.0,-4900000.0,-361600000.0,,,3600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-12 12:07:05+00:00,174800000.0,,,10600000.0,,3400000.0,-48700000.0,45700000.0,755000000.0,220500000.0,-747900000.0,447100000.0,220500000.0,-747900000.0,447100000.0,-76900000.0,272000000.0,272000000.0,38400000.0,-19500000.0,-137700000.0,-769100000.0,-9900000.0,-362100000.0,-60900000.0,,31100000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q2TTM,2011-07-01,2012-06-30,,197900000.0,46600000.0,75900000.0,14500000.0,,-2200000.0,8100000.0,29500000.0,445000000.0,-189600000.0,-445200000.0,636800000.0,-189600000.0,-445200000.0,636800000.0,-200000.0,323100000.0,323100000.0,93200000.0,-40200000.0,-206200000.0,-456600000.0,-16700000.0,-295800000.0,-121900000.0,,28100000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q2,2012-04-01,2012-06-30,,116600000.0,,,3700000.0,,-1600000.0,30800000.0,7300000.0,195000000.0,131400000.0,-396000000.0,183500000.0,131400000.0,-396000000.0,183500000.0,-82700000.0,60900000.0,60900000.0,-28500000.0,-4800000.0,-37600000.0,-406900000.0,-3700000.0,-300000.0,-28200000.0,,14600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-06 14:45:11+00:00,148800000.0,,,7100000.0,,1200000.0,-83300000.0,22400000.0,195000000.0,18200000.0,-393900000.0,236000000.0,18200000.0,-393900000.0,236000000.0,-138500000.0,153900000.0,153900000.0,9500000.0,-18200000.0,-119600000.0,-416400000.0,-5000000.0,-500000.0,-60900000.0,,27500000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q1TTM,2011-04-01,2012-03-31,,105200000.0,46600000.0,75900000.0,14600000.0,,-200000.0,-8700000.0,27900000.0,359700000.0,-437300000.0,-54300000.0,632700000.0,-437300000.0,-54300000.0,632700000.0,140900000.0,363200000.0,363200000.0,158400000.0,-27500000.0,-181000000.0,-52100000.0,-15700000.0,-522700000.0,-93700000.0,,13500000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 17:27:16+00:00,32200000.0,,,3400000.0,,2800000.0,-114100000.0,15100000.0,,-113200000.0,2100000.0,52500000.0,-113200000.0,2100000.0,52500000.0,-55800000.0,93000000.0,93000000.0,38000000.0,-13400000.0,-82000000.0,-9500000.0,-1300000.0,-200000.0,-32700000.0,,12900000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,FY,2013-01-01,2013-12-31,2016-02-24 19:34:17+00:00,137800000.0,82800000.0,87400000.0,14000000.0,,1500000.0,63000000.0,48200000.0,760000000.0,-869100000.0,-50300000.0,957100000.0,-869100000.0,-50300000.0,957100000.0,39200000.0,669600000.0,669600000.0,72700000.0,-152200000.0,-267100000.0,-37700000.0,-24000000.0,-1242300000.0,-15700000.0,,11400000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q4,2013-10-01,2013-12-31,,39700000.0,82800000.0,87400000.0,3700000.0,,1700000.0,13900000.0,500000.0,165000000.0,-257500000.0,-6500000.0,209500000.0,-257500000.0,-6500000.0,209500000.0,-52800000.0,249200000.0,249200000.0,-97000000.0,-155200000.0,-48500000.0,-5100000.0,-8100000.0,-219300000.0,,,6700000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-06 09:19:12+00:00,98100000.0,,,10300000.0,,-200000.0,49100000.0,47700000.0,595000000.0,-611600000.0,-43800000.0,747600000.0,-611600000.0,-43800000.0,747600000.0,92000000.0,420400000.0,420400000.0,169700000.0,3000000.0,-218600000.0,-32600000.0,-15900000.0,-1023000000.0,-15700000.0,,4700000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q3TTM,2012-10-01,2013-09-30,,123300000.0,51600000.0,79800000.0,13800000.0,,200000.0,51900000.0,75400000.0,810000000.0,-685900000.0,-98200000.0,933700000.0,-685900000.0,-98200000.0,933700000.0,149800000.0,559800000.0,559800000.0,184900000.0,-73800000.0,-262300000.0,-80000000.0,-26000000.0,-1219500000.0,-15700000.0,,7800000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q3,2013-07-01,2013-09-30,,32600000.0,,,3400000.0,,5400000.0,72700000.0,11700000.0,475000000.0,-145600000.0,-34000000.0,282800000.0,-145600000.0,-34000000.0,282800000.0,108600000.0,156400000.0,156400000.0,17700000.0,-4900000.0,-39300000.0,-28000000.0,-7000000.0,-572400000.0,-15700000.0,,1000000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-06 16:11:39+00:00,65500000.0,,,6900000.0,,-5600000.0,-23600000.0,36000000.0,120000000.0,-466000000.0,-9800000.0,464800000.0,-466000000.0,-9800000.0,464800000.0,-16600000.0,264000000.0,264000000.0,152000000.0,7900000.0,-179300000.0,-4600000.0,-8900000.0,-450600000.0,,,3700000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q2TTM,2012-07-01,2013-06-30,,116700000.0,51600000.0,79800000.0,13900000.0,,-3000000.0,13800000.0,87000000.0,895000000.0,-338000000.0,-418200000.0,862000000.0,-338000000.0,-418200000.0,862000000.0,102800000.0,521500000.0,521500000.0,196100000.0,-70200000.0,-241100000.0,-404700000.0,-23900000.0,-1008700000.0,,,10400000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q2,2013-04-01,2013-06-30,,32600000.0,,,3400000.0,,-700000.0,28600000.0,6800000.0,100000000.0,-180300000.0,-2800000.0,262600000.0,-180300000.0,-2800000.0,262600000.0,78800000.0,134300000.0,134300000.0,63700000.0,-15400000.0,-53900000.0,-2000000.0,-4300000.0,-217800000.0,,,3500000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q1TTM,2012-04-01,2013-03-31,,200700000.0,51600000.0,79800000.0,14200000.0,,-3900000.0,16000000.0,87500000.0,990000000.0,-26300000.0,-811400000.0,782900000.0,-26300000.0,-811400000.0,782900000.0,-58700000.0,448100000.0,448100000.0,103900000.0,-59600000.0,-224800000.0,-809600000.0,-23300000.0,-791200000.0,-28200000.0,,21500000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 17:09:49+00:00,32900000.0,,,3500000.0,,-4900000.0,-52200000.0,29200000.0,20000000.0,-285700000.0,-7000000.0,202200000.0,-285700000.0,-7000000.0,202200000.0,-95400000.0,129700000.0,129700000.0,88300000.0,23300000.0,-125400000.0,-2600000.0,-4600000.0,-232800000.0,,,200000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:20:10+00:00,129800000.0,110700000.0,67900000.0,16900000.0,,-10200000.0,209600000.0,41400000.0,1760900000.0,-77600000.0,-1268100000.0,1436900000.0,-77600000.0,-1268100000.0,1436900000.0,81000000.0,767400000.0,767400000.0,313200000.0,-99100000.0,-569400000.0,-1266200000.0,-19200000.0,-1020600000.0,-190800000.0,,17300000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q4,2014-10-01,2014-12-31,,39900000.0,110700000.0,67900000.0,4600000.0,,-6900000.0,132100000.0,3500000.0,732300000.0,307900000.0,-717100000.0,406500000.0,307900000.0,-717100000.0,406500000.0,-9600000.0,240000000.0,240000000.0,-10100000.0,-62700000.0,-101100000.0,-715000000.0,-5500000.0,-125000000.0,-139100000.0,,3400000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q3TTM,2013-10-01,2014-09-30,,129600000.0,82800000.0,87400000.0,16000000.0,,-1600000.0,91400000.0,38400000.0,1193600000.0,-643000000.0,-557500000.0,1239900000.0,-643000000.0,-557500000.0,1239900000.0,37800000.0,776600000.0,776600000.0,226300000.0,-191600000.0,-516800000.0,-556300000.0,-21800000.0,-1114900000.0,-51700000.0,,20600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q3,2014-07-01,2014-09-30,,34400000.0,,,4400000.0,,-6500000.0,124000000.0,13900000.0,31700000.0,-206500000.0,-5500000.0,404500000.0,-206500000.0,-5500000.0,404500000.0,186000000.0,190000000.0,190000000.0,51700000.0,2400000.0,-122800000.0,-8900000.0,-3200000.0,-80000000.0,-51700000.0,,6600000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-09 16:30:32+00:00,89900000.0,,,12300000.0,,-3300000.0,77500000.0,37900000.0,1028600000.0,-385500000.0,-551000000.0,1030400000.0,-385500000.0,-551000000.0,1030400000.0,90600000.0,527400000.0,527400000.0,323300000.0,-36400000.0,-468300000.0,-551200000.0,-13700000.0,-895600000.0,-51700000.0,,13900000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q2TTM,2013-07-01,2014-06-30,,127800000.0,82800000.0,87400000.0,15000000.0,,10300000.0,40100000.0,36200000.0,1636900000.0,-582100000.0,-586000000.0,1118200000.0,-582100000.0,-586000000.0,1118200000.0,-39600000.0,743000000.0,743000000.0,192300000.0,-198900000.0,-433300000.0,-575400000.0,-25600000.0,-1607300000.0,-15700000.0,,15000000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q2,2014-04-01,2014-06-30,,28100000.0,,,4100000.0,,3200000.0,68900000.0,17200000.0,295300000.0,-273100000.0,-431200000.0,328200000.0,-273100000.0,-431200000.0,328200000.0,-372900000.0,178000000.0,178000000.0,49100000.0,-69100000.0,-126500000.0,-430900000.0,-6400000.0,-390000000.0,,,6100000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-04 16:56:44+00:00,55500000.0,,,7900000.0,,3200000.0,-46500000.0,24000000.0,996900000.0,-179000000.0,-545500000.0,625900000.0,-179000000.0,-545500000.0,625900000.0,-95400000.0,337400000.0,337400000.0,271600000.0,-38800000.0,-345500000.0,-542300000.0,-10500000.0,-815600000.0,0.0,,7300000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q1TTM,2013-04-01,2014-03-31,,132300000.0,82800000.0,87400000.0,14300000.0,,6400000.0,-200000.0,25800000.0,1441600000.0,-489300000.0,-157600000.0,1052600000.0,-489300000.0,-157600000.0,1052600000.0,412100000.0,699300000.0,699300000.0,206900000.0,-145200000.0,-360700000.0,-146500000.0,-23500000.0,-1435100000.0,-15700000.0,,12400000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 17:01:45+00:00,27400000.0,,,3800000.0,,0.0,-115400000.0,6800000.0,701600000.0,94100000.0,-114300000.0,297700000.0,94100000.0,-114300000.0,297700000.0,277500000.0,159400000.0,159400000.0,222500000.0,30300000.0,-219000000.0,-111400000.0,-4100000.0,-425600000.0,0.0,,1200000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 16:32:39+00:00,115400000.0,89600000.0,76400000.0,18800000.0,,-17800000.0,29200000.0,57800000.0,1253300000.0,-857700000.0,-324500000.0,1213200000.0,-857700000.0,-324500000.0,1213200000.0,13200000.0,827200000.0,827200000.0,222600000.0,-67700000.0,-431400000.0,-311200000.0,-38200000.0,-1256000000.0,-413700000.0,,24900000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2015.0,Q4,2015-10-01,2015-12-31,,22100000.0,89600000.0,76400000.0,5300000.0,,-10000000.0,120300000.0,3800000.0,303600000.0,-62800000.0,-262100000.0,357000000.0,-62800000.0,-262100000.0,357000000.0,22100000.0,228000000.0,228000000.0,-18700000.0,-16600000.0,-94500000.0,-251800000.0,-12700000.0,-225000000.0,-34100000.0,,2400000.0
Affiliated Managers Group Inc,AMG,2JE75BUE3T1BLCYYGK54,1004434,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-07 16:46:30+00:00,93300000.0,,,13500000.0,,-7800000.0,-91100000.0,54000000.0,949700000.0,-794900000.0,-62400000.0,856200000.0,-794900000.0,-62400000.0,856200000.0,-8900000.0,599200000.0,599200000.0,241300000.0,-51100000.0,-336900000.0,-59400000.0,-25500000.0,-1031000000.0,-379600000.0,,22500000.0
