company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,provisionforcreditlosses,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2007.0,FY,2007-01-01,2007-12-31,2010-08-17 14:01:20+00:00,1.68,1.68,,190116000.0,1.65,54340000.0,13796000.0,-31850000.0,36238000.0,213086000.0,486896000.0,390534000.0,39314000.0,423171000.0,44066000.0,-176848000.0,12131000.0,40099000.0,-10550000.0,2708000.0,173362000.0,674534000.0,273435000.0,147565000.0,19659000.0,,213086000.0,36238000.0,489478000.0,862198000.0,185322000.0,685350000.0,251900000.0,252129000.0,257058000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 16:10:13+00:00,0.33,0.33,,50457000.0,0.32,,0.0,-1162000.0,16270000.0,53600000.0,100473000.0,99792000.0,657000.0,82552000.0,6099000.0,-37330000.0,3273000.0,,-4108000.0,24000.0,67655000.0,182970000.0,72575000.0,15772000.0,11822000.0,,53600000.0,16270000.0,126305000.0,198742000.0,30999000.0,161412000.0,250200000.0,253740000.0,257318000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2009.0,FY,2009-01-01,2009-12-31,2012-02-27 16:59:45+00:00,-0.15,-0.15,,221750000.0,-0.15,,119038000.0,-20061000.0,33077000.0,207768000.0,6061000.0,3897000.0,-1703000.0,-51230000.0,10003000.0,-174691000.0,13555000.0,-30050000.0,5528000.0,3867000.0,37844000.0,755446000.0,323711000.0,67813000.0,47288000.0,,207768000.0,33077000.0,678054000.0,793209000.0,-54008000.0,618518000.0,341500000.0,350077000.0,350077000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2009.0,Q1,2009-01-01,2009-03-31,2010-05-07 14:45:24+00:00,0.1,0.1,,56694000.0,0.1,,0.0,-682000.0,7921000.0,46516000.0,41792000.0,41336000.0,,26602000.0,3368000.0,-38595000.0,3286000.0,2428000.0,-4215000.0,456000.0,9642000.0,193626000.0,84688000.0,22436000.0,11822000.0,,46516000.0,7921000.0,144668000.0,218490000.0,31012000.0,179895000.0,266000000.0,271083000.0,271158000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2010.0,Q3,2010-07-01,2010-09-30,2011-11-04 16:46:01+00:00,0.04,0.04,,,0.04,,,,,,,,,-15621000.0,2759000.0,,,0.0,,,,,,,12862000.0,,,,,,,,-390500000.0,405854000.0,406253000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.17,0.17,,,0.17,,,,,,,,,-45805000.0,9299000.0,,,,,,,,,,36506000.0,,,,,,,,-390500000.0,405854000.0,406253000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 16:39:38+00:00,0.03,0.03,,,0.03,,,,,,,,,-14488000.0,2666000.0,,,,,,,,,,11822000.0,,,,,,,,-482900000.0,405705000.0,406009000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.13,0.13,,,0.13,,,,,,,,,-30184000.0,6540000.0,,,,,,,,,,23644000.0,,,,,,,,-482900000.0,405705000.0,406009000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2010.0,Q1,2010-01-01,2010-03-31,2011-05-06 17:28:40+00:00,0.1,0.1,,,0.1,,,,,,,,,-15696000.0,3874000.0,,,,,,,,,,11822000.0,,,,,,,,-157000000.0,405564000.0,405713000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2010.0,Q1TTM,2009-04-01,2010-03-31,,-0.15,-0.15,,165056000.0,-0.15,,119038000.0,-19379000.0,25156000.0,161252000.0,-35731000.0,-37439000.0,-1703000.0,-93528000.0,10509000.0,-136096000.0,10269000.0,-32478000.0,9743000.0,3411000.0,28202000.0,561820000.0,239023000.0,45377000.0,47288000.0,,161252000.0,25156000.0,533386000.0,574719000.0,-85020000.0,438623000.0,-157000000.0,405564000.0,405713000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2011.0,Q4,2011-10-01,2011-12-31,,0.08,0.08,,97740000.0,0.08,,13077000.0,17137000.0,10556000.0,110190000.0,91475000.0,61988000.0,30642000.0,72873000.0,3762000.0,-99634000.0,7097000.0,12074000.0,-1052000.0,-1155000.0,53571000.0,146361000.0,798486000.0,21922000.0,14840000.0,5965000.0,110190000.0,10556000.0,482276000.0,180357000.0,25554000.0,80723000.0,406300000.0,406530000.0,407669000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2011.0,FY,2011-01-01,2011-12-31,2014-02-26 16:23:59+00:00,0.27,0.27,,218260000.0,0.27,,13077000.0,25789000.0,15796000.0,221678000.0,182090000.0,141416000.0,40566000.0,109688000.0,13039000.0,-205882000.0,13847000.0,12074000.0,-4010000.0,108000.0,115849000.0,779156000.0,325548000.0,46715000.0,59363000.0,5965000.0,221678000.0,15796000.0,570732000.0,837945000.0,51356000.0,632063000.0,406300000.0,406530000.0,407669000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.19,0.19,,120520000.0,0.19,,,8652000.0,5240000.0,111488000.0,90615000.0,79428000.0,9924000.0,36815000.0,9277000.0,-106248000.0,6750000.0,,-2958000.0,1263000.0,62278000.0,632795000.0,-472938000.0,24793000.0,44523000.0,,111488000.0,5240000.0,88456000.0,657588000.0,25802000.0,551340000.0,401400000.0,406564000.0,407292000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2011.0,Q2,2011-04-01,2011-06-30,2011-08-05 16:39:38+00:00,0.06,0.06,,,0.06,,,,,,,,,-17447000.0,2606000.0,,,0.0,,,,,,,14841000.0,,,,,,,,-290800000.0,406559000.0,407562000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.09,0.09,,63650000.0,0.09,,,4209000.0,4865000.0,55368000.0,32022000.0,30759000.0,,-3325000.0,5665000.0,-50503000.0,3295000.0,,-303000.0,1263000.0,17849000.0,215473000.0,92260000.0,11657000.0,29682000.0,,55368000.0,4865000.0,159205000.0,227130000.0,17119000.0,176627000.0,-290800000.0,406559000.0,407562000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2011.0,Q1,2011-01-01,2011-03-31,2012-05-10 15:58:50+00:00,0.03,0.03,,63650000.0,0.03,,0.0,4209000.0,4865000.0,55368000.0,32022000.0,30759000.0,,14122000.0,3059000.0,-50503000.0,3295000.0,,-303000.0,1263000.0,17849000.0,215473000.0,92260000.0,11657000.0,14841000.0,,55368000.0,4865000.0,159205000.0,227130000.0,17119000.0,176627000.0,470700000.0,406440000.0,407361000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 17:04:31+00:00,0.42,0.42,,214827000.0,0.42,,10289000.0,15603000.0,2022000.0,223736000.0,280275000.0,178002000.0,97974000.0,172673000.0,14202000.0,-221714000.0,12745000.0,,-6949000.0,4299000.0,181848000.0,755851000.0,317753000.0,45026000.0,93400000.0,4843000.0,223736000.0,2022000.0,555614000.0,800877000.0,11757000.0,579163000.0,411100000.0,405997000.0,406689000.0
Kimco Realty Corp,KIM,549300EA7I6T15IBYS12,879101,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.28,0.28,,183141000.0,0.28,,9888000.0,12876000.0,1109000.0,170526000.0,188619000.0,173676000.0,10884000.0,113441000.0,10928000.0,-169417000.0,9457000.0,,59006000.0,4059000.0,139083000.0,1096827000.0,-1259583000.0,34824000.0,64250000.0,6536000.0,170526000.0,1109000.0,-44931000.0,1131651000.0,47469000.0,962234000.0,387200000.0,405810000.0,406747000.0
