company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity
Gartner Inc,IT,,749251,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 17:16:56+00:00,,,19961000.0,22380000.0,28717000.0,7847000.0,52958000.0,44702000.0,180000000.0,-119835000.0,-16455000.0,184350000.0,-119835000.0,-16455000.0,184350000.0,48060000.0,103871000.0,103871000.0,-1196000.0,14831000.0,,-24302000.0,-158551000.0,-200817000.0
Gartner Inc,IT,,749251,2009.0,Q4,2009-10-01,2009-12-31,,-104523000.0,1480000.0,34438000.0,13942000.0,5466000.0,,5753000.0,3811000.0,78000000.0,68507000.0,-108540000.0,44297000.0,68507000.0,-108540000.0,44297000.0,4264000.0,25716000.0,25716000.0,5882000.0,707000.0,,-4017000.0,-14000000.0,-11000.0
Gartner Inc,IT,,749251,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:24:35+00:00,-104523000.0,1480000.0,34438000.0,13942000.0,27023000.0,,26796000.0,14822000.0,78000000.0,-73780000.0,-119665000.0,161937000.0,-73780000.0,-119665000.0,161937000.0,-31508000.0,82964000.0,82964000.0,23674000.0,2392000.0,,-15142000.0,-165250000.0,-3744000.0
Gartner Inc,IT,,749251,2009.0,Q3,2009-07-01,2009-09-30,,,,,,7226000.0,,22756000.0,6664000.0,,-43641000.0,-2679000.0,55106000.0,-43641000.0,-2679000.0,55106000.0,8786000.0,20067000.0,20067000.0,5057000.0,1269000.0,,-2679000.0,-51500000.0,-74000.0
Gartner Inc,IT,,749251,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-03 16:24:50+00:00,,,,,21557000.0,,21043000.0,11011000.0,,-142287000.0,-11125000.0,117640000.0,-142287000.0,-11125000.0,117640000.0,-35772000.0,57248000.0,57248000.0,17792000.0,1685000.0,,-11125000.0,-151250000.0,-3733000.0
Gartner Inc,IT,,749251,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-09 16:30:25+00:00,,,,,14331000.0,,-1713000.0,4347000.0,,-98646000.0,-8446000.0,62534000.0,-98646000.0,-8446000.0,62534000.0,-44558000.0,37181000.0,37181000.0,12735000.0,416000.0,,-8446000.0,-99750000.0,-3659000.0
Gartner Inc,IT,,749251,2010.0,Q4,2010-10-01,2010-12-31,,,782000.0,25486000.0,11484000.0,8662000.0,,29439000.0,4147000.0,173000000.0,-98035000.0,-9483000.0,79124000.0,-98035000.0,-9483000.0,79124000.0,-28394000.0,36694000.0,36694000.0,3547000.0,5789000.0,,-9483000.0,-257627000.0,-23344000.0
Gartner Inc,IT,,749251,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 06:04:18+00:00,-12151000.0,1567000.0,25486000.0,11484000.0,35874000.0,,57503000.0,23527000.0,200000000.0,-171556000.0,-33845000.0,205499000.0,-171556000.0,-33845000.0,205499000.0,98000.0,96285000.0,96285000.0,14270000.0,18364000.0,,-21694000.0,-313627000.0,-99820000.0
Gartner Inc,IT,,749251,2010.0,Q3TTM,2009-10-01,2010-09-30,,-116674000.0,2265000.0,34438000.0,13942000.0,32678000.0,,33817000.0,23191000.0,105000000.0,-5014000.0,-132902000.0,170672000.0,-5014000.0,-132902000.0,170672000.0,32756000.0,85307000.0,85307000.0,16605000.0,13282000.0,,-16228000.0,-70000000.0,-76487000.0
Gartner Inc,IT,,749251,2010.0,Q3,2010-07-01,2010-09-30,,,254000.0,,,8725000.0,,33219000.0,8383000.0,-36000000.0,-45235000.0,-4518000.0,64783000.0,-45235000.0,-4518000.0,64783000.0,15030000.0,20075000.0,20075000.0,2510000.0,4754000.0,,-4518000.0,-21000000.0,-1372000.0
