company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Gartner Inc,IT,,749251,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 17:16:56+00:00,1615000.0,1.09,1.09,25880000.0,1.05,47593000.0,103871000.0,97148000.0,6723000.0,103871000.0,572208000.0,1279065000.0,-358000.0,,514994000.0,572208000.0,706857000.0,22390000.0,3121000.0,542489000.0,164368000.0,-19627000.0,144741000.0,1279065000.0,95300000.0,95246000.0,99028000.0
Gartner Inc,IT,,749251,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 16:24:35+00:00,1636000.0,0.88,0.88,25387000.0,0.85,32562000.0,82964000.0,82964000.0,,82964000.0,498363000.0,1139800000.0,-2919000.0,2934000.0,477003000.0,498363000.0,641437000.0,16862000.0,830000.0,506960000.0,134477000.0,-18951000.0,115526000.0,1139800000.0,94300000.0,94658000.0,97549000.0
Gartner Inc,IT,,749251,2009.0,Q3,2009-07-01,2009-09-30,2010-11-03 16:24:50+00:00,416000.0,0.21,0.21,6363000.0,0.21,2413000.0,20067000.0,20067000.0,,20067000.0,118120000.0,267469000.0,-127000.0,,115049000.0,118120000.0,149349000.0,4914000.0,,121828000.0,27521000.0,-5041000.0,22480000.0,267469000.0,95600000.0,94872000.0,97657000.0
Gartner Inc,IT,,749251,2009.0,Q2,2009-04-01,2009-06-30,2010-08-09 16:30:25+00:00,405000.0,0.18,0.18,6338000.0,0.18,8433000.0,17185000.0,17185000.0,,17185000.0,117100000.0,269971000.0,-1132000.0,,115367000.0,117100000.0,152871000.0,4011000.0,,122110000.0,30761000.0,-5143000.0,25618000.0,269971000.0,95500000.0,94370000.0,96523000.0
Gartner Inc,IT,,749251,2010.0,FY,2010-01-01,2010-12-31,2013-02-22 06:04:18+00:00,10525000.0,1.01,1.01,25349000.0,0.96,37800000.0,96285000.0,96285000.0,,96285000.0,552238000.0,1288454000.0,436000.0,7903000.0,543174000.0,552238000.0,736216000.0,16772000.0,1156000.0,586951000.0,149265000.0,-15180000.0,134085000.0,1288454000.0,95300000.0,95747000.0,99834000.0
Gartner Inc,IT,,749251,2010.0,Q4,2010-10-01,2010-12-31,,2531000.0,0.39,0.39,6131000.0,0.37,10033000.0,36694000.0,36694000.0,,36694000.0,164959000.0,382304000.0,-300000.0,813000.0,154796000.0,164959000.0,217345000.0,7203000.0,1156000.0,164271000.0,53074000.0,-6347000.0,46727000.0,382304000.0,95300000.0,95747000.0,99834000.0
Gartner Inc,IT,,749251,2010.0,Q3YTD,2010-01-01,2010-09-30,,7994000.0,0.62,0.62,19218000.0,0.59,27767000.0,59591000.0,59591000.0,,59591000.0,387279000.0,906150000.0,736000.0,7090000.0,388378000.0,387279000.0,518871000.0,9569000.0,,422680000.0,96191000.0,-8833000.0,87358000.0,906150000.0,95600000.0,95473000.0,98797000.0
Gartner Inc,IT,,749251,2010.0,Q3,2010-07-01,2010-09-30,2011-11-01 07:17:50+00:00,2531000.0,0.21,0.21,6194000.0,0.2,9310000.0,20075000.0,20075000.0,,20075000.0,125897000.0,296122000.0,-373000.0,1249000.0,127488000.0,125897000.0,170225000.0,3005000.0,,137462000.0,32763000.0,-3378000.0,29385000.0,296122000.0,95600000.0,95473000.0,98797000.0
Gartner Inc,IT,,749251,2010.0,Q2YTD,2010-01-01,2010-06-30,,5463000.0,0.41,0.41,13024000.0,0.39,18457000.0,39516000.0,39516000.0,,39516000.0,261382000.0,610028000.0,1109000.0,5841000.0,260890000.0,261382000.0,348646000.0,6564000.0,,285218000.0,63428000.0,-5455000.0,57973000.0,610028000.0,95800000.0,95657000.0,98855000.0
Gartner Inc,IT,,749251,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 07:12:31+00:00,2537000.0,0.21,0.21,6440000.0,0.2,10294000.0,20113000.0,20113000.0,,20113000.0,138336000.0,314195000.0,-643000.0,2330000.0,130322000.0,138336000.0,175859000.0,3180000.0,,141629000.0,34230000.0,-3823000.0,30407000.0,314195000.0,95800000.0,95657000.0,98855000.0
