company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
BMC SOFTWARE INC,BMC,,835729,2010.0,Q3YTD,2009-04-01,2009-12-31,,24300000.0,1.56,1.56,1.53,99500000.0,404100000.0,287300000.0,287300000.0,287300000.0,183200000.0,1419900000.0,114800000.0,143200000.0,2500000.0,157200000.0,183200000.0,1236700000.0,15900000.0,12100000.0,846100000.0,390600000.0,-3800000.0,386800000.0,1419900000.0,184500000.0,182800000.0,186500000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q3TTM,2009-01-01,2009-12-31,,32700000.0,2.0,2.0,1.97,130300000.0,537800000.0,370600000.0,370600000.0,370600000.0,247300000.0,1899200000.0,156800000.0,197700000.0,12100000.0,203900000.0,247300000.0,1651900000.0,19200000.0,9200000.0,1141000000.0,510900000.0,-10000000.0,500900000.0,1899200000.0,184500000.0,182800000.0,186500000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q3,2009-10-01,2009-12-31,2011-02-02 20:20:06+00:00,8300000.0,0.6,0.6,0.59,36000000.0,147600000.0,110700000.0,110700000.0,110700000.0,63600000.0,508100000.0,40800000.0,47800000.0,1000000.0,51400000.0,63600000.0,444500000.0,5100000.0,4200000.0,296900000.0,147600000.0,-900000.0,146700000.0,508100000.0,184500000.0,182800000.0,186500000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q2YTD,2009-04-01,2009-09-30,,16000000.0,0.96,0.96,0.94,63500000.0,256500000.0,176600000.0,176600000.0,176600000.0,119600000.0,911800000.0,74000000.0,95400000.0,1500000.0,105800000.0,119600000.0,792200000.0,10800000.0,7900000.0,549200000.0,243000000.0,-2900000.0,240100000.0,911800000.0,184700000.0,183500000.0,187000000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q2TTM,2008-10-01,2009-09-30,,32900000.0,1.85,1.85,1.82,130200000.0,520900000.0,343700000.0,343700000.0,343700000.0,249700000.0,1879500000.0,153200000.0,201900000.0,27100000.0,201800000.0,249700000.0,1629800000.0,19900000.0,1800000.0,1137800000.0,492000000.0,-18100000.0,473900000.0,1879500000.0,184700000.0,183500000.0,187000000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q2,2009-07-01,2009-09-30,2010-10-29 12:07:45+00:00,8000000.0,0.51,0.51,0.5,38400000.0,130600000.0,94200000.0,94200000.0,94200000.0,58300000.0,461800000.0,36700000.0,41700000.0,500000.0,51200000.0,58300000.0,403500000.0,5300000.0,3100000.0,268700000.0,134800000.0,-2200000.0,132600000.0,461800000.0,184700000.0,183500000.0,187000000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q1TTM,2008-07-01,2009-06-30,,33600000.0,1.71,1.71,1.68,130700000.0,527000000.0,319300000.0,319300000.0,319300000.0,257200000.0,1884400000.0,163100000.0,213900000.0,28100000.0,198800000.0,257200000.0,1627200000.0,20400000.0,7700000.0,1164500000.0,462700000.0,-12700000.0,450000000.0,1884400000.0,183100000.0,184300000.0,187900000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q1,2009-04-01,2009-06-30,2010-07-29 12:18:49+00:00,8000000.0,0.45,0.45,0.44,25100000.0,125900000.0,82400000.0,82400000.0,82400000.0,61300000.0,450000000.0,37300000.0,53700000.0,1000000.0,54600000.0,61300000.0,388700000.0,5500000.0,4800000.0,280500000.0,108200000.0,-700000.0,107500000.0,450000000.0,183100000.0,184300000.0,187900000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q4,2011-01-01,2011-03-31,,8400000.0,0.69,0.69,0.67,21300000.0,165900000.0,122500000.0,122500000.0,122500000.0,88600000.0,562200000.0,45100000.0,54700000.0,,57700000.0,88600000.0,473600000.0,5100000.0,7100000.0,331800000.0,141800000.0,2000000.0,143800000.0,562200000.0,178900000.0,178700000.0,182400000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,FY,2010-04-01,2011-03-31,2013-05-09 14:56:48+00:00,33600000.0,2.55,2.55,2.5,75100000.0,611400000.0,456200000.0,456200000.0,456200000.0,315800000.0,2065300000.0,169400000.0,181600000.0,,220700000.0,315800000.0,1749500000.0,19800000.0,18300000.0,1216700000.0,532800000.0,-1500000.0,531300000.0,2065300000.0,178900000.0,178700000.0,182400000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q3YTD,2010-04-01,2010-12-31,,25200000.0,1.86,1.86,1.83,53800000.0,445500000.0,333700000.0,333700000.0,333700000.0,227200000.0,1503100000.0,124300000.0,126900000.0,,163000000.0,227200000.0,1275900000.0,14700000.0,11200000.0,884900000.0,391000000.0,-3500000.0,387500000.0,1503100000.0,178900000.0,178200000.0,182300000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q3TTM,2010-01-01,2010-12-31,,33600000.0,2.51,2.51,2.47,52400000.0,599400000.0,452500000.0,452500000.0,452500000.0,297200000.0,1994400000.0,167800000.0,179600000.0,-2500000.0,212800000.0,297200000.0,1697200000.0,20100000.0,18500000.0,1190700000.0,506500000.0,-1600000.0,504900000.0,1994400000.0,178900000.0,178200000.0,182300000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q3,2010-10-01,2010-12-31,2012-02-01 19:05:01+00:00,8400000.0,0.61,0.61,0.6,32000000.0,160200000.0,109100000.0,109100000.0,109100000.0,87200000.0,539900000.0,43700000.0,45000000.0,,56000000.0,87200000.0,452700000.0,4900000.0,6600000.0,313300000.0,139400000.0,1700000.0,141100000.0,539900000.0,178900000.0,178200000.0,182300000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q2YTD,2010-04-01,2010-09-30,,16800000.0,1.25,1.25,1.23,21800000.0,285300000.0,224600000.0,224600000.0,224600000.0,140000000.0,963200000.0,80600000.0,81900000.0,,107000000.0,140000000.0,823200000.0,9800000.0,4600000.0,571600000.0,251600000.0,-5200000.0,246400000.0,963200000.0,178100000.0,178300000.0,181400000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q2TTM,2009-10-01,2010-09-30,,33500000.0,2.5,2.5,2.46,56400000.0,586800000.0,454100000.0,454100000.0,454100000.0,273600000.0,1962600000.0,164900000.0,182400000.0,-1500000.0,208200000.0,273600000.0,1689000000.0,20300000.0,16100000.0,1174300000.0,514700000.0,-4200000.0,510500000.0,1962600000.0,178100000.0,178300000.0,181400000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q2,2010-07-01,2010-09-30,2011-10-26 19:31:39+00:00,8400000.0,0.74,0.74,0.73,12000000.0,143200000.0,131800000.0,131800000.0,131800000.0,71100000.0,502300000.0,39900000.0,43400000.0,,52800000.0,71100000.0,431200000.0,4700000.0,5000000.0,287700000.0,143500000.0,300000.0,143800000.0,502300000.0,178100000.0,178300000.0,181400000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q1TTM,2009-07-01,2010-06-30,,33100000.0,2.27,2.27,2.23,82800000.0,574200000.0,416500000.0,416500000.0,416500000.0,260800000.0,1922100000.0,161700000.0,180700000.0,-1000000.0,206600000.0,260800000.0,1661300000.0,20900000.0,14200000.0,1155300000.0,506000000.0,-6700000.0,499300000.0,1922100000.0,182000000.0,180300000.0,183800000.0
BMC SOFTWARE INC,BMC,,835729,2011.0,Q1,2010-04-01,2010-06-30,2011-07-27 19:24:47+00:00,8400000.0,0.51,0.51,0.5,9800000.0,142100000.0,92800000.0,92800000.0,92800000.0,68900000.0,460900000.0,40700000.0,38500000.0,,54200000.0,68900000.0,392000000.0,5100000.0,-400000.0,283900000.0,108100000.0,-5500000.0,102600000.0,460900000.0,182000000.0,180300000.0,183800000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q4,2012-01-01,2012-03-31,,15600000.0,0.44,0.44,0.43,31300000.0,181700000.0,70700000.0,70700000.0,70700000.0,100800000.0,564700000.0,59000000.0,43700000.0,,57900000.0,100800000.0,463900000.0,8100000.0,4100000.0,357900000.0,106000000.0,-4000000.0,102000000.0,564700000.0,169900000.0,169900000.0,172800000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,FY,2011-04-01,2012-03-31,2013-05-09 14:56:48+00:00,42100000.0,2.36,2.36,2.32,129000000.0,634000000.0,401000000.0,401000000.0,401000000.0,370400000.0,2172000000.0,198500000.0,165200000.0,,217900000.0,370400000.0,1801600000.0,23300000.0,9400000.0,1257700000.0,543900000.0,-13900000.0,530000000.0,2172000000.0,169900000.0,169900000.0,172800000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q3YTD,2011-04-01,2011-12-31,,26500000.0,1.92,1.92,1.89,97700000.0,452300000.0,330300000.0,330300000.0,330300000.0,269600000.0,1607300000.0,139500000.0,121500000.0,,160000000.0,269600000.0,1337700000.0,15200000.0,5300000.0,899800000.0,437900000.0,-9900000.0,428000000.0,1607300000.0,166500000.0,167200000.0,169500000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q3TTM,2011-01-01,2011-12-31,,34900000.0,2.61,2.61,2.56,119000000.0,618200000.0,452800000.0,452800000.0,452800000.0,358200000.0,2169500000.0,184600000.0,176200000.0,,217700000.0,358200000.0,1811300000.0,20300000.0,12400000.0,1231600000.0,579700000.0,-7900000.0,571800000.0,2169500000.0,166500000.0,167200000.0,169500000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q3,2011-10-01,2011-12-31,2013-01-28 18:36:20+00:00,5800000.0,0.72,0.72,0.71,38400000.0,154100000.0,119900000.0,119900000.0,119900000.0,91400000.0,548200000.0,46200000.0,38500000.0,,50400000.0,91400000.0,456800000.0,4500000.0,1000000.0,295000000.0,161800000.0,-3500000.0,158300000.0,548200000.0,166500000.0,167200000.0,169500000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q2YTD,2011-04-01,2011-09-30,,20700000.0,1.2,1.2,1.18,59300000.0,298200000.0,210400000.0,210400000.0,210400000.0,178200000.0,1059100000.0,93300000.0,83000000.0,,109600000.0,178200000.0,880900000.0,10700000.0,4300000.0,604800000.0,276100000.0,-6400000.0,269700000.0,1059100000.0,173800000.0,173000000.0,176000000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q2TTM,2010-10-01,2011-09-30,,37500000.0,2.5,2.5,2.45,112600000.0,624300000.0,442000000.0,442000000.0,442000000.0,354000000.0,2161200000.0,182100000.0,182700000.0,,223300000.0,354000000.0,1807200000.0,20700000.0,18000000.0,1249900000.0,557300000.0,-2700000.0,554600000.0,2161200000.0,173800000.0,173000000.0,176000000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q2,2011-07-01,2011-09-30,2012-10-31 19:09:11+00:00,10900000.0,0.66,0.66,0.65,41500000.0,153500000.0,114700000.0,114700000.0,114700000.0,92500000.0,556700000.0,49500000.0,38300000.0,,51000000.0,92500000.0,464200000.0,5200000.0,400000.0,303200000.0,161000000.0,-4800000.0,156200000.0,556700000.0,173800000.0,173000000.0,176000000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q1TTM,2010-07-01,2011-06-30,,35000000.0,2.58,2.58,2.53,83100000.0,614000000.0,459100000.0,459100000.0,459100000.0,332600000.0,2106800000.0,172500000.0,187800000.0,,225100000.0,332600000.0,1774200000.0,20200000.0,22600000.0,1234400000.0,539800000.0,2400000.0,542200000.0,2106800000.0,177200000.0,176300000.0,180600000.0
BMC SOFTWARE INC,BMC,,835729,2012.0,Q1,2011-04-01,2011-06-30,2012-07-31 18:30:15+00:00,9800000.0,0.54,0.54,0.53,17800000.0,144700000.0,95700000.0,95700000.0,95700000.0,85700000.0,502400000.0,43800000.0,44700000.0,,58600000.0,85700000.0,416700000.0,5500000.0,3900000.0,301600000.0,115100000.0,-1600000.0,113500000.0,502400000.0,177200000.0,176300000.0,180600000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q4,2013-01-01,2013-03-31,,10300000.0,0.5,0.5,0.49,20800000.0,183100000.0,72800000.0,72800000.0,72800000.0,94300000.0,568600000.0,53200000.0,58200000.0,,63600000.0,94300000.0,474300000.0,14300000.0,2000000.0,368400000.0,105900000.0,-12300000.0,93600000.0,568600000.0,152500000.0,152700000.0,155700000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,FY,2012-04-01,2013-03-31,2013-05-09 14:56:48+00:00,43800000.0,2.17,2.17,2.13,96900000.0,686900000.0,331000000.0,331000000.0,331000000.0,383600000.0,2201400000.0,208400000.0,174600000.0,,238700000.0,383600000.0,1817800000.0,47800000.0,10300000.0,1352400000.0,465400000.0,-37500000.0,427900000.0,2201400000.0,152500000.0,152700000.0,155700000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q3YTD,2012-04-01,2012-12-31,,33500000.0,1.67,1.67,1.64,76100000.0,503800000.0,258200000.0,258200000.0,258200000.0,289300000.0,1632800000.0,155200000.0,116400000.0,,175100000.0,289300000.0,1343500000.0,33500000.0,8300000.0,984000000.0,359500000.0,-25200000.0,334300000.0,1632800000.0,149700000.0,149700000.0,152600000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q3TTM,2012-01-01,2012-12-31,,49100000.0,2.11,2.11,2.07,107400000.0,685500000.0,328900000.0,328900000.0,328900000.0,390100000.0,2197500000.0,214200000.0,160100000.0,,233000000.0,390100000.0,1807400000.0,41600000.0,12400000.0,1341900000.0,465500000.0,-29200000.0,436300000.0,2197500000.0,149700000.0,149700000.0,152600000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q3,2012-10-01,2012-12-31,2013-01-28 18:36:20+00:00,10000000.0,0.71,0.71,0.7,30700000.0,175800000.0,106300000.0,106300000.0,106300000.0,97400000.0,580200000.0,51300000.0,41900000.0,,56200000.0,97400000.0,482800000.0,12700000.0,2100000.0,335200000.0,147600000.0,-10600000.0,137000000.0,580200000.0,149700000.0,149700000.0,152600000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q2YTD,2012-04-01,2012-09-30,,23500000.0,0.96,0.96,0.94,45400000.0,328000000.0,151900000.0,151900000.0,151900000.0,191900000.0,1052600000.0,103900000.0,74500000.0,,118900000.0,191900000.0,860700000.0,20800000.0,6200000.0,648800000.0,211900000.0,-14600000.0,197300000.0,1052600000.0,157700000.0,157500000.0,160300000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q2TTM,2011-10-01,2012-09-30,,44900000.0,2.12,2.12,2.08,115100000.0,663800000.0,342500000.0,342500000.0,342500000.0,384100000.0,2165500000.0,209100000.0,156700000.0,,227200000.0,384100000.0,1781400000.0,33400000.0,11300000.0,1301700000.0,479700000.0,-22100000.0,457600000.0,2165500000.0,157700000.0,157500000.0,160300000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q2,2012-07-01,2012-09-30,2012-10-31 19:09:11+00:00,10900000.0,0.62,0.62,0.61,33800000.0,163100000.0,97800000.0,97800000.0,97800000.0,95000000.0,548200000.0,53000000.0,32300000.0,,55900000.0,95000000.0,453200000.0,10600000.0,4200000.0,315200000.0,138000000.0,-6400000.0,131600000.0,548200000.0,157700000.0,157500000.0,160300000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q1TTM,2011-07-01,2012-06-30,,44900000.0,2.16,2.16,2.12,122800000.0,654200000.0,359400000.0,359400000.0,359400000.0,381600000.0,2174000000.0,205600000.0,162700000.0,,222300000.0,381600000.0,1792400000.0,28000000.0,7500000.0,1289700000.0,502700000.0,-20500000.0,482200000.0,2174000000.0,159100000.0,160400000.0,163800000.0
BMC SOFTWARE INC,BMC,,835729,2013.0,Q1,2012-04-01,2012-06-30,2013-08-05 16:40:15+00:00,12600000.0,0.34,0.34,0.33,11600000.0,164900000.0,54100000.0,54100000.0,54100000.0,96900000.0,504400000.0,50900000.0,42200000.0,,63000000.0,96900000.0,407500000.0,10200000.0,2000000.0,333600000.0,73900000.0,-8200000.0,65700000.0,504400000.0,159100000.0,160400000.0,163800000.0
BMC SOFTWARE INC,BMC,,835729,2014.0,Q1TTM,2012-07-01,2013-06-30,,41500000.0,2.2,2.2,2.16,88500000.0,668500000.0,329400000.0,329400000.0,329400000.0,376000000.0,2180600000.0,209000000.0,175400000.0,,249000000.0,376000000.0,1804600000.0,52600000.0,9300000.0,1343400000.0,461200000.0,-43300000.0,417900000.0,2180600000.0,141900000.0,142200000.0,145200000.0
BMC SOFTWARE INC,BMC,,835729,2014.0,Q1,2013-04-01,2013-06-30,2013-08-05 16:40:15+00:00,10300000.0,0.37,0.37,0.36,3200000.0,146500000.0,52500000.0,52500000.0,52500000.0,89300000.0,483600000.0,51500000.0,43000000.0,,73300000.0,89300000.0,394300000.0,15000000.0,1000000.0,324600000.0,69700000.0,-14000000.0,55700000.0,483600000.0,141900000.0,142200000.0,145200000.0
