company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
BMC SOFTWARE INC,BMC,,835729,2008.0,FY,2007-04-01,2008-03-31,2010-05-07 14:40:46+00:00,-114800000.0,62000000.0,1100000.0,152100000.0,27900000.0,95300000.0,124100000.0,,-438200000.0,221400000.0,593700000.0,-438200000.0,221400000.0,593700000.0,404800000.0,313600000.0,313600000.0,32700000.0,23900000.0,3400000.0,-289300000.0,-106600000.0,-6600000.0,-579600000.0,728700000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,Q4,2009-01-01,2009-03-31,,,29000000.0,300000.0,47300000.0,-11100000.0,53800000.0,26500000.0,,-27000000.0,-8400000.0,198300000.0,-27000000.0,-8400000.0,198300000.0,151800000.0,83300000.0,83300000.0,13900000.0,2300000.0,-100000.0,-42900000.0,-24700000.0,-5800000.0,-50000000.0,59300000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,FY,2008-04-01,2009-03-31,2011-05-05 20:41:21+00:00,-783700000.0,69300000.0,11700000.0,182800000.0,-50200000.0,23100000.0,101800000.0,295600000.0,57400000.0,-851900000.0,579700000.0,57400000.0,-851900000.0,579700000.0,-265000000.0,238100000.0,238100000.0,135700000.0,24100000.0,6400000.0,-173500000.0,-95300000.0,-17900000.0,-346200000.0,194200000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,Q3,2008-10-01,2008-12-31,,,6200000.0,9100000.0,45200000.0,-20000000.0,-2100000.0,12800000.0,,-72600000.0,-1000000.0,154800000.0,-72600000.0,-1000000.0,154800000.0,61200000.0,83800000.0,83800000.0,27900000.0,800000.0,6700000.0,-8400000.0,-27000000.0,-6100000.0,-80100000.0,27700000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,Q3YTD,2008-04-01,2008-12-31,2010-01-28 14:24:47+00:00,-783700000.0,40300000.0,11400000.0,135500000.0,-39100000.0,-30700000.0,75300000.0,295600000.0,84400000.0,-843500000.0,381400000.0,84400000.0,-843500000.0,381400000.0,-416800000.0,154800000.0,154800000.0,121800000.0,21800000.0,6500000.0,-130600000.0,-70600000.0,-12100000.0,-296200000.0,134900000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,Q2,2008-07-01,2008-09-30,,400000.0,5100000.0,200000.0,45500000.0,-23700000.0,-62400000.0,62500000.0,,-90500000.0,-137300000.0,75300000.0,-90500000.0,-137300000.0,75300000.0,-176200000.0,69800000.0,69800000.0,22400000.0,-49300000.0,-100000.0,-120000000.0,-23600000.0,-3400000.0,-100300000.0,6000000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,Q2YTD,2008-04-01,2008-09-30,2009-10-30 13:20:42+00:00,-783700000.0,34100000.0,2300000.0,90300000.0,-19100000.0,-28600000.0,62500000.0,295600000.0,157000000.0,-842500000.0,226600000.0,157000000.0,-842500000.0,226600000.0,-478000000.0,71000000.0,71000000.0,93900000.0,21000000.0,-200000.0,-122200000.0,-43600000.0,-6000000.0,-216100000.0,107200000.0
BMC SOFTWARE INC,BMC,,835729,2009.0,Q1,2008-04-01,2008-06-30,2009-08-05 14:02:07+00:00,-784100000.0,29000000.0,2100000.0,44800000.0,4600000.0,33800000.0,,295600000.0,247500000.0,-705200000.0,151300000.0,247500000.0,-705200000.0,151300000.0,-301800000.0,1200000.0,1200000.0,71500000.0,70300000.0,-100000.0,-2200000.0,-20000000.0,-2600000.0,-115800000.0,101200000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,Q4,2010-01-01,2010-03-31,,,23000000.0,300000.0,46500000.0,1300000.0,112800000.0,21400000.0,,-56700000.0,41000000.0,303500000.0,-56700000.0,41000000.0,303500000.0,289100000.0,118800000.0,118800000.0,25400000.0,4000000.0,-100000.0,-50800000.0,-21900000.0,-2400000.0,-79700000.0,113800000.0
BMC SOFTWARE INC,BMC,,835729,2010.0,FY,2009-04-01,2010-03-31,2012-05-10 14:06:40+00:00,-92300000.0,89800000.0,23000000.0,175800000.0,27900000.0,-31900000.0,89200000.0,42000000.0,-158700000.0,-159300000.0,635400000.0,-158700000.0,-159300000.0,635400000.0,345300000.0,406100000.0,406100000.0,85400000.0,13700000.0,-100000.0,-333800000.0,-103100000.0,-15500000.0,-288100000.0,370000000.0
