company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstonetincometocommon,otherincome,otheroperatingexpenses,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 09:30:17+00:00,-0.24,-0.24,,3000000.0,-0.24,,56000000.0,-68000000.0,86000000.0,-154000000.0,-68000000.0,0.0,60000000.0,76000000.0,,8000000.0,,-1000000.0,0.0,0.0,22000000.0,60000000.0,16000000.0,0.0,142000000.0,24000000.0,-8000000.0,150000000.0,142000000.0,76000000.0,283300000.0,281000000.0,281000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 16:53:49+00:00,0.99,0.99,,180000000.0,0.98,,353000000.0,444000000.0,404000000.0,40000000.0,317000000.0,127000000.0,1002000000.0,3382000000.0,,-51000000.0,,,,61000000.0,1075000000.0,1002000000.0,2380000000.0,256000000.0,,1316000000.0,1064000000.0,-307000000.0,757000000.0,3382000000.0,320200000.0,321000000.0,322000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 17:02:59+00:00,0.44,0.44,,50000000.0,0.44,,93000000.0,174000000.0,134000000.0,40000000.0,134000000.0,40000000.0,262000000.0,845000000.0,,-8000000.0,,0.0,0.0,13000000.0,224000000.0,262000000.0,583000000.0,61000000.0,,287000000.0,296000000.0,-69000000.0,227000000.0,845000000.0,304500000.0,302000000.0,302000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 16:41:30+00:00,,0.16,,49000000.0,0.16,0.0,82000000.0,82000000.0,82000000.0,,43000000.0,39000000.0,254000000.0,885000000.0,,22000000.0,,0.0,0.0,4000000.0,370000000.0,254000000.0,631000000.0,66000000.0,,423000000.0,208000000.0,-44000000.0,164000000.0,885000000.0,,282000000.0,282000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q4,2009-10-01,2009-12-31,,0.36,0.36,,36000000.0,0.35,,83000000.0,156000000.0,163000000.0,-7000000.0,151000000.0,9000000.0,290000000.0,941000000.0,-8000000.0,4000000.0,,,4000000.0,12000000.0,295000000.0,290000000.0,651000000.0,66000000.0,,343000000.0,308000000.0,-62000000.0,246000000.0,941000000.0,422700000.0,423000000.0,425000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 07:44:19+00:00,1.28,1.28,,152000000.0,1.27,,469000000.0,564000000.0,570000000.0,-6000000.0,541000000.0,15000000.0,1044000000.0,3458000000.0,,13000000.0,,-252000000.0,8000000.0,52000000.0,1188000000.0,1044000000.0,2414000000.0,248000000.0,,1140000000.0,1274000000.0,-235000000.0,1039000000.0,3458000000.0,422700000.0,423000000.0,425000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.92,0.92,,116000000.0,0.92,,386000000.0,408000000.0,407000000.0,1000000.0,390000000.0,6000000.0,754000000.0,2517000000.0,8000000.0,9000000.0,,-252000000.0,4000000.0,40000000.0,893000000.0,754000000.0,1763000000.0,182000000.0,,797000000.0,966000000.0,-173000000.0,793000000.0,2517000000.0,427300000.0,424000000.0,427000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 17:21:10+00:00,0.22,0.22,,39000000.0,0.22,,52000000.0,104000000.0,103000000.0,1000000.0,94000000.0,4000000.0,251000000.0,837000000.0,,-1000000.0,,0.0,6000000.0,2000000.0,324000000.0,251000000.0,586000000.0,65000000.0,,365000000.0,221000000.0,-66000000.0,155000000.0,837000000.0,427300000.0,424000000.0,427000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.7,0.7,,77000000.0,0.7,,334000000.0,304000000.0,304000000.0,,296000000.0,2000000.0,503000000.0,1680000000.0,8000000.0,10000000.0,,-252000000.0,-2000000.0,38000000.0,569000000.0,503000000.0,1177000000.0,117000000.0,,432000000.0,745000000.0,-107000000.0,638000000.0,1680000000.0,421400000.0,422000000.0,424000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q2,2009-04-01,2009-06-30,2010-08-03 17:31:24+00:00,0.42,0.42,,39000000.0,0.42,,264000000.0,181000000.0,181000000.0,,177000000.0,-2000000.0,251000000.0,865000000.0,8000000.0,8000000.0,,-252000000.0,-2000000.0,35000000.0,295000000.0,251000000.0,614000000.0,60000000.0,,117000000.0,497000000.0,-52000000.0,445000000.0,865000000.0,421400000.0,422000000.0,424000000.0
