company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,repurchaseofpreferredequity,saleofinvestments,saleofplantpropertyandequipment
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2007.0,FY,2007-01-01,2007-12-31,2010-02-22 09:30:17+00:00,0.0,,,,68000000.0,2000000.0,0.0,43000000.0,,0.0,12000000.0,-15000000.0,58000000.0,12000000.0,-15000000.0,58000000.0,55000000.0,-68000000.0,-68000000.0,15000000.0,13000000.0,30000000.0,,0.0,,-47000000.0,-1000000.0,,,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,Q4,2008-10-01,2008-12-31,,-4000000.0,654000000.0,194000000.0,251000000.0,37000000.0,7000000.0,-4000000.0,-738000000.0,,,-116000000.0,-28000000.0,150000000.0,-116000000.0,-28000000.0,150000000.0,2000000.0,114000000.0,114000000.0,83000000.0,,,,,,-18000000.0,-116000000.0,,,,-13000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,FY,2008-01-01,2008-12-31,2011-02-18 16:53:49+00:00,-12000000.0,654000000.0,194000000.0,251000000.0,232000000.0,178000000.0,-2000000.0,-779000000.0,,,-774000000.0,88000000.0,573000000.0,-774000000.0,88000000.0,573000000.0,-115000000.0,444000000.0,444000000.0,22000000.0,-356000000.0,,,,,-102000000.0,-418000000.0,,,24000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,Q3,2008-07-01,2008-09-30,,-1000000.0,,,,68000000.0,126000000.0,-5000000.0,114000000.0,,-92000000.0,-546000000.0,94000000.0,241000000.0,-546000000.0,94000000.0,241000000.0,-216000000.0,174000000.0,174000000.0,-115000000.0,-356000000.0,-2000000.0,,,,-42000000.0,-98000000.0,,,,13000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,Q3YTD,2008-01-01,2008-09-30,2009-11-03 17:02:59+00:00,-8000000.0,,,,195000000.0,171000000.0,2000000.0,-41000000.0,,0.0,-658000000.0,116000000.0,423000000.0,-658000000.0,116000000.0,423000000.0,-117000000.0,330000000.0,330000000.0,-61000000.0,-356000000.0,,,0.0,,-84000000.0,-302000000.0,,,24000000.0,13000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,Q2YTD,2008-01-01,2008-06-30,2009-08-04 16:41:30+00:00,-7000000.0,,,,127000000.0,45000000.0,7000000.0,-155000000.0,,92000000.0,-112000000.0,22000000.0,182000000.0,-112000000.0,22000000.0,182000000.0,99000000.0,156000000.0,156000000.0,54000000.0,,2000000.0,,0.0,,-42000000.0,-204000000.0,,,24000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,FY,2009-01-01,2009-12-31,2012-02-17 07:44:19+00:00,-31000000.0,709000000.0,444000000.0,245000000.0,155000000.0,300000000.0,5000000.0,-834000000.0,,970000000.0,-356000000.0,238000000.0,642000000.0,-356000000.0,238000000.0,642000000.0,529000000.0,564000000.0,564000000.0,48000000.0,28000000.0,,,-13000000.0,,-55000000.0,-1341000000.0,,,24000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q4,2009-10-01,2009-12-31,,-9000000.0,194000000.0,82000000.0,66000000.0,37000000.0,,-2000000.0,-169000000.0,,,-13000000.0,-21000000.0,258000000.0,-13000000.0,-21000000.0,258000000.0,222000000.0,156000000.0,156000000.0,40000000.0,2000000.0,,,-4000000.0,,-14000000.0,-11000000.0,,,2000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q3TTM,2008-10-01,2009-09-30,,-26000000.0,1169000000.0,556000000.0,430000000.0,155000000.0,307000000.0,3000000.0,-1403000000.0,,970000000.0,-459000000.0,231000000.0,534000000.0,-459000000.0,231000000.0,534000000.0,309000000.0,522000000.0,522000000.0,91000000.0,26000000.0,,,-9000000.0,,-59000000.0,-1446000000.0,,,22000000.0,-13000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-02 17:21:10+00:00,-22000000.0,515000000.0,362000000.0,179000000.0,118000000.0,300000000.0,7000000.0,-665000000.0,,970000000.0,-343000000.0,259000000.0,384000000.0,-343000000.0,259000000.0,384000000.0,307000000.0,408000000.0,408000000.0,8000000.0,26000000.0,,,-9000000.0,,-41000000.0,-1330000000.0,0.0,,22000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q3,2009-07-01,2009-09-30,,-9000000.0,177000000.0,273000000.0,61000000.0,40000000.0,,5000000.0,-388000000.0,,492000000.0,28000000.0,-18000000.0,47000000.0,28000000.0,-18000000.0,47000000.0,62000000.0,104000000.0,104000000.0,114000000.0,26000000.0,,,-1000000.0,,-9000000.0,-489000000.0,,,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-03 17:31:24+00:00,-13000000.0,338000000.0,89000000.0,118000000.0,78000000.0,300000000.0,2000000.0,-277000000.0,,478000000.0,-371000000.0,277000000.0,337000000.0,-371000000.0,277000000.0,337000000.0,245000000.0,304000000.0,304000000.0,-106000000.0,0.0,,,-8000000.0,,-32000000.0,-841000000.0,,,22000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q2TTM,2008-07-01,2009-06-30,,-18000000.0,992000000.0,283000000.0,369000000.0,183000000.0,433000000.0,-7000000.0,-901000000.0,,386000000.0,-1033000000.0,343000000.0,728000000.0,-1033000000.0,343000000.0,728000000.0,31000000.0,592000000.0,592000000.0,-138000000.0,-356000000.0,-2000000.0,,-8000000.0,,-92000000.0,-1055000000.0,,,22000000.0,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q2,2009-04-01,2009-06-30,,-13000000.0,172000000.0,106000000.0,178000000.0,40000000.0,300000000.0,6000000.0,-48000000.0,,475000000.0,-297000000.0,302000000.0,186000000.0,-297000000.0,302000000.0,186000000.0,197000000.0,181000000.0,181000000.0,-159000000.0,,6000000.0,,-3000000.0,,-13000000.0,-769000000.0,,,22000000.0,
