company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2008.0,FY,,2008-12-31,2010-02-22 09:30:17+00:00,71000000.0,780000000.0,350000000.0,-78000000.0,100000000.0,,6545000000.0,93000000.0,49000000.0,8000000.0,6891000000.0,716000000.0,3331000000.0,,73000000.0,395000000.0,25000000.0,246000000.0,107000000.0,90000000.0,1373000000.0,227000000.0,,49000000.0,-936000000.0,458000000.0,10484000000.0,5531000000.0,1109000000.0,1070000000.0,5536000000.0,5561000000.0,4874000000.0,10484000000.0,8980000000.0,3804000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,FY,,2009-12-31,2011-02-18 16:53:49+00:00,63000000.0,812000000.0,383000000.0,-21000000.0,623000000.0,,6600000000.0,91000000.0,71000000.0,117000000.0,6433000000.0,643000000.0,3457000000.0,,75000000.0,409000000.0,23000000.0,268000000.0,90000000.0,91000000.0,1796000000.0,175000000.0,,49000000.0,-387000000.0,38000000.0,10952000000.0,6192000000.0,1671000000.0,783000000.0,6197000000.0,6220000000.0,4683000000.0,10952000000.0,8872000000.0,3900000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q3,,2009-09-30,2009-11-03 17:02:59+00:00,394000000.0,775000000.0,,-35000000.0,401000000.0,,6589000000.0,,,,6438000000.0,654000000.0,3472000000.0,,,417000000.0,14000000.0,,241000000.0,329000000.0,1815000000.0,416000000.0,,49000000.0,-531000000.0,39000000.0,10741000000.0,6023000000.0,1417000000.0,762000000.0,6028000000.0,6042000000.0,4650000000.0,10741000000.0,8907000000.0,3888000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2009.0,Q2,,2009-06-30,2009-08-04 16:41:30+00:00,564000000.0,759000000.0,,-25000000.0,339000000.0,,6560000000.0,,,,6439000000.0,665000000.0,3053000000.0,,,410000000.0,15000000.0,,233000000.0,242000000.0,1851000000.0,449000000.0,,,-632000000.0,421000000.0,10696000000.0,5903000000.0,1331000000.0,1227000000.0,5903000000.0,5918000000.0,4729000000.0,10696000000.0,8955000000.0,3502000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2010.0,FY,,2010-12-31,2012-02-17 07:44:19+00:00,87000000.0,880000000.0,393000000.0,-33000000.0,466000000.0,0.0,6358000000.0,114000000.0,81000000.0,118000000.0,6434000000.0,605000000.0,3598000000.0,455000000.0,83000000.0,399000000.0,8000000.0,304000000.0,,53000000.0,1391000000.0,99000000.0,225000000.0,,,20000000.0,11019000000.0,6220000000.0,1735000000.0,785000000.0,6225000000.0,6233000000.0,4786000000.0,11019000000.0,8885000000.0,4001000000.0,,-105000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2010.0,Q3,,2010-09-30,2010-11-02 17:21:10+00:00,464000000.0,843000000.0,,-23000000.0,1016000000.0,,6664000000.0,,,,6435000000.0,615000000.0,3595000000.0,,81000000.0,389000000.0,12000000.0,,197000000.0,310000000.0,1822000000.0,267000000.0,,49000000.0,75000000.0,18000000.0,11398000000.0,6716000000.0,2137000000.0,792000000.0,6683000000.0,6695000000.0,4654000000.0,11398000000.0,8872000000.0,3862000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2010.0,Q2,,2010-06-30,2010-08-03 17:31:24+00:00,356000000.0,836000000.0,,-44000000.0,713000000.0,,6636000000.0,,,,6442000000.0,625000000.0,3594000000.0,,81000000.0,401000000.0,28000000.0,,185000000.0,235000000.0,1791000000.0,309000000.0,,49000000.0,-111000000.0,17000000.0,11074000000.0,6481000000.0,1815000000.0,608000000.0,6486000000.0,6514000000.0,4511000000.0,11074000000.0,8858000000.0,3903000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2010.0,Q1,,2010-03-31,2010-04-30 09:31:42+00:00,395000000.0,773000000.0,,-40000000.0,691000000.0,,6618000000.0,,,,6442000000.0,636000000.0,3235000000.0,,73000000.0,405000000.0,25000000.0,,184000000.0,283000000.0,1748000000.0,350000000.0,,49000000.0,-224000000.0,256000000.0,10952000000.0,6354000000.0,1721000000.0,934000000.0,6359000000.0,6384000000.0,4519000000.0,10952000000.0,8826000000.0,3585000000.0,,
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2011.0,FY,,2011-12-31,2013-02-15 19:28:35+00:00,53000000.0,1042000000.0,554000000.0,-23000000.0,1048000000.0,0.0,6505000000.0,113000000.0,73000000.0,,6291000000.0,571000000.0,4219000000.0,807000000.0,93000000.0,379000000.0,2000000.0,337000000.0,,,1434000000.0,92000000.0,175000000.0,,1132000000.0,26000000.0,11913000000.0,6512000000.0,2431000000.0,746000000.0,6517000000.0,6519000000.0,5394000000.0,11913000000.0,9103000000.0,4648000000.0,,-1102000000.0
Discovery Inc,DISCA,5493006ZCRFWKF6B1K26,1437107,2011.0,Q3,,2011-09-30,2011-11-02 06:38:14+00:00,48000000.0,976000000.0,438000000.0,-22000000.0,1032000000.0,0.0,6460000000.0,123000000.0,53000000.0,40000000.0,6299000000.0,577000000.0,4229000000.0,816000000.0,83000000.0,371000000.0,1000000.0,354000000.0,,38000000.0,1439000000.0,108000000.0,155000000.0,,796000000.0,20000000.0,11801000000.0,6397000000.0,2299000000.0,707000000.0,6402000000.0,6403000000.0,5398000000.0,11801000000.0,9131000000.0,4691000000.0,,-837000000.0
