company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,goodwill,intangibleassets,interestbearingdeposits,loansandleases,loansheldforsale,longtermdebt,netloansandleases,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities,treasurystock
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2016.0,Q2,,2016-06-30,2016-07-28 17:14:25+00:00,3894000000.0,-20000000.0,11787000000.0,9371000000.0,949000000.0,704000000.0,46220000000.0,68282000000.0,,19295000000.0,64388000000.0,207000000.0,1833000000.0,,2947000000.0,4364000000.0,82384000000.0,13715000000.0,13715000000.0,13715000000.0,68669000000.0,82384000000.0,,2723000000.0,
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2016.0,Q1,,2016-03-31,2016-04-28 17:18:46+00:00,3620000000.0,-31000000.0,12500000000.0,9360000000.0,949000000.0,702000000.0,44721000000.0,65849000000.0,,20476000000.0,62229000000.0,256000000.0,2327000000.0,,2999000000.0,3875000000.0,81656000000.0,13204000000.0,13204000000.0,13204000000.0,68452000000.0,81656000000.0,,2949000000.0,
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2017.0,FY,,2017-12-31,2019-02-15 16:23:05+00:00,5574000000.0,-64000000.0,11602000000.0,9446000000.0,991000000.0,749000000.0,56276000000.0,81947000000.0,,20799000000.0,76373000000.0,212000000.0,1620000000.0,,4287000000.0,6809000000.0,95808000000.0,14234000000.0,14234000000.0,14234000000.0,81574000000.0,95808000000.0,,4473000000.0,-1957000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2017.0,Q3,,2017-09-30,2017-10-26 16:31:02+00:00,5361000000.0,-40000000.0,13915000000.0,9430000000.0,991000000.0,772000000.0,54232000000.0,76928000000.0,,19899000000.0,71567000000.0,222000000.0,1986000000.0,,3793000000.0,6543000000.0,92548000000.0,14402000000.0,14402000000.0,14402000000.0,78146000000.0,92548000000.0,,3317000000.0,-1531000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2017.0,Q2,,2017-06-30,2017-07-28 09:00:14+00:00,5001000000.0,-49000000.0,12020000000.0,9416000000.0,991000000.0,787000000.0,52659000000.0,75458000000.0,,20709000000.0,70457000000.0,226000000.0,2888000000.0,,3214000000.0,6109000000.0,91140000000.0,14332000000.0,14332000000.0,14332000000.0,76808000000.0,91140000000.0,,3997000000.0,-1144000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2017.0,Q1,,2017-03-31,2017-05-01 17:30:54+00:00,4676000000.0,-55000000.0,11392000000.0,9406000000.0,992000000.0,826000000.0,51359000000.0,73350000000.0,,20194000000.0,68674000000.0,246000000.0,1838000000.0,,2888000000.0,5724000000.0,89050000000.0,14363000000.0,14363000000.0,14363000000.0,74687000000.0,89050000000.0,,5328000000.0,-712000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2018.0,FY,,2018-12-31,2020-02-13 17:31:54+00:00,6427000000.0,-62000000.0,9396000000.0,9483000000.0,1024000000.0,1137000000.0,63738000000.0,93139000000.0,0.0,23996000000.0,86712000000.0,281000000.0,2461000000.0,,4099000000.0,8986000000.0,106792000000.0,14678000000.0,14678000000.0,14678000000.0,92114000000.0,106792000000.0,0.0,6062000000.0,-3729000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2018.0,Q3,,2018-09-30,2018-10-25 16:21:03+00:00,6223000000.0,-99000000.0,12068000000.0,9471000000.0,1024000000.0,1105000000.0,62030000000.0,87521000000.0,,23741000000.0,81298000000.0,287000000.0,1769000000.0,,4491000000.0,8355000000.0,104545000000.0,13996000000.0,13996000000.0,13996000000.0,90549000000.0,104545000000.0,,7281000000.0,-3731000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2018.0,Q2,,2018-06-30,2018-07-27 16:05:55+00:00,5859000000.0,-93000000.0,15675000000.0,9487000000.0,1024000000.0,863000000.0,58734000000.0,78879000000.0,,21721000000.0,73020000000.0,277000000.0,1761000000.0,,3932000000.0,7906000000.0,99122000000.0,14458000000.0,14458000000.0,14458000000.0,84664000000.0,99122000000.0,,6779000000.0,-2842000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2018.0,Q1,,2018-03-31,2018-04-26 17:27:38+00:00,5738000000.0,-86000000.0,13044000000.0,9471000000.0,991000000.0,780000000.0,56285000000.0,77853000000.0,,21015000000.0,72115000000.0,285000000.0,2370000000.0,,3618000000.0,7334000000.0,95559000000.0,14356000000.0,14356000000.0,14356000000.0,81203000000.0,95559000000.0,,6259000000.0,-2363000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2019.0,FY,,2019-12-31,2020-04-21 17:32:53+00:00,5602000000.0,-58000000.0,12147000000.0,9538000000.0,1078000000.0,1265000000.0,64877000000.0,87215000000.0,725000000.0,19866000000.0,81613000000.0,277000000.0,2087000000.0,,4718000000.0,12117000000.0,104826000000.0,14354000000.0,15088000000.0,15088000000.0,89738000000.0,104826000000.0,734000000.0,5911000000.0,-7243000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2019.0,Q3,,2019-09-30,2019-10-24 18:45:50+00:00,5607000000.0,-44000000.0,11461000000.0,9521000000.0,1078000000.0,1177000000.0,65677000000.0,83207000000.0,8182000000.0,20363000000.0,77600000000.0,295000000.0,1861000000.0,,4488000000.0,11533000000.0,105943000000.0,15120000000.0,15120000000.0,15120000000.0,90823000000.0,105943000000.0,,4584000000.0,-5890000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2019.0,Q2,,2019-06-30,2019-07-25 16:58:58+00:00,5809000000.0,-43000000.0,11755000000.0,9501000000.0,1078000000.0,1215000000.0,65382000000.0,81796000000.0,8096000000.0,21244000000.0,75987000000.0,263000000.0,2110000000.0,,4765000000.0,10627000000.0,106388000000.0,14734000000.0,14734000000.0,14734000000.0,91654000000.0,106388000000.0,,6147000000.0,-5351000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2019.0,Q1,,2019-03-31,2019-04-25 17:01:33+00:00,5942000000.0,-56000000.0,12963000000.0,9490000000.0,1076000000.0,1259000000.0,63787000000.0,80405000000.0,8052000000.0,21891000000.0,74463000000.0,273000000.0,2065000000.0,,4724000000.0,9939000000.0,105384000000.0,14709000000.0,14709000000.0,14709000000.0,90675000000.0,105384000000.0,,5506000000.0,-4664000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2020.0,Q1,,2020-03-31,2020-04-21 17:32:53+00:00,9175000000.0,-49000000.0,13704000000.0,9524000000.0,1078000000.0,1208000000.0,64302000000.0,82469000000.0,5000000.0,17248000000.0,73294000000.0,313000000.0,2603000000.0,,4205000000.0,9960000000.0,98038000000.0,11236000000.0,11970000000.0,11970000000.0,86068000000.0,98038000000.0,734000000.0,6146000000.0,-8199000000.0
