company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,netinterestincome,netoccupancyequipmentexpense,otheradjustmentstonetincometocommon,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 17:02:50+00:00,3.0,3.0,,362000000.0,3.0,1257000000.0,9000000.0,10300000000.0,0.0,208000000.0,2119000000.0,2119000000.0,2119000000.0,7580000000.0,165000000.0,,2367000000.0,,88000000.0,1130000000.0,396000000.0,2565000000.0,620000000.0,,2729000000.0,10309000000.0,2123000000.0,484000000.0,3376000000.0,8064000000.0,705300000.0,705300000.0,705300000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 17:26:46+00:00,2.81,2.81,,374000000.0,2.81,1163000000.0,18000000.0,16595000000.0,0.0,269000000.0,1979000000.0,1979000000.0,1979000000.0,8198000000.0,193000000.0,,2530000000.0,-5089000000.0,111000000.0,1324000000.0,389000000.0,3072000000.0,698000000.0,422000000.0,3326000000.0,11313000000.0,2484000000.0,500000000.0,3142000000.0,8698000000.0,704300000.0,704300000.0,704300000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2013.0,Q3,2013-07-01,2013-09-30,2014-10-31 09:19:40+00:00,0.91,0.91,,94000000.0,0.91,380000000.0,3000000.0,2883000000.0,51000000.0,54000000.0,641000000.0,641000000.0,641000000.0,2023000000.0,47000000.0,,718000000.0,,24000000.0,301000000.0,90000000.0,541000000.0,173000000.0,,863000000.0,2886000000.0,575000000.0,114000000.0,1021000000.0,2137000000.0,705000000.0,705000000.0,705000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2013.0,Q2,2013-04-01,2013-06-30,2014-09-05 07:27:27+00:00,0.76,0.76,,93000000.0,0.76,320000000.0,5000000.0,2681000000.0,0.0,53000000.0,536000000.0,536000000.0,536000000.0,1961000000.0,48000000.0,,577000000.0,,23000000.0,289000000.0,101000000.0,666000000.0,173000000.0,55000000.0,725000000.0,2686000000.0,563000000.0,124000000.0,856000000.0,2085000000.0,705300000.0,705271000.0,705271000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2014.0,FY,2014-01-01,2014-12-31,2017-02-23 16:54:20+00:00,2.78,2.78,0.0,470000000.0,2.78,1277000000.0,26000000.0,12216000000.0,124000000.0,460000000.0,2109000000.0,2109000000.0,2109000000.0,8745000000.0,212000000.0,,2903000000.0,,108000000.0,1389000000.0,377000000.0,2917000000.0,866000000.0,,3497000000.0,12242000000.0,2927000000.0,485000000.0,3386000000.0,9230000000.0,757400000.0,757400000.0,757400000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2014.0,Q4,2014-10-01,2014-12-31,,0.62,0.62,,139000000.0,0.62,322000000.0,8000000.0,3252000000.0,-23000000.0,165000000.0,531000000.0,531000000.0,531000000.0,2280000000.0,60000000.0,,864000000.0,,29000000.0,340000000.0,133000000.0,797000000.0,227000000.0,,980000000.0,3260000000.0,792000000.0,162000000.0,853000000.0,2442000000.0,757400000.0,757400000.0,757400000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2014.0,Q3YTD,2014-01-01,2014-09-30,,2.16,2.16,,331000000.0,2.16,955000000.0,18000000.0,8964000000.0,147000000.0,295000000.0,1578000000.0,1578000000.0,1578000000.0,6465000000.0,152000000.0,,2039000000.0,,79000000.0,1049000000.0,244000000.0,2120000000.0,639000000.0,,2517000000.0,8982000000.0,2135000000.0,323000000.0,2533000000.0,6788000000.0,782000000.0,782000000.0,782000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2014.0,Q3,2014-07-01,2014-09-30,2015-10-30 09:13:39+00:00,0.7,0.7,,126000000.0,0.7,331000000.0,7000000.0,3116000000.0,46000000.0,115000000.0,548000000.0,548000000.0,548000000.0,2186000000.0,47000000.0,,765000000.0,,17000000.0,327000000.0,79000000.0,675000000.0,239000000.0,,937000000.0,3123000000.0,728000000.0,96000000.0,879000000.0,2282000000.0,782000000.0,782000000.0,782000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2014.0,Q2YTD,2014-01-01,2014-06-30,,1.46,1.46,,205000000.0,1.46,624000000.0,11000000.0,5848000000.0,101000000.0,180000000.0,1030000000.0,1030000000.0,1030000000.0,4279000000.0,105000000.0,,1274000000.0,,62000000.0,722000000.0,165000000.0,1445000000.0,400000000.0,,1580000000.0,5859000000.0,1407000000.0,227000000.0,1654000000.0,4506000000.0,705000000.0,705000000.0,705000000.0
Synchrony Financial,SYF,549300RS7EWPM9MA6C78,1601712,2014.0,Q2,2014-04-01,2014-06-30,2015-07-31 09:00:17+00:00,0.67,0.67,,109000000.0,0.67,292000000.0,6000000.0,2920000000.0,54000000.0,97000000.0,472000000.0,472000000.0,472000000.0,2130000000.0,53000000.0,,633000000.0,,29000000.0,440000000.0,83000000.0,681000000.0,207000000.0,,796000000.0,2926000000.0,797000000.0,112000000.0,764000000.0,2242000000.0,705000000.0,705000000.0,705000000.0
