company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othertaxespayable,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Martin Marietta Materials Inc,MLM,,916076,2009.0,FY,,2009-12-31,2011-02-25 16:55:10+00:00,52107000.0,162815000.0,35271000.0,,-75084000.0,263591000.0,381626000.0,60303000.0,,34045000.0,624224000.0,,12469000.0,1023492000.0,,332569000.0,1692905000.0,41171000.0,195946000.0,160354000.0,37582000.0,1737000.0,,52825000.0,79527000.0,24274000.0,1058698000.0,226119000.0,3239283000.0,1365240000.0,856860000.0,373553000.0,1365240000.0,1406411000.0,1832872000.0,3239283000.0,689518000.0,1459319000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2009.0,Q3,,2009-09-30,2010-11-02 15:26:54+00:00,61741000.0,241520000.0,18394000.0,1737939000.0,-89267000.0,193835000.0,320223000.0,58272000.0,2469000.0,24007000.0,624224000.0,3436078000.0,12887000.0,1038873000.0,,329781000.0,1698139000.0,40936000.0,175255000.0,193249000.0,21558000.0,162000.0,27680000.0,52465000.0,78543000.0,34307000.0,1080084000.0,226025000.0,3232681000.0,1311040000.0,844966000.0,394785000.0,1311040000.0,1351976000.0,1880705000.0,3232681000.0,689576000.0,1485920000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2009.0,Q2,,2009-06-30,2010-08-03 15:18:37+00:00,75203000.0,250340000.0,14282000.0,1695691000.0,-96495000.0,133380000.0,315979000.0,56105000.0,1646000.0,19730000.0,629087000.0,3408415000.0,13304000.0,1048729000.0,,333887000.0,1712724000.0,39478000.0,173800000.0,211229000.0,28411000.0,1692000.0,12784000.0,49955000.0,82828000.0,30498000.0,1042581000.0,233229000.0,3207193000.0,1262065000.0,802123000.0,389064000.0,1262065000.0,1301543000.0,1905650000.0,3207193000.0,692346000.0,1516586000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2010.0,FY,,2010-12-31,2012-02-29 12:40:16+00:00,60333000.0,183361000.0,27248000.0,,-53660000.0,70323000.0,396940000.0,83380000.0,,23540000.0,626527000.0,,17548000.0,782045000.0,,331894000.0,1687830000.0,42819000.0,228698000.0,127671000.0,27253000.0,2123000.0,,46627000.0,82577000.0,23535000.0,1082160000.0,248714000.0,3074743000.0,1425440000.0,696211000.0,385493000.0,1425440000.0,1468259000.0,1606484000.0,3074743000.0,690702000.0,1220991000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q3,,2010-09-30,2011-11-07 14:48:20+00:00,76993000.0,249613000.0,13482000.0,1847852000.0,-67249000.0,60499000.0,396307000.0,71593000.0,,31297000.0,624224000.0,3541058000.0,17563000.0,785706000.0,,323820000.0,1693206000.0,42420000.0,216844000.0,144574000.0,26591000.0,,27231000.0,48674000.0,84596000.0,32409000.0,1085750000.0,245423000.0,3115783000.0,1414808000.0,732116000.0,426835000.0,1414808000.0,1457228000.0,1658555000.0,3115783000.0,690461000.0,1231720000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q2,,2010-06-30,2011-08-08 13:57:54+00:00,80238000.0,257761000.0,10032000.0,1832068000.0,-69488000.0,32095000.0,392973000.0,72750000.0,1862000.0,34383000.0,624224000.0,3526485000.0,18284000.0,811938000.0,,319842000.0,1694417000.0,41153000.0,196896000.0,158787000.0,26018000.0,3403000.0,11759000.0,51001000.0,97348000.0,28802000.0,1052159000.0,244147000.0,3096392000.0,1375644000.0,708466000.0,414626000.0,1375644000.0,1416797000.0,1679595000.0,3096392000.0,693509000.0,1264969000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q1,,2010-03-31,2011-05-03 15:49:41+00:00,67281000.0,202101000.0,21699000.0,1805610000.0,-70528000.0,221043000.0,386664000.0,72921000.0,,30480000.0,624224000.0,3500655000.0,18863000.0,1029606000.0,,322027000.0,1695045000.0,40603000.0,192299000.0,159154000.0,36619000.0,2227000.0,27948000.0,52059000.0,95602000.0,26128000.0,1016156000.0,219583000.0,3244902000.0,1332292000.0,854711000.0,395346000.0,1332292000.0,1372895000.0,1872007000.0,3244902000.0,695146000.0,1476661000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2011.0,FY,,2011-12-31,2013-02-22 10:39:51+00:00,92210000.0,203748000.0,25930000.0,,-83890000.0,26022000.0,402320000.0,80674000.0,,21982000.0,616671000.0,,54133000.0,1052902000.0,,322607000.0,1774291000.0,39543000.0,222064000.0,158101000.0,24799000.0,,,44877000.0,92179000.0,26408000.0,1090891000.0,7182000.0,3147822000.0,1409321000.0,657850000.0,173712000.0,1409321000.0,1448864000.0,1698958000.0,3147822000.0,715681000.0,1525246000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q3,,2011-09-30,2012-11-06 15:20:36+00:00,86322000.0,259773000.0,16120000.0,1975805000.0,-49560000.0,56840000.0,401311000.0,92959000.0,16256000.0,21287000.0,639039000.0,3662446000.0,18211000.0,1038335000.0,,337730000.0,1686641000.0,39331000.0,249572000.0,102787000.0,20114000.0,,18709000.0,47251000.0,84567000.0,31902000.0,1094469000.0,7150000.0,3158558000.0,1446220000.0,767416000.0,197746000.0,1446220000.0,1485551000.0,1673007000.0,3158558000.0,704501000.0,1475261000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q2,,2011-06-30,2012-08-06 14:31:53+00:00,85415000.0,269390000.0,25198000.0,1946802000.0,-49319000.0,26099000.0,398031000.0,91041000.0,,16812000.0,638759000.0,3644580000.0,18622000.0,978956000.0,,336365000.0,1697778000.0,38155000.0,248330000.0,121150000.0,22673000.0,,,48192000.0,86986000.0,28514000.0,1063732000.0,106959000.0,3148919000.0,1412444000.0,745568000.0,262898000.0,1412444000.0,1450599000.0,1698320000.0,3148919000.0,705573000.0,1435422000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q1,,2011-03-31,2012-05-09 08:44:55+00:00,74914000.0,203242000.0,12034000.0,1913562000.0,-54564000.0,176829000.0,401427000.0,88805000.0,,13473000.0,626527000.0,3589883000.0,17166000.0,1161518000.0,,331679000.0,1676321000.0,41537000.0,240586000.0,129592000.0,39806000.0,0.0,26914000.0,48231000.0,83402000.0,24326000.0,1046346000.0,7101000.0,3208606000.0,1393209000.0,840361000.0,158762000.0,1393209000.0,1434746000.0,1773860000.0,3208606000.0,691924000.0,1615098000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2012.0,FY,,2012-12-31,2014-02-24 16:07:22+00:00,83537000.0,224050000.0,29128000.0,,-106169000.0,25394000.0,415116000.0,77716000.0,,26312000.0,616204000.0,,50433000.0,1042183000.0,,332311000.0,1753241000.0,39754000.0,225592000.0,183122000.0,40930000.0,,,40647000.0,86395000.0,28682000.0,1101598000.0,5676000.0,3160926000.0,1410545000.0,700401000.0,173335000.0,1410545000.0,1450299000.0,1710627000.0,3160926000.0,707284000.0,1537292000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q3,,2012-09-30,2013-11-07 15:30:05+00:00,99628000.0,296947000.0,21155000.0,2024379000.0,-77480000.0,35421000.0,409356000.0,79758000.0,13291000.0,23878000.0,615986000.0,3775320000.0,51330000.0,1092117000.0,,335092000.0,1750941000.0,39616000.0,243759000.0,135761000.0,37889000.0,102000.0,18209000.0,39840000.0,84437000.0,34175000.0,1098529000.0,6671000.0,3243204000.0,1430405000.0,785107000.0,217109000.0,1430405000.0,1470021000.0,1773183000.0,3243204000.0,707156000.0,1556074000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q2,,2012-06-30,2013-08-05 13:57:02+00:00,113308000.0,275416000.0,16771000.0,1985697000.0,-80640000.0,41393000.0,404531000.0,75000000.0,,21332000.0,618874000.0,3739475000.0,52213000.0,1137076000.0,,331984000.0,1753778000.0,38865000.0,229972000.0,153240000.0,36538000.0,3352000.0,7516000.0,41337000.0,90375000.0,29616000.0,1054048000.0,7171000.0,3226533000.0,1377939000.0,760331000.0,199066000.0,1377939000.0,1416804000.0,1809729000.0,3226533000.0,712424000.0,1610663000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q1,,2012-03-31,2013-05-06 09:52:00+00:00,100082000.0,212052000.0,14380000.0,1952450000.0,-81991000.0,44950000.0,405929000.0,79002000.0,,19001000.0,616729000.0,3721378000.0,53224000.0,1127178000.0,,333487000.0,1768928000.0,38605000.0,225554000.0,156076000.0,32453000.0,1929000.0,18304000.0,41292000.0,89656000.0,24025000.0,1035739000.0,7650000.0,3182117000.0,1359677000.0,701944000.0,185371000.0,1359677000.0,1398282000.0,1783835000.0,3182117000.0,711245000.0,1598464000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q3,,2013-09-30,2014-11-03 13:54:08+00:00,111266000.0,331030000.0,41469000.0,2159520000.0,-102710000.0,57241000.0,431583000.0,77005000.0,,22647000.0,616634000.0,3942138000.0,49035000.0,1107192000.0,10094000.0,350438000.0,1782618000.0,38734000.0,243858000.0,171695000.0,29955000.0,10437000.0,,33055000.0,89045000.0,34444000.0,1131276000.0,6169000.0,3337105000.0,1460149000.0,845669000.0,226432000.0,1460149000.0,1498883000.0,1838222000.0,3337105000.0,708818000.0,1611790000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q2,,2013-06-30,2014-08-04 13:45:37+00:00,99960000.0,287521000.0,27141000.0,2126420000.0,-106257000.0,43712000.0,430397000.0,79104000.0,,20875000.0,616303000.0,3843806000.0,48668000.0,1087150000.0,,348873000.0,1717386000.0,38529000.0,235505000.0,184849000.0,47275000.0,,7709000.0,42277000.0,90415000.0,30679000.0,1077998000.0,6169000.0,3231119000.0,1402138000.0,806485000.0,192533000.0,1402138000.0,1440667000.0,1790452000.0,3231119000.0,707248000.0,1597919000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q1,,2013-03-31,2014-05-05 09:56:30+00:00,77080000.0,202150000.0,23506000.0,2092551000.0,-104948000.0,37260000.0,421483000.0,79485000.0,,16478000.0,616350000.0,3824638000.0,49548000.0,1072850000.0,,347641000.0,1732087000.0,38266000.0,230109000.0,184287000.0,49197000.0,,18479000.0,41057000.0,88782000.0,27470000.0,1055256000.0,5677000.0,3154775000.0,1371791000.0,715733000.0,168690000.0,1371791000.0,1410057000.0,1744718000.0,3154775000.0,706955000.0,1576028000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2015.0,FY,,2015-12-31,2017-02-24 16:02:10+00:00,164718000.0,410921000.0,,,-105622000.0,168409000.0,3288470000.0,,,39107000.0,2068235000.0,,510552000.0,1550061000.0,,469141000.0,3156000000.0,2893000.0,583459000.0,224538000.0,33164000.0,81339000.0,,141189000.0,172718000.0,62781000.0,874436000.0,18713000.0,6957611000.0,4057284000.0,1081635000.0,366658000.0,4057284000.0,4060177000.0,2897434000.0,6957611000.0,2719976000.0,2530776000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q3,,2015-09-30,2016-11-02 15:37:08+00:00,226837000.0,577424000.0,,2415210000.0,-112742000.0,436429000.0,3283860000.0,,,38888000.0,2065644000.0,5488744000.0,511411000.0,1553768000.0,,464525000.0,3073534000.0,1698000.0,540079000.0,229042000.0,37427000.0,69208000.0,22414000.0,142040000.0,158106000.0,70509000.0,1079764000.0,147003000.0,7308434000.0,4250882000.0,1515805000.0,574859000.0,4250882000.0,4252580000.0,3055854000.0,7308434000.0,2719095000.0,2480995000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q2,,2015-06-30,2016-08-04 14:27:19+00:00,201235000.0,497468000.0,,2371926000.0,-112814000.0,44169000.0,3274766000.0,,,35723000.0,2065882000.0,5421449000.0,514944000.0,1637905000.0,,479856000.0,3049523000.0,1660000.0,521932000.0,272461000.0,508629000.0,37667000.0,16165000.0,99926000.0,154365000.0,57078000.0,1146821000.0,15433000.0,7260397000.0,4308773000.0,1530122000.0,363301000.0,4308773000.0,4310433000.0,2949964000.0,7260397000.0,2680752000.0,2586663000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2016.0,FY,,2016-12-31,2018-02-23 15:41:37+00:00,178598000.0,457910000.0,,,-130687000.0,50038000.0,3335091000.0,,,56721000.0,2159337000.0,,511312000.0,1506153000.0,,521624000.0,3423395000.0,2612000.0,663019000.0,248086000.0,56813000.0,71140000.0,,120476000.0,194469000.0,60093000.0,935574000.0,180036000.0,7300905000.0,4139978000.0,1086385000.0,546588000.0,4139978000.0,4142590000.0,3158315000.0,7300905000.0,2791125000.0,2611727000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2016.0,Q3,,2016-09-30,2016-11-02 15:37:08+00:00,192738000.0,566425000.0,,2633471000.0,-104511000.0,60684000.0,3327164000.0,,,43121000.0,2160605000.0,6013084000.0,515050000.0,1536810000.0,,508199000.0,3379613000.0,3066000.0,676144000.0,200152000.0,56217000.0,50143000.0,23060000.0,126408000.0,196788000.0,67822000.0,932679000.0,228025000.0,7373201000.0,4155332000.0,1191525000.0,604909000.0,4155332000.0,4158398000.0,3214803000.0,7373201000.0,2802063000.0,2609894000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2016.0,Q2,,2016-06-30,2016-08-04 14:27:19+00:00,197733000.0,534459000.0,,2574307000.0,-106068000.0,28596000.0,3319492000.0,,,33984000.0,2136783000.0,5896512000.0,506676000.0,1541062000.0,,504877000.0,3322205000.0,3048000.0,639776000.0,236562000.0,53997000.0,52634000.0,16573000.0,145712000.0,197801000.0,62525000.0,800028000.0,238155000.0,7233305000.0,4013452000.0,1121929000.0,601604000.0,4013452000.0,4016500000.0,3216805000.0,7233305000.0,2789171000.0,2615201000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2017.0,FY,,2017-12-31,2019-02-25 16:38:50+00:00,183638000.0,487240000.0,,,-129104000.0,1446364000.0,3368635000.0,,,57907000.0,2160290000.0,,506349000.0,2727294000.0,,600591000.0,3592813000.0,2877000.0,410723000.0,244043000.0,96965000.0,87804000.0,,101899000.0,233758000.0,64958000.0,1440069000.0,299909000.0,8992511000.0,4679600000.0,2631160000.0,694216000.0,4679600000.0,4682477000.0,4310034000.0,8992511000.0,2768538000.0,3615818000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2017.0,Q3,,2017-09-30,2017-11-02 16:41:53+00:00,163597000.0,582532000.0,,2854236000.0,-122928000.0,35219000.0,3363371000.0,,,49958000.0,2160060000.0,6375813000.0,504586000.0,1642502000.0,,576429000.0,3521577000.0,2761000.0,662982000.0,230212000.0,83809000.0,76505000.0,28082000.0,102573000.0,228604000.0,70323000.0,1090778000.0,80038000.0,7566785000.0,4331221000.0,1277989000.0,468503000.0,4331221000.0,4333982000.0,3232803000.0,7566785000.0,2767219000.0,2764300000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2017.0,Q2,,2017-06-30,2017-08-01 15:59:46+00:00,187227000.0,570618000.0,,2800823000.0,-125906000.0,36722000.0,3356619000.0,,,45004000.0,2160060000.0,6306083000.0,503239000.0,1641944000.0,,549865000.0,3505260000.0,2760000.0,663414000.0,253908000.0,87092000.0,102099000.0,,103004000.0,221738000.0,59958000.0,967058000.0,140037000.0,7515860000.0,4197771000.0,1244297000.0,534325000.0,4197771000.0,4200531000.0,3315329000.0,7515860000.0,2766303000.0,2781004000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2017.0,Q1,,2017-03-31,2017-05-10 16:23:59+00:00,188399000.0,479215000.0,,2744168000.0,-128425000.0,55418000.0,3350439000.0,,,30896000.0,2159398000.0,6211813000.0,507729000.0,1556246000.0,,537000000.0,3467645000.0,2586000.0,667160000.0,252568000.0,51609000.0,49031000.0,23649000.0,135777000.0,210305000.0,49535000.0,851354000.0,290048000.0,7393791000.0,4073368000.0,1123242000.0,631558000.0,4073368000.0,4075954000.0,3317837000.0,7393791000.0,2802904000.0,2686279000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2018.0,FY,,2018-12-31,2020-02-21 16:57:43+00:00,210800000.0,523300000.0,,,-143600000.0,44900000.0,3396700000.0,,,,2399100000.0,,501300000.0,2730400000.0,,663000000.0,5157200000.0,3000000.0,705600000.0,,134600000.0,70900000.0,,128000000.0,379300000.0,115000000.0,1693300000.0,390000000.0,9551400000.0,4946400000.0,1365800000.0,786700000.0,4946400000.0,4949400000.0,4602000000.0,9551400000.0,3028400000.0,3815300000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2018.0,Q3,,2018-09-30,2018-11-07 15:00:15+00:00,191381000.0,644835000.0,,3080017000.0,-121491000.0,53961000.0,3391759000.0,,,54526000.0,2399434000.0,8183412000.0,508976000.0,2829657000.0,,651295000.0,5103395000.0,2934000.0,692881000.0,108454000.0,104717000.0,45517000.0,31708000.0,121558000.0,242165000.0,69513000.0,1669126000.0,380041000.0,9588171000.0,4939394000.0,1454808000.0,772686000.0,4939394000.0,4942328000.0,4645843000.0,9588171000.0,3029968000.0,3873157000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2018.0,Q2,,2018-06-30,2018-07-27 14:31:41+00:00,188761000.0,675570000.0,,3005279000.0,-125883000.0,33779000.0,3389657000.0,,,51959000.0,2401505000.0,8118705000.0,514686000.0,2898876000.0,,650917000.0,5113426000.0,12022000.0,644469000.0,249967000.0,96887000.0,71056000.0,15696000.0,109982000.0,238837000.0,61615000.0,1579674000.0,320046000.0,9596752000.0,4843448000.0,1457153000.0,709133000.0,4843448000.0,4855470000.0,4741282000.0,9596752000.0,3026173000.0,4032149000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2018.0,Q1,,2018-03-31,2018-05-08 16:42:00+00:00,162328000.0,466465000.0,,2940870000.0,-127485000.0,1422373000.0,3381908000.0,,,36141000.0,2160290000.0,6523364000.0,498776000.0,2728102000.0,,606794000.0,3582494000.0,3200000.0,413570000.0,248501000.0,106298000.0,60371000.0,39720000.0,104560000.0,227068000.0,52413000.0,1422207000.0,300006000.0,8948050000.0,4676630000.0,2601930000.0,650979000.0,4676630000.0,4679830000.0,4268220000.0,8948050000.0,2763626000.0,3617241000.0,0.0
Martin Marietta Materials Inc,MLM,,916076,2019.0,FY,,2019-12-31,2020-05-05 16:23:11+00:00,229600000.0,573700000.0,,3427500000.0,-145800000.0,21000000.0,3419400000.0,,,56700000.0,2396800000.0,8633500000.0,486800000.0,2433600000.0,,690800000.0,5206000000.0,2500000.0,733000000.0,,141200000.0,149100000.0,,615300000.0,773200000.0,63100000.0,2077200000.0,340000000.0,10131600000.0,5350800000.0,1426700000.0,838500000.0,5350800000.0,5353300000.0,4778300000.0,10131600000.0,3498900000.0,3939800000.0,0.0
