company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-07 14:48:20+00:00,-28107000.0,3732000.0,36073000.0,135946000.0,4524000.0,-23242000.0,2772000.0,150000000.0,-272096000.0,-133607000.0,202611000.0,-272096000.0,-133607000.0,202611000.0,-203092000.0,83455000.0,83455000.0,6452000.0,-94000.0,8997000.0,-55157000.0,-8997000.0,-110024000.0,-369617000.0,,
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-08 13:57:54+00:00,-28067000.0,8021000.0,34583000.0,90500000.0,3827000.0,-38408000.0,2623000.0,125000000.0,-224977000.0,-92794000.0,86275000.0,-224977000.0,-92794000.0,86275000.0,-231496000.0,30200000.0,30200000.0,3983000.0,3157000.0,,-36759000.0,,-68554000.0,-318998000.0,,
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q2TTM,2009-07-01,2010-06-30,,-28111000.0,29503000.0,69555000.0,182516000.0,5816000.0,11947000.0,63720000.0,225000000.0,-233941000.0,-155329000.0,287985000.0,-233941000.0,-155329000.0,287985000.0,-101285000.0,84152000.0,84152000.0,9370000.0,2480000.0,8743000.0,-73234000.0,-8743000.0,-133034000.0,-451907000.0,,
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q2,2010-04-01,2010-06-30,,-41000.0,16976000.0,32669000.0,45532000.0,2239000.0,-42302000.0,2437000.0,75000000.0,-206767000.0,-41335000.0,59154000.0,-206767000.0,-41335000.0,59154000.0,-188948000.0,54948000.0,54948000.0,976000.0,2522000.0,,-18397000.0,,-43533000.0,-268329000.0,,
Martin Marietta Materials Inc,MLM,,916076,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 15:49:41+00:00,-28026000.0,-8955000.0,1914000.0,44968000.0,1588000.0,3894000.0,186000.0,50000000.0,-18210000.0,-51459000.0,27121000.0,-18210000.0,-51459000.0,27121000.0,-42548000.0,-24748000.0,-24748000.0,3007000.0,635000.0,,-18362000.0,,-25021000.0,-50669000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q4,2011-10-01,2011-12-31,,-41639000.0,6058000.0,24091000.0,43734000.0,1830000.0,29578000.0,8000.0,35000000.0,-8388000.0,-101654000.0,79224000.0,-8388000.0,-101654000.0,79224000.0,-30818000.0,15083000.0,15083000.0,-9171000.0,,,-18416000.0,,-61845000.0,-24980000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,FY,2011-01-01,2011-12-31,2014-02-24 16:07:22+00:00,-91569000.0,13889000.0,60740000.0,173407000.0,8008000.0,4488000.0,1473000.0,495000000.0,-64471000.0,-238924000.0,259094000.0,-64471000.0,-238924000.0,259094000.0,-44301000.0,83573000.0,83573000.0,-2374000.0,-2123000.0,,-85042000.0,,-155363000.0,-473779000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q3TTM,2010-10-01,2011-09-30,,-65122000.0,23760000.0,68711000.0,175264000.0,6687000.0,-25762000.0,1740000.0,510000000.0,-72881000.0,-177845000.0,247067000.0,-72881000.0,-177845000.0,247067000.0,-3659000.0,83699000.0,83699000.0,13866000.0,-352000.0,-8997000.0,-85019000.0,8997000.0,-119410000.0,-499250000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q3,2011-07-01,2011-09-30,,-45000.0,-3712000.0,2068000.0,43220000.0,990000.0,26840000.0,305000.0,,-58608000.0,-33845000.0,123194000.0,-58608000.0,-33845000.0,123194000.0,30741000.0,50332000.0,50332000.0,2802000.0,,,-18419000.0,,-34790000.0,-40494000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 15:20:36+00:00,-49930000.0,7831000.0,36649000.0,129673000.0,6178000.0,-25090000.0,1465000.0,460000000.0,-56083000.0,-137270000.0,179870000.0,-56083000.0,-137270000.0,179870000.0,-13483000.0,68490000.0,68490000.0,6797000.0,-2123000.0,,-66626000.0,,-93518000.0,-448799000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q2TTM,2010-07-01,2011-06-30,,-65117000.0,23183000.0,68133000.0,177490000.0,6394000.0,-37436000.0,1584000.0,535000000.0,-61392000.0,-184813000.0,240209000.0,-61392000.0,-184813000.0,240209000.0,-5996000.0,86622000.0,86622000.0,13533000.0,-3603000.0,,-84998000.0,,-126090000.0,-509375000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q2,2011-04-01,2011-06-30,,-49830000.0,11153000.0,32539000.0,43159000.0,3000000.0,-47567000.0,857000.0,160000000.0,-111196000.0,-74884000.0,35350000.0,-111196000.0,-74884000.0,35350000.0,-150730000.0,35855000.0,35855000.0,3903000.0,-268000.0,,-28807000.0,,-28054000.0,-242978000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q2YTD,2011-01-01,2011-06-30,2012-08-06 14:31:53+00:00,-49885000.0,11543000.0,34581000.0,86453000.0,5188000.0,-51930000.0,1160000.0,460000000.0,2525000.0,-103425000.0,56676000.0,2525000.0,-103425000.0,56676000.0,-44224000.0,18158000.0,18158000.0,3995000.0,-2123000.0,,-48207000.0,,-58728000.0,-408305000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q1TTM,2010-04-01,2011-03-31,,-15328000.0,29006000.0,68263000.0,179863000.0,5633000.0,-32171000.0,3164000.0,450000000.0,-156963000.0,-151264000.0,264013000.0,-156963000.0,-151264000.0,264013000.0,-44214000.0,105715000.0,105715000.0,10606000.0,-813000.0,,-74588000.0,,-141569000.0,-534726000.0,,
Martin Marietta Materials Inc,MLM,,916076,2011.0,Q1,2011-01-01,2011-03-31,2012-05-09 08:44:55+00:00,-55000.0,390000.0,2042000.0,43294000.0,2188000.0,-4363000.0,303000.0,300000000.0,113721000.0,-28541000.0,21326000.0,113721000.0,-28541000.0,21326000.0,106506000.0,-17697000.0,-17697000.0,92000.0,-1855000.0,,-19400000.0,,-30674000.0,-165327000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,FY,2012-01-01,2012-12-31,2015-02-24 16:07:58+00:00,-160000.0,12826000.0,53039000.0,177211000.0,9973000.0,-48170000.0,6959000.0,181000000.0,-80107000.0,-143210000.0,222689000.0,-80107000.0,-143210000.0,222689000.0,-628000.0,85527000.0,85527000.0,8121000.0,777000.0,-2000000.0,-74567000.0,,-151023000.0,-194276000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q4,2012-10-01,2012-12-31,,-28000.0,9656000.0,23784000.0,44226000.0,2102000.0,33977000.0,3451000.0,,-65664000.0,-45008000.0,100645000.0,-65664000.0,-45008000.0,100645000.0,-10027000.0,21724000.0,21724000.0,718000.0,675000.0,-2000000.0,-18465000.0,,-45082000.0,-51325000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q3TTM,2011-10-01,2012-09-30,,-41771000.0,9228000.0,53346000.0,176719000.0,9701000.0,-52569000.0,3516000.0,216000000.0,-22831000.0,-199856000.0,201268000.0,-22831000.0,-199856000.0,201268000.0,-21419000.0,78886000.0,78886000.0,-1768000.0,102000.0,,-74518000.0,,-167786000.0,-167931000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q3,2012-07-01,2012-09-30,,-45000.0,-1139000.0,2718000.0,44250000.0,3924000.0,-15887000.0,2672000.0,10000000.0,-64536000.0,-35811000.0,94375000.0,-64536000.0,-35811000.0,94375000.0,-5972000.0,63669000.0,63669000.0,2343000.0,-3250000.0,,-18441000.0,,-39690000.0,-55517000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q3YTD,2012-01-01,2012-09-30,2013-11-07 15:30:05+00:00,-132000.0,3170000.0,29255000.0,132985000.0,7871000.0,-82147000.0,3508000.0,181000000.0,-14443000.0,-98202000.0,122044000.0,-14443000.0,-98202000.0,122044000.0,9399000.0,63803000.0,63803000.0,7403000.0,102000.0,,-56102000.0,,-105941000.0,-142951000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q2TTM,2011-07-01,2012-06-30,,-41771000.0,6655000.0,52696000.0,175689000.0,6767000.0,-9842000.0,1149000.0,206000000.0,-16903000.0,-197890000.0,230087000.0,-16903000.0,-197890000.0,230087000.0,15294000.0,65549000.0,65549000.0,-1309000.0,3352000.0,,-74496000.0,,-162886000.0,-152908000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q2,2012-04-01,2012-06-30,,-33000.0,-325000.0,23905000.0,44337000.0,1763000.0,-52441000.0,218000.0,20000000.0,-8542000.0,-27003000.0,31988000.0,-8542000.0,-27003000.0,31988000.0,-3557000.0,37807000.0,37807000.0,2285000.0,1135000.0,,-19241000.0,,-28733000.0,-10654000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q2YTD,2012-01-01,2012-06-30,2013-08-05 13:57:02+00:00,-87000.0,4309000.0,26537000.0,88735000.0,3947000.0,-66260000.0,836000.0,171000000.0,50093000.0,-62391000.0,27669000.0,50093000.0,-62391000.0,27669000.0,15371000.0,134000.0,134000.0,5060000.0,3352000.0,,-37661000.0,,-66251000.0,-87434000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q1TTM,2011-04-01,2012-03-31,,-91568000.0,18133000.0,61330000.0,174511000.0,8004000.0,-4968000.0,1788000.0,346000000.0,-119557000.0,-245771000.0,233449000.0,-119557000.0,-245771000.0,233449000.0,-131879000.0,63597000.0,63597000.0,309000.0,1949000.0,,-84062000.0,,-162207000.0,-385232000.0,,
Martin Marietta Materials Inc,MLM,,916076,2012.0,Q1,2012-01-01,2012-03-31,2013-05-06 09:52:00+00:00,-54000.0,4634000.0,2632000.0,44398000.0,2184000.0,-13819000.0,618000.0,151000000.0,58635000.0,-35388000.0,-4319000.0,58635000.0,-35388000.0,-4319000.0,18928000.0,-37673000.0,-37673000.0,2775000.0,2217000.0,,-18420000.0,,-37518000.0,-76780000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,FY,2013-01-01,2013-12-31,2016-02-23 17:09:11+00:00,-64478000.0,23491000.0,52034000.0,173761000.0,8564000.0,13812000.0,11691000.0,606973000.0,-77359000.0,-214549000.0,308951000.0,-77359000.0,-214549000.0,308951000.0,17043000.0,119432000.0,119432000.0,1946000.0,2368000.0,-3402000.0,-75073000.0,,-155233000.0,-623318000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q4,2013-10-01,2013-12-31,,-46000.0,22059000.0,23413000.0,43664000.0,5356000.0,64216000.0,120000.0,251473000.0,-110529000.0,-47581000.0,143306000.0,-110529000.0,-47581000.0,143306000.0,-14804000.0,35156000.0,35156000.0,270000.0,-10059000.0,,-19447000.0,,-52891000.0,-332616000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q3TTM,2012-10-01,2013-09-30,,-64460000.0,11088000.0,52405000.0,174323000.0,5310000.0,-16427000.0,15022000.0,355500000.0,-32494000.0,-211976000.0,266290000.0,-32494000.0,-211976000.0,266290000.0,21820000.0,106000000.0,106000000.0,2394000.0,13102000.0,-5402000.0,-74091000.0,,-147424000.0,-342027000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q3,2013-07-01,2013-09-30,,-61186000.0,7535000.0,2753000.0,44105000.0,1334000.0,130000.0,359000.0,60000000.0,11950000.0,-115594000.0,117173000.0,11950000.0,-115594000.0,117173000.0,13529000.0,72038000.0,72038000.0,900000.0,10174000.0,-3402000.0,-18558000.0,,-52340000.0,-40025000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q3YTD,2013-01-01,2013-09-30,2014-11-03 13:54:08+00:00,-64432000.0,1432000.0,28621000.0,130097000.0,3208000.0,-50404000.0,11571000.0,355500000.0,33170000.0,-166968000.0,165645000.0,33170000.0,-166968000.0,165645000.0,31847000.0,84276000.0,84276000.0,1676000.0,12427000.0,-3402000.0,-55626000.0,,-102342000.0,-290702000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q2TTM,2012-07-01,2013-06-30,,-3319000.0,2414000.0,52370000.0,174468000.0,7900000.0,-32444000.0,17335000.0,305500000.0,-108980000.0,-132193000.0,243492000.0,-108980000.0,-132193000.0,243492000.0,2319000.0,97631000.0,97631000.0,3837000.0,-322000.0,-2000000.0,-73974000.0,,-134774000.0,-357519000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q2,2013-04-01,2013-06-30,,-617000.0,952000.0,23962000.0,42949000.0,294000.0,-54722000.0,7718000.0,235500000.0,5000000.0,-28445000.0,29897000.0,5000000.0,-28445000.0,29897000.0,6452000.0,41567000.0,41567000.0,103000.0,1624000.0,,-18565000.0,,-28122000.0,-221277000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q2YTD,2013-01-01,2013-06-30,2014-08-04 13:45:37+00:00,-3246000.0,-6103000.0,25868000.0,85992000.0,1874000.0,-50534000.0,11212000.0,295500000.0,21220000.0,-51374000.0,48472000.0,21220000.0,-51374000.0,48472000.0,18318000.0,12238000.0,12238000.0,776000.0,2253000.0,,-37068000.0,,-50002000.0,-250677000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q1TTM,2012-04-01,2013-03-31,,-2735000.0,1137000.0,52313000.0,175856000.0,9369000.0,-30163000.0,9835000.0,90000000.0,-122522000.0,-130751000.0,245583000.0,-122522000.0,-130751000.0,245583000.0,-7690000.0,93871000.0,93871000.0,6019000.0,-811000.0,-2000000.0,-74650000.0,,-135385000.0,-146896000.0,,
Martin Marietta Materials Inc,MLM,,916076,2013.0,Q1,2013-01-01,2013-03-31,2014-05-05 09:56:30+00:00,-2629000.0,-7055000.0,1906000.0,43043000.0,1580000.0,4188000.0,3494000.0,60000000.0,16220000.0,-22929000.0,18575000.0,16220000.0,-22929000.0,18575000.0,11866000.0,-29329000.0,-29329000.0,673000.0,629000.0,,-18503000.0,,-21880000.0,-29400000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,FY,2014-01-01,2014-12-31,2017-02-24 16:02:10+00:00,-189000.0,,,222746000.0,181872000.0,45635000.0,39714000.0,868762000.0,-266119000.0,-49325000.0,381658000.0,-266119000.0,-49325000.0,381658000.0,66214000.0,154294000.0,154294000.0,-41017000.0,-16972000.0,1175000.0,-92104000.0,,-232183000.0,-1065519000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q4,2014-10-01,2014-12-31,,-15000.0,-6011000.0,-56162000.0,68667000.0,8827000.0,46369000.0,1519000.0,,-60500000.0,-84476000.0,180030000.0,-60500000.0,-84476000.0,180030000.0,35054000.0,63989000.0,63989000.0,1005000.0,154000.0,325000.0,-27841000.0,,-93613000.0,-34332000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-11-05 11:17:20+00:00,-174000.0,6011000.0,56162000.0,154079000.0,173045000.0,-734000.0,38195000.0,868762000.0,-205619000.0,35151000.0,201628000.0,-205619000.0,35151000.0,201628000.0,31160000.0,90305000.0,90305000.0,-42022000.0,-17126000.0,850000.0,-64263000.0,,-138570000.0,-1031187000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q3TTM,2013-10-01,2014-09-30,,-220000.0,28070000.0,79575000.0,197743000.0,178401000.0,63482000.0,38315000.0,1120235000.0,-316148000.0,-12430000.0,344934000.0,-316148000.0,-12430000.0,344934000.0,16356000.0,125461000.0,125461000.0,-41752000.0,-27185000.0,850000.0,-83710000.0,,-191461000.0,-1363803000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q3,2014-07-01,2014-09-30,,-57000.0,2500000.0,30989000.0,67932000.0,170891000.0,55450000.0,28653000.0,768762000.0,-209319000.0,117322000.0,131265000.0,-209319000.0,117322000.0,131265000.0,39268000.0,53833000.0,53833000.0,-45950000.0,556000.0,-14192000.0,-27009000.0,14513000.0,-53833000.0,-980281000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q2YTD,2014-01-01,2014-06-30,2015-08-07 16:45:52+00:00,-117000.0,3511000.0,25173000.0,86147000.0,2154000.0,-56184000.0,9542000.0,100000000.0,3700000.0,-82171000.0,70363000.0,3700000.0,-82171000.0,70363000.0,-8108000.0,36472000.0,36472000.0,3928000.0,-17682000.0,15042000.0,-37254000.0,-14513000.0,-84737000.0,-50906000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q2TTM,2013-07-01,2014-06-30,,-61349000.0,33105000.0,51339000.0,173916000.0,8844000.0,8162000.0,10021000.0,411473000.0,-94879000.0,-245346000.0,330842000.0,-94879000.0,-245346000.0,330842000.0,-9383000.0,143666000.0,143666000.0,5098000.0,-17567000.0,11640000.0,-75259000.0,-14513000.0,-189968000.0,-423547000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q2,2014-04-01,2014-06-30,,-67000.0,3458000.0,23540000.0,43681000.0,753000.0,-42593000.0,3054000.0,40000000.0,-18614000.0,-46609000.0,63751000.0,-18614000.0,-46609000.0,63751000.0,-1472000.0,59625000.0,59625000.0,3038000.0,-18318000.0,15042000.0,-18650000.0,-14513000.0,-47824000.0,-24700000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q1,2014-01-01,2014-03-31,2015-05-05 15:38:31+00:00,-50000.0,53000.0,1633000.0,42466000.0,1401000.0,-13591000.0,6488000.0,60000000.0,22314000.0,-35562000.0,6612000.0,22314000.0,-35562000.0,6612000.0,-6636000.0,-23153000.0,-23153000.0,890000.0,636000.0,,-18604000.0,,-36913000.0,-26206000.0,,
Martin Marietta Materials Inc,MLM,,916076,2014.0,Q1TTM,2013-04-01,2014-03-31,,-61899000.0,30599000.0,51761000.0,173184000.0,8385000.0,-3967000.0,14685000.0,606973000.0,-71265000.0,-227182000.0,296988000.0,-71265000.0,-227182000.0,296988000.0,-1459000.0,125608000.0,125608000.0,2163000.0,2375000.0,-3402000.0,-75174000.0,,-170266000.0,-620124000.0,,
Martin Marietta Materials Inc,MLM,,916076,2015.0,FY,2015-01-01,2015-12-31,2018-02-23 15:41:37+00:00,-43215000.0,,,263587000.0,448185000.0,6365000.0,,240052000.0,-609388000.0,88546000.0,580600000.0,-609388000.0,88546000.0,580600000.0,59758000.0,288938000.0,288938000.0,21710000.0,29629000.0,1808000.0,-107787000.0,,-318232000.0,-251320000.0,-519962000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q4,2015-10-01,2015-12-31,,-32467000.0,-30896000.0,-47069000.0,63652000.0,26140000.0,124172000.0,-33892000.0,10052000.0,-417036000.0,-112005000.0,261021000.0,-417036000.0,-112005000.0,261021000.0,-268020000.0,83223000.0,83223000.0,-10026000.0,29629000.0,107000.0,-26568000.0,,-105785000.0,-133969000.0,-262288000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q3YTD,2015-01-01,2015-09-30,2016-11-02 15:37:08+00:00,-10748000.0,30896000.0,47069000.0,199935000.0,422045000.0,-117807000.0,33892000.0,230000000.0,-192352000.0,200551000.0,319579000.0,-192352000.0,200551000.0,319579000.0,327778000.0,205715000.0,205715000.0,31736000.0,,1701000.0,-81219000.0,,-212447000.0,-117351000.0,-257674000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q3TTM,2014-10-01,2015-09-30,,-10763000.0,24885000.0,-9093000.0,268602000.0,430872000.0,-71438000.0,35411000.0,230000000.0,-252852000.0,116075000.0,499609000.0,-252852000.0,116075000.0,499609000.0,362832000.0,269704000.0,269704000.0,32741000.0,154000.0,2026000.0,-109060000.0,,-306060000.0,-151683000.0,-257674000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q3,2015-07-01,2015-09-30,,-35000.0,6562000.0,11622000.0,64977000.0,420073000.0,-15505000.0,6132000.0,150000000.0,-135724000.0,335474000.0,192510000.0,-135724000.0,335474000.0,192510000.0,392260000.0,117577000.0,117577000.0,25461000.0,-55000.0,-107000.0,-26934000.0,,-84457000.0,-107193000.0,-157674000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q2YTD,2015-01-01,2015-06-30,2016-08-04 14:27:19+00:00,-10713000.0,24334000.0,35447000.0,134958000.0,1972000.0,-102302000.0,27760000.0,80000000.0,-56628000.0,-134923000.0,127069000.0,-56628000.0,-134923000.0,127069000.0,-64482000.0,88138000.0,88138000.0,6275000.0,55000.0,1808000.0,-54285000.0,,-127990000.0,-10158000.0,-100000000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q2TTM,2014-07-01,2015-06-30,,-10785000.0,20823000.0,10274000.0,271557000.0,181690000.0,-483000.0,57932000.0,848762000.0,-326447000.0,-102077000.0,438364000.0,-326447000.0,-102077000.0,438364000.0,9840000.0,205960000.0,205960000.0,-38670000.0,765000.0,-12059000.0,-109135000.0,14513000.0,-275436000.0,-1024771000.0,-100000000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q2,2015-04-01,2015-06-30,,-124000.0,5656000.0,24030000.0,67690000.0,497000.0,-61586000.0,17818000.0,80000000.0,-32609000.0,-71532000.0,91944000.0,-32609000.0,-71532000.0,91944000.0,-12197000.0,81979000.0,81979000.0,3861000.0,-54000.0,,-25931000.0,,-71905000.0,-4442000.0,-100000000.0,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q1,2015-01-01,2015-03-31,2016-05-05 15:30:19+00:00,-10589000.0,18678000.0,11417000.0,67268000.0,1475000.0,-40716000.0,9942000.0,,-24019000.0,-63391000.0,35125000.0,-24019000.0,-63391000.0,35125000.0,-52285000.0,6159000.0,6159000.0,2414000.0,109000.0,1808000.0,-28354000.0,,-56085000.0,-5716000.0,,
Martin Marietta Materials Inc,MLM,,916076,2015.0,Q1TTM,2014-04-01,2015-03-31,,-10728000.0,18625000.0,9784000.0,247548000.0,181946000.0,18510000.0,43168000.0,808762000.0,-312452000.0,-77154000.0,410171000.0,-312452000.0,-77154000.0,410171000.0,20565000.0,183606000.0,183606000.0,-39493000.0,-17499000.0,2983000.0,-101854000.0,,-251355000.0,-1045029000.0,,
