company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2008.0,FY,,2008-12-31,2010-02-25 17:24:52+00:00,186400000.0,732800000.0,,240000000.0,212600000.0,,3141000000.0,198300000.0,26600000.0,,2774800000.0,872100000.0,460100000.0,928300000.0,1264100000.0,3600000.0,,,558100000.0,149400000.0,353900000.0,103900000.0,2700000.0,4385500000.0,,0.0,7239000000.0,5650300000.0,2178600000.0,771100000.0,5650300000.0,5653900000.0,1585100000.0,7239000000.0,3796300000.0,814000000.0,-2116200000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,FY,,2009-12-31,2011-02-25 15:03:02+00:00,134600000.0,751400000.0,,358600000.0,691700000.0,,3217100000.0,209900000.0,57500000.0,,2783500000.0,858000000.0,1127600000.0,913200000.0,1221700000.0,,,,498600000.0,184300000.0,328500000.0,105400000.0,,5102500000.0,,66400000.0,7785500000.0,5638700000.0,2738000000.0,690700000.0,5638700000.0,5638700000.0,2146800000.0,7785500000.0,3825800000.0,1456100000.0,-3039500000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2009.0,Q3,,2009-09-30,2009-11-04 16:39:15+00:00,121000000.0,743200000.0,,351200000.0,439700000.0,,3200400000.0,225500000.0,15600000.0,,2883200000.0,873900000.0,600200000.0,972100000.0,1239700000.0,0.0,,,540100000.0,202500000.0,392500000.0,65500000.0,2800000.0,4947700000.0,,,7648100000.0,5978700000.0,2448800000.0,676700000.0,5978700000.0,5978700000.0,1669400000.0,7648100000.0,3959600000.0,992700000.0,-2520600000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,FY,,2010-12-31,2012-02-24 18:16:31+00:00,129600000.0,775900000.0,,321000000.0,668900000.0,0.0,3296000000.0,235700000.0,48900000.0,,2580800000.0,827100000.0,1142100000.0,936400000.0,1213800000.0,0.0,,,524000000.0,368500000.0,384000000.0,127700000.0,,5699400000.0,0.0,265100000.0,7999900000.0,5771300000.0,3009700000.0,702500000.0,5771300000.0,5771300000.0,2228600000.0,7999900000.0,3776400000.0,1526100000.0,-3545100000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q3,,2010-09-30,2010-11-03 14:48:41+00:00,116500000.0,757800000.0,,325300000.0,918600000.0,,3276200000.0,237800000.0,57600000.0,,2738700000.0,814100000.0,1138600000.0,925400000.0,1177400000.0,,,,524500000.0,266200000.0,344600000.0,104700000.0,,5664500000.0,,63000000.0,8003700000.0,5821900000.0,3007300000.0,698600000.0,5821900000.0,5821900000.0,2181800000.0,8003700000.0,3819000000.0,1483200000.0,-3444100000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q2,,2010-06-30,2010-08-05 16:35:18+00:00,115000000.0,765100000.0,,224100000.0,953700000.0,,3255400000.0,217600000.0,25400000.0,,2637600000.0,818500000.0,1130600000.0,885800000.0,1170600000.0,,,,461400000.0,217800000.0,360400000.0,127600000.0,,5473400000.0,,33000000.0,7827300000.0,5734500000.0,2982800000.0,601800000.0,5734500000.0,5734500000.0,2092800000.0,7827300000.0,3673900000.0,1491000000.0,-3218400000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2010.0,Q1,,2010-03-31,2010-05-04 18:06:43+00:00,136000000.0,767100000.0,,304900000.0,821200000.0,,3234100000.0,220800000.0,67900000.0,,2712300000.0,834000000.0,1127000000.0,896500000.0,1190500000.0,,,,451300000.0,211400000.0,325900000.0,118000000.0,,5307900000.0,,50200000.0,7822000000.0,5713900000.0,2873800000.0,655200000.0,5713900000.0,5713900000.0,2108100000.0,7822000000.0,3757700000.0,1452900000.0,-3133000000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,FY,,2011-12-31,2013-02-27 15:54:50+00:00,143300000.0,838800000.0,,271400000.0,768300000.0,0.0,3401700000.0,210500000.0,8600000.0,,2626000000.0,798500000.0,1576000000.0,929800000.0,1207300000.0,7600000.0,,,571900000.0,606900000.0,557400000.0,73700000.0,,6426800000.0,143300000.0,455500000.0,8515300000.0,5507200000.0,3276600000.0,867100000.0,5507200000.0,5514800000.0,3000500000.0,8515300000.0,4031400000.0,2133400000.0,-4592700000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q3,,2011-09-30,2011-11-02 15:11:31+00:00,108600000.0,827900000.0,526400000.0,370100000.0,553000000.0,0.0,3377800000.0,230600000.0,39600000.0,,2634300000.0,794700000.0,1543500000.0,968400000.0,1210300000.0,8200000.0,,,,486200000.0,372000000.0,68500000.0,,6302800000.0,,424900000.0,8198800000.0,5600500000.0,3073300000.0,674600000.0,5600500000.0,5608700000.0,2590100000.0,8198800000.0,3915200000.0,1915500000.0,-4450200000.0
Zimmer Biomet Holdings Inc,ZBH,2P2YLDVPES3BXQ1FRB91,1136869,2011.0,Q2,,2011-06-30,2011-08-08 15:24:47+00:00,124000000.0,888400000.0,523900000.0,447500000.0,624100000.0,0.0,3357900000.0,232600000.0,31100000.0,,2694000000.0,811500000.0,1147300000.0,975100000.0,1213000000.0,,,,,422400000.0,407100000.0,66700000.0,,6111300000.0,,321400000.0,8249200000.0,6015800000.0,3108300000.0,679000000.0,6015800000.0,6015800000.0,2233400000.0,8249200000.0,3927900000.0,1554400000.0,-3900900000.0
