company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2009.0,FY,2008-06-29,2009-06-27,2011-08-05 20:58:22+00:00,6019000.0,0.03,0.03,0.8,0.03,51112000.0,24164000.0,10455000.0,10455000.0,,10455000.0,797138000.0,1646015000.0,,,524128000.0,28124000.0,222116000.0,797138000.0,848877000.0,-17241000.0,831499000.0,17378000.0,17241000.0,34619000.0,1646015000.0,348500000.0,310805000.0,311479000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,Q4,2010-03-28,2010-06-26,,4988000.0,0.19,0.19,0.2,0.19,,84466000.0,58455000.0,58455000.0,,58455000.0,225014000.0,565962000.0,,,123542000.0,-576000.0,71911000.0,225014000.0,340948000.0,-1838000.0,199865000.0,141083000.0,1838000.0,142921000.0,565962000.0,305200000.0,304579000.0,310016000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,FY,2009-06-28,2010-06-26,2012-08-17 16:08:20+00:00,10477000.0,0.41,0.41,0.8,0.4,8291000.0,174924000.0,125139000.0,125139000.0,0.0,125139000.0,804537000.0,1997603000.0,,,474652000.0,-699000.0,408295000.0,804537000.0,1193066000.0,-8013000.0,901016000.0,292050000.0,8013000.0,300063000.0,1997603000.0,305200000.0,304579000.0,310016000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,Q3,2009-12-27,2010-03-27,2011-04-28 17:30:23+00:00,1799000.0,-0.11,-0.11,0.2,-0.11,0.0,-13714000.0,-33903000.0,-33903000.0,,-33903000.0,200177000.0,508880000.0,,,116750000.0,-625000.0,239040000.0,200177000.0,308703000.0,-644000.0,356964000.0,-48261000.0,644000.0,-47617000.0,508880000.0,308200000.0,304518000.0,304518000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,Q3YTD,2009-06-28,2010-03-27,,5489000.0,0.22,0.22,0.6,0.21,8291000.0,90458000.0,66684000.0,66684000.0,,66684000.0,579523000.0,1431641000.0,,,351110000.0,-123000.0,336384000.0,579523000.0,852118000.0,-6175000.0,701151000.0,150967000.0,6175000.0,157142000.0,1431641000.0,308200000.0,304518000.0,304518000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,Q2,2009-09-27,2009-12-26,2011-01-21 18:52:56+00:00,1846000.0,0.19,0.19,0.2,0.19,0.0,54124000.0,58635000.0,58635000.0,,58635000.0,181727000.0,473515000.0,,,118017000.0,2063000.0,60733000.0,181727000.0,291788000.0,-3630000.0,182659000.0,109129000.0,3630000.0,112759000.0,473515000.0,308600000.0,305324000.0,310090000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,Q2YTD,2009-06-28,2009-12-26,,3690000.0,0.33,0.33,0.4,0.32,8291000.0,104172000.0,100587000.0,100587000.0,,100587000.0,379346000.0,922761000.0,,,234360000.0,502000.0,97344000.0,379346000.0,543415000.0,-5531000.0,344187000.0,199228000.0,5531000.0,204759000.0,922761000.0,308600000.0,305324000.0,310090000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,Q1,2009-06-28,2009-09-26,2010-11-01 21:37:55+00:00,1844000.0,0.14,0.14,0.2,0.13,8291000.0,50048000.0,41952000.0,41952000.0,,41952000.0,197619000.0,449246000.0,,,116343000.0,-1561000.0,36611000.0,197619000.0,251627000.0,-1901000.0,161528000.0,90099000.0,1901000.0,92000000.0,449246000.0,299700000.0,306276000.0,312162000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,Q4,2011-03-27,2011-06-25,,4200000.0,0.43,0.43,0.21,0.41,,50307000.0,125593000.0,125593000.0,,125593000.0,235666000.0,626491000.0,,,136573000.0,-423000.0,72553000.0,235666000.0,390825000.0,2022000.0,212903000.0,177922000.0,-2022000.0,175900000.0,626491000.0,296400000.0,296755000.0,303377000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,FY,2010-06-27,2011-06-25,2013-08-12 21:43:00+00:00,18752000.0,1.65,1.65,0.84,1.61,0.0,172662000.0,489009000.0,489009000.0,0.0,489009000.0,942377000.0,2472341000.0,,,525308000.0,1247000.0,311618000.0,942377000.0,1529964000.0,11368000.0,856925000.0,673039000.0,-11368000.0,661671000.0,2472341000.0,296400000.0,296755000.0,303377000.0
