company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,Q1TTM,2009-09-27,2010-09-25,,-385891000.0,142974000.0,,183161000.0,,54443000.0,,298578000.0,-204874000.0,-423812000.0,510937000.0,,,-204874000.0,-423812000.0,510937000.0,-117749000.0,200737000.0,200737000.0,72596000.0,6060000.0,-4951000.0,-244845000.0,,-135967000.0,-4689000.0,-259978000.0,100000000.0,2997000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q4,2012-04-01,2012-06-30,,-2257000.0,8674000.0,5237000.0,53554000.0,3225000.0,-9454000.0,18866000.0,,-90618000.0,-78967000.0,190094000.0,,,-90618000.0,-78967000.0,190094000.0,20509000.0,110634000.0,110634000.0,35360000.0,18594000.0,-1245000.0,-64408000.0,-3480000.0,-76610000.0,-400000.0,-63270000.0,,1400000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,FY,2011-06-26,2012-06-30,2014-08-15 18:42:51+00:00,-168544000.0,39827000.0,10890000.0,211096000.0,3225000.0,109100000.0,33772000.0,0.0,-453438000.0,-441372000.0,802094000.0,56607000.0,-45372000.0,-453438000.0,-384765000.0,756722000.0,-81481000.0,386727000.0,386727000.0,95171000.0,67388000.0,,-257731000.0,-28588000.0,-264348000.0,-20806000.0,-276061000.0,0.0,16883000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q3YTD,2011-06-26,2012-03-31,2012-04-27 16:07:18+00:00,-166287000.0,31153000.0,5653000.0,157542000.0,,118554000.0,14906000.0,,-362820000.0,-362405000.0,612000000.0,56607000.0,-45372000.0,-362820000.0,-305798000.0,566628000.0,-101990000.0,276093000.0,276093000.0,59811000.0,48794000.0,1245000.0,-193323000.0,-25108000.0,-187738000.0,-20406000.0,-212791000.0,,15483000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q3TTM,2011-03-27,2012-03-31,,-174098000.0,35471000.0,10828000.0,207558000.0,,202135000.0,36116000.0,,-461897000.0,-415984000.0,858274000.0,56607000.0,-45372000.0,-461897000.0,-359377000.0,812902000.0,-8372000.0,401686000.0,401686000.0,46895000.0,78431000.0,1245000.0,-255400000.0,-25108000.0,-235801000.0,-20406000.0,-300638000.0,,17778000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q3,2012-01-01,2012-03-31,,,14324000.0,,53476000.0,-3225000.0,111230000.0,,,-75456000.0,-58259000.0,241871000.0,56607000.0,-45372000.0,-75456000.0,-1652000.0,196499000.0,119391000.0,54517000.0,54517000.0,22648000.0,25567000.0,1245000.0,-64384000.0,,-70053000.0,,-36639000.0,,13774000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q2YTD,2011-06-26,2011-12-31,2013-01-25 16:31:44+00:00,-166287000.0,16829000.0,5653000.0,104066000.0,3225000.0,7324000.0,14906000.0,,-287364000.0,-304146000.0,370129000.0,,,-287364000.0,-304146000.0,370129000.0,-221381000.0,221576000.0,221576000.0,37163000.0,23227000.0,,-128939000.0,-25108000.0,-117685000.0,-20406000.0,-176152000.0,,1709000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q2TTM,2010-12-26,2011-12-31,,-174098000.0,36233000.0,10828000.0,204766000.0,3225000.0,110283000.0,34064000.0,,-493259000.0,-437025000.0,873100000.0,,,-493259000.0,-437025000.0,873100000.0,-57184000.0,483445000.0,483445000.0,74606000.0,57093000.0,,-253339000.0,-74895000.0,-195341000.0,-20406000.0,-310671000.0,,4084000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q2,2011-09-25,2011-12-31,,-12018000.0,15796000.0,5414000.0,51995000.0,3225000.0,94231000.0,14906000.0,,-117648000.0,-100553000.0,249320000.0,,,-117648000.0,-100553000.0,249320000.0,31119000.0,88130000.0,88130000.0,14964000.0,16255000.0,,-64158000.0,-25108000.0,-68361000.0,-4189000.0,-80462000.0,,1709000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q1,2011-06-26,2011-09-24,2012-10-26 17:10:50+00:00,-154269000.0,1033000.0,239000.0,52071000.0,,-86907000.0,0.0,,-169716000.0,-203593000.0,120809000.0,0.0,0.0,-169716000.0,-203593000.0,120809000.0,-252500000.0,133446000.0,133446000.0,22199000.0,6972000.0,0.0,-64781000.0,0.0,-49324000.0,-16217000.0,-95690000.0,,0.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q1TTM,2010-09-26,2011-09-24,,-162080000.0,59389000.0,10503000.0,204999000.0,,19674000.0,28850000.0,,-461177000.0,-370826000.0,823764000.0,,,-461177000.0,-370826000.0,823764000.0,-8239000.0,504905000.0,504905000.0,94186000.0,43648000.0,,-251459000.0,-49787000.0,-186048000.0,-16217000.0,-265999000.0,,27089000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,FY,2012-07-01,2013-06-29,2013-08-12 21:43:00+00:00,-2767000.0,19080000.0,10624000.0,207136000.0,585000.0,63093000.0,36297000.0,494395000.0,-384637000.0,-139372000.0,821220000.0,0.0,-3285000.0,-384637000.0,-139372000.0,817935000.0,293926000.0,454912000.0,454912000.0,96079000.0,76484000.0,,-280215000.0,-500000.0,-216672000.0,-307421000.0,-404177000.0,60786000.0,19196000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q4,2013-03-31,2013-06-29,,-2767000.0,5965000.0,5247000.0,51191000.0,585000.0,29972000.0,19529000.0,3250000.0,-551114000.0,-36280000.0,214400000.0,,,-551114000.0,-36280000.0,214400000.0,-372994000.0,119014000.0,119014000.0,14223000.0,2536000.0,,-69532000.0,-500000.0,-48922000.0,-306220000.0,-200677000.0,10786000.0,4538000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q3YTD,2012-07-01,2013-03-30,2013-04-25 18:11:50+00:00,0.0,13115000.0,5377000.0,155945000.0,0.0,33121000.0,16768000.0,491145000.0,166477000.0,-103092000.0,606820000.0,0.0,-3285000.0,166477000.0,-103092000.0,603535000.0,666920000.0,335898000.0,335898000.0,81856000.0,73948000.0,0.0,-210683000.0,0.0,-167750000.0,-1201000.0,-203500000.0,50000000.0,14658000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q3TTM,2012-04-01,2013-03-30,,-2257000.0,21789000.0,10614000.0,209499000.0,3225000.0,23667000.0,35634000.0,491145000.0,75859000.0,-182059000.0,796914000.0,,-3285000.0,75859000.0,-182059000.0,793629000.0,687429000.0,446532000.0,446532000.0,117216000.0,92542000.0,-1245000.0,-275091000.0,-3480000.0,-244360000.0,-1601000.0,-266770000.0,50000000.0,16058000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q3,2012-12-30,2013-03-30,,,5718000.0,95000.0,50391000.0,,16163000.0,,491145000.0,375926000.0,5254000.0,214978000.0,,-3285000.0,375926000.0,5254000.0,211693000.0,592873000.0,131388000.0,131388000.0,17036000.0,30376000.0,,-70421000.0,,-54945000.0,-903000.0,-74271000.0,50000000.0,10199000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q2YTD,2012-07-01,2012-12-29,2013-01-25 16:31:44+00:00,0.0,7397000.0,5282000.0,105554000.0,0.0,16958000.0,16768000.0,,-209449000.0,-108346000.0,391842000.0,,,-209449000.0,-108346000.0,391842000.0,74047000.0,204510000.0,204510000.0,64820000.0,43572000.0,,-140262000.0,0.0,-112805000.0,-298000.0,-129229000.0,,4459000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q2TTM,2012-01-01,2012-12-29,,-2257000.0,30395000.0,10519000.0,212584000.0,,118734000.0,35634000.0,,-375523000.0,-245572000.0,823807000.0,56607000.0,-45372000.0,-375523000.0,-188965000.0,778435000.0,213947000.0,369661000.0,369661000.0,122828000.0,87733000.0,,-269054000.0,-3480000.0,-259468000.0,-698000.0,-229138000.0,,19633000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q2,2012-09-30,2012-12-29,,,1795000.0,5184000.0,51880000.0,,83044000.0,16768000.0,,-91853000.0,-57987000.0,255097000.0,,,-91853000.0,-57987000.0,255097000.0,105257000.0,76622000.0,76622000.0,43551000.0,18489000.0,,-70063000.0,,-62102000.0,-74000.0,-56973000.0,,4115000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q1,2012-07-01,2012-09-29,2012-10-26 17:10:50+00:00,0.0,5602000.0,98000.0,53674000.0,,-66086000.0,0.0,,-117596000.0,-50359000.0,136745000.0,0.0,0.0,-117596000.0,-50359000.0,136745000.0,-31210000.0,127888000.0,127888000.0,21269000.0,25083000.0,0.0,-70199000.0,0.0,-50703000.0,-224000.0,-72256000.0,,344000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,Q1TTM,2011-09-25,2012-09-29,,-14275000.0,44396000.0,10749000.0,212699000.0,3225000.0,129921000.0,33772000.0,,-401318000.0,-288138000.0,818030000.0,56607000.0,-45372000.0,-401318000.0,-231531000.0,772658000.0,139809000.0,381169000.0,381169000.0,94241000.0,85499000.0,,-263149000.0,-28588000.0,-265727000.0,-4813000.0,-252627000.0,,17227000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,FY,2013-06-30,2014-06-28,2016-08-12 16:49:52+00:00,-459256000.0,-6455000.0,22861000.0,244593000.0,0.0,78773000.0,42809000.0,497895000.0,-19182000.0,-609439000.0,776063000.0,,0.0,-19182000.0,-609439000.0,776107000.0,147486000.0,354810000.0,354810000.0,97887000.0,79126000.0,0.0,-294175000.0,-49953000.0,-132523000.0,-8139000.0,-336698000.0,27000000.0,5293000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q4,2014-03-30,2014-06-28,,,4730000.0,6060000.0,64391000.0,,53959000.0,23713000.0,,-70880000.0,-71980000.0,234040000.0,,,-70880000.0,-71980000.0,234084000.0,91224000.0,84793000.0,84793000.0,30897000.0,31129000.0,,-73626000.0,-49953000.0,-23654000.0,-2430000.0,-49666000.0,,1627000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q3TTM,2013-03-31,2014-03-29,,-462023000.0,-5220000.0,22048000.0,231393000.0,585000.0,54786000.0,38625000.0,501145000.0,-499416000.0,-573739000.0,756423000.0,,,-499416000.0,-573739000.0,756423000.0,-316732000.0,389031000.0,389031000.0,81213000.0,50533000.0,,-290081000.0,-500000.0,-157791000.0,-311929000.0,-487709000.0,37786000.0,8204000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q3,2013-12-29,2014-03-29,,-5750000.0,6084000.0,8485000.0,64665000.0,,450000.0,,,-98820000.0,-31539000.0,211698000.0,,,-98820000.0,-31539000.0,211698000.0,81339000.0,122544000.0,122544000.0,24039000.0,34573000.0,,-73481000.0,,-26407000.0,-439000.0,-59473000.0,,618000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q3YTD,2013-06-30,2014-03-29,2015-04-24 13:51:29+00:00,-459256000.0,-11185000.0,16801000.0,180202000.0,0.0,24814000.0,19096000.0,497895000.0,51698000.0,-537459000.0,542023000.0,,,51698000.0,-537459000.0,542023000.0,56262000.0,270017000.0,270017000.0,66990000.0,47997000.0,,-220549000.0,0.0,-108869000.0,-5709000.0,-287032000.0,27000000.0,3666000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q2TTM,2012-12-30,2013-12-28,,-456273000.0,-5586000.0,13658000.0,217119000.0,585000.0,70499000.0,38625000.0,992290000.0,-24670000.0,-536946000.0,759703000.0,,-3285000.0,-24670000.0,-536946000.0,756418000.0,194802000.0,397875000.0,397875000.0,74210000.0,46336000.0,,-287021000.0,-500000.0,-186329000.0,-312393000.0,-502507000.0,87786000.0,17785000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q2,2013-09-29,2013-12-28,,-453506000.0,-17702000.0,14000.0,64404000.0,,99802000.0,19096000.0,497795000.0,378570000.0,-472639000.0,234431000.0,,,378570000.0,-472639000.0,234431000.0,140362000.0,44353000.0,44353000.0,25872000.0,6480000.0,,-73324000.0,,-46133000.0,-5270000.0,-66207000.0,27000000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q2YTD,2013-06-30,2013-12-28,2015-02-04 13:13:22+00:00,-453506000.0,-17269000.0,8316000.0,115537000.0,,24364000.0,19096000.0,497895000.0,150518000.0,-505920000.0,330325000.0,,,150518000.0,-505920000.0,330325000.0,-25077000.0,147473000.0,147473000.0,42951000.0,13424000.0,,-147068000.0,0.0,-82462000.0,-5270000.0,-227559000.0,27000000.0,3048000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q1TTM,2012-09-30,2013-09-28,,-2767000.0,13911000.0,18828000.0,204595000.0,585000.0,53741000.0,36297000.0,494495000.0,-495093000.0,-122294000.0,780369000.0,,-3285000.0,-495093000.0,-122294000.0,777084000.0,159697000.0,430144000.0,430144000.0,91889000.0,58345000.0,,-283760000.0,-500000.0,-202298000.0,-307197000.0,-493273000.0,60786000.0,21900000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2014.0,Q1,2013-06-30,2013-09-28,2014-10-24 16:25:35+00:00,,433000.0,8302000.0,51133000.0,,-75438000.0,,100000.0,-228052000.0,-33281000.0,95894000.0,,,-228052000.0,-33281000.0,95894000.0,-165439000.0,103120000.0,103120000.0,17079000.0,6944000.0,,-73744000.0,0.0,-36329000.0,0.0,-161352000.0,,3048000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,FY,2014-06-29,2015-06-27,2017-08-11 16:26:13+00:00,,40500000.0,29410000.0,299396000.0,35550000.0,-24082000.0,40951000.0,0.0,-429140000.0,-36073000.0,732899000.0,,-35849000.0,-429140000.0,-36073000.0,693706000.0,228493000.0,206038000.0,206038000.0,251547000.0,71136000.0,500000.0,-317909000.0,-25342000.0,-75816000.0,-437000.0,-222881000.0,0.0,29035000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q3YTD,2014-06-29,2015-03-28,2016-04-22 16:59:49+00:00,,38645000.0,23150000.0,206757000.0,0.0,-54975000.0,18653000.0,,-343187000.0,-59004000.0,471916000.0,,,-343187000.0,-59004000.0,471916000.0,69725000.0,107379000.0,107379000.0,212755000.0,59302000.0,500000.0,-238351000.0,-25342000.0,-60456000.0,-437000.0,-182354000.0,,26294000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q3TTM,2014-03-30,2015-03-28,,,43375000.0,29210000.0,271148000.0,,-1016000.0,42366000.0,,-414067000.0,-130984000.0,705956000.0,,,-414067000.0,-130984000.0,706000000.0,160949000.0,192172000.0,192172000.0,243652000.0,90431000.0,500000.0,-311977000.0,-75295000.0,-84110000.0,-2867000.0,-232020000.0,,27921000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q3,2014-12-28,2015-03-28,,,17362000.0,8438000.0,71439000.0,,13522000.0,,,-87467000.0,-8270000.0,182064000.0,,,-87467000.0,-8270000.0,182064000.0,86327000.0,79433000.0,79433000.0,17670000.0,37095000.0,500000.0,-79419000.0,-200000.0,-10185000.0,,-45143000.0,,1615000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q2YTD,2014-06-29,2014-12-27,2016-01-22 17:06:36+00:00,,21283000.0,14712000.0,135318000.0,,-68497000.0,18653000.0,,-255720000.0,-50734000.0,289852000.0,,,-255720000.0,-50734000.0,289852000.0,-16602000.0,27946000.0,27946000.0,195085000.0,22207000.0,0.0,-158932000.0,-25142000.0,-50271000.0,-437000.0,-137211000.0,,24679000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q2TTM,2013-12-29,2014-12-27,,-5750000.0,32097000.0,29257000.0,264374000.0,,-14088000.0,42366000.0,,-425420000.0,-154253000.0,735590000.0,,,-425420000.0,-154253000.0,735634000.0,155961000.0,235283000.0,235283000.0,250021000.0,87909000.0,,-306039000.0,-75095000.0,-100332000.0,-3306000.0,-246350000.0,,26924000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q2,2014-09-28,2014-12-27,,,12702000.0,6260000.0,71625000.0,,8820000.0,18653000.0,,-116750000.0,5882000.0,172855000.0,,,-116750000.0,5882000.0,172855000.0,61987000.0,-72034000.0,-72034000.0,164444000.0,10254000.0,,-79169000.0,,-18585000.0,,-66488000.0,,24467000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q1,2014-06-29,2014-09-27,2015-10-23 16:46:06+00:00,,8581000.0,8452000.0,63693000.0,,-77317000.0,,,-138970000.0,-56616000.0,116997000.0,,,-138970000.0,-56616000.0,116997000.0,-78589000.0,99980000.0,99980000.0,30641000.0,11953000.0,,-79763000.0,-25142000.0,-31686000.0,-437000.0,-70723000.0,,212000.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2015.0,Q1TTM,2013-09-29,2014-09-27,,-459256000.0,1693000.0,23011000.0,257153000.0,,76894000.0,42809000.0,497795000.0,69900000.0,-632774000.0,797166000.0,,,69900000.0,-632774000.0,797210000.0,234336000.0,351670000.0,351670000.0,111449000.0,84135000.0,,-300194000.0,-75095000.0,-127880000.0,-8576000.0,-246069000.0,27000000.0,2457000.0
