company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2010.0,FY,,2010-06-26,2011-08-05 20:58:22+00:00,107797000.0,339322000.0,37030000.0,-11941000.0,826512000.0,0.0,301000.0,25779000.0,300830000.0,13053000.0,175858000.0,226223000.0,194728000.0,300000000.0,206040000.0,1324436000.0,132400000.0,136524000.0,33909000.0,173000000.0,,30325000.0,27926000.0,2364598000.0,,0.0,3482325000.0,2352958000.0,1706613000.0,532517000.0,2352958000.0,2352958000.0,1129367000.0,3482325000.0,451276000.0,596850000.0,0.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,FY,,2011-06-25,2012-08-17 16:08:20+00:00,110153000.0,297632000.0,47767000.0,-14268000.0,962541000.0,0.0,296000.0,36881000.0,113427000.0,3912000.0,215627000.0,265125000.0,204263000.0,300000000.0,237928000.0,1308850000.0,96099000.0,183715000.0,65978000.0,,,21653000.0,22771000.0,2524790000.0,0.0,50346000.0,3527743000.0,2510818000.0,1727852000.0,414340000.0,2510818000.0,2510818000.0,1016925000.0,3527743000.0,491041000.0,602585000.0,0.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,Q3,,2011-03-26,2011-04-28 17:30:23+00:00,107444000.0,304591000.0,40984000.0,-14096000.0,868923000.0,0.0,5865000.0,35571000.0,128787000.0,5363000.0,201791000.0,247526000.0,216439000.0,300000000.0,234933000.0,1286061000.0,92110000.0,180442000.0,89435000.0,0.0,,25798000.0,23672000.0,2473271000.0,,49924000.0,3452417000.0,2465040000.0,1676593000.0,391153000.0,2465040000.0,2465040000.0,987377000.0,3452417000.0,489763000.0,596224000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,Q2,,2010-12-25,2011-01-21 18:52:56+00:00,96469000.0,293264000.0,36158000.0,-14660000.0,798344000.0,0.0,297000.0,34265000.0,123195000.0,8023000.0,160435000.0,249777000.0,228450000.0,300000000.0,217578000.0,1298155000.0,159775000.0,161430000.0,129305000.0,0.0,,27625000.0,24172000.0,2399329000.0,,,3365693000.0,2384966000.0,1561686000.0,335350000.0,2384966000.0,2384966000.0,980727000.0,3365693000.0,505852000.0,645377000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2011.0,Q1,,2010-09-25,2010-11-01 21:37:55+00:00,120345000.0,331347000.0,47943000.0,-13700000.0,718280000.0,0.0,297000.0,32286000.0,161612000.0,11991000.0,144195000.0,249447000.0,240815000.0,300000000.0,204207000.0,1323192000.0,133626000.0,147952000.0,46235000.0,0.0,,29968000.0,24845000.0,2355323000.0,,0.0,3305103000.0,2341920000.0,1461681000.0,356760000.0,2341920000.0,2341920000.0,963183000.0,3305103000.0,520230000.0,606423000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,FY,,2012-06-30,2013-08-12 21:43:00+00:00,147086000.0,317461000.0,64092000.0,-15434000.0,881060000.0,0.0,293000.0,26280000.0,98180000.0,22589000.0,191846000.0,423073000.0,208913000.0,5592000.0,242162000.0,1353606000.0,212389000.0,198502000.0,85177000.0,,,52988000.0,27797000.0,2553418000.0,303496000.0,75326000.0,3737946000.0,2538277000.0,1699366000.0,755389000.0,2538277000.0,2538277000.0,1199669000.0,3737946000.0,684974000.0,444280000.0,0.0
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q3,,2012-03-31,2012-04-27 16:07:18+00:00,132906000.0,296255000.0,72242000.0,-13225000.0,860551000.0,0.0,9125000.0,28729000.0,105298000.0,21807000.0,181943000.0,423073000.0,222354000.0,308700000.0,220153000.0,1361300000.0,192842000.0,205727000.0,79584000.0,,,26264000.0,22143000.0,2507298000.0,,75405000.0,3670237000.0,2503198000.0,1637246000.0,437627000.0,2503198000.0,2503198000.0,1167039000.0,3670237000.0,671691000.0,729412000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q2,,2011-12-31,2012-01-27 18:42:52+00:00,118427000.0,246229000.0,62579000.0,-12992000.0,741160000.0,0.0,292000.0,31136000.0,87636000.0,7866000.0,159651000.0,432809000.0,237776000.0,308700000.0,233404000.0,1365815000.0,108462000.0,197839000.0,81396000.0,,,19055000.0,21529000.0,2517166000.0,,75375000.0,3520655000.0,2504466000.0,1465200000.0,379659000.0,2504466000.0,2504466000.0,1016189000.0,3520655000.0,689640000.0,636530000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2012.0,Q1,,2011-09-24,2011-10-26 17:27:18+00:00,126794000.0,328989000.0,73066000.0,-14335000.0,710041000.0,0.0,293000.0,34580000.0,80482000.0,5059000.0,147168000.0,411241000.0,257016000.0,311792000.0,253159000.0,1328832000.0,98650000.0,189763000.0,80972000.0,,,20552000.0,22155000.0,2526598000.0,,50299000.0,3521583000.0,2512556000.0,1503942000.0,386667000.0,2512556000.0,2512556000.0,1009027000.0,3521583000.0,688809000.0,622360000.0,
Maxim Integrated Products Inc,MXIM,SO0H5YEO14Y4PVKQH532,743316,2013.0,FY,,2013-06-29,2014-08-15 18:42:51+00:00,105322000.0,285438000.0,62607000.0,-15747000.0,1174986000.0,0.0,288000.0,26557000.0,82173000.0,22437000.0,187970000.0,422004000.0,157146000.0,503573000.0,275640000.0,1373124000.0,282697000.0,206855000.0,96609000.0,,,43730000.0,29894000.0,2523457000.0,,25060000.0,3935910000.0,2507998000.0,1939906000.0,404893000.0,2507998000.0,2507998000.0,1427912000.0,3935910000.0,622880000.0,1023019000.0,0.0
