company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2010.0,FY,,2010-06-30,2011-08-05 17:09:55+00:00,107938000.0,440125000.0,-31303000.0,529918000.0,0.0,921460000.0,241790000.0,328522000.0,328006000.0,117336000.0,745747000.0,401730000.0,236752000.0,,73846000.0,,,,131044000.0,422059000.0,,389497000.0,69065000.0,1356454000.0,,1004126000.0,3907056000.0,2246611000.0,2835465000.0,771787000.0,2246611000.0,2246611000.0,1660445000.0,3907056000.0,834839000.0,888658000.0,0.0
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2011.0,FY,,2011-06-30,2012-08-06 17:18:59+00:00,142945000.0,583270000.0,-2399000.0,711329000.0,0.0,1010659000.0,236602000.0,331397000.0,328156000.0,85902000.0,746290000.0,575730000.0,257358000.0,,113242000.0,,,,147078000.0,499314000.0,,328095000.0,76235000.0,1852633000.0,,1327206000.0,4675521000.0,2860893000.0,3676010000.0,878861000.0,2860893000.0,2860893000.0,1814628000.0,4675521000.0,742153000.0,935767000.0,0.0
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2011.0,Q3,,2011-03-31,2011-04-28 20:27:38+00:00,142126000.0,566069000.0,-8521000.0,638758000.0,,1006949000.0,275977000.0,306563000.0,328159000.0,93855000.0,746154000.0,556798000.0,250571000.0,,103242000.0,,,,161887000.0,438634000.0,,345867000.0,70193000.0,1674589000.0,,1200816000.0,4449343000.0,2673017000.0,3430891000.0,856737000.0,2673017000.0,2673017000.0,1776326000.0,4449343000.0,767881000.0,919589000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2011.0,Q2,,2010-12-31,2011-01-27 21:20:16+00:00,123166000.0,531453000.0,-13383000.0,596104000.0,,972870000.0,274687000.0,333410000.0,328147000.0,101900000.0,746018000.0,504697000.0,249468000.0,,90712000.0,,,,120351000.0,396084000.0,,362635000.0,71560000.0,1506747000.0,,1040296000.0,4168461000.0,2466234000.0,3126311000.0,793937000.0,2466234000.0,2466234000.0,1702227000.0,4168461000.0,792682000.0,908290000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2011.0,Q1,,2010-09-30,2010-11-23 17:51:11+00:00,138226000.0,500022000.0,-15111000.0,538384000.0,,953437000.0,235181000.0,317240000.0,328126000.0,108908000.0,745882000.0,464242000.0,247380000.0,,78624000.0,,,,132865000.0,390211000.0,,385090000.0,73484000.0,1402931000.0,,980608000.0,4002865000.0,2341257000.0,2933361000.0,763618000.0,2341257000.0,2341257000.0,1661608000.0,4002865000.0,822124000.0,897990000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2012.0,FY,,2012-06-30,2013-08-08 16:10:34+00:00,139183000.0,701280000.0,-21143000.0,751294000.0,0.0,1089480000.0,210313000.0,184670000.0,327716000.0,55636000.0,746833000.0,650802000.0,277686000.0,,85738000.0,,,53943000.0,92847000.0,513411000.0,,275227000.0,35292000.0,2247258000.0,,1783150000.0,5100308000.0,3315595000.0,4164043000.0,862907000.0,3315595000.0,3315595000.0,1784713000.0,5100308000.0,658579000.0,921806000.0,0.0
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2012.0,Q3,,2012-03-31,2012-04-26 18:51:03+00:00,139371000.0,638375000.0,-7957000.0,763913000.0,,1091504000.0,241051000.0,203382000.0,327887000.0,62897000.0,746697000.0,650476000.0,270171000.0,,76717000.0,,,,125356000.0,491933000.0,0.0,284922000.0,78670000.0,2075218000.0,,1605825000.0,4933204000.0,3158765000.0,3987327000.0,872355000.0,3158765000.0,3158765000.0,1774439000.0,4933204000.0,675706000.0,902084000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2012.0,Q2,,2011-12-31,2012-01-26 18:18:10+00:00,129064000.0,544098000.0,-10712000.0,824986000.0,,1050788000.0,238883000.0,296206000.0,327813000.0,70218000.0,746561000.0,639641000.0,267629000.0,,75617000.0,,,,92469000.0,462033000.0,0.0,286269000.0,80358000.0,1928396000.0,,1351659000.0,4700988000.0,2968472000.0,3749059000.0,829980000.0,2968472000.0,2968472000.0,1732516000.0,4700988000.0,684300000.0,902536000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2012.0,Q1,,2011-09-30,2011-10-27 18:09:45+00:00,114575000.0,461640000.0,-6965000.0,745947000.0,,1031157000.0,183433000.0,290372000.0,327971000.0,77949000.0,746425000.0,612603000.0,264279000.0,,76835000.0,,,,132153000.0,436211000.0,0.0,298199000.0,73243000.0,1910403000.0,,1354204000.0,4565317000.0,2934595000.0,3596919000.0,734219000.0,2934595000.0,2934595000.0,1630722000.0,4565317000.0,704119000.0,896503000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2013.0,FY,,2013-06-30,2014-08-08 16:20:32+00:00,115680000.0,524610000.0,-36646000.0,985390000.0,0.0,1159565000.0,218803000.0,198525000.0,326635000.0,34515000.0,747376000.0,634448000.0,305281000.0,,101722000.0,,,57959000.0,75039000.0,527049000.0,,269423000.0,36616000.0,2359233000.0,,1933491000.0,5287357000.0,3482152000.0,4351503000.0,861532000.0,3482152000.0,3482152000.0,1805205000.0,5287357000.0,630573000.0,943673000.0,0.0
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2013.0,Q3,,2013-03-31,2013-04-25 18:04:49+00:00,107753000.0,454224000.0,-24827000.0,934201000.0,0.0,1141959000.0,200567000.0,178928000.0,326792000.0,39008000.0,747240000.0,649822000.0,298617000.0,,91425000.0,,,,101179000.0,511688000.0,,266400000.0,89417000.0,2329251000.0,,1945302000.0,5194473000.0,3446383000.0,4263656000.0,820008000.0,3446383000.0,3446383000.0,1748090000.0,5194473000.0,632200000.0,928082000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2013.0,Q2,,2012-12-31,2013-01-24 18:21:34+00:00,103575000.0,606115000.0,-15058000.0,767313000.0,0.0,1123422000.0,210032000.0,168369000.0,326779000.0,43514000.0,747104000.0,662735000.0,292394000.0,,86652000.0,,,,120828000.0,468130000.0,,269776000.0,92134000.0,2252772000.0,,1810940000.0,5068763000.0,3361136000.0,4136300000.0,781737000.0,3361136000.0,3361136000.0,1707627000.0,5068763000.0,640069000.0,925890000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2013.0,Q1,,2012-09-30,2012-10-25 18:20:04+00:00,116247000.0,537460000.0,-13111000.0,709942000.0,0.0,1108465000.0,199419000.0,168241000.0,326848000.0,48081000.0,746968000.0,689713000.0,288876000.0,,88670000.0,,,,107466000.0,471435000.0,,260714000.0,90425000.0,2256958000.0,,1928135000.0,5065476000.0,3352312000.0,4140957000.0,787101000.0,3352312000.0,3352312000.0,1713164000.0,5065476000.0,635643000.0,926063000.0,
KLA-Tencor Corp,KLAC,549300H0BF5JCG96TJ81,319201,2014.0,FY,,2014-06-30,2015-08-07 16:31:43+00:00,103422000.0,492863000.0,-30271000.0,630861000.0,0.0,1220504000.0,207099000.0,215676000.0,335355000.0,27697000.0,745101000.0,656457000.0,330263000.0,,57500000.0,,,,68462000.0,585090000.0,,256436000.0,168288000.0,2479113000.0,0.0,2521776000.0,5535846000.0,3669346000.0,4586095000.0,895611000.0,3669346000.0,3669346000.0,1866500000.0,5535846000.0,619488000.0,970889000.0,0.0
