company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2009.0,FY,2008-03-01,2009-02-28,2011-04-29 11:05:31+00:00,-152072000.0,2319000.0,4950000.0,2475000.0,40309000.0,,-5664000.0,124795000.0,1989000.0,0.0,-539163000.0,146216000.0,236439000.0,-539163000.0,146216000.0,236439000.0,-162172000.0,78721000.0,78721000.0,-9705000.0,69492000.0,,-396810000.0,-24485000.0,-568325000.0,-42319000.0,719583000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2010.0,FY,2009-03-01,2010-02-28,2012-04-25 16:18:40+00:00,-4692000.0,,5730000.0,129000.0,45861000.0,,3771000.0,120824000.0,,0.0,-110247000.0,-276203000.0,255249000.0,-110247000.0,-276203000.0,255249000.0,-127430000.0,87253000.0,87253000.0,1311000.0,138901000.0,,-668658000.0,-28420000.0,-12755000.0,-236393000.0,425567000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2010.0,Q4,2009-12-01,2010-02-28,,-407000.0,,5730000.0,129000.0,12014000.0,,-10677000.0,39692000.0,,,-44901000.0,-23904000.0,77891000.0,-44901000.0,-23904000.0,77891000.0,-1591000.0,23388000.0,23388000.0,2797000.0,48047000.0,,-134398000.0,-7102000.0,-2801000.0,-90147000.0,118003000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2010.0,Q3,2009-09-01,2009-11-30,,-2215000.0,,,,11595000.0,,6299000.0,27891000.0,,,-4534000.0,-159258000.0,54150000.0,-4534000.0,-159258000.0,54150000.0,-103343000.0,16414000.0,16414000.0,-1750000.0,54509000.0,,-245788000.0,-8656000.0,-6754000.0,-52289000.0,97401000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2010.0,Q3YTD,2009-03-01,2009-11-30,2011-01-10 10:40:00+00:00,-4285000.0,,,,33847000.0,,14448000.0,81132000.0,,0.0,-65346000.0,-252299000.0,177358000.0,-65346000.0,-252299000.0,177358000.0,-125839000.0,63865000.0,63865000.0,-1486000.0,90854000.0,,-534260000.0,-21318000.0,-9954000.0,-146246000.0,307564000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2010.0,Q2YTD,2009-03-01,2009-08-31,2010-10-08 13:54:05+00:00,-2070000.0,,,,22252000.0,,8149000.0,53241000.0,,,-60812000.0,-93041000.0,123208000.0,-60812000.0,-93041000.0,123208000.0,-22496000.0,47451000.0,47451000.0,264000.0,36345000.0,,-288472000.0,-12662000.0,-3200000.0,-93957000.0,210163000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,FY,2010-03-01,2011-02-28,2013-04-25 16:12:21+00:00,-45474000.0,6372000.0,8121000.0,122000.0,47997000.0,,8839000.0,113036000.0,,,9780000.0,-54855000.0,290748000.0,9780000.0,-54855000.0,290748000.0,254512000.0,107278000.0,107278000.0,16065000.0,100484000.0,3938000.0,-751420000.0,-32759000.0,-558000.0,-90146000.0,770860000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q4,2010-12-01,2011-02-28,,-1667000.0,6372000.0,8121000.0,122000.0,12757000.0,,11474000.0,36408000.0,,-335000.0,414000.0,-59172000.0,95000000.0,414000.0,-59172000.0,95000000.0,47716000.0,33534000.0,33534000.0,5929000.0,11221000.0,3938000.0,-216327000.0,-7588000.0,319000.0,-10791000.0,162472000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q3TTM,2009-12-01,2010-11-30,,-44214000.0,,5730000.0,129000.0,47254000.0,,-13312000.0,116320000.0,,335000.0,-35535000.0,-19587000.0,273639000.0,-35535000.0,-19587000.0,273639000.0,205205000.0,97132000.0,97132000.0,12933000.0,137310000.0,,-669491000.0,-32273000.0,-3678000.0,-169502000.0,726391000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q3,2010-09-01,2010-11-30,,-40862000.0,,,,11829000.0,,6544000.0,29487000.0,,335000.0,20890000.0,-172567000.0,70820000.0,20890000.0,-172567000.0,70820000.0,-74313000.0,26017000.0,26017000.0,3487000.0,20555000.0,,-314729000.0,-10078000.0,,,193102000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q3YTD,2010-03-01,2010-11-30,2012-01-09 16:11:57+00:00,-43807000.0,,,,35240000.0,,-2635000.0,76628000.0,,335000.0,9366000.0,4317000.0,195748000.0,9366000.0,4317000.0,195748000.0,206796000.0,73744000.0,73744000.0,10136000.0,89263000.0,,-535093000.0,-25171000.0,-877000.0,-79355000.0,608388000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q2TTM,2009-09-01,2010-08-31,,-5567000.0,,5730000.0,129000.0,47020000.0,,-13557000.0,114724000.0,,,-60959000.0,-6278000.0,256969000.0,-60959000.0,-6278000.0,256969000.0,176175000.0,87529000.0,87529000.0,7696000.0,171264000.0,,-600550000.0,-30851000.0,-10432000.0,-221791000.0,630690000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q2,2010-06-01,2010-08-31,,-1324000.0,,,,11689000.0,,7794000.0,23738000.0,,,22075000.0,96704000.0,64284000.0,22075000.0,96704000.0,64284000.0,190857000.0,23656000.0,23656000.0,5201000.0,27068000.0,,-110021000.0,-8371000.0,,-4993000.0,216420000.0
