company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otherspecialcharges,rdexpense,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q1,2010-03-01,2010-05-31,2011-07-07 16:33:08+00:00,0.13,0.13,0.12,12961000.0,74564000.0,24071000.0,24071000.0,24071000.0,33238000.0,209144000.0,1130000.0,,40658000.0,,26445000.0,33238000.0,175906000.0,,1663000.0,141667000.0,34239000.0,2793000.0,37032000.0,209144000.0,185200000.0,187926000.0,193266000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q4,2011-12-01,2012-02-29,,0.18,0.18,0.19,14661000.0,115019000.0,35968000.0,35968000.0,35968000.0,44273000.0,297011000.0,-155000.0,,55147000.0,,34068000.0,44273000.0,252738000.0,,2280000.0,204234000.0,48504000.0,2125000.0,50629000.0,297011000.0,192900000.0,193151000.0,196451000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,FY,2011-03-01,2012-02-29,2014-04-24 16:19:23+00:00,0.76,0.76,0.75,61383000.0,419635000.0,146626000.0,146626000.0,146626000.0,178548000.0,1133103000.0,-322000.0,,208662000.0,,126345000.0,178548000.0,954555000.0,,8418000.0,754642000.0,199913000.0,8096000.0,208009000.0,1133103000.0,192900000.0,193151000.0,196451000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q3YTD,2011-03-01,2011-11-30,,0.58,0.58,0.56,46722000.0,304616000.0,110658000.0,110658000.0,110658000.0,134275000.0,836092000.0,-167000.0,,153515000.0,,92277000.0,134275000.0,701817000.0,,6138000.0,550408000.0,151409000.0,5971000.0,157380000.0,836092000.0,191200000.0,193393000.0,196468000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q3TTM,2010-12-01,2011-11-30,,0.74,0.74,0.74,53430000.0,392888000.0,144192000.0,144192000.0,144192000.0,175878000.0,1080888000.0,-1032000.0,,198666000.0,,122637000.0,175878000.0,905010000.0,,7835000.0,714191000.0,190819000.0,6803000.0,197622000.0,1080888000.0,191200000.0,193393000.0,196468000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q3,2011-09-01,2011-11-30,2013-01-08 16:37:03+00:00,0.2,0.2,0.19,17180000.0,107561000.0,38240000.0,38240000.0,38240000.0,45189000.0,290026000.0,-227000.0,,53739000.0,,29965000.0,45189000.0,244837000.0,,2075000.0,191265000.0,53572000.0,1848000.0,55420000.0,290026000.0,191200000.0,193393000.0,196468000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q2YTD,2011-03-01,2011-08-31,,0.38,0.38,0.37,29542000.0,197055000.0,72418000.0,72418000.0,72418000.0,89086000.0,546066000.0,60000.0,,99776000.0,,62312000.0,89086000.0,456980000.0,,4063000.0,359143000.0,97837000.0,4123000.0,101960000.0,546066000.0,190300000.0,192937000.0,196171000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q2TTM,2010-09-01,2011-08-31,,0.68,0.68,0.68,50259000.0,370465000.0,131969000.0,131969000.0,131969000.0,170433000.0,1026438000.0,-343000.0,,188010000.0,,122327000.0,170433000.0,856005000.0,,7368000.0,680802000.0,175203000.0,7025000.0,182228000.0,1026438000.0,190300000.0,192937000.0,196171000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q2,2011-06-01,2011-08-31,2012-10-05 16:10:02+00:00,0.21,0.21,0.2,14963000.0,99730000.0,39968000.0,39968000.0,39968000.0,46639000.0,281320000.0,326000.0,,51488000.0,0.0,30985000.0,46639000.0,234681000.0,,2127000.0,182203000.0,52478000.0,2453000.0,54931000.0,281320000.0,190300000.0,192937000.0,196171000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q1TTM,2010-06-01,2011-05-31,,0.6,0.6,0.6,48034000.0,350169000.0,115657000.0,115657000.0,115657000.0,159496000.0,964879000.0,-121000.0,,178883000.0,,119535000.0,159496000.0,805383000.0,,7016000.0,648587000.0,156796000.0,6895000.0,163691000.0,964879000.0,190900000.0,193155000.0,196287000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q1,2011-03-01,2011-05-31,2012-07-06 16:07:11+00:00,0.17,0.17,0.17,14579000.0,97325000.0,32450000.0,32450000.0,32450000.0,42447000.0,264746000.0,-266000.0,,48288000.0,0.0,31327000.0,42447000.0,222299000.0,,1936000.0,176940000.0,45359000.0,1670000.0,47029000.0,264746000.0,190900000.0,193155000.0,196287000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q4,2012-12-01,2013-02-28,,0.23,0.23,0.22,9087000.0,136314000.0,42973000.0,42973000.0,42973000.0,53605000.0,347885000.0,235000.0,,71249000.0,,36486000.0,53605000.0,294280000.0,267000.0,1861000.0,244049000.0,50231000.0,1829000.0,52060000.0,347885000.0,192600000.0,193147000.0,195804000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,FY,2012-03-01,2013-02-28,2015-04-28 16:33:28+00:00,0.78,0.78,0.77,59548000.0,514554000.0,150204000.0,150204000.0,150204000.0,200600000.0,1328817000.0,736000.0,,263150000.0,3142000.0,146333000.0,200600000.0,1128217000.0,267000.0,8245000.0,927179000.0,201038000.0,8714000.0,209752000.0,1328817000.0,192600000.0,193147000.0,195804000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q3YTD,2012-03-01,2012-11-30,,0.55,0.55,0.55,50461000.0,378240000.0,107231000.0,107231000.0,107231000.0,146995000.0,980932000.0,501000.0,,191901000.0,3142000.0,109847000.0,146995000.0,833937000.0,,6384000.0,683130000.0,150807000.0,6885000.0,157692000.0,980932000.0,193100000.0,193374000.0,195666000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q3TTM,2011-12-01,2012-11-30,,0.73,0.73,0.74,65122000.0,493259000.0,143199000.0,143199000.0,143199000.0,191268000.0,1277943000.0,346000.0,,247048000.0,3142000.0,143915000.0,191268000.0,1086675000.0,,8664000.0,887364000.0,199311000.0,9010000.0,208321000.0,1277943000.0,193100000.0,193374000.0,195666000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q3,2012-09-01,2012-11-30,2014-01-09 14:15:02+00:00,0.18,0.18,0.18,16360000.0,133792000.0,34765000.0,34765000.0,34765000.0,53118000.0,343606000.0,-730000.0,,68655000.0,,38122000.0,53118000.0,290488000.0,,1936000.0,240569000.0,49919000.0,1206000.0,51125000.0,343606000.0,193100000.0,193374000.0,195666000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q2YTD,2012-03-01,2012-08-31,,0.37,0.37,0.37,34101000.0,244448000.0,72466000.0,72466000.0,72466000.0,93877000.0,637326000.0,1231000.0,,123246000.0,3142000.0,71725000.0,93877000.0,543449000.0,,4448000.0,442561000.0,100888000.0,5679000.0,106567000.0,637326000.0,194500000.0,193064000.0,195795000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q2TTM,2011-09-01,2012-08-31,,0.75,0.75,0.75,65942000.0,467028000.0,146674000.0,146674000.0,146674000.0,183339000.0,1224363000.0,849000.0,,232132000.0,3142000.0,135758000.0,183339000.0,1041024000.0,,8803000.0,838060000.0,202964000.0,9652000.0,212616000.0,1224363000.0,194500000.0,193064000.0,195795000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q2,2012-06-01,2012-08-31,2013-10-04 16:10:01+00:00,0.18,0.18,0.18,16473000.0,123578000.0,35005000.0,35005000.0,35005000.0,47858000.0,322595000.0,-656000.0,,63366000.0,,37813000.0,47858000.0,274737000.0,,2154000.0,224757000.0,49980000.0,1498000.0,51478000.0,322595000.0,194500000.0,193064000.0,195795000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q1TTM,2011-06-01,2012-05-31,,0.78,0.78,0.77,64432000.0,443180000.0,151637000.0,151637000.0,151637000.0,182120000.0,1183088000.0,1831000.0,,220254000.0,3142000.0,128930000.0,182120000.0,1000968000.0,,8776000.0,795506000.0,205462000.0,10607000.0,216069000.0,1183088000.0,197200000.0,192947000.0,195937000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q1,2012-03-01,2012-05-31,2013-07-05 16:11:28+00:00,0.19,0.19,0.19,17628000.0,120870000.0,37461000.0,37461000.0,37461000.0,46019000.0,314731000.0,1887000.0,,59880000.0,3142000.0,33912000.0,46019000.0,268712000.0,,2294000.0,217804000.0,50908000.0,4181000.0,55089000.0,314731000.0,197200000.0,192947000.0,195937000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,FY,2013-03-01,2014-02-28,2016-04-26 16:28:47+00:00,0.94,0.94,0.93,61256000.0,597885000.0,178292000.0,178292000.0,178292000.0,232600000.0,1534615000.0,774000.0,,317263000.0,2171000.0,152407000.0,232600000.0,1302015000.0,160000.0,6645000.0,1069726000.0,232289000.0,7259000.0,239548000.0,1534615000.0,189700000.0,189920000.0,192036000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q4,2013-12-01,2014-02-28,,0.24,0.24,0.24,16551000.0,157317000.0,45068000.0,45068000.0,45068000.0,60536000.0,400397000.0,391000.0,,82643000.0,,40601000.0,60536000.0,339861000.0,109000.0,2037000.0,280561000.0,59300000.0,2319000.0,61619000.0,400397000.0,189700000.0,189920000.0,192036000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q3YTD,2013-03-01,2013-11-30,,0.7,0.7,0.69,44705000.0,440568000.0,133224000.0,133224000.0,133224000.0,172064000.0,1134218000.0,383000.0,,234620000.0,2171000.0,111806000.0,172064000.0,962154000.0,51000.0,4608000.0,789165000.0,172989000.0,4940000.0,177929000.0,1134218000.0,192700000.0,189514000.0,191365000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q3TTM,2012-12-01,2013-11-30,,0.93,0.93,0.91,53792000.0,576882000.0,176197000.0,176197000.0,176197000.0,225669000.0,1482103000.0,618000.0,,305869000.0,2171000.0,148292000.0,225669000.0,1256434000.0,318000.0,6469000.0,1033214000.0,223220000.0,6769000.0,229989000.0,1482103000.0,192700000.0,189514000.0,191365000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q3,2013-09-01,2013-11-30,2015-01-08 16:13:07+00:00,0.27,0.27,0.27,9906000.0,153528000.0,52025000.0,52025000.0,52025000.0,60427000.0,396536000.0,-389000.0,,82519000.0,,39270000.0,60427000.0,336109000.0,51000.0,1579000.0,275317000.0,60792000.0,1139000.0,61931000.0,396536000.0,192700000.0,189514000.0,191365000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q2YTD,2013-03-01,2013-08-31,,0.43,0.43,0.42,34799000.0,287040000.0,81199000.0,81199000.0,81199000.0,111637000.0,737682000.0,772000.0,,152101000.0,2171000.0,72536000.0,111637000.0,626045000.0,,3029000.0,513848000.0,112197000.0,3801000.0,115998000.0,737682000.0,185500000.0,189437000.0,191432000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q2TTM,2012-09-01,2013-08-31,,0.84,0.84,0.82,60246000.0,557146000.0,158937000.0,158937000.0,158937000.0,218360000.0,1429173000.0,277000.0,,292005000.0,2171000.0,147144000.0,218360000.0,1210813000.0,267000.0,6826000.0,998466000.0,212347000.0,6836000.0,219183000.0,1429173000.0,185500000.0,189437000.0,191432000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q2,2013-06-01,2013-08-31,2014-09-29 16:14:11+00:00,0.22,0.22,0.21,17489000.0,144596000.0,40808000.0,40808000.0,40808000.0,55580000.0,374423000.0,1196000.0,,78299000.0,2171000.0,38203000.0,55580000.0,318843000.0,,1527000.0,263269000.0,55574000.0,2723000.0,58297000.0,374423000.0,185500000.0,189437000.0,191432000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q1TTM,2012-06-01,2013-05-31,,0.8,0.8,0.79,59230000.0,536128000.0,153134000.0,153134000.0,153134000.0,210638000.0,1377345000.0,-1575000.0,,277072000.0,,146754000.0,210638000.0,1166707000.0,267000.0,7453000.0,959954000.0,206753000.0,5611000.0,212364000.0,1377345000.0,192300000.0,191114000.0,192969000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2014.0,Q1,2013-03-01,2013-05-31,2014-07-09 16:13:11+00:00,0.21,0.21,0.21,17310000.0,142444000.0,40391000.0,40391000.0,40391000.0,56057000.0,363259000.0,-424000.0,,73802000.0,,34333000.0,56057000.0,307202000.0,,1502000.0,250579000.0,56623000.0,1078000.0,57701000.0,363259000.0,192300000.0,191114000.0,192969000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,FY,2014-03-01,2015-02-28,2017-04-26 16:28:32+00:00,0.97,0.97,0.95,75297000.0,728387000.0,180201000.0,180201000.0,180201000.0,273199000.0,1789489000.0,6562000.0,,367856000.0,,170053000.0,273199000.0,1516290000.0,9394000.0,8336000.0,1266296000.0,249994000.0,5504000.0,255498000.0,1789489000.0,185800000.0,186529000.0,189246000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q4,2014-12-01,2015-02-28,,0.26,0.26,0.24,21177000.0,189811000.0,47700000.0,47700000.0,47700000.0,70217000.0,463941000.0,4785000.0,,92039000.0,,44267000.0,70217000.0,393724000.0,5803000.0,2288000.0,326117000.0,67607000.0,1270000.0,68877000.0,463941000.0,185800000.0,186529000.0,189246000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q3,2014-09-01,2014-11-30,2016-01-08 16:22:43+00:00,0.26,0.26,0.26,19578000.0,187218000.0,47933000.0,47933000.0,47933000.0,71365000.0,455895000.0,1559000.0,,90613000.0,,39502000.0,71365000.0,384530000.0,3441000.0,2196000.0,317333000.0,67197000.0,314000.0,67511000.0,455895000.0,184400000.0,185039000.0,187674000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q3YTD,2014-03-01,2014-11-30,,0.71,0.71,0.71,54120000.0,538576000.0,132501000.0,132501000.0,132501000.0,202982000.0,1325548000.0,1777000.0,,275817000.0,,125786000.0,202982000.0,1122566000.0,3591000.0,6048000.0,940179000.0,182387000.0,4234000.0,186621000.0,1325548000.0,184400000.0,185039000.0,187674000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q3TTM,2013-12-01,2014-11-30,,0.95,0.95,0.95,70671000.0,695893000.0,177569000.0,177569000.0,177569000.0,263518000.0,1725945000.0,2168000.0,,358460000.0,,166387000.0,263518000.0,1462427000.0,3700000.0,8085000.0,1220740000.0,241687000.0,6553000.0,248240000.0,1725945000.0,184400000.0,185039000.0,187674000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q2,2014-06-01,2014-08-31,2015-10-07 16:32:24+00:00,0.25,0.25,0.25,19125000.0,174520000.0,46823000.0,46823000.0,46823000.0,67174000.0,445899000.0,-192000.0,,95265000.0,,44713000.0,67174000.0,378725000.0,97000.0,2010000.0,314498000.0,64227000.0,1721000.0,65948000.0,445899000.0,187300000.0,188162000.0,190755000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q2YTD,2014-03-01,2014-08-31,,0.45,0.45,0.45,34542000.0,351358000.0,84568000.0,84568000.0,84568000.0,131617000.0,869653000.0,218000.0,,185204000.0,,86284000.0,131617000.0,738036000.0,150000.0,3852000.0,622846000.0,115190000.0,3920000.0,119110000.0,869653000.0,187300000.0,188162000.0,190755000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q2TTM,2013-09-01,2014-08-31,,0.96,0.96,0.96,60999000.0,662203000.0,181661000.0,181661000.0,181661000.0,252580000.0,1666586000.0,220000.0,,350366000.0,,166155000.0,252580000.0,1414006000.0,310000.0,7468000.0,1178724000.0,235282000.0,7378000.0,242660000.0,1666586000.0,187300000.0,188162000.0,190755000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q1TTM,2013-06-01,2014-05-31,,0.93,0.93,0.92,59363000.0,632279000.0,175646000.0,175646000.0,175646000.0,240986000.0,1595110000.0,1608000.0,,333400000.0,2171000.0,159645000.0,240986000.0,1354124000.0,213000.0,6985000.0,1127495000.0,226629000.0,8380000.0,235009000.0,1595110000.0,188700000.0,189372000.0,191457000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2015.0,Q1,2014-03-01,2014-05-31,2015-07-09 16:10:09+00:00,0.2,0.2,0.2,15417000.0,176838000.0,37745000.0,37745000.0,37745000.0,64443000.0,423754000.0,410000.0,,89939000.0,,41571000.0,64443000.0,359311000.0,53000.0,1842000.0,308348000.0,50963000.0,2199000.0,53162000.0,423754000.0,188700000.0,189372000.0,191457000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,FY,2015-03-01,2016-02-29,2018-04-26 16:19:11+00:00,1.09,1.09,1.07,75500000.0,848950000.0,199365000.0,199365000.0,199365000.0,309629000.0,2052230000.0,-1735000.0,,413322000.0,,192281000.0,309629000.0,1742601000.0,23121000.0,11673000.0,1454553000.0,288048000.0,-13183000.0,274865000.0,2052230000.0,182900000.0,182817000.0,186119000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q4,2015-12-01,2016-02-29,,0.29,0.29,0.28,15732000.0,229193000.0,53036000.0,53036000.0,53036000.0,81220000.0,543501000.0,-336000.0,,108497000.0,,52820000.0,81220000.0,462281000.0,5856000.0,3189000.0,390510000.0,71771000.0,-3003000.0,68768000.0,543501000.0,182900000.0,182817000.0,186119000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q3,2015-09-01,2015-11-30,2017-01-05 16:19:10+00:00,0.26,0.26,0.25,19135000.0,215784000.0,46848000.0,46848000.0,46848000.0,81048000.0,523580000.0,49000.0,,104906000.0,,52965000.0,81048000.0,442532000.0,5817000.0,2874000.0,373655000.0,68877000.0,-2894000.0,65983000.0,523580000.0,180200000.0,182850000.0,186094000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q3YTD,2015-03-01,2015-11-30,,0.8,0.8,0.79,59768000.0,619757000.0,146329000.0,146329000.0,146329000.0,228409000.0,1508729000.0,-1399000.0,,304825000.0,,139461000.0,228409000.0,1280320000.0,17265000.0,8484000.0,1064043000.0,216277000.0,-10180000.0,206097000.0,1508729000.0,180200000.0,182850000.0,186094000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q3TTM,2014-12-01,2015-11-30,,1.06,1.06,1.03,80945000.0,809568000.0,194029000.0,194029000.0,194029000.0,298626000.0,1972670000.0,3386000.0,,396864000.0,,183728000.0,298626000.0,1674044000.0,23068000.0,10772000.0,1390160000.0,283884000.0,-8910000.0,274974000.0,1972670000.0,180200000.0,182850000.0,186094000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q2,2015-06-01,2015-08-31,2016-10-06 16:31:10+00:00,0.28,0.28,0.28,20992000.0,205101000.0,51395000.0,51395000.0,51395000.0,75964000.0,504148000.0,-1245000.0,,102488000.0,,44125000.0,75964000.0,428184000.0,5733000.0,2895000.0,351714000.0,76470000.0,-4083000.0,72387000.0,504148000.0,183600000.0,183179000.0,186750000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q2YTD,2015-03-01,2015-08-31,,0.54,0.54,0.54,40633000.0,403973000.0,99481000.0,99481000.0,99481000.0,147361000.0,985149000.0,-1448000.0,,199919000.0,,86496000.0,147361000.0,837788000.0,11448000.0,5610000.0,690388000.0,147400000.0,-7286000.0,140114000.0,985149000.0,183600000.0,183179000.0,186750000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q2TTM,2014-09-01,2015-08-31,,1.06,1.06,1.04,81388000.0,781002000.0,195114000.0,195114000.0,195114000.0,288943000.0,1904985000.0,4896000.0,,382571000.0,,170265000.0,288943000.0,1616042000.0,20692000.0,10094000.0,1333838000.0,282204000.0,-5702000.0,276502000.0,1904985000.0,183600000.0,183179000.0,186750000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q1,2015-03-01,2015-05-31,2016-07-07 16:17:58+00:00,0.26,0.26,0.26,19641000.0,198872000.0,48086000.0,48086000.0,48086000.0,71397000.0,481001000.0,-203000.0,,97431000.0,,42371000.0,71397000.0,409604000.0,5715000.0,2715000.0,338674000.0,70930000.0,-3203000.0,67727000.0,481001000.0,184900000.0,183130000.0,186175000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2016.0,Q1TTM,2014-06-01,2015-05-31,,1.03,1.03,1.01,79521000.0,750421000.0,190542000.0,190542000.0,190542000.0,280153000.0,1846736000.0,5949000.0,,375348000.0,,170853000.0,280153000.0,1566583000.0,15056000.0,9209000.0,1296622000.0,269961000.0,102000.0,270063000.0,1846736000.0,184900000.0,183130000.0,186175000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2017.0,FY,2016-03-01,2017-02-28,2019-04-24 17:01:14+00:00,1.42,1.42,1.4,66620000.0,1034191000.0,255390000.0,255390000.0,255390000.0,354378000.0,2411803000.0,-2164000.0,,480668000.0,,208491000.0,354378000.0,2057425000.0,23822000.0,13921000.0,1723350000.0,334075000.0,-12065000.0,322010000.0,2411803000.0,179900000.0,179642000.0,182961000.0
