company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,othercurrentassets,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2010.0,FY,,2010-02-28,2011-04-29 11:05:31+00:00,16483000.0,139436000.0,68334000.0,1056000.0,388118000.0,,1444870000.0,480572000.0,57951000.0,438749000.0,108213000.0,,209411000.0,71708000.0,165288000.0,,842000.0,878000.0,39672000.0,28265000.0,44116000.0,,137772000.0,,372656000.0,1870872000.0,1111052000.0,1003119000.0,566267000.0,1111052000.0,1111052000.0,759820000.0,1870872000.0,796045000.0,193553000.0,0.0,-472646000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,FY,,2011-02-28,2012-04-25 16:18:40+00:00,106514000.0,184741000.0,,-1819000.0,642630000.0,0.0,1610260000.0,572637000.0,75720000.0,463673000.0,109932000.0,,331791000.0,75558000.0,199617000.0,,1133000.0,650000.0,33810000.0,29205000.0,62364000.0,,245050000.0,,217970000.0,2199322000.0,1290699000.0,1184558000.0,679801000.0,1290699000.0,1290699000.0,908623000.0,2199322000.0,939206000.0,228822000.0,0.0,-562792000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q3,,2010-11-30,2011-01-10 10:40:00+00:00,19101000.0,151612000.0,85959000.0,-3795000.0,594914000.0,,1554236000.0,509192000.0,37004000.0,463552000.0,112980000.0,,251538000.0,74860000.0,176043000.0,,954000.0,638000.0,37397000.0,27824000.0,53374000.0,,211516000.0,,250528000.0,2028713000.0,1209956000.0,1088386000.0,614890000.0,1209956000.0,1209956000.0,818757000.0,2028713000.0,865467000.0,203867000.0,0.0,-552001000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2011.0,Q2,,2010-08-31,2010-10-08 13:54:05+00:00,13368000.0,125993000.0,70267000.0,-4357000.0,669227000.0,,1552852000.0,483477000.0,68618000.0,438376000.0,101412000.0,,74933000.0,71544000.0,166158000.0,,1929000.0,530000.0,37496000.0,27803000.0,48076000.0,,185499000.0,,305991000.0,1943595000.0,1181992000.0,1219834000.0,567642000.0,1181992000.0,1181992000.0,761603000.0,1943595000.0,652217000.0,193961000.0,0.0,-552002000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,FY,,2012-02-29,2013-04-25 16:12:21+00:00,114078000.0,255180000.0,,-5952000.0,549217000.0,0.0,1709105000.0,711408000.0,69765000.0,591563000.0,100638000.0,,446838000.0,92065000.0,235328000.0,,1629000.0,819000.0,38640000.0,30649000.0,81266000.0,,391676000.0,,264298000.0,2491099000.0,1398817000.0,1221355000.0,826305000.0,1398817000.0,1398817000.0,1092282000.0,2491099000.0,1177679000.0,265977000.0,0.0,-696012000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q3,,2011-11-30,2012-01-09 16:11:57+00:00,22405000.0,206449000.0,101107000.0,-8544000.0,526665000.0,0.0,1679978000.0,609746000.0,69460000.0,591061000.0,104566000.0,,408455000.0,83925000.0,209869000.0,,2175000.0,632000.0,38449000.0,29118000.0,67422000.0,,355707000.0,,281647000.0,2380274000.0,1407397000.0,1153818000.0,733890000.0,1407397000.0,1407397000.0,972877000.0,2380274000.0,1142531000.0,238987000.0,0.0,-619744000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q2,,2011-08-31,2011-10-06 11:24:11+00:00,16142000.0,175703000.0,88736000.0,-1007000.0,737458000.0,0.0,1664455000.0,601627000.0,79707000.0,465558000.0,102363000.0,,363862000.0,81478000.0,211527000.0,,1583000.0,457000.0,34480000.0,28870000.0,66557000.0,,317467000.0,,199781000.0,2308530000.0,1361171000.0,1260789000.0,706962000.0,1361171000.0,1361171000.0,947359000.0,2308530000.0,966263000.0,240397000.0,0.0,-619744000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2012.0,Q1,,2011-05-31,2011-07-07 16:33:08+00:00,16357000.0,154939000.0,85052000.0,1636000.0,710223000.0,0.0,1633105000.0,584348000.0,75192000.0,465563000.0,106461000.0,,356260000.0,77754000.0,201693000.0,,1016000.0,340000.0,33568000.0,29548000.0,66607000.0,,277500000.0,,200258000.0,2247841000.0,1330503000.0,1208235000.0,686097000.0,1330503000.0,1330503000.0,917338000.0,2247841000.0,961852000.0,231241000.0,0.0,-581738000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,FY,,2013-02-28,2014-04-24 16:19:23+00:00,154202000.0,302942000.0,,-7967000.0,487084000.0,0.0,1802922000.0,830486000.0,88765000.0,690911000.0,142243000.0,,438908000.0,141586000.0,259466000.0,,3156000.0,1024000.0,31263000.0,48321000.0,94421000.0,,541880000.0,,392381000.0,2813660000.0,1520161000.0,1368749000.0,985712000.0,1520161000.0,1520161000.0,1293499000.0,2813660000.0,1303325000.0,307787000.0,0.0,-816674000.0
Red Hat Inc,RHT,08C2IQ0VM1B2PBTVHC56,1087423,2013.0,Q3,,2012-11-30,2013-01-08 16:37:03+00:00,155768000.0,254787000.0,,-7321000.0,605911000.0,0.0,1770548000.0,735580000.0,63342000.0,608149000.0,130025000.0,,463553000.0,128743000.0,252152000.0,,2010000.0,1082000.0,41137000.0,36095000.0,83809000.0,,498907000.0,,280433000.0,2661899000.0,1481222000.0,1290292000.0,892430000.0,1481222000.0,1481222000.0,1180677000.0,2661899000.0,1242864000.0,288247000.0,0.0,-780912000.0
