company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othercostofrevenue,otheroperatingexpenses,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2007.0,FY,2006-12-31,2007-12-29,2010-02-25 12:02:30+00:00,3.67,3.67,0.85,3.6,,368000000.0,1834000000.0,866000000.0,102000000.0,1834000000.0,9099000000.0,12395000000.0,866000000.0,33000000.0,,0.0,,1545000000.0,9132000000.0,3263000000.0,507000000.0,23000000.0,1545000000.0,1718000000.0,-484000000.0,1234000000.0,12395000000.0,499700000.0,499700000.0,509400000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2008.0,FY,2007-12-30,2009-01-03,2011-03-01 12:07:14+00:00,1.97,1.97,0.92,1.94,,305000000.0,486000000.0,324000000.0,162000000.0,486000000.0,10583000000.0,14010000000.0,,234000000.0,,526000000.0,,1590000000.0,10817000000.0,3193000000.0,448000000.0,,2116000000.0,1077000000.0,-448000000.0,629000000.0,14010000000.0,246700000.0,246700000.0,250500000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2008.0,Q3,2008-06-29,2008-09-27,2009-10-30 14:16:27+00:00,0.85,0.85,0.23,0.83,,116000000.0,206000000.0,205000000.0,1000000.0,206000000.0,2595000000.0,3471000000.0,,34000000.0,,0.0,0.0,419000000.0,2629000000.0,842000000.0,102000000.0,,419000000.0,423000000.0,-102000000.0,321000000.0,3471000000.0,242400000.0,242400000.0,248200000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2008.0,Q2,2008-03-30,2008-06-28,2009-07-31 11:58:35+00:00,1.03,1.03,0.23,1.01,,125000000.0,258000000.0,250000000.0,8000000.0,258000000.0,2775000000.0,3684000000.0,,40000000.0,,0.0,0.0,393000000.0,2815000000.0,869000000.0,101000000.0,,393000000.0,476000000.0,-101000000.0,375000000.0,3684000000.0,250500000.0,250500000.0,255400000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q4,2009-10-04,2010-01-02,,0.09,-0.26,0.02,-0.26,,-5000000.0,-63000000.0,-60000000.0,-3000000.0,-63000000.0,2323000000.0,2813000000.0,,61000000.0,1000000.0,114000000.0,,304000000.0,2384000000.0,429000000.0,75000000.0,,419000000.0,10000000.0,-75000000.0,-65000000.0,2813000000.0,262923000.0,262923000.0,262923000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,FY,2009-01-04,2010-01-02,2012-02-23 14:38:27+00:00,-0.12,-0.12,0.08,-0.12,,-76000000.0,-31000000.0,-73000000.0,42000000.0,-31000000.0,8468000000.0,10500000000.0,,267000000.0,,267000000.0,,1338000000.0,8735000000.0,1765000000.0,309000000.0,,1605000000.0,160000000.0,-309000000.0,-149000000.0,10500000000.0,262923000.0,262923000.0,262923000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q3YTD,2009-01-04,2009-10-03,,0.08,0.08,0.04,0.08,,-71000000.0,32000000.0,-13000000.0,45000000.0,32000000.0,6145000000.0,7687000000.0,,206000000.0,-1000000.0,153000000.0,,1034000000.0,6351000000.0,1336000000.0,234000000.0,,1186000000.0,150000000.0,-234000000.0,-84000000.0,7687000000.0,400000000.0,400000000.0,400000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q3,2009-07-05,2009-10-03,2010-10-28 11:27:25+00:00,0.01,0.01,0.02,0.01,,-11000000.0,4000000.0,6000000.0,-2000000.0,4000000.0,2047000000.0,2549000000.0,,43000000.0,,42000000.0,,348000000.0,2090000000.0,459000000.0,74000000.0,,390000000.0,69000000.0,-74000000.0,-5000000.0,2549000000.0,400000000.0,400000000.0,400000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q2YTD,2009-01-04,2009-07-04,,0.11,0.11,0.04,0.11,,-60000000.0,28000000.0,-19000000.0,47000000.0,28000000.0,4098000000.0,5138000000.0,,163000000.0,-1000000.0,111000000.0,,686000000.0,4261000000.0,877000000.0,160000000.0,,796000000.0,81000000.0,-160000000.0,-79000000.0,5138000000.0,263600000.0,263600000.0,263600000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q2,2009-04-05,2009-07-04,2010-07-29 14:01:43+00:00,-0.22,-0.22,0.02,-0.22,,-58000000.0,-58000000.0,-62000000.0,4000000.0,-58000000.0,2099000000.0,2612000000.0,,87000000.0,,129000000.0,,340000000.0,2186000000.0,426000000.0,77000000.0,,469000000.0,-43000000.0,-77000000.0,-120000000.0,2612000000.0,263600000.0,263600000.0,263600000.0
