company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q3,,2009-10-03,2009-10-30 14:16:27+00:00,664000000.0,926000000.0,2205000000.0,-1232000000.0,5152000000.0,1414000000.0,1703000000.0,,10292000000.0,2716000000.0,1988000000.0,226000000.0,5796000000.0,493000000.0,,60000000.0,122000000.0,2702000000.0,3353000000.0,3042000000.0,134000000.0,21536000000.0,2960000000.0,9347000000.0,3125000000.0,2962000000.0,2962000000.0,16996000000.0,19958000000.0,10201000000.0,13871000000.0,2000000.0,-264000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2009.0,Q2,,2009-07-04,2009-07-31 11:58:35+00:00,721000000.0,839000000.0,2193000000.0,-1258000000.0,3770000000.0,1441000000.0,1697000000.0,,10411000000.0,3001000000.0,2005000000.0,206000000.0,6553000000.0,471000000.0,,58000000.0,119000000.0,2722000000.0,3268000000.0,3043000000.0,6000000.0,21116000000.0,2918000000.0,8139000000.0,3039000000.0,2920000000.0,2920000000.0,16924000000.0,19844000000.0,10972000000.0,13885000000.0,2000000.0,-308000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2010.0,Q2,,2010-07-03,2010-07-29 14:01:43+00:00,710000000.0,970000000.0,1807000000.0,-1335000000.0,2382000000.0,1366000000.0,1616000000.0,,7147000000.0,2480000000.0,1900000000.0,150000000.0,4725000000.0,1125000000.0,,,,2581000000.0,4259000000.0,3036000000.0,136000000.0,17779000000.0,2914000000.0,6957000000.0,2653000000.0,2914000000.0,2914000000.0,14209000000.0,17123000000.0,8922000000.0,11556000000.0,,-153000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2010.0,Q1,,2010-04-03,2010-04-30 11:10:54+00:00,,,,-1313000000.0,,1390000000.0,,,,,,,,,,,,18110000000.0,,2960000000.0,,18110000000.0,2841000000.0,,,2841000000.0,2841000000.0,,2841000000.0,18110000000.0,,,-196000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2012.0,FY,,2012-12-29,2014-02-14 06:01:36+00:00,1021000000.0,829000000.0,1956000000.0,-1770000000.0,1413000000.0,1212000000.0,1649000000.0,2149000000.0,3452000000.0,2712000000.0,2149000000.0,,1990000000.0,470000000.0,,,,1821000000.0,3078000000.0,3824000000.0,535000000.0,13033000000.0,2991000000.0,5424000000.0,3512000000.0,2991000000.0,2991000000.0,10042000000.0,13033000000.0,5460000000.0,6530000000.0,,-275000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2013.0,FY,,2013-12-28,2015-02-25 13:56:08+00:00,1107000000.0,979000000.0,1888000000.0,-1027000000.0,1211000000.0,1366000000.0,1735000000.0,2215000000.0,3179000000.0,2963000000.0,2215000000.0,,1493000000.0,467000000.0,,,,1881000000.0,2378000000.0,4045000000.0,8000000.0,12944000000.0,4384000000.0,5620000000.0,3003000000.0,4384000000.0,4384000000.0,8560000000.0,12944000000.0,5109000000.0,5557000000.0,,
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2014.0,FY,,2015-01-03,2016-02-24 15:55:32+00:00,1014000000.0,1035000000.0,2616000000.0,-1506000000.0,822000000.0,1495000000.0,2027000000.0,2497000000.0,3866000000.0,3928000000.0,2497000000.0,,1238000000.0,320000000.0,,,,2738000000.0,2829000000.0,4623000000.0,8000000.0,14605000000.0,4272000000.0,6105000000.0,3638000000.0,4272000000.0,4272000000.0,10333000000.0,14605000000.0,6003000000.0,6695000000.0,,-340000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2014.0,Q3,,2014-09-27,2014-10-24 06:05:10+00:00,1135000000.0,1150000000.0,2375000000.0,-1010000000.0,511000000.0,1468000000.0,2020000000.0,2442000000.0,3585000000.0,4081000000.0,2442000000.0,,1308000000.0,539000000.0,,,,2688000000.0,2689000000.0,4416000000.0,383000000.0,14739000000.0,4572000000.0,6281000000.0,3893000000.0,4572000000.0,4572000000.0,10167000000.0,14739000000.0,6016000000.0,6274000000.0,,-302000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2014.0,Q2,,2014-06-28,2014-07-23 16:28:23+00:00,1166000000.0,1200000000.0,2433000000.0,-979000000.0,815000000.0,1444000000.0,2006000000.0,2463000000.0,3899000000.0,4017000000.0,2463000000.0,,1367000000.0,578000000.0,,,,2689000000.0,2701000000.0,4263000000.0,358000000.0,15135000000.0,4578000000.0,6610000000.0,3957000000.0,4578000000.0,4578000000.0,10557000000.0,15135000000.0,6062000000.0,6600000000.0,,-150000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2014.0,Q1,,2014-03-29,2014-05-01 15:07:15+00:00,1158000000.0,1141000000.0,2237000000.0,-1022000000.0,780000000.0,1411000000.0,1980000000.0,2456000000.0,3929000000.0,3909000000.0,2456000000.0,,1434000000.0,603000000.0,,,,2660000000.0,2733000000.0,4124000000.0,543000000.0,14963000000.0,4363000000.0,6433000000.0,3938000000.0,4363000000.0,4363000000.0,10600000000.0,14963000000.0,6074000000.0,6662000000.0,,-150000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2015.0,FY,,2016-01-02,2017-02-22 14:49:44+00:00,1063000000.0,1047000000.0,2467000000.0,-1398000000.0,1005000000.0,1623000000.0,2023000000.0,2492000000.0,3348000000.0,4144000000.0,2492000000.0,,1087000000.0,341000000.0,,,,2569000000.0,2604000000.0,5298000000.0,262000000.0,14708000000.0,4964000000.0,6537000000.0,3792000000.0,4964000000.0,4964000000.0,9744000000.0,14708000000.0,5679000000.0,5952000000.0,,-559000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2015.0,Q3,,2015-10-03,2015-10-28 15:26:42+00:00,1173000000.0,1159000000.0,2602000000.0,-1427000000.0,614000000.0,1597000000.0,2026000000.0,2488000000.0,3358000000.0,4574000000.0,2488000000.0,,1138000000.0,507000000.0,,,,2392000000.0,2655000000.0,5077000000.0,414000000.0,14898000000.0,4696000000.0,6854000000.0,4189000000.0,4696000000.0,4696000000.0,10202000000.0,14898000000.0,5556000000.0,6013000000.0,,-551000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2015.0,Q2,,2015-07-04,2015-07-29 15:00:54+00:00,1129000000.0,1163000000.0,2671000000.0,-1449000000.0,792000000.0,1571000000.0,2015000000.0,2462000000.0,3621000000.0,4437000000.0,2462000000.0,,1162000000.0,512000000.0,,,,2405000000.0,2662000000.0,4907000000.0,263000000.0,14948000000.0,4602000000.0,6904000000.0,4063000000.0,4602000000.0,4602000000.0,10346000000.0,14948000000.0,5582000000.0,6283000000.0,,-427000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2015.0,Q1,,2015-04-04,2015-04-29 13:57:06+00:00,1130000000.0,1133000000.0,2570000000.0,-1550000000.0,708000000.0,1535000000.0,2013000000.0,2460000000.0,3811000000.0,4236000000.0,2460000000.0,,1203000000.0,563000000.0,,,,2422000000.0,2803000000.0,4745000000.0,34000000.0,14738000000.0,4390000000.0,6640000000.0,3734000000.0,4390000000.0,4390000000.0,10348000000.0,14738000000.0,5638000000.0,6614000000.0,,-340000000.0
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2016.0,FY,,2016-12-31,2018-02-15 06:04:15+00:00,1273000000.0,1064000000.0,2257000000.0,-1605000000.0,1298000000.0,1633000000.0,2113000000.0,2581000000.0,3317000000.0,4464000000.0,2581000000.0,,935000000.0,388000000.0,,,,2515000000.0,2574000000.0,5546000000.0,363000000.0,15358000000.0,5574000000.0,7214000000.0,3893000000.0,5574000000.0,5574000000.0,9784000000.0,15358000000.0,5563000000.0,5891000000.0,,
Textron Inc,TXT,3PPKBHUG1HD6BO7RNR87,217346,2016.0,Q3,,2016-10-01,2016-10-27 09:19:19+00:00,1216000000.0,1139000000.0,2278000000.0,-1315000000.0,739000000.0,1710000000.0,2121000000.0,2568000000.0,3696000000.0,4791000000.0,2568000000.0,,969000000.0,348000000.0,,,,2492000000.0,2200000000.0,6030000000.0,126000000.0,15167000000.0,5651000000.0,7017000000.0,3620000000.0,5651000000.0,5651000000.0,9516000000.0,15167000000.0,5582000000.0,5896000000.0,,-774000000.0
