company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otherspecialcharges,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 14:28:12+00:00,2.91,2.91,,2.79,,-87619000.0,66913000.0,107924000.0,107924000.0,,107924000.0,,414799000.0,704680000.0,,,1307000.0,,3142000.0,146564000.0,414799000.0,289881000.0,61677000.0,7413000.0,216619000.0,73262000.0,-52957000.0,20305000.0,704680000.0,37100000.0,37120000.0,41582000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 15:38:04+00:00,0.18,1.8,,1.75,,39597000.0,63584000.0,69431000.0,69431000.0,,69431000.0,,483420000.0,882509000.0,,,2387000.0,,-898000.0,155324000.0,483420000.0,399089000.0,74232000.0,-206000.0,218010000.0,181079000.0,-72051000.0,109028000.0,882509000.0,385700000.0,38488000.0,39676000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2009.0,Q3,2009-07-01,2009-09-30,2010-10-29 14:12:13+00:00,0.49,0.49,,0.47,,7327000.0,15543000.0,18812000.0,18812000.0,,18812000.0,,126007000.0,227558000.0,,,2484000.0,,1379000.0,39071000.0,126007000.0,101551000.0,22256000.0,353000.0,55993000.0,45558000.0,-19419000.0,26139000.0,227558000.0,38400000.0,38787000.0,39887000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2009.0,Q2,2009-04-01,2009-06-30,2010-08-04 14:00:02+00:00,0.46,0.46,,0.44,,10967000.0,16369000.0,17440000.0,17440000.0,,17440000.0,,118534000.0,213168000.0,,,2610000.0,,-220000.0,37456000.0,118534000.0,94634000.0,15912000.0,680000.0,53605000.0,41029000.0,-12622000.0,28407000.0,213168000.0,37900000.0,38152000.0,39318000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q4,2010-10-01,2010-12-31,,0.34,0.29,,0.28,,-3194000.0,31179000.0,13760000.0,13092000.0,668000.0,13760000.0,,171048000.0,321124000.0,,,499000.0,,871000.0,64657000.0,171048000.0,150076000.0,44178000.0,208000.0,96707000.0,53369000.0,-43471000.0,9898000.0,321124000.0,43900000.0,43742000.0,44810000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 14:58:33+00:00,0.84,0.84,,0.82,0.0,12562000.0,110765000.0,36881000.0,36213000.0,668000.0,36881000.0,,652156000.0,1196214000.0,,,692000.0,,19071000.0,220618000.0,652156000.0,544058000.0,150662000.0,5141000.0,350454000.0,193604000.0,-144829000.0,48775000.0,1196214000.0,43900000.0,43742000.0,44810000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 15:19:32+00:00,0.24,0.24,,0.24,,4637000.0,31205000.0,11196000.0,11196000.0,,11196000.0,0.0,185476000.0,330347000.0,,,1654000.0,,3000000.0,58640000.0,185476000.0,144871000.0,38363000.0,516000.0,92845000.0,52026000.0,-36193000.0,15833000.0,330347000.0,46700000.0,45745000.0,46676000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.5,0.55,,0.54,,15756000.0,79586000.0,23121000.0,23121000.0,,23121000.0,,481108000.0,875090000.0,,,193000.0,,18200000.0,155961000.0,481108000.0,393982000.0,106484000.0,4933000.0,253747000.0,140235000.0,-101358000.0,38877000.0,875090000.0,46700000.0,45745000.0,46676000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q2,2010-04-01,2010-06-30,2011-07-29 15:11:48+00:00,-0.1,-0.05,,-0.05,,2442000.0,28913000.0,-2274000.0,-2274000.0,,-2274000.0,0.0,162582000.0,296094000.0,,,-1481000.0,,10206000.0,54166000.0,162582000.0,133512000.0,39069000.0,491000.0,93285000.0,40227000.0,-40059000.0,168000.0,296094000.0,22700000.0,43507000.0,43507000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.26,0.31,,0.3,,11119000.0,48381000.0,11925000.0,11925000.0,,11925000.0,,295632000.0,544743000.0,,,-1461000.0,,15200000.0,97321000.0,295632000.0,249111000.0,68121000.0,4417000.0,160902000.0,88209000.0,-65165000.0,23044000.0,544743000.0,22700000.0,43507000.0,43507000.0
