company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxassets,currentdeferredtaxliabilities,dividendspayable,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2009.0,FY,,2009-12-31,2011-02-25 14:28:12+00:00,99053000.0,64767000.0,109876000.0,-97238000.0,154577000.0,346056000.0,0.0,1665701000.0,46822000.0,,,381050000.0,51015000.0,1265028000.0,9803000.0,1808115000.0,,5171000.0,25937000.0,21734000.0,41166000.0,,,55109000.0,94666000.0,,,,-385980000.0,65364000.0,248508000.0,3038150000.0,1182483000.0,727887000.0,315459000.0,1182483000.0,1182483000.0,1855667000.0,3038150000.0,502148000.0,1540208000.0,0.0,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,FY,,2010-12-31,2012-02-24 15:38:04+00:00,145854000.0,116358000.0,91667000.0,-112018000.0,253945000.0,442841000.0,0.0,2341632000.0,,,,774365000.0,150945000.0,1766674000.0,2806000.0,2650953000.0,,,,71657000.0,52628000.0,,,90892000.0,228760000.0,,,,-349099000.0,27966000.0,147192000.0,4448009000.0,1880515000.0,778048000.0,318115000.0,1880515000.0,1880515000.0,2567494000.0,4448009000.0,1019008000.0,2249379000.0,0.0,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q3,,2010-09-30,2010-10-29 14:12:13+00:00,134091000.0,115616000.0,97012000.0,-103321000.0,261929000.0,389149000.0,0.0,2320153000.0,,,,778258000.0,155601000.0,1839522000.0,3223000.0,2582890000.0,,,,64067000.0,49818000.0,,,69108000.0,214442000.0,,,,-362859000.0,30104000.0,322979000.0,4480891000.0,1853973000.0,891811000.0,311025000.0,1853973000.0,1853973000.0,2626918000.0,4480891000.0,1006190000.0,2315893000.0,,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2010.0,Q2,,2010-06-30,2010-08-04 14:00:02+00:00,138725000.0,106255000.0,85350000.0,-164610000.0,207305000.0,511342000.0,0.0,2288862000.0,,,,760087000.0,157340000.0,1822120000.0,4497000.0,2400809000.0,,,,64527000.0,45531000.0,,,71240000.0,203017000.0,,,,-374055000.0,29963000.0,206111000.0,4282208000.0,1750197000.0,888235000.0,299569000.0,1750197000.0,1750197000.0,2532011000.0,4282208000.0,993164000.0,2232442000.0,,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2011.0,FY,,2011-12-31,2013-02-26 14:58:33+00:00,229043000.0,139057000.0,93224000.0,-143698000.0,390269000.0,278823000.0,0.0,2437671000.0,,,,866495000.0,148635000.0,2363564000.0,161801000.0,3225912000.0,,,,182156000.0,57690000.0,,,146724000.0,286424000.0,,67601000.0,,-255095000.0,345297000.0,635721000.0,5785324000.0,1952212000.0,1235757000.0,725254000.0,1952212000.0,1952212000.0,3765511000.0,5785324000.0,1323655000.0,3040257000.0,0.0,-86666000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2011.0,Q3,,2011-09-30,2011-10-28 15:19:32+00:00,181093000.0,144185000.0,90181000.0,-120416000.0,376848000.0,370523000.0,0.0,2417828000.0,,,,867280000.0,153505000.0,2353504000.0,99419000.0,3122094000.0,,,,115344000.0,55687000.0,,,158091000.0,253300000.0,,66372000.0,,-272905000.0,329195000.0,700246000.0,5730687000.0,2024507000.0,1330298000.0,656156000.0,2024507000.0,2024507000.0,3639808000.0,5730687000.0,1278295000.0,2983652000.0,,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2011.0,Q2,,2011-06-30,2011-07-29 15:11:48+00:00,189739000.0,140316000.0,90652000.0,-41679000.0,337274000.0,297872000.0,0.0,2399102000.0,,,,897461000.0,163771000.0,1639533000.0,30960000.0,3085202000.0,,,,116654000.0,59006000.0,,,142709000.0,238684000.0,,69050000.0,,-293224000.0,281054000.0,94246000.0,4969191000.0,2064199000.0,649088000.0,620451000.0,2064199000.0,2064199000.0,2835942000.0,4969191000.0,1234901000.0,2215491000.0,,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2011.0,Q1,,2011-03-31,2011-04-29 16:06:57+00:00,133536000.0,114207000.0,125579000.0,-61356000.0,296913000.0,304466000.0,0.0,2372707000.0,,,,789876000.0,148874000.0,1798942000.0,2145000.0,2881126000.0,,,,126277000.0,55574000.0,,,135502000.0,225987000.0,,,,-323954000.0,28585000.0,150040000.0,4652513000.0,1987397000.0,694990000.0,343274000.0,1987397000.0,1987397000.0,2665116000.0,4652513000.0,1076397000.0,2321842000.0,,
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2012.0,FY,,2012-12-31,2014-02-28 14:47:08+00:00,268853000.0,163840000.0,63509000.0,-101042000.0,545853000.0,252213000.0,0.0,2582287000.0,,,,1042564000.0,201562000.0,2397528000.0,127819000.0,3915738000.0,,,,57547000.0,149344000.0,,,208022000.0,245725000.0,,84178000.0,,-131128000.0,67366000.0,166492000.0,6135797000.0,2313441000.0,640092000.0,549072000.0,2313441000.0,2313441000.0,3738178000.0,6135797000.0,1579967000.0,3189106000.0,0.0,-36676000.0
Equinix Inc,EQIX,549300EVUN2BTLJ3GT74,1101239,2012.0,Q3,,2012-09-30,2012-11-05 21:34:31+00:00,244712000.0,181973000.0,141025000.0,-113642000.0,487868000.0,239687000.0,0.0,2539284000.0,,70304000.0,,1043284000.0,200648000.0,2404476000.0,115362000.0,3791063000.0,,,,69748000.0,69488000.0,68991000.0,22745000.0,115427000.0,174327000.0,,78191000.0,,-155287000.0,64185000.0,164787000.0,5990970000.0,2233649000.0,725186000.0,612459000.0,2233649000.0,2233649000.0,3679130000.0,5990970000.0,1474721000.0,3066671000.0,,-36706000.0
