company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,explorationexpense,impairmentexpense,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,othergains,otherincome,otherspecialcharges,preferreddividends,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 14:53:37+00:00,6.45,6.45,0.94,2379000000.0,6.42,364000000.0,58000000.0,3507000000.0,,5475000000.0,5153000000.0,322000000.0,5400000000.0,75000000.0,6454000000.0,19139000000.0,414000000.0,82000000.0,,-767000000.0,,,1320000000.0,6868000000.0,12271000000.0,339000000.0,,3354000000.0,8917000000.0,-339000000.0,8578000000.0,19139000000.0,837200000.0,837200000.0,841100000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2008.0,FY,2008-01-01,2008-12-31,2011-02-24 13:52:43+00:00,8.37,8.37,1.21,2396000000.0,8.34,308000000.0,171000000.0,4877000000.0,,6973000000.0,7299000000.0,-326000000.0,6857000000.0,116000000.0,7162000000.0,23713000000.0,577000000.0,213000000.0,,1000000.0,,,1247000000.0,7739000000.0,15974000000.0,124000000.0,236000000.0,4123000000.0,11851000000.0,112000000.0,11963000000.0,23713000000.0,817600000.0,817600000.0,817600000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2008.0,Q3,2008-07-01,2008-09-30,2009-11-02 13:35:37+00:00,2.78,2.78,0.32,,2.77,61000000.0,,1546000000.0,,2309000000.0,2310000000.0,-1000000.0,2271000000.0,38000000.0,2780000000.0,7119000000.0,162000000.0,57000000.0,,-2000000.0,,,295000000.0,2942000000.0,4177000000.0,24000000.0,,354000000.0,3823000000.0,-24000000.0,3799000000.0,7119000000.0,816900000.0,816900000.0,819900000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2008.0,Q2,2008-04-01,2008-06-30,2009-08-06 13:31:38+00:00,2.79,2.79,0.32,,2.78,58000000.0,,1671000000.0,,2334000000.0,2337000000.0,-3000000.0,2297000000.0,37000000.0,2610000000.0,7189000000.0,171000000.0,65000000.0,,-5000000.0,,,380000000.0,2781000000.0,4408000000.0,32000000.0,,433000000.0,3975000000.0,-32000000.0,3943000000.0,7189000000.0,823300000.0,823300000.0,826300000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,FY,2009-01-01,2009-12-31,2012-02-23 13:40:17+00:00,3.59,3.59,1.31,2687000000.0,3.58,254000000.0,,2063000000.0,,2966000000.0,3202000000.0,-236000000.0,2915000000.0,51000000.0,5105000000.0,14814000000.0,425000000.0,227000000.0,,10000000.0,,,1300000000.0,5530000000.0,9284000000.0,133000000.0,118000000.0,4251000000.0,5033000000.0,-15000000.0,5038000000.0,14814000000.0,811300000.0,811300000.0,811300000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 13:19:16+00:00,1.14,1.14,0.33,,1.14,56000000.0,0.0,549000000.0,,941000000.0,943000000.0,-2000000.0,927000000.0,14000000.0,2130000000.0,4126000000.0,105000000.0,66000000.0,,10000000.0,,,359000000.0,2235000000.0,1891000000.0,40000000.0,,425000000.0,1466000000.0,-40000000.0,1426000000.0,4126000000.0,813200000.0,813200000.0,813200000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q3YTD,2009-01-01,2009-09-30,,2.43,2.43,0.98,,2.43,168000000.0,,1245000000.0,,2012000000.0,2019000000.0,-7000000.0,1977000000.0,35000000.0,6253000000.0,10944000000.0,320000000.0,154000000.0,,3000000.0,,,991000000.0,6573000000.0,4371000000.0,99000000.0,,1162000000.0,3209000000.0,-99000000.0,3110000000.0,10944000000.0,813200000.0,813200000.0,813200000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 13:24:44+00:00,0.84,0.84,0.33,,0.84,54000000.0,0.0,455000000.0,,694000000.0,696000000.0,-2000000.0,682000000.0,12000000.0,2059000000.0,3715000000.0,110000000.0,46000000.0,,-7000000.0,,,362000000.0,2169000000.0,1546000000.0,32000000.0,,409000000.0,1137000000.0,-32000000.0,1105000000.0,3715000000.0,811900000.0,811900000.0,811900000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.29,1.29,0.65,,1.29,112000000.0,,696000000.0,,1071000000.0,1076000000.0,-5000000.0,1050000000.0,21000000.0,4123000000.0,6818000000.0,215000000.0,88000000.0,,-7000000.0,,,632000000.0,4338000000.0,2480000000.0,59000000.0,,737000000.0,1743000000.0,-59000000.0,1684000000.0,6818000000.0,811900000.0,811900000.0,811900000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 09:46:42+00:00,0.45,0.45,0.32,,0.45,58000000.0,0.0,241000000.0,,377000000.0,380000000.0,-3000000.0,368000000.0,9000000.0,2064000000.0,3103000000.0,105000000.0,42000000.0,,0.0,,,270000000.0,2169000000.0,934000000.0,27000000.0,,328000000.0,606000000.0,-27000000.0,579000000.0,3103000000.0,817800000.0,817800000.0,817800000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,Q4,2010-10-01,2010-12-31,,1.49,1.49,0.38,3153000000.0,1.48,54000000.0,275000000.0,618000000.0,,1226000000.0,1206000000.0,20000000.0,1212000000.0,14000000.0,-776000000.0,4975000000.0,128000000.0,84000000.0,,1000000.0,,,488000000.0,-648000000.0,5623000000.0,24000000.0,112000000.0,3971000000.0,1652000000.0,88000000.0,1740000000.0,4975000000.0,812500000.0,812500000.0,812500000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 14:26:18+00:00,5.57,5.57,1.47,3153000000.0,5.56,262000000.0,275000000.0,2995000000.0,,4602000000.0,4641000000.0,-39000000.0,4530000000.0,72000000.0,6112000000.0,19045000000.0,484000000.0,277000000.0,,,,,1396000000.0,6596000000.0,12449000000.0,116000000.0,112000000.0,5086000000.0,7363000000.0,-4000000.0,7359000000.0,19045000000.0,812500000.0,812500000.0,812500000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,Q3,2010-07-01,2010-09-30,2011-11-03 13:27:12+00:00,1.46,1.46,0.38,,1.46,83000000.0,0.0,822000000.0,,1213000000.0,1225000000.0,-12000000.0,1191000000.0,22000000.0,2323000000.0,4790000000.0,110000000.0,69000000.0,,-6000000.0,,,277000000.0,2433000000.0,2357000000.0,25000000.0,,354000000.0,2003000000.0,-25000000.0,1978000000.0,4790000000.0,815800000.0,815800000.0,815800000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,Q3YTD,2010-01-01,2010-09-30,,4.08,4.08,1.09,,4.08,208000000.0,,2377000000.0,,3376000000.0,3435000000.0,-59000000.0,3318000000.0,58000000.0,6888000000.0,14070000000.0,356000000.0,193000000.0,,-1000000.0,,,908000000.0,7244000000.0,6826000000.0,92000000.0,,1115000000.0,5711000000.0,-92000000.0,5619000000.0,14070000000.0,815800000.0,815800000.0,815800000.0
