company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,accumulateddepreciation,aoci,assetretirementandlitigationobligation,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredtaxliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,notereceivable,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingliabilities,prepaidexpenses,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2008.0,FY,,2008-12-31,2010-02-25 14:53:37+00:00,3306000000.0,3117000000.0,1861000000.0,16462000000.0,-552000000.0,,,1777000000.0,0.0,7289000000.0,158000000.0,,48728000000.0,,2049000000.0,1263000000.0,958000000.0,32266000000.0,25000000.0,2660000000.0,,836000000.0,1012000000.0,,,,111000000.0,,3217000000.0,152000000.0,308000000.0,,24684000000.0,698000000.0,41537000000.0,27300000000.0,7172000000.0,6134000000.0,27300000000.0,27325000000.0,14212000000.0,41537000000.0,2099000000.0,8078000000.0,,-4121000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,FY,,2009-12-31,2011-02-24 13:52:43+00:00,3282000000.0,4092000000.0,2291000000.0,17674000000.0,-596000000.0,,,1224000000.0,,7304000000.0,24000000.0,,48811000000.0,,2557000000.0,1732000000.0,998000000.0,31137000000.0,78000000.0,2800000000.0,,753000000.0,1075000000.0,,,2792000000.0,655000000.0,,3086000000.0,136000000.0,426000000.0,,26534000000.0,239000000.0,44229000000.0,29081000000.0,10607000000.0,6491000000.0,29081000000.0,29159000000.0,15070000000.0,44229000000.0,2485000000.0,8579000000.0,,-4161000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q3,,2009-09-30,2009-11-02 13:35:37+00:00,2999000000.0,3330000000.0,1682000000.0,,-565000000.0,,,1608000000.0,,7309000000.0,79000000.0,,,,2556000000.0,1450000000.0,1132000000.0,32905000000.0,62000000.0,2813000000.0,,859000000.0,622000000.0,,,,107000000.0,,3079000000.0,140000000.0,308000000.0,,25864000000.0,239000000.0,42214000000.0,28458000000.0,7000000000.0,5106000000.0,28458000000.0,28520000000.0,13694000000.0,42214000000.0,2309000000.0,8588000000.0,,-4150000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2009.0,Q2,,2009-06-30,2009-08-06 13:31:38+00:00,2574000000.0,2776000000.0,1700000000.0,,-590000000.0,,,1755000000.0,,7340000000.0,110000000.0,,,,2567000000.0,1350000000.0,1069000000.0,32909000000.0,61000000.0,2714000000.0,,918000000.0,749000000.0,,,,109000000.0,,3111000000.0,145000000.0,309000000.0,,25206000000.0,918000000.0,41835000000.0,27826000000.0,6658000000.0,5411000000.0,27826000000.0,27887000000.0,13948000000.0,41835000000.0,2268000000.0,8537000000.0,,-4130000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,FY,,2010-12-31,2012-02-23 13:40:17+00:00,4646000000.0,5032000000.0,2397000000.0,20421000000.0,-524000000.0,,,2578000000.0,0.0,7368000000.0,170000000.0,,56957000000.0,,5111000000.0,2039000000.0,1041000000.0,36536000000.0,,3445000000.0,,798000000.0,900000000.0,,,2861000000.0,612000000.0,,3452000000.0,115000000.0,647000000.0,,29868000000.0,,52432000000.0,32484000000.0,13059000000.0,7825000000.0,32484000000.0,32484000000.0,19948000000.0,52432000000.0,2837000000.0,12123000000.0,,-4228000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,Q3,,2010-09-30,2010-11-04 13:19:16+00:00,3832000000.0,4367000000.0,2162000000.0,,-443000000.0,,,2109000000.0,0.0,7359000000.0,203000000.0,,0.0,,2512000000.0,1777000000.0,1127000000.0,35974000000.0,136000000.0,3450000000.0,,830000000.0,899000000.0,,,,101000000.0,,3279000000.0,120000000.0,420000000.0,,28964000000.0,0.0,47503000000.0,31708000000.0,8922000000.0,6298000000.0,31708000000.0,31844000000.0,15659000000.0,47503000000.0,2607000000.0,9361000000.0,,-4172000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,Q2,,2010-06-30,2010-08-05 13:24:44+00:00,3952000000.0,4335000000.0,1923000000.0,,-483000000.0,,,2322000000.0,0.0,7370000000.0,72000000.0,,0.0,,2511000000.0,1786000000.0,1220000000.0,34514000000.0,114000000.0,3321000000.0,,770000000.0,872000000.0,,,,103000000.0,,3327000000.0,126000000.0,440000000.0,,28083000000.0,12000000.0,46259000000.0,30798000000.0,9189000000.0,6062000000.0,30798000000.0,30912000000.0,15347000000.0,46259000000.0,2556000000.0,9285000000.0,,-4172000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2010.0,Q1,,2010-03-31,2010-05-06 09:46:42+00:00,4071000000.0,4616000000.0,1958000000.0,,-548000000.0,,,1895000000.0,0.0,7315000000.0,223000000.0,,0.0,,2511000000.0,1776000000.0,1066000000.0,33864000000.0,102000000.0,3236000000.0,,803000000.0,1077000000.0,,,,105000000.0,,3176000000.0,131000000.0,434000000.0,,27329000000.0,83000000.0,45531000000.0,29935000000.0,9088000000.0,6440000000.0,29935000000.0,30037000000.0,15494000000.0,45531000000.0,2579000000.0,9054000000.0,,-4161000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2011.0,FY,,2011-12-31,2013-02-26 14:26:18+00:00,5304000000.0,5395000000.0,2533000000.0,23687000000.0,-483000000.0,,,3781000000.0,0.0,7463000000.0,110000000.0,,69371000000.0,,5871000000.0,2072000000.0,1069000000.0,45684000000.0,,4846000000.0,,746000000.0,,1297000000.0,,,,,3760000000.0,,,,35142000000.0,,60044000000.0,37620000000.0,11542000000.0,7947000000.0,37620000000.0,37620000000.0,22424000000.0,60044000000.0,2818000000.0,14477000000.0,,-4502000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2012.0,FY,,2012-12-31,2014-03-03 14:00:57+00:00,4708000000.0,4916000000.0,1966000000.0,28032000000.0,-502000000.0,,,1592000000.0,0.0,7619000000.0,16000000.0,,80096000000.0,,7023000000.0,1894000000.0,1344000000.0,52064000000.0,32000000.0,6039000000.0,,760000000.0,,1640000000.0,,,,,3810000000.0,,,,37990000000.0,600000000.0,64210000000.0,40016000000.0,9492000000.0,7290000000.0,40016000000.0,40048000000.0,24162000000.0,64210000000.0,2654000000.0,16872000000.0,,-5091000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2012.0,Q1,,2012-03-31,2012-05-02 18:45:48+00:00,5522000000.0,5712000000.0,2328000000.0,,-488000000.0,,,3760000000.0,0.0,7490000000.0,248000000.0,,0.0,,5873000000.0,1965000000.0,1250000000.0,46903000000.0,-38747000000.0,5203000000.0,,767000000.0,874000000.0,,,0.0,0.0,,3701000000.0,0.0,391000000.0,,36262000000.0,0.0,61622000000.0,38747000000.0,11987000000.0,8098000000.0,38747000000.0,0.0,22875000000.0,22875000000.0,2732000000.0,14777000000.0,,-4517000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2013.0,FY,,2013-12-31,2015-02-23 16:23:58+00:00,5520000000.0,5674000000.0,2556000000.0,33231000000.0,-303000000.0,,,3393000000.0,0.0,7693000000.0,358000000.0,,89052000000.0,,6939000000.0,1459000000.0,1200000000.0,55821000000.0,246000000.0,7197000000.0,,840000000.0,,1056000000.0,,,,,3501000000.0,,,,41831000000.0,,69443000000.0,43126000000.0,11323000000.0,8434000000.0,43126000000.0,43372000000.0,26071000000.0,69443000000.0,2299000000.0,17637000000.0,,-6095000000.0
Occidental Petroleum Corp,OXY,IM7X0T3ECJW4C1T7ON55,797468,2013.0,Q3,,2013-09-30,2013-10-30 13:17:11+00:00,5671000000.0,5653000000.0,2488000000.0,,-448000000.0,,,3771000000.0,0.0,7686000000.0,83000000.0,,0.0,,6961000000.0,1713000000.0,1328000000.0,55027000000.0,178000000.0,7048000000.0,,759000000.0,,1186000000.0,,,,0.0,3618000000.0,,,,40700000000.0,600000000.0,69437000000.0,42790000000.0,11938000000.0,8842000000.0,42790000000.0,42968000000.0,26469000000.0,69437000000.0,2472000000.0,17627000000.0,,-5148000000.0
