company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,retainedearnings,shorttermdebt,shortterminvestments,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2008.0,FY,,2008-12-31,2010-02-26 08:02:44+00:00,13814000000.0,11703000000.0,129059000000.0,-13372000000.0,9782000000.0,,40588000000.0,6035000000.0,215605000000.0,67173000000.0,46959000000.0,8174000000.0,2092000000.0,86546000000.0,37199000000.0,11769000000.0,32512000000.0,1989000000.0,7099000000.0,,,79000000.0,8349000000.0,6301000000.0,,,,19250000000.0,4993000000.0,509000000.0,202352000000.0,41706000000.0,26075000000.0,25906000000.0,41706000000.0,78905000000.0,123447000000.0,202352000000.0,89731000000.0,97541000000.0,0.0,-4839000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,FY,,2009-12-31,2011-02-28 14:32:38+00:00,15223000000.0,12573000000.0,137758000000.0,-1372000000.0,2009000000.0,,40405000000.0,22472000000.0,229743000000.0,78831000000.0,55051000000.0,3118000000.0,1426000000.0,91985000000.0,42761000000.0,19190000000.0,32622000000.0,5247000000.0,6708000000.0,,,89000000.0,8756000000.0,6765000000.0,,,,7260000000.0,7205000000.0,490000000.0,226907000000.0,41382000000.0,21745000000.0,29136000000.0,41382000000.0,84143000000.0,142764000000.0,226907000000.0,113177000000.0,113628000000.0,0.0,-5000000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q3,,2009-09-30,2009-10-29 16:44:39+00:00,14643000000.0,12489000000.0,135636000000.0,-12058000000.0,1216000000.0,,40397000000.0,22190000000.0,226470000000.0,78847000000.0,57374000000.0,3808000000.0,2554000000.0,90834000000.0,41396000000.0,18652000000.0,31881000000.0,5290000000.0,7219000000.0,,,90000000.0,8702000000.0,6610000000.0,,,,19591000000.0,5443000000.0,474000000.0,226404000000.0,43186000000.0,22023000000.0,27305000000.0,43186000000.0,84582000000.0,141822000000.0,226404000000.0,113547000000.0,114517000000.0,0.0,-4834000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q2,,2009-06-30,2009-07-30 16:50:57+00:00,14685000000.0,12170000000.0,133848000000.0,-12742000000.0,820000000.0,,40399000000.0,22189000000.0,224150000000.0,78940000000.0,59469000000.0,3513000000.0,2775000000.0,90302000000.0,40149000000.0,17737000000.0,32162000000.0,5339000000.0,6243000000.0,,,86000000.0,8591000000.0,6442000000.0,,,,19765000000.0,5440000000.0,360000000.0,224999000000.0,42672000000.0,21464000000.0,26368000000.0,42672000000.0,82821000000.0,142178000000.0,224999000000.0,113233000000.0,115810000000.0,0.0,-4836000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,FY,,2010-12-31,2012-02-24 15:10:22+00:00,15702000000.0,11781000000.0,123944000000.0,1049000000.0,6668000000.0,,38219000000.0,21988000000.0,211655000000.0,78826000000.0,45252000000.0,3497000000.0,1131000000.0,87711000000.0,48343000000.0,22818000000.0,28164000000.0,2223000000.0,7353000000.0,,,200000000.0,5635000000.0,6262000000.0,,,,4368000000.0,7542000000.0,545000000.0,220005000000.0,38569000000.0,22348000000.0,30597000000.0,38569000000.0,86912000000.0,133093000000.0,220005000000.0,109946000000.0,102496000000.0,0.0,-5267000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q3,,2010-09-30,2010-10-28 15:59:47+00:00,16092000000.0,11973000000.0,130429000000.0,-9835000000.0,5394000000.0,,38218000000.0,21933000000.0,217859000000.0,78634000000.0,47360000000.0,3832000000.0,1010000000.0,87430000000.0,46707000000.0,21772000000.0,31915000000.0,2383000000.0,6865000000.0,,,189000000.0,7682000000.0,6414000000.0,,,,14621000000.0,5810000000.0,581000000.0,220852000000.0,37917000000.0,21341000000.0,28767000000.0,37917000000.0,84624000000.0,136228000000.0,220852000000.0,112081000000.0,107461000000.0,0.0,-5276000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2,,2010-06-30,2010-07-29 15:37:41+00:00,16905000000.0,12058000000.0,142626000000.0,-11140000000.0,4761000000.0,,40405000000.0,22467000000.0,234727000000.0,78759000000.0,49594000000.0,3797000000.0,985000000.0,92101000000.0,45219000000.0,21324000000.0,32435000000.0,2793000000.0,7055000000.0,,,149000000.0,8066000000.0,6591000000.0,,,,15117000000.0,7874000000.0,464000000.0,226251000000.0,39254000000.0,21061000000.0,31834000000.0,39254000000.0,84473000000.0,141778000000.0,226251000000.0,113089000000.0,109944000000.0,0.0,-5277000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q1,,2010-03-31,2010-04-28 13:27:26+00:00,14569000000.0,11969000000.0,139937000000.0,-11442000000.0,3037000000.0,,40405000000.0,22472000000.0,231771000000.0,78766000000.0,54424000000.0,3685000000.0,1113000000.0,91834000000.0,44190000000.0,21665000000.0,31770000000.0,5766000000.0,6365000000.0,,,118000000.0,8185000000.0,6773000000.0,,,,16658000000.0,7129000000.0,520000000.0,227347000000.0,40462000000.0,22405000000.0,28063000000.0,40462000000.0,84652000000.0,142695000000.0,227347000000.0,113108000000.0,114632000000.0,0.0,-5277000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,FY,,2011-12-31,2013-02-26 10:36:58+00:00,14689000000.0,11776000000.0,127192000000.0,1269000000.0,13362000000.0,,38216000000.0,23357000000.0,215626000000.0,79128000000.0,50303000000.0,3448000000.0,940000000.0,88434000000.0,49938000000.0,25060000000.0,32957000000.0,4269000000.0,11223000000.0,,,308000000.0,5155000000.0,5472000000.0,,,,1179000000.0,4849000000.0,592000000.0,230461000000.0,35970000000.0,30939000000.0,30761000000.0,35970000000.0,85908000000.0,144553000000.0,230461000000.0,111088000000.0,113792000000.0,0.0,-5002000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q3,,2011-09-30,2011-10-25 17:00:42+00:00,14486000000.0,11648000000.0,125955000000.0,1037000000.0,10324000000.0,,38209000000.0,23541000000.0,214798000000.0,79118000000.0,46285000000.0,3461000000.0,1153000000.0,88843000000.0,48464000000.0,26412000000.0,27705000000.0,4111000000.0,11520000000.0,,,298000000.0,5299000000.0,5479000000.0,,,,4619000000.0,8630000000.0,534000000.0,228032000000.0,39051000000.0,27770000000.0,34636000000.0,39051000000.0,87515000000.0,140517000000.0,228032000000.0,111419000000.0,105881000000.0,0.0,-5112000000.0
