company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,depreciationexpense,divestitures,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromdiscontinuedfinancingactivities,netcashfromdiscontinuedinvestingactivities,netcashfromdiscontinuedoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2YTD,2010-01-01,2010-06-30,2010-07-29 15:37:41+00:00,-538000000.0,8297000000.0,2594000000.0,1774000000.0,,0.0,-8512000000.0,-5609000000.0,16873000000.0,,,,-8512000000.0,-5609000000.0,16873000000.0,2752000000.0,3831000000.0,3831000000.0,2971000000.0,,37000000.0,-2690000000.0,-17000000.0,-7685000000.0,-5822000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2TTM,2009-07-01,2010-06-30,,-1129000000.0,16712000000.0,2594000000.0,2958000000.0,,,-14698000000.0,-15487000000.0,34126000000.0,,,,-14698000000.0,-15487000000.0,34126000000.0,3941000000.0,9062000000.0,9062000000.0,5394000000.0,,-437000000.0,-5347000000.0,-17000000.0,-16463000000.0,-9351000000.0,,-35000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2,2010-04-01,2010-06-30,,-264000000.0,4176000000.0,2594000000.0,1980000000.0,,,-6079000000.0,-1953000000.0,9756000000.0,,,,-6079000000.0,-1953000000.0,9756000000.0,1724000000.0,1547000000.0,1547000000.0,2053000000.0,,-77000000.0,-1343000000.0,23000000.0,-4229000000.0,-4736000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q1,2010-01-01,2010-03-31,2010-04-28 13:27:26+00:00,-274000000.0,4121000000.0,,-206000000.0,,0.0,-2433000000.0,-3656000000.0,7117000000.0,,,,-2433000000.0,-3656000000.0,7117000000.0,1028000000.0,2284000000.0,2284000000.0,918000000.0,,114000000.0,-1347000000.0,-40000000.0,-3456000000.0,-1086000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q1TTM,2009-04-01,2010-03-31,,-1114000000.0,16627000000.0,,-251000000.0,,-2920000000.0,-14774000000.0,-18053000000.0,31885000000.0,,,,-14774000000.0,-18053000000.0,31885000000.0,-942000000.0,10675000000.0,10675000000.0,4834000000.0,,-282000000.0,-5311000000.0,-40000000.0,-16621000000.0,-6543000000.0,,4000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q4,2011-10-01,2011-12-31,,-221000000.0,4180000000.0,,-1904000000.0,241000000.0,11171000000.0,-1392000000.0,-3838000000.0,8268000000.0,,,,-1392000000.0,-3838000000.0,8268000000.0,3038000000.0,-212000000.0,-212000000.0,6204000000.0,-6649000000.0,32000000.0,-1416000000.0,,-3641000000.0,-4739000000.0,,-8000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:47:50+00:00,-221000000.0,16496000000.0,,-5402000000.0,241000000.0,12988000000.0,-5836000000.0,-17250000000.0,29780000000.0,,,,-5836000000.0,-17250000000.0,29780000000.0,6694000000.0,10198000000.0,10198000000.0,8488000000.0,,977000000.0,-5555000000.0,,-18041000000.0,-13510000000.0,,35000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-25 17:00:42+00:00,,12316000000.0,,-3498000000.0,,1817000000.0,-4444000000.0,-13412000000.0,21512000000.0,,,,-4444000000.0,-13412000000.0,21512000000.0,3656000000.0,10410000000.0,10410000000.0,2284000000.0,6649000000.0,945000000.0,-4139000000.0,,-14400000000.0,-8771000000.0,,43000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q3TTM,2010-10-01,2011-09-30,,241000000.0,16402000000.0,2594000000.0,-3223000000.0,,1817000000.0,-6425000000.0,-18307000000.0,29662000000.0,,,,-6425000000.0,-18307000000.0,29662000000.0,4930000000.0,13876000000.0,13876000000.0,2607000000.0,6649000000.0,-1549000000.0,-5517000000.0,31000000.0,-19667000000.0,-9374000000.0,,43000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q3,2011-07-01,2011-09-30,,,4179000000.0,,-256000000.0,,805000000.0,-1096000000.0,-3540000000.0,8720000000.0,,,,-1096000000.0,-3540000000.0,8720000000.0,4084000000.0,3542000000.0,3542000000.0,1255000000.0,87000000.0,278000000.0,-1380000000.0,,-3814000000.0,-608000000.0,,-4000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q2YTD,2011-01-01,2011-06-30,2011-07-28 17:04:52+00:00,,8137000000.0,,-3242000000.0,,1012000000.0,-3348000000.0,-9872000000.0,12792000000.0,,,,-3348000000.0,-9872000000.0,12792000000.0,-428000000.0,6868000000.0,6868000000.0,1029000000.0,6562000000.0,667000000.0,-2759000000.0,,-10586000000.0,-8163000000.0,,47000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q2TTM,2010-07-01,2011-06-30,,-248000000.0,16245000000.0,,-3511000000.0,,1012000000.0,-8486000000.0,-19317000000.0,29282000000.0,,,,-8486000000.0,-19317000000.0,29282000000.0,1479000000.0,13254000000.0,13254000000.0,3294000000.0,9645000000.0,881000000.0,-5481000000.0,14000000.0,-20011000000.0,-13662000000.0,,47000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q2,2011-04-01,2011-06-30,,,4113000000.0,,-432000000.0,,-1372000000.0,-10027000000.0,-5497000000.0,7757000000.0,,,,-10027000000.0,-5497000000.0,7757000000.0,-7767000000.0,3604000000.0,3604000000.0,472000000.0,52000000.0,599000000.0,-1380000000.0,,-6119000000.0,-7327000000.0,,23000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q1,2011-01-01,2011-03-31,2011-04-28 11:50:06+00:00,,4024000000.0,,-2810000000.0,,2384000000.0,6679000000.0,-4375000000.0,5035000000.0,,,,6679000000.0,-4375000000.0,5035000000.0,7339000000.0,3264000000.0,3264000000.0,557000000.0,6510000000.0,68000000.0,-1379000000.0,,-4467000000.0,-836000000.0,,24000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q1TTM,2010-04-01,2011-03-31,,-512000000.0,16308000000.0,2594000000.0,-1099000000.0,,2384000000.0,-4538000000.0,-15773000000.0,31281000000.0,,,,-4538000000.0,-15773000000.0,31281000000.0,10970000000.0,11197000000.0,11197000000.0,4875000000.0,9593000000.0,205000000.0,-5444000000.0,37000000.0,-18121000000.0,-11071000000.0,,24000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q4,2012-10-01,2012-12-31,,-482000000.0,4137000000.0,363000000.0,-3092000000.0,37000000.0,4114000000.0,-8272000000.0,-5077000000.0,6728000000.0,,,,-8272000000.0,-5077000000.0,6728000000.0,-6621000000.0,-1926000000.0,-1926000000.0,7609000000.0,4500000000.0,5000000.0,-9668000000.0,,-4935000000.0,-7255000000.0,,-28000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,FY,2012-01-01,2012-12-31,2015-02-23 13:10:04+00:00,-4298000000.0,16460000000.0,363000000.0,-4778000000.0,315000000.0,4489000000.0,-21253000000.0,-20502000000.0,31486000000.0,,,,-21253000000.0,-20502000000.0,31486000000.0,-10269000000.0,10557000000.0,10557000000.0,9247000000.0,,521000000.0,-13555000000.0,,-17088000000.0,-12502000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q3YTD,2012-01-01,2012-09-30,2012-10-25 16:57:14+00:00,-3816000000.0,12323000000.0,,-1686000000.0,278000000.0,375000000.0,-12981000000.0,-15425000000.0,24758000000.0,,,,-12981000000.0,-15425000000.0,24758000000.0,-3648000000.0,12483000000.0,12483000000.0,1638000000.0,-4500000000.0,516000000.0,-3887000000.0,,-12153000000.0,-5247000000.0,,28000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q3TTM,2011-10-01,2012-09-30,,-4037000000.0,16503000000.0,,-3590000000.0,519000000.0,11546000000.0,-14373000000.0,-19263000000.0,33026000000.0,,,,-14373000000.0,-19263000000.0,33026000000.0,-610000000.0,12271000000.0,12271000000.0,7842000000.0,-11149000000.0,548000000.0,-5303000000.0,,-15794000000.0,-9986000000.0,,20000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q3,2012-07-01,2012-09-30,,-3816000000.0,4167000000.0,,513000000.0,68000000.0,375000000.0,-1933000000.0,-7841000000.0,9487000000.0,,,,-1933000000.0,-7841000000.0,9487000000.0,-287000000.0,4292000000.0,4292000000.0,515000000.0,,449000000.0,-1300000000.0,,-4481000000.0,-1076000000.0,,7000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q2YTD,2012-01-01,2012-06-30,2012-07-30 16:47:39+00:00,,8156000000.0,,-2199000000.0,210000000.0,,-11048000000.0,-7584000000.0,15271000000.0,,,,-11048000000.0,-7584000000.0,15271000000.0,-3361000000.0,8191000000.0,8191000000.0,1123000000.0,-4500000000.0,67000000.0,-2587000000.0,,-7672000000.0,-4171000000.0,,21000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q2TTM,2011-07-01,2012-06-30,,-221000000.0,16515000000.0,,-4359000000.0,451000000.0,11976000000.0,-13536000000.0,-14962000000.0,32259000000.0,,,,-13536000000.0,-14962000000.0,32259000000.0,3761000000.0,11521000000.0,11521000000.0,8582000000.0,-11062000000.0,377000000.0,-5383000000.0,,-15127000000.0,-9518000000.0,,9000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q2,2012-04-01,2012-06-30,,,4128000000.0,,342000000.0,141000000.0,,-1311000000.0,-3911000000.0,9314000000.0,,,,-1311000000.0,-3911000000.0,9314000000.0,4092000000.0,4285000000.0,4285000000.0,559000000.0,,26000000.0,-1296000000.0,,-3942000000.0,-156000000.0,,5000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q1,2012-01-01,2012-03-31,2012-04-26 16:46:37+00:00,,4028000000.0,,-2541000000.0,69000000.0,,-9737000000.0,-3673000000.0,5957000000.0,,,,-9737000000.0,-3673000000.0,5957000000.0,-7453000000.0,3906000000.0,3906000000.0,564000000.0,-4500000000.0,41000000.0,-1291000000.0,,-3730000000.0,-4015000000.0,,16000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2012.0,Q1TTM,2011-04-01,2012-03-31,,-221000000.0,16500000000.0,,-5133000000.0,310000000.0,10604000000.0,-22252000000.0,-16548000000.0,30702000000.0,,,,-22252000000.0,-16548000000.0,30702000000.0,-8098000000.0,10840000000.0,10840000000.0,8495000000.0,-11010000000.0,950000000.0,-5467000000.0,,-17304000000.0,-16689000000.0,,27000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q4,2013-10-01,2013-12-31,,-150000000.0,4183000000.0,2111000000.0,3788000000.0,9000000.0,49166000000.0,-8803000000.0,-4810000000.0,10431000000.0,,,,-8803000000.0,-4810000000.0,10431000000.0,-3182000000.0,7916000000.0,7916000000.0,-5456000000.0,-45863000000.0,-1572000000.0,-4666000000.0,11000000.0,-5210000000.0,-7296000000.0,-153000000.0,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,FY,2013-01-01,2013-12-31,2015-02-23 13:10:04+00:00,-580000000.0,16606000000.0,2111000000.0,2826000000.0,85000000.0,49166000000.0,26450000000.0,-14833000000.0,38818000000.0,,,,26450000000.0,-14833000000.0,38818000000.0,50435000000.0,23547000000.0,23547000000.0,-4161000000.0,,734000000.0,-9086000000.0,,-17098000000.0,-13562000000.0,-153000000.0,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q3YTD,2013-01-01,2013-09-30,2013-10-24 16:34:32+00:00,-430000000.0,12423000000.0,,-962000000.0,76000000.0,,35253000000.0,-10023000000.0,28387000000.0,,,,35253000000.0,-10023000000.0,28387000000.0,53617000000.0,15631000000.0,15631000000.0,1295000000.0,45863000000.0,2306000000.0,-4420000000.0,-11000000.0,-11888000000.0,-6266000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q3TTM,2012-10-01,2013-09-30,,-912000000.0,16560000000.0,363000000.0,-4054000000.0,113000000.0,4114000000.0,26981000000.0,-15100000000.0,35115000000.0,,,,26981000000.0,-15100000000.0,35115000000.0,46996000000.0,13705000000.0,13705000000.0,8904000000.0,50363000000.0,2311000000.0,-14088000000.0,-11000000.0,-16823000000.0,-13521000000.0,,-28000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q3,2013-07-01,2013-09-30,,-166000000.0,4154000000.0,,978000000.0,2000000.0,,45871000000.0,-2188000000.0,11239000000.0,,,,45871000000.0,-2188000000.0,11239000000.0,54922000000.0,5578000000.0,5578000000.0,529000000.0,48667000000.0,2164000000.0,-1474000000.0,10000000.0,-4196000000.0,-1324000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q2YTD,2013-01-01,2013-06-30,2013-07-25 15:16:33+00:00,-264000000.0,8269000000.0,,-1940000000.0,74000000.0,,-10618000000.0,-7835000000.0,17148000000.0,,,,-10618000000.0,-7835000000.0,17148000000.0,-1305000000.0,10053000000.0,10053000000.0,766000000.0,-2804000000.0,142000000.0,-2946000000.0,-21000000.0,-7692000000.0,-4942000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q2TTM,2012-07-01,2013-06-30,,-4562000000.0,16573000000.0,363000000.0,-4519000000.0,179000000.0,4489000000.0,-20823000000.0,-20753000000.0,33363000000.0,,,,-20823000000.0,-20753000000.0,33363000000.0,-8213000000.0,12419000000.0,12419000000.0,8890000000.0,1696000000.0,596000000.0,-13914000000.0,-21000000.0,-17108000000.0,-13273000000.0,,-21000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q2,2013-04-01,2013-06-30,,-147000000.0,4151000000.0,,71000000.0,18000000.0,-581000000.0,-9068000000.0,-4236000000.0,9617000000.0,,,,-9068000000.0,-4236000000.0,9617000000.0,-3687000000.0,5198000000.0,5198000000.0,197000000.0,-3151000000.0,19000000.0,-1474000000.0,-21000000.0,-4069000000.0,-3880000000.0,,-18000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q1,2013-01-01,2013-03-31,2013-04-25 12:07:57+00:00,-117000000.0,4118000000.0,,-2011000000.0,56000000.0,581000000.0,-1550000000.0,-3599000000.0,7531000000.0,,,,-1550000000.0,-3599000000.0,7531000000.0,2382000000.0,4855000000.0,4855000000.0,569000000.0,347000000.0,123000000.0,-1472000000.0,,-3623000000.0,-1062000000.0,,18000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2013.0,Q1TTM,2012-04-01,2013-03-31,,-4415000000.0,16550000000.0,363000000.0,-4248000000.0,302000000.0,5070000000.0,-13066000000.0,-20428000000.0,33060000000.0,,,,-13066000000.0,-20428000000.0,33060000000.0,-434000000.0,11506000000.0,11506000000.0,9252000000.0,4847000000.0,603000000.0,-13736000000.0,,-16981000000.0,-9549000000.0,,2000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2014.0,FY,2014-01-01,2014-12-31,2017-02-21 15:21:12+00:00,-536000000.0,16533000000.0,2487000000.0,-5340000000.0,34000000.0,30967000000.0,-57705000000.0,-15856000000.0,30631000000.0,,,,-57705000000.0,-15856000000.0,30631000000.0,-42930000000.0,11956000000.0,11956000000.0,7482000000.0,,-616000000.0,-66689000000.0,,-17191000000.0,-22017000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2014.0,Q4,2014-10-01,2014-12-31,,-193000000.0,4068000000.0,,-2186000000.0,,9392000000.0,1332000000.0,-5426000000.0,7474000000.0,,,,1332000000.0,-5426000000.0,7474000000.0,3380000000.0,-2148000000.0,-2148000000.0,7740000000.0,,-846000000.0,-2150000000.0,,-4387000000.0,-5910000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2014.0,Q3YTD,2014-01-01,2014-09-30,2015-10-27 14:55:42+00:00,-343000000.0,12465000000.0,2487000000.0,-3154000000.0,34000000.0,21575000000.0,-59037000000.0,-10430000000.0,23157000000.0,,,,-59037000000.0,-10430000000.0,23157000000.0,-46310000000.0,14104000000.0,14104000000.0,-258000000.0,,230000000.0,-64539000000.0,,-12804000000.0,-16107000000.0,,
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2014.0,Q3TTM,2013-10-01,2014-09-30,,-493000000.0,16648000000.0,4598000000.0,634000000.0,43000000.0,70741000000.0,-67840000000.0,-15240000000.0,33588000000.0,,,,-67840000000.0,-15240000000.0,33588000000.0,-49492000000.0,22020000000.0,22020000000.0,-5714000000.0,-45863000000.0,-1342000000.0,-69205000000.0,11000000.0,-18014000000.0,-23403000000.0,-153000000.0,
