company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,extraordinaryincome,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2007.0,FY,2007-01-01,2007-12-31,2010-02-26 08:02:44+00:00,1.91,1.91,1.67,14377000000.0,1.9,-131000000.0,,3982000000.0,10574000000.0,10563000000.0,142000000.0,5521000000.0,5053000000.0,37547000000.0,93469000000.0,211000000.0,25967000000.0,37547000000.0,55922000000.0,1829000000.0,585000000.0,40344000000.0,15578000000.0,-1033000000.0,14545000000.0,93469000000.0,2890600000.0,2898000000.0,2902000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 14:32:38+00:00,2.26,-0.77,1.78,14610000000.0,-0.77,,,-2319000000.0,3962000000.0,3962000000.0,,-2193000000.0,6155000000.0,38615000000.0,97354000000.0,283000000.0,41517000000.0,38615000000.0,58739000000.0,1819000000.0,567000000.0,56127000000.0,2612000000.0,-969000000.0,1643000000.0,97354000000.0,-970400000.0,2849000000.0,2849000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2008.0,Q3,2008-07-01,2008-09-30,2009-10-29 16:44:39+00:00,,0.59,0.46,3652000000.0,0.59,,,850000000.0,3199000000.0,3199000000.0,,1669000000.0,1530000000.0,10048000000.0,24752000000.0,105000000.0,6879000000.0,10048000000.0,14704000000.0,440000000.0,211000000.0,10531000000.0,4173000000.0,-124000000.0,4049000000.0,24752000000.0,,2844000000.0,2845000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2008.0,Q2,2008-04-01,2008-06-30,2009-07-30 16:50:57+00:00,0.66,0.66,0.43,3584000000.0,0.66,,,981000000.0,3404000000.0,3404000000.0,,1882000000.0,1522000000.0,9466000000.0,24124000000.0,92000000.0,6528000000.0,9466000000.0,14658000000.0,403000000.0,150000000.0,10112000000.0,4546000000.0,-161000000.0,4385000000.0,24124000000.0,2851500000.0,2850000000.0,2851000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,FY,2009-01-01,2009-12-31,2012-02-24 15:10:22+00:00,1.72,1.72,1.87,16534000000.0,1.72,,,1919000000.0,11601000000.0,11601000000.0,,4894000000.0,6707000000.0,44579000000.0,107808000000.0,91000000.0,30717000000.0,44579000000.0,63229000000.0,3102000000.0,553000000.0,47251000000.0,15978000000.0,-2458000000.0,13520000000.0,107808000000.0,2845300000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q4,2009-10-01,2009-12-31,,0.21,0.21,0.48,4243000000.0,0.21,,,-5000000.0,2344000000.0,2344000000.0,,590000000.0,1754000000.0,12794000000.0,27091000000.0,14000000.0,7174000000.0,12794000000.0,14297000000.0,686000000.0,131000000.0,11417000000.0,2880000000.0,-541000000.0,2339000000.0,27091000000.0,2845300000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q3YTD,2009-01-01,2009-09-30,,1.51,1.51,1.4,12291000000.0,1.51,,,1924000000.0,9257000000.0,9257000000.0,,4304000000.0,4953000000.0,31785000000.0,80717000000.0,77000000.0,23543000000.0,31785000000.0,48932000000.0,2416000000.0,422000000.0,35834000000.0,13098000000.0,-1917000000.0,11181000000.0,80717000000.0,2868300000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q3,2009-07-01,2009-09-30,2010-10-28 15:59:47+00:00,0.41,0.41,0.475,4172000000.0,0.41,,,574000000.0,2887000000.0,2887000000.0,,1176000000.0,1711000000.0,10996000000.0,27265000000.0,13000000.0,8111000000.0,10996000000.0,16269000000.0,704000000.0,166000000.0,12283000000.0,3986000000.0,-525000000.0,3461000000.0,27265000000.0,2868300000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q2YTD,2009-01-01,2009-06-30,,1.1,1.1,0.92,8119000000.0,1.1,,,1350000000.0,6370000000.0,6370000000.0,,3128000000.0,3242000000.0,20789000000.0,53452000000.0,64000000.0,15432000000.0,20789000000.0,32663000000.0,1712000000.0,256000000.0,23551000000.0,9112000000.0,-1392000000.0,7720000000.0,53452000000.0,2851900000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q2,2009-04-01,2009-06-30,2010-07-29 15:37:41+00:00,0.52,0.52,0.46,4091000000.0,0.52,,,610000000.0,3160000000.0,3160000000.0,,1483000000.0,1677000000.0,10481000000.0,26861000000.0,11000000.0,7871000000.0,10481000000.0,16380000000.0,787000000.0,128000000.0,11962000000.0,4418000000.0,-648000000.0,3770000000.0,26861000000.0,2851900000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2009.0,Q1,2009-01-01,2009-03-31,2010-04-28 13:27:26+00:00,0.58,0.58,0.46,4028000000.0,0.58,,,740000000.0,3210000000.0,3210000000.0,,1645000000.0,1565000000.0,10308000000.0,26591000000.0,53000000.0,7561000000.0,10308000000.0,16283000000.0,925000000.0,128000000.0,11589000000.0,4694000000.0,-744000000.0,3950000000.0,26591000000.0,2836200000.0,2841000000.0,2841000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q4,2010-10-01,2010-12-31,,0.93,0.93,0.49,4083000000.0,0.93,,,1352000000.0,4648000000.0,4648000000.0,,2639000000.0,2009000000.0,10610000000.0,26395000000.0,43000000.0,5291000000.0,10610000000.0,15785000000.0,567000000.0,113000000.0,9374000000.0,6411000000.0,-411000000.0,6000000000.0,26395000000.0,2832200000.0,2830000000.0,2833000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,FY,2010-01-01,2010-12-31,2013-02-26 10:36:58+00:00,0.9,0.9,1.925,16405000000.0,0.9,,,2467000000.0,10217000000.0,10217000000.0,,2549000000.0,7668000000.0,44149000000.0,106565000000.0,54000000.0,31366000000.0,44149000000.0,62416000000.0,2523000000.0,508000000.0,47771000000.0,14645000000.0,-1961000000.0,12684000000.0,106565000000.0,2832200000.0,2830000000.0,2833000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q3YTD,2010-01-01,2010-09-30,,-0.03,-0.03,1.44,12322000000.0,-0.03,,,1115000000.0,5569000000.0,5569000000.0,,-90000000.0,5659000000.0,33539000000.0,80170000000.0,11000000.0,26075000000.0,33539000000.0,46631000000.0,1956000000.0,395000000.0,38397000000.0,8234000000.0,-1550000000.0,6684000000.0,80170000000.0,2865200000.0,2829000000.0,2830000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.18,0.18,1.91,16565000000.0,0.18,,,1110000000.0,7913000000.0,7913000000.0,,500000000.0,7413000000.0,46333000000.0,107261000000.0,25000000.0,33249000000.0,46333000000.0,60928000000.0,2642000000.0,526000000.0,49814000000.0,11114000000.0,-2091000000.0,9023000000.0,107261000000.0,2865200000.0,2829000000.0,2830000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q3,2010-07-01,2010-09-30,2011-10-25 17:00:42+00:00,0.23,0.23,0.4875,4023000000.0,0.23,,,178000000.0,2698000000.0,2698000000.0,,659000000.0,2039000000.0,10671000000.0,26484000000.0,-51000000.0,8407000000.0,10671000000.0,15813000000.0,597000000.0,141000000.0,12430000000.0,3383000000.0,-507000000.0,2876000000.0,26484000000.0,2865200000.0,2829000000.0,2830000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2YTD,2010-01-01,2010-06-30,,-0.26,-0.26,0.95,8299000000.0,-0.26,,,937000000.0,2871000000.0,2871000000.0,,-749000000.0,3620000000.0,22868000000.0,53686000000.0,62000000.0,17668000000.0,22868000000.0,30818000000.0,1359000000.0,254000000.0,25967000000.0,4851000000.0,-1043000000.0,3808000000.0,53686000000.0,2838100000.0,2827000000.0,2827000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.36,0.36,1.9,16714000000.0,0.36,,,1506000000.0,8102000000.0,8102000000.0,,1017000000.0,7085000000.0,46658000000.0,108042000000.0,89000000.0,32953000000.0,46658000000.0,61384000000.0,2749000000.0,551000000.0,49667000000.0,11717000000.0,-2109000000.0,9608000000.0,108042000000.0,2838100000.0,2827000000.0,2827000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q2,2010-04-01,2010-06-30,2011-07-28 17:04:52+00:00,-0.42,-0.42,0.475,4177000000.0,-0.42,,,-685000000.0,553000000.0,553000000.0,,-1192000000.0,1745000000.0,12216000000.0,26773000000.0,16000000.0,9970000000.0,12216000000.0,14557000000.0,679000000.0,121000000.0,14147000000.0,410000000.0,-542000000.0,-132000000.0,26773000000.0,2838100000.0,2827000000.0,2827000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.3,1.3,1.89,16628000000.0,1.3,,,2801000000.0,10709000000.0,10709000000.0,,3692000000.0,7017000000.0,44923000000.0,108130000000.0,84000000.0,30854000000.0,44923000000.0,63207000000.0,2857000000.0,558000000.0,47482000000.0,15725000000.0,-2215000000.0,13510000000.0,108130000000.0,2768800000.0,2836000000.0,2837000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2010.0,Q1,2010-01-01,2010-03-31,2011-04-28 11:50:06+00:00,0.16,0.16,0.475,4122000000.0,0.16,,,1622000000.0,2318000000.0,2318000000.0,,443000000.0,1875000000.0,10652000000.0,26913000000.0,46000000.0,7698000000.0,10652000000.0,16261000000.0,680000000.0,133000000.0,11820000000.0,4441000000.0,-501000000.0,3940000000.0,26913000000.0,2768800000.0,2836000000.0,2837000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,Q4,2011-10-01,2011-12-31,,-0.72,-0.72,0.5,4180000000.0,-0.72,,,-1590000000.0,-212000000.0,-212000000.0,,-2023000000.0,1811000000.0,12090000000.0,28436000000.0,-84000000.0,13278000000.0,12090000000.0,16346000000.0,703000000.0,97000000.0,17458000000.0,-1112000000.0,-690000000.0,-1802000000.0,28436000000.0,2828200000.0,2833000000.0,2839000000.0
Verizon Communications Inc,VZ,2S72QS2UO2OESLG6Y829,732712,2011.0,FY,2011-01-01,2011-12-31,2014-02-27 16:47:50+00:00,0.85,0.85,1.975,16496000000.0,0.85,,,285000000.0,10198000000.0,10198000000.0,,2404000000.0,7794000000.0,45875000000.0,110875000000.0,-14000000.0,35624000000.0,45875000000.0,65000000000.0,2827000000.0,444000000.0,52120000000.0,12880000000.0,-2397000000.0,10483000000.0,110875000000.0,2828200000.0,2833000000.0,2839000000.0
