company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,grossppe,intangibleassets,longtermdebt,longterminvestments,netinventory,netppe,noncontrollinginterests,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,otherequity,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,othertaxespayable,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2008.0,FY,,2008-12-31,2010-02-18 12:49:18+00:00,201000000.0,68500000.0,46100000.0,-394600000.0,,179000000.0,,459000000.0,86800000.0,54800000.0,99300000.0,98900000.0,2000000.0,,109600000.0,525000000.0,330700000.0,366600000.0,2456100000.0,3300000.0,251200000.0,67300000.0,448000000.0,33400000.0,192800000.0,267300000.0,,,,66400000.0,472100000.0,,,45500000.0,1799900000.0,,4111100000.0,1750500000.0,861700000.0,844900000.0,1750500000.0,1753800000.0,2357100000.0,4111100000.0,793300000.0,1512400000.0,,-113800000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2009.0,FY,,2009-12-31,2011-02-17 13:50:59+00:00,178900000.0,103500000.0,77400000.0,-122600000.0,,502700000.0,,712200000.0,105100000.0,61400000.0,6100000.0,78400000.0,74600000.0,,114800000.0,525000000.0,403200000.0,375200000.0,2592600000.0,5800000.0,151100000.0,70800000.0,445800000.0,49800000.0,118400000.0,89400000.0,,,,92000000.0,490300000.0,,,35100000.0,1973100000.0,,4639300000.0,2542800000.0,1161200000.0,570400000.0,2542800000.0,2537000000.0,2102300000.0,4639300000.0,885500000.0,1531900000.0,,-19900000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2009.0,Q3,,2009-09-30,2009-10-30 12:08:47+00:00,171500000.0,87200000.0,144700000.0,-160900000.0,,359900000.0,,710100000.0,,83400000.0,40800000.0,,73000000.0,,116300000.0,525000000.0,318500000.0,395200000.0,2556300000.0,1200000.0,214700000.0,,424800000.0,,90600000.0,203000000.0,,,,216100000.0,594500000.0,,,,1876400000.0,,4511200000.0,2405700000.0,1016300000.0,560000000.0,2405700000.0,2406900000.0,2104300000.0,4511200000.0,938600000.0,1544300000.0,,-19900000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2009.0,Q2,,2009-06-30,2009-07-30 14:50:09+00:00,131400000.0,41900000.0,125300000.0,-251300000.0,,274600000.0,,713300000.0,71900000.0,,64800000.0,,,,115100000.0,525000000.0,308400000.0,443600000.0,2485400000.0,400000.0,208200000.0,,436600000.0,,189100000.0,147000000.0,,,,230100000.0,528900000.0,,,,1822900000.0,,4296400000.0,2265100000.0,949200000.0,540400000.0,2265100000.0,2265500000.0,2030900000.0,4296400000.0,861800000.0,1490500000.0,,-19800000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2010.0,FY,,2010-12-31,2012-02-16 14:36:33+00:00,266500000.0,359100000.0,136700000.0,45900000.0,,1566700000.0,,913600000.0,215600000.0,43200000.0,103400000.0,129900000.0,196500000.0,,175800000.0,1713100000.0,514800000.0,417300000.0,3979200000.0,-7200000.0,140300000.0,63700000.0,528000000.0,,197400000.0,137700000.0,,,,187900000.0,606000000.0,,,38900000.0,2924100000.0,,7778200000.0,3845900000.0,2583700000.0,1028700000.0,3845900000.0,3838700000.0,3939500000.0,7778200000.0,1215300000.0,2910800000.0,,-37700000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2010.0,Q3,,2010-09-30,2010-10-29 12:06:43+00:00,214400000.0,214100000.0,233700000.0,13000000.0,,969400000.0,,892400000.0,75700000.0,101100000.0,42100000.0,,199800000.0,,178700000.0,1713000000.0,525300000.0,440000000.0,3897700000.0,14400000.0,62100000.0,163100000.0,477100000.0,,298300000.0,124100000.0,,,,192400000.0,584400000.0,,,,2550100000.0,,7078900000.0,3436900000.0,2022900000.0,690000000.0,3436900000.0,3451300000.0,3627600000.0,7078900000.0,1158300000.0,2937600000.0,,-18600000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2010.0,Q2,,2010-06-30,2010-07-29 14:40:42+00:00,234100000.0,255300000.0,209900000.0,-166600000.0,,527500000.0,,888600000.0,100200000.0,98400000.0,68000000.0,,87100000.0,,170900000.0,725000000.0,505700000.0,500800000.0,2985200000.0,-8900000.0,70300000.0,151200000.0,498000000.0,,248600000.0,102100000.0,,,,186500000.0,556900000.0,,,,2296400000.0,,5636300000.0,2999800000.0,1630600000.0,714300000.0,2999800000.0,2990900000.0,2645400000.0,5636300000.0,1020500000.0,1931100000.0,,-18600000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2011.0,FY,,2011-12-31,2013-02-12 16:16:26+00:00,364700000.0,287900000.0,240700000.0,-92600000.0,,519300000.0,0.0,1789300000.0,126600000.0,21900000.0,265400000.0,144100000.0,1152100000.0,,147000000.0,3608700000.0,526600000.0,673800000.0,10404100000.0,1254700000.0,209500000.0,1062400000.0,665800000.0,,248400000.0,259900000.0,159900000.0,25900000.0,,191200000.0,663000000.0,,,,4424300000.0,74800000.0,14541700000.0,5785000000.0,1911200000.0,1502100000.0,5785000000.0,7039700000.0,7502000000.0,14541700000.0,2226400000.0,5999900000.0,,-336000000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2011.0,Q3,,2011-09-30,2011-11-01 10:01:28+00:00,370100000.0,433800000.0,359900000.0,-59300000.0,,545100000.0,0.0,1784700000.0,99600000.0,4200000.0,221800000.0,,1237700000.0,,149300000.0,3883500000.0,515800000.0,704100000.0,9835300000.0,1128400000.0,79900000.0,835700000.0,462400000.0,,217600000.0,185700000.0,,,,222500000.0,612500000.0,,,,4266200000.0,62300000.0,13945300000.0,5723400000.0,1904800000.0,1299400000.0,5723400000.0,6851800000.0,7093500000.0,13945300000.0,2205200000.0,5794100000.0,,-268200000.0
Cleveland-Cliffs Inc,CLF,549300TM2WLI2BJMDD86,764065,2011.0,Q2,,2011-06-30,2011-07-28 16:42:20+00:00,306900000.0,387700000.0,361600000.0,95900000.0,,238100000.0,0.0,1778900000.0,141200000.0,38000000.0,140300000.0,,1227300000.0,,159500000.0,3898800000.0,509400000.0,762200000.0,9802400000.0,973800000.0,54200000.0,890100000.0,490900000.0,,262300000.0,178500000.0,,,,230600000.0,680900000.0,,,,3717700000.0,62500000.0,13671700000.0,5546200000.0,1688300000.0,1191000000.0,5546200000.0,6520000000.0,7151700000.0,13671700000.0,2181000000.0,5960700000.0,,-46300000.0
