company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,FY,,2012-12-31,2014-02-21 16:39:56+00:00,79126000.0,15062000.0,231040000.0,-17619000.0,45500000.0,0.0,2327122000.0,353793000.0,611330000.0,,2764120000.0,39681000.0,4960142000.0,8466000.0,59897000.0,202026000.0,210434000.0,64686000.0,-299185000.0,221233000.0,5938427000.0,2010318000.0,164929000.0,945089000.0,2010318000.0,2018784000.0,3919643000.0,5938427000.0,813356000.0,2974554000.0,
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,FY,,2013-12-31,2015-02-27 17:21:08+00:00,86788000.0,18260000.0,253752000.0,-16690000.0,56467000.0,0.0,2823069000.0,411829000.0,611330000.0,,2841214000.0,43715000.0,5647670000.0,22358000.0,36544000.0,209054000.0,103010000.0,64482000.0,-197471000.0,286575000.0,6650978000.0,2608908000.0,182924000.0,1075488000.0,2608908000.0,2631266000.0,4019712000.0,6650978000.0,820384000.0,2944224000.0,
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q3,,2013-09-30,2013-10-31 06:23:07+00:00,98559000.0,17717000.0,225266000.0,-33098000.0,56960000.0,0.0,2819358000.0,434541000.0,611330000.0,,2830477000.0,45901000.0,5622574000.0,22191000.0,36815000.0,184594000.0,122439000.0,66473000.0,-233563000.0,282564000.0,6605549000.0,2552697000.0,187051000.0,1077745000.0,2552697000.0,2574888000.0,4030661000.0,6605549000.0,795924000.0,2952916000.0,
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q2,,2013-06-30,2013-07-30 17:08:15+00:00,97100000.0,16370000.0,221673000.0,-47407000.0,82840000.0,0.0,2805481000.0,542602000.0,611330000.0,,2918566000.0,45429000.0,5601690000.0,30640000.0,37064000.0,174594000.0,114691000.0,56380000.0,-404421000.0,272644000.0,6588633000.0,2353653000.0,201019000.0,1171083000.0,2353653000.0,2384293000.0,4204340000.0,6588633000.0,785924000.0,3033257000.0,
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q1,,2013-03-31,2013-05-08 17:17:08+00:00,67699000.0,13387000.0,255734000.0,-38544000.0,81201000.0,0.0,2806839000.0,464080000.0,611330000.0,,2416580000.0,42291000.0,4997543000.0,28873000.0,36882000.0,176090000.0,127420000.0,69888000.0,-395580000.0,221747000.0,5991730000.0,2372715000.0,206767000.0,1046142000.0,2372715000.0,2401588000.0,3590142000.0,5991730000.0,787420000.0,2544000000.0,
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,FY,,2014-12-31,2015-11-04 17:03:15+00:00,101983000.0,32432000.0,552514000.0,-242642000.0,84824000.0,0.0,3702574000.0,817207000.0,1388931000.0,817525000.0,5607157000.0,56555000.0,8623773000.0,,37948000.0,459113000.0,360508000.0,109924000.0,140881000.0,576947000.0,11573077000.0,3518813000.0,283735000.0,2086599000.0,3518813000.0,3518813000.0,8054264000.0,11573077000.0,2665569000.0,5967665000.0,-82000000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q3,,2014-09-30,2014-10-31 10:20:35+00:00,99884000.0,25936000.0,280590000.0,-58479000.0,55869000.0,0.0,2826601000.0,504057000.0,611330000.0,,3082346000.0,51263000.0,6319933000.0,31372000.0,36928000.0,252150000.0,104695000.0,57568000.0,166490000.0,381565000.0,7374049000.0,2852612000.0,190636000.0,1303024000.0,2852612000.0,2883984000.0,4490065000.0,7374049000.0,863480000.0,3187041000.0,-82000000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q2,,2014-06-30,2014-07-31 16:00:57+00:00,102755000.0,27145000.0,256569000.0,-23011000.0,63483000.0,0.0,2822413000.0,610639000.0,611330000.0,,3129337000.0,52566000.0,6305328000.0,29122000.0,37026000.0,187921000.0,90785000.0,67030000.0,-34588000.0,372911000.0,7314803000.0,2685659000.0,210224000.0,1379900000.0,2685659000.0,2714781000.0,4600022000.0,7314803000.0,799251000.0,3220122000.0,-79155000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q1,,2014-03-31,2014-05-01 14:24:27+00:00,79590000.0,18000000.0,244884000.0,-31662000.0,64760000.0,0.0,2812846000.0,531936000.0,611330000.0,,3290493000.0,48106000.0,6327263000.0,34985000.0,36783000.0,193081000.0,101551000.0,56359000.0,-146204000.0,363697000.0,7318899000.0,2634980000.0,187225000.0,1256890000.0,2634980000.0,2669965000.0,4648934000.0,7318899000.0,804411000.0,3392044000.0,
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2015.0,FY,,2015-12-31,2017-02-27 16:05:32+00:00,45488000.0,44996000.0,646449000.0,-412650000.0,115937000.0,0.0,3814768000.0,1023973000.0,1388931000.0,817525000.0,5767697000.0,58173000.0,9458805000.0,,20769000.0,259085000.0,349661000.0,121305000.0,568018000.0,629840000.0,12264757000.0,3780880000.0,340411000.0,2366519000.0,3780880000.0,3780880000.0,8483877000.0,12264757000.0,2465541000.0,6117358000.0,-189256000.0
