company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncontrollinginterests,othercurrentliabilities,othernoncurrentassets,othernoncurrentliabilities,prepaidexpenses,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2015.0,Q3,,2015-09-30,2015-11-04 17:03:15+00:00,44262000.0,41995000.0,656859000.0,-319203000.0,230180000.0,0.0,3797816000.0,1103734000.0,1388931000.0,817525000.0,5096237000.0,54946000.0,8723844000.0,,38923000.0,375669000.0,300752000.0,114075000.0,529706000.0,587504000.0,11747165000.0,3918894000.0,441196000.0,2431282000.0,3918894000.0,3918894000.0,7828271000.0,11747165000.0,2582125000.0,5396989000.0,-89425000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2015.0,Q2,,2015-06-30,2015-08-07 14:53:10+00:00,55061000.0,36801000.0,581216000.0,-227227000.0,172958000.0,0.0,3771763000.0,1213199000.0,1388931000.0,958394000.0,5178044000.0,59801000.0,8674815000.0,,38737000.0,265330000.0,294800000.0,130357000.0,277919000.0,585875000.0,11687387000.0,3740455000.0,399917000.0,2474088000.0,3740455000.0,3740455000.0,7946932000.0,11687387000.0,2612655000.0,5472844000.0,-82000000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2015.0,Q1,,2015-03-31,2015-05-08 11:05:01+00:00,84769000.0,30958000.0,614629000.0,-324402000.0,121422000.0,0.0,3766369000.0,1056625000.0,2365698000.0,,5379082000.0,56635000.0,8628870000.0,,38081000.0,273543000.0,360489000.0,115611000.0,119425000.0,579670000.0,11592737000.0,3479392000.0,324626000.0,2373774000.0,3479392000.0,3479392000.0,8113345000.0,11592737000.0,2639241000.0,5739571000.0,-82000000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2016.0,FY,,2016-12-31,2018-02-27 11:54:39+00:00,38002000.0,63215000.0,541753000.0,-314473000.0,128347000.0,0.0,3890351000.0,1172870000.0,1388931000.0,817525000.0,5838494000.0,66255000.0,10117689000.0,,,238673000.0,284873000.0,153276000.0,1201103000.0,560193000.0,12973911000.0,4537726000.0,411093000.0,2312818000.0,4537726000.0,4537726000.0,8436185000.0,12973911000.0,2445129000.0,6123367000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2016.0,Q3,,2016-09-30,2016-11-09 16:13:24+00:00,51494000.0,55838000.0,520079000.0,-223161000.0,155431000.0,0.0,3870272000.0,1210505000.0,1388931000.0,817525000.0,5815248000.0,65983000.0,10054220000.0,,,245965000.0,242376000.0,159447000.0,1128871000.0,566911000.0,12943340000.0,4536727000.0,436699000.0,2348989000.0,4536727000.0,4536727000.0,8406613000.0,12943340000.0,2452421000.0,6057624000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2016.0,Q2,,2016-06-30,2016-08-09 16:05:04+00:00,46511000.0,60366000.0,573812000.0,-278646000.0,145964000.0,0.0,3849769000.0,1390137000.0,1388931000.0,817525000.0,5971143000.0,67697000.0,10068499000.0,,,242764000.0,275981000.0,166003000.0,786493000.0,581804000.0,12957749000.0,4118361000.0,440030000.0,2592264000.0,4118361000.0,4118361000.0,8839388000.0,12957749000.0,2449220000.0,6247124000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2016.0,Q1,,2016-03-31,2016-05-10 16:08:21+00:00,54250000.0,45613000.0,606161000.0,-307542000.0,154867000.0,0.0,3833161000.0,1178749000.0,1388931000.0,817525000.0,5670144000.0,62383000.0,9489153000.0,,20976000.0,317214000.0,317895000.0,130053000.0,641247000.0,629953000.0,12405739000.0,3927611000.0,392916000.0,2490089000.0,3927611000.0,3927611000.0,8478128000.0,12405739000.0,2523670000.0,5988039000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2017.0,FY,,2017-12-31,2019-02-27 15:37:01+00:00,53433000.0,43961000.0,513717000.0,26966000.0,176190000.0,0.0,3998927000.0,,1388931000.0,817525000.0,5688392000.0,82121000.0,11040488000.0,,,329588000.0,166690000.0,216065000.0,1963128000.0,1922871000.0,14094869000.0,5749766000.0,518337000.0,2490021000.0,5749766000.0,5749766000.0,8345103000.0,14094869000.0,2536044000.0,5855082000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2017.0,Q3,,2017-09-30,2017-11-09 16:01:43+00:00,45059000.0,56764000.0,550774000.0,-61055000.0,522904000.0,0.0,3973583000.0,1327002000.0,1388931000.0,817525000.0,6002877000.0,78915000.0,10916824000.0,,,277003000.0,195974000.0,206251000.0,1864331000.0,605827000.0,14265117000.0,5537604000.0,864834000.0,2528662000.0,5537604000.0,5537604000.0,8727513000.0,14265117000.0,2483459000.0,6198851000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2017.0,Q2,,2017-06-30,2017-08-09 16:33:16+00:00,47242000.0,50359000.0,462516000.0,-170079000.0,219315000.0,0.0,3937444000.0,1543869000.0,1388931000.0,817525000.0,6083226000.0,77089000.0,10974087000.0,,,251717000.0,217074000.0,167153000.0,1463639000.0,600500000.0,13946176000.0,4991749000.0,513916000.0,2654127000.0,4991749000.0,4991749000.0,8954427000.0,13946176000.0,2458173000.0,6300300000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2017.0,Q1,,2017-03-31,2017-05-10 15:14:35+00:00,71123000.0,47949000.0,531375000.0,-311946000.0,219789000.0,0.0,3911317000.0,1372483000.0,1388931000.0,817525000.0,5644175000.0,71439000.0,10149166000.0,,,232278000.0,300035000.0,149174000.0,1265166000.0,531778000.0,13076251000.0,4625282000.0,488351000.0,2506759000.0,4625282000.0,4625282000.0,8450969000.0,13076251000.0,2438734000.0,5944210000.0,-239255000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2018.0,FY,,2018-12-31,2020-02-27 17:05:58+00:00,159564000.0,55249000.0,716499000.0,-161647000.0,163851000.0,0.0,4129874000.0,1593219000.0,1388931000.0,817525000.0,5810873000.0,90202000.0,12119253000.0,,,329948000.0,281596000.0,241011000.0,2898840000.0,681218000.0,15205970000.0,5963001000.0,550313000.0,3150500000.0,5963001000.0,5963001000.0,9242969000.0,15205970000.0,2536404000.0,6092469000.0,-904066000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2018.0,Q3,,2018-09-30,2018-11-09 15:47:05+00:00,59423000.0,46562000.0,664106000.0,56118000.0,286461000.0,0.0,4100526000.0,1648742000.0,1388931000.0,817525000.0,5875252000.0,95950000.0,12029140000.0,,,353118000.0,190601000.0,298435000.0,2744206000.0,679908000.0,15316122000.0,6198090000.0,727408000.0,3052179000.0,6198090000.0,6198090000.0,9118032000.0,15316122000.0,2559574000.0,6065853000.0,-702760000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2018.0,Q2,,2018-06-30,2018-08-09 16:38:03+00:00,54676000.0,44212000.0,620021000.0,51352000.0,205007000.0,0.0,4064373000.0,1951701000.0,1388931000.0,817525000.0,6149221000.0,93136000.0,12085701000.0,,,365999000.0,187467000.0,329135000.0,2273828000.0,679767000.0,15329646000.0,5686793000.0,671490000.0,3306165000.0,5686793000.0,5686793000.0,9642853000.0,15329646000.0,2572455000.0,6336688000.0,-702760000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2018.0,Q1,,2018-03-31,2018-05-07 17:11:24+00:00,65573000.0,41159000.0,535278000.0,73862000.0,301748000.0,0.0,4020819000.0,1720505000.0,1388931000.0,817525000.0,5580290000.0,80427000.0,11085572000.0,,,432182000.0,172079000.0,337441000.0,2047152000.0,772187000.0,14484985000.0,5639073000.0,760775000.0,3093543000.0,5639073000.0,5639073000.0,8845912000.0,14484985000.0,2638638000.0,5752369000.0,-502760000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2019.0,FY,,2019-12-31,2020-05-15 16:48:01+00:00,100777000.0,75109000.0,782275000.0,-295490000.0,252876000.0,0.0,4235927000.0,1954980000.0,1388931000.0,817525000.0,6055335000.0,95427000.0,13135337000.0,,,612661000.0,529295000.0,306733000.0,3829068000.0,746358000.0,16684599000.0,6515579000.0,730145000.0,3584390000.0,6515579000.0,6515579000.0,10169020000.0,16684599000.0,2819117000.0,6584630000.0,-1253926000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2019.0,Q3,,2019-09-30,2019-11-08 14:59:36+00:00,72151000.0,67698000.0,860698000.0,-389633000.0,407258000.0,0.0,4209212000.0,,1388931000.0,817525000.0,5672626000.0,94254000.0,12288897000.0,,,600827000.0,593255000.0,273506000.0,3707771000.0,2466742000.0,15938896000.0,6273424000.0,842716000.0,3399591000.0,6273424000.0,6273424000.0,9665472000.0,15938896000.0,2807283000.0,6265881000.0,-1253926000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2019.0,Q2,,2019-06-30,2019-08-08 16:50:15+00:00,75776000.0,75134000.0,734363000.0,-179769000.0,419925000.0,0.0,4177062000.0,,1388931000.0,817525000.0,5743927000.0,90956000.0,12252055000.0,,,603902000.0,489156000.0,317549000.0,3257187000.0,2772412000.0,15965977000.0,6150343000.0,903564000.0,3582551000.0,6150343000.0,6150343000.0,9815634000.0,15965977000.0,2810358000.0,6233083000.0,-1104137000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2019.0,Q1,,2019-03-31,2019-05-10 14:39:06+00:00,66665000.0,57054000.0,731221000.0,-153400000.0,304708000.0,0.0,4145767000.0,,1388931000.0,817525000.0,5934185000.0,90101000.0,12181007000.0,,,605235000.0,492186000.0,316532000.0,3016997000.0,2631534000.0,15761093000.0,5905302000.0,768395000.0,3429420000.0,5905302000.0,5905302000.0,9855791000.0,15761093000.0,2811691000.0,6426371000.0,-1104062000.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2020.0,Q1,,2020-03-31,2020-05-15 16:48:01+00:00,364216000.0,96277000.0,762253000.0,-579249000.0,1360261000.0,0.0,4257810000.0,1659527000.0,98134000.0,500525000.0,8432425000.0,85516000.0,13567576000.0,,,599939000.0,695637000.0,154281000.0,1950019000.0,173797000.0,16462509000.0,4374654000.0,1696335000.0,2959793000.0,4374654000.0,4374654000.0,12087855000.0,16462509000.0,1198598000.0,9128062000.0,-1253926000.0
