company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,othercostofrevenue,otherincome,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2011.0,FY,2011-01-01,2011-12-31,2014-02-21 16:39:56+00:00,0.71,0.71,183985000.0,0.71,,1700000.0,126859000.0,126859000.0,126859000.0,0.0,1239296000.0,2219324000.0,228580000.0,2634000.0,251351000.0,1467876000.0,751448000.0,190187000.0,,435336000.0,316112000.0,-187553000.0,128559000.0,2219324000.0,178700000.0,177869461.0,178859720.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,Q4,2012-10-01,2012-12-31,,0.01,0.01,48637000.0,0.01,,237000.0,1053000.0,1053000.0,1053000.0,,305911000.0,503171000.0,38683000.0,-556000.0,60435000.0,344594000.0,158577000.0,47659000.0,,109072000.0,49505000.0,-48215000.0,1290000.0,503171000.0,177400000.0,178232850.0,179023683.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 17:21:08+00:00,0.95,0.95,189537000.0,0.94,,706000.0,168556000.0,168556000.0,168556000.0,,1286991000.0,2276246000.0,191442000.0,2099000.0,251183000.0,1478433000.0,797813000.0,189930000.0,,440720000.0,357093000.0,-187831000.0,169262000.0,2276246000.0,177400000.0,178232850.0,179023683.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,Q3,2012-07-01,2012-09-30,2013-10-31 06:23:07+00:00,0.72,0.72,48423000.0,0.72,,398000.0,128188000.0,128188000.0,128188000.0,0.0,350987000.0,674411000.0,43084000.0,1644000.0,57779000.0,394071000.0,280340000.0,47196000.0,,106202000.0,174138000.0,-45552000.0,128586000.0,674411000.0,178000000.0,178252763.0,179050050.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.94,0.94,140900000.0,0.94,,469000.0,167503000.0,167503000.0,167503000.0,,981080000.0,1773075000.0,152759000.0,2655000.0,190748000.0,1133839000.0,639236000.0,142271000.0,,331648000.0,307588000.0,-139616000.0,167972000.0,1773075000.0,178000000.0,178252763.0,179050050.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,Q2,2012-04-01,2012-06-30,2013-07-30 17:08:15+00:00,0.2,0.2,46680000.0,0.2,,71000.0,36031000.0,36031000.0,36031000.0,0.0,330023000.0,583234000.0,57718000.0,-1999000.0,61807000.0,387741000.0,195493000.0,48905000.0,,108487000.0,87006000.0,-50904000.0,36102000.0,583234000.0,180200000.0,178199155.0,178949924.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.22,0.22,92477000.0,0.22,,71000.0,39315000.0,39315000.0,39315000.0,,630093000.0,1098664000.0,109675000.0,1011000.0,132969000.0,739768000.0,358896000.0,95075000.0,,225446000.0,133450000.0,-94064000.0,39386000.0,1098664000.0,180200000.0,178199155.0,178949924.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2012.0,Q1,2012-01-01,2012-03-31,2013-05-08 17:17:08+00:00,0.02,0.02,45797000.0,0.02,,,3284000.0,3284000.0,3284000.0,0.0,300070000.0,515430000.0,51957000.0,3010000.0,71162000.0,352027000.0,163403000.0,46170000.0,,116959000.0,46444000.0,-43160000.0,3284000.0,515430000.0,164200000.0,178140455.0,178954960.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q4,2013-10-01,2013-12-31,,-0.31,0.19,56894000.0,0.2,,626000.0,36407000.0,36407000.0,36092000.0,315000.0,357025000.0,600345000.0,60764000.0,236000.0,64232000.0,417789000.0,182556000.0,24633000.0,,121126000.0,61430000.0,-24397000.0,37033000.0,600345000.0,,202993839.0,209239484.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q3YTD,2013-01-01,2013-09-30,,0.31,0.31,158699000.0,0.29,,11176000.0,66479000.0,66479000.0,65622000.0,857000.0,1074971000.0,1969949000.0,164899000.0,1167000.0,236923000.0,1239870000.0,730079000.0,257969000.0,,395622000.0,334457000.0,-256802000.0,77655000.0,1969949000.0,203400000.0,204425308.0,210703244.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q3TTM,2012-10-01,2013-09-30,,0.32,0.32,207336000.0,0.29,,11413000.0,67532000.0,67532000.0,66675000.0,857000.0,1380882000.0,2473120000.0,203582000.0,611000.0,297358000.0,1584464000.0,888656000.0,305628000.0,,504694000.0,383962000.0,-305017000.0,78945000.0,2473120000.0,203400000.0,204425308.0,210703244.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q3,2013-07-01,2013-09-30,2014-10-31 10:20:35+00:00,0.84,0.84,56097000.0,0.82,,7933000.0,172894000.0,172894000.0,170858000.0,2036000.0,407156000.0,797885000.0,48946000.0,-626000.0,77606000.0,456102000.0,341783000.0,26627000.0,,133703000.0,208080000.0,-27253000.0,180827000.0,797885000.0,203400000.0,204425308.0,210703244.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q2YTD,2013-01-01,2013-06-30,,-0.53,-0.53,102602000.0,-0.53,,3243000.0,-106415000.0,-106415000.0,-105236000.0,-1179000.0,667815000.0,1172064000.0,115953000.0,1793000.0,159317000.0,783768000.0,388296000.0,231342000.0,,261919000.0,126377000.0,-229549000.0,-103172000.0,1172064000.0,221000000.0,203997492.0,203997492.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q2TTM,2012-07-01,2013-06-30,,0.2,0.2,199662000.0,0.19,,3878000.0,22826000.0,22826000.0,24005000.0,-1179000.0,1324713000.0,2349646000.0,197720000.0,2881000.0,277531000.0,1522433000.0,827213000.0,326197000.0,,477193000.0,350020000.0,-323316000.0,26704000.0,2349646000.0,221000000.0,203997492.0,203997492.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q2,2013-04-01,2013-06-30,2014-07-31 16:00:57+00:00,-0.04,-0.04,53854000.0,-0.04,,1047000.0,-8915000.0,-8915000.0,-8841000.0,-74000.0,354366000.0,644433000.0,66713000.0,429000.0,74111000.0,421079000.0,223354000.0,103686000.0,,127965000.0,95389000.0,-103257000.0,-7868000.0,644433000.0,221000000.0,203997492.0,203997492.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q1,2013-01-01,2013-03-31,2014-05-01 14:24:27+00:00,-0.49,-0.49,48748000.0,-0.49,,2196000.0,-97500000.0,-97500000.0,-96395000.0,-1105000.0,313449000.0,527631000.0,49240000.0,1364000.0,85206000.0,362689000.0,164942000.0,127656000.0,,133954000.0,30988000.0,-126292000.0,-95304000.0,527631000.0,196700000.0,198350433.0,198350433.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2013.0,Q1TTM,2012-04-01,2013-03-31,,0.44,0.44,192488000.0,0.43,,2902000.0,67772000.0,67772000.0,68877000.0,-1105000.0,1300370000.0,2288447000.0,188725000.0,453000.0,265227000.0,1489095000.0,799352000.0,271416000.0,,457715000.0,341637000.0,-270963000.0,70674000.0,2288447000.0,196700000.0,198350433.0,198350433.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,FY,2014-01-01,2014-12-31,2017-02-27 16:05:32+00:00,1.64,1.64,273147000.0,1.62,,-2267000.0,342601000.0,342601000.0,338352000.0,4249000.0,1674840000.0,3125881000.0,271784000.0,-10853000.0,403169000.0,1946624000.0,1179257000.0,151754000.0,,676316000.0,502941000.0,-162607000.0,340334000.0,3125881000.0,206300000.0,206524968.0,212017784.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q4,2014-10-01,2014-12-31,,-0.14,-0.14,84262000.0,-0.13,,1494000.0,-25648000.0,-25648000.0,-25609000.0,-39000.0,443969000.0,788909000.0,74651000.0,-14158000.0,139585000.0,518620000.0,270289000.0,56438000.0,,223847000.0,46442000.0,-70596000.0,-24154000.0,788909000.0,206300000.0,206524968.0,212017784.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q3,2014-07-01,2014-09-30,2015-11-04 17:03:15+00:00,0.99,0.99,63786000.0,0.97,,2502000.0,203278000.0,203278000.0,201078000.0,2200000.0,453251000.0,907017000.0,58047000.0,3242000.0,97111000.0,511298000.0,395719000.0,32284000.0,,160897000.0,234822000.0,-29042000.0,205780000.0,907017000.0,203100000.0,203220218.0,208507181.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q3YTD,2014-01-01,2014-09-30,,1.78,1.78,188885000.0,1.75,,-3761000.0,368249000.0,368249000.0,363961000.0,4288000.0,1230871000.0,2336972000.0,197133000.0,3305000.0,263584000.0,1428004000.0,908968000.0,95316000.0,,452469000.0,456499000.0,-92011000.0,364488000.0,2336972000.0,203100000.0,203220218.0,208507181.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.47,1.97,245779000.0,1.95,,-3135000.0,404656000.0,404656000.0,400053000.0,4603000.0,1587896000.0,2937317000.0,257897000.0,3541000.0,327816000.0,1845793000.0,1091524000.0,119949000.0,,573595000.0,517929000.0,-116408000.0,401521000.0,2937317000.0,203100000.0,203220218.0,208507181.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.79,0.79,125099000.0,0.78,,-6263000.0,164971000.0,164971000.0,162883000.0,2088000.0,777620000.0,1429955000.0,139086000.0,63000.0,166473000.0,916706000.0,513249000.0,63032000.0,,291572000.0,221677000.0,-62969000.0,158708000.0,1429955000.0,206700000.0,204965718.0,210472991.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q2TTM,2013-07-01,2014-06-30,,1.32,1.82,238090000.0,1.8,,2296000.0,374272000.0,374272000.0,369833000.0,4439000.0,1541801000.0,2828185000.0,248796000.0,-327000.0,308311000.0,1790597000.0,1037588000.0,114292000.0,,546401000.0,491187000.0,-114619000.0,376568000.0,2828185000.0,206700000.0,204965718.0,210472991.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q2,2014-04-01,2014-06-30,2015-08-07 14:53:10+00:00,0.54,0.54,63459000.0,0.54,,3124000.0,113279000.0,113279000.0,111616000.0,1663000.0,397097000.0,765927000.0,73699000.0,-325000.0,83084000.0,470796000.0,295131000.0,31860000.0,,146543000.0,148588000.0,-32185000.0,116403000.0,765927000.0,206700000.0,204965718.0,210472991.0
Norwegian Cruise Line Holdings Ltd,NCLH,UNZWILHE4KMRP9K2L524,1513761,2014.0,Q1TTM,2013-04-01,2014-03-31,,0.74,1.24,228485000.0,1.22,,219000.0,252078000.0,252078000.0,249376000.0,2702000.0,1499070000.0,2706691000.0,241810000.0,427000.0,299338000.0,1740880000.0,965811000.0,186118000.0,,527823000.0,437988000.0,-185691000.0,252297000.0,2706691000.0,205100000.0,205163256.0,211013814.0
