company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Cablevision Systems Corp ,CVC,,1053112,2007.0,FY,2007-01-01,2007-12-31,2010-02-25 16:58:30+00:00,0.76,0.76,,1118888000.0,0.74,78967000.0,217832000.0,23040000.0,195235000.0,218153000.0,-321000.0,2891581000.0,6484481000.0,-443000.0,324066000.0,4733000.0,1558728000.0,2891581000.0,3592900000.0,962884000.0,-169726000.0,2682349000.0,910551000.0,-808544000.0,102007000.0,6484481000.0,287000000.0,288271000.0,294604000.0
Cablevision Systems Corp ,CVC,,1053112,2008.0,FY,2008-01-01,2008-12-31,2011-03-18 09:46:56+00:00,-0.79,-0.79,0.2,1441532000.0,-0.79,-88944000.0,-236172000.0,-242338000.0,6166000.0,-228064000.0,-8108000.0,2645831000.0,6319852000.0,,-85395000.0,49883000.0,1504862000.0,2645831000.0,3674021000.0,796080000.0,-127551000.0,2996277000.0,677744000.0,-1009026000.0,-331282000.0,6319852000.0,288700000.0,290286000.0,290286000.0
Cablevision Systems Corp ,CVC,,1053112,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 17:13:16+00:00,0.11,0.11,,555082000.0,0.1,101637000.0,173994000.0,87387000.0,64000.0,173086000.0,908000.0,1474920000.0,3495120000.0,86543000.0,-68214000.0,732000.0,887140000.0,1474920000.0,2020200000.0,362777000.0,42769000.0,1442954000.0,577246000.0,-388222000.0,189024000.0,3495120000.0,1573500000.0,290365000.0,295921000.0
Cablevision Systems Corp ,CVC,,1053112,2008.0,Q2,2008-04-01,2008-06-30,2009-08-31 17:06:13+00:00,0.33,0.33,,,0.32,,,,,,,,,,,,,,,,,,,,,,290132000.0,290132000.0,290132000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,Q4,2009-10-01,2009-12-31,,0.27,0.27,0.2,143446000.0,0.27,-44259000.0,78623000.0,-72966000.0,151589000.0,78405000.0,218000.0,444497000.0,820360000.0,,-11630000.0,-107000.0,178068000.0,444497000.0,375863000.0,159415000.0,-636000.0,321407000.0,54456000.0,-171681000.0,-117225000.0,820360000.0,291400000.0,291759000.0,298444000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:57:01+00:00,0.98,0.98,0.4,916408000.0,0.96,113177000.0,285299000.0,123832000.0,161467000.0,285572000.0,-273000.0,2532844000.0,5900074000.0,,-74457000.0,5583000.0,1389525000.0,2532844000.0,3367230000.0,746649000.0,2401000.0,2311516000.0,1055714000.0,-818705000.0,237009000.0,5900074000.0,291400000.0,291759000.0,298444000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.71,0.71,0.2,772962000.0,0.69,157436000.0,206676000.0,196798000.0,9878000.0,207167000.0,-491000.0,2088347000.0,5079714000.0,,-62827000.0,5690000.0,1211457000.0,2088347000.0,2991367000.0,587234000.0,3037000.0,1990109000.0,1001258000.0,-647024000.0,354234000.0,5079714000.0,291000000.0,292346000.0,300079000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,Q3,2009-07-01,2009-09-30,2010-11-04 16:45:44+00:00,0.34,0.34,0.1,251498000.0,0.33,59942000.0,98599000.0,92256000.0,6343000.0,98942000.0,-343000.0,689465000.0,1711245000.0,,-87284000.0,1834000.0,398071000.0,689465000.0,1021780000.0,183085000.0,52190000.0,651403000.0,370377000.0,-218179000.0,152198000.0,1711245000.0,291000000.0,292346000.0,300079000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.37,0.37,0.1,521464000.0,0.36,97494000.0,108077000.0,104542000.0,3535000.0,108225000.0,-148000.0,1398882000.0,3368469000.0,,24457000.0,3856000.0,813386000.0,1398882000.0,1969587000.0,404149000.0,-49153000.0,1338706000.0,630881000.0,-428845000.0,202036000.0,3368469000.0,290000000.0,291121000.0,297726000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 16:34:46+00:00,0.3,0.3,0.1,258201000.0,0.29,80925000.0,87059000.0,87651000.0,-592000.0,87008000.0,51000.0,695168000.0,1702857000.0,,-1340000.0,4028000.0,406536000.0,695168000.0,1007689000.0,188179000.0,19171000.0,668765000.0,338924000.0,-170348000.0,168576000.0,1702857000.0,290000000.0,291121000.0,297726000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,Q1,2009-01-01,2009-03-31,2010-05-06 16:35:43+00:00,0.07,0.07,,263263000.0,0.07,16569000.0,21018000.0,16891000.0,4127000.0,21217000.0,-199000.0,703714000.0,1665612000.0,,25797000.0,-172000.0,406850000.0,703714000.0,961898000.0,215970000.0,-68324000.0,669941000.0,291957000.0,-258497000.0,33460000.0,1665612000.0,303100000.0,290769000.0,294430000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q4,2010-10-01,2010-12-31,,0.39,0.39,0.13,208257000.0,0.39,11115000.0,113965000.0,40164000.0,73801000.0,113863000.0,102000.0,610525000.0,1334144000.0,,-63034000.0,-18000.0,321820000.0,610525000.0,723619000.0,162254000.0,83007000.0,530059000.0,193560000.0,-142281000.0,51279000.0,1334144000.0,293500000.0,293165000.0,301880000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 16:49:11+00:00,1.23,1.23,0.475,887092000.0,1.2,113767000.0,361597000.0,207749000.0,153848000.0,360948000.0,649000.0,2663748000.0,6177575000.0,,-153559000.0,-58000.0,1440731000.0,2663748000.0,3513827000.0,821342000.0,110355000.0,2327765000.0,1186062000.0,-864546000.0,321516000.0,6177575000.0,293500000.0,293165000.0,301880000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.84,0.84,0.35,678835000.0,0.81,102652000.0,247632000.0,167585000.0,80047000.0,247085000.0,547000.0,2053223000.0,4843431000.0,,-90525000.0,-40000.0,1118911000.0,2053223000.0,2790208000.0,659088000.0,27348000.0,1797706000.0,992502000.0,-722265000.0,270237000.0,4843431000.0,294900000.0,293671000.0,302143000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q3TTM,2009-10-01,2010-09-30,,1.11,1.11,0.55,822281000.0,1.08,58393000.0,326255000.0,94619000.0,231636000.0,325490000.0,765000.0,2497720000.0,5663791000.0,,-102155000.0,-147000.0,1296979000.0,2497720000.0,3166071000.0,818503000.0,26712000.0,2119113000.0,1046958000.0,-893946000.0,153012000.0,5663791000.0,294900000.0,293671000.0,302143000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q3,2010-07-01,2010-09-30,2011-10-28 16:48:44+00:00,0.38,0.38,0.125,218955000.0,0.37,47016000.0,112363000.0,68747000.0,43616000.0,112061000.0,302000.0,668543000.0,1542827000.0,,-31619000.0,11000.0,346877000.0,668543000.0,874284000.0,176629000.0,15570000.0,565843000.0,308441000.0,-192678000.0,115763000.0,1542827000.0,294900000.0,293671000.0,302143000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.46,0.46,0.23,459880000.0,0.44,55636000.0,135269000.0,98838000.0,36431000.0,135024000.0,245000.0,1384680000.0,3300604000.0,,-58906000.0,-51000.0,772034000.0,1384680000.0,1915924000.0,482459000.0,11778000.0,1231863000.0,684061000.0,-529587000.0,154474000.0,3300604000.0,289800000.0,295762000.0,303914000.0
