company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,capitalleaseobligations,cashandequivalents,commitmentsandcontingencies,commonequity,currentdeferredrevenue,currentdeferredtaxassets,currentdeferredtaxliabilities,currentemployeebenefitliabilities,goodwill,intangibleassets,longtermdebt,longterminvestments,netppe,noncontrollinginterests,noncurrentdeferredrevenue,noncurrentdeferredtaxassets,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,noncurrentnotereceivables,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,prepaidexpenses,redeemablenoncontrollinginterest,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,totalpreferredequity,treasurystock
Cablevision Systems Corp ,CVC,,1053112,2008.0,FY,,2008-12-31,2010-02-25 16:58:30+00:00,385966000.0,604801000.0,375421000.0,-35025000.0,56531000.0,322755000.0,,132425000.0,182155000.0,285305000.0,,353666000.0,1100333000.0,1795534000.0,11229199000.0,181271000.0,3472640000.0,333000.0,13235000.0,,160510000.0,121420000.0,179574000.0,220851000.0,130598000.0,,166430000.0,794987000.0,859030000.0,,,233166000.0,12012000.0,191991000.0,-5035286000.0,704693000.0,9383208000.0,-5371212000.0,1858869000.0,2298929000.0,-5367991000.0,-5367658000.0,14738854000.0,9383208000.0,4051699000.0,12439925000.0,0.0,-433326000.0
Cablevision Systems Corp ,CVC,,1053112,2009.0,FY,,2009-12-31,2011-03-18 09:46:56+00:00,415331000.0,498678000.0,233367000.0,-49760000.0,50796000.0,245032000.0,,89741000.0,66879000.0,522799000.0,,254428000.0,358210000.0,1371857000.0,10788881000.0,226054000.0,2973581000.0,521000.0,13944000.0,,47197000.0,105461000.0,146252000.0,199878000.0,128250000.0,530559000.0,469924000.0,676886000.0,754347000.0,1522440000.0,643038000.0,147445000.0,12175000.0,136059000.0,-4749714000.0,727146000.0,9555730000.0,-5159240000.0,2280450000.0,2295325000.0,-5155955000.0,-5155434000.0,14698989000.0,9555730000.0,4301699000.0,12403664000.0,0.0,-449507000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,FY,,2010-12-31,2012-02-28 16:57:01+00:00,467333000.0,320276000.0,222607000.0,-23325000.0,29706000.0,313991000.0,,7006000.0,52732000.0,103645000.0,,263134000.0,442067000.0,1599267000.0,11032726000.0,235932000.0,3361590000.0,1485000.0,10946000.0,99287000.0,,78885000.0,144907000.0,,47251000.0,564231000.0,485225000.0,44086000.0,374360000.0,1273674000.0,1436808000.0,127058000.0,14698000.0,237081000.0,-5494829000.0,646114000.0,8867092000.0,-6299714000.0,1666282000.0,2184396000.0,-6296918000.0,-6295433000.0,15147827000.0,8867092000.0,3839220000.0,12963431000.0,0.0,-788566000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q3,,2010-09-30,2010-11-04 16:45:44+00:00,466015000.0,519727000.0,624503000.0,-36157000.0,46982000.0,428391000.0,,2607000.0,75354000.0,360604000.0,,,358210000.0,1295591000.0,10775056000.0,194158000.0,2900376000.0,820000.0,12165000.0,,43461000.0,,163232000.0,182774000.0,138771000.0,,,766443000.0,865447000.0,,,137952000.0,16731000.0,194158000.0,-5585930000.0,676668000.0,7501616000.0,-6243693000.0,1823606000.0,1981311000.0,-6240357000.0,-6239537000.0,13724422000.0,7501616000.0,2777634000.0,11743111000.0,0.0,-624213000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q2,,2010-06-30,2010-08-05 16:34:46+00:00,440251000.0,500459000.0,617547000.0,-36934000.0,48589000.0,517458000.0,,7057000.0,71114000.0,353084000.0,,,358210000.0,1321409000.0,10919235000.0,186533000.0,2892010000.0,398000.0,12606000.0,37133000.0,,,171641000.0,187251000.0,134739000.0,,,714947000.0,888775000.0,,,204927000.0,15595000.0,186533000.0,-5678698000.0,682300000.0,7631595000.0,-6202887000.0,1949712000.0,1945951000.0,-6199554000.0,-6199156000.0,13815156000.0,7631595000.0,2789873000.0,11869205000.0,0.0,-494312000.0
Cablevision Systems Corp ,CVC,,1053112,2010.0,Q1,,2010-03-31,2010-05-06 16:35:43+00:00,449746000.0,450294000.0,572167000.0,-37680000.0,49345000.0,318866000.0,,,66385000.0,330055000.0,,,358210000.0,1346564000.0,11024189000.0,202212000.0,2902214000.0,671000.0,13110000.0,64618000.0,,,137580000.0,189568000.0,133575000.0,,,707067000.0,888167000.0,,,154732000.0,12540000.0,202212000.0,-5713269000.0,369047000.0,7364192000.0,-6218080000.0,1645727000.0,1590920000.0,-6214750000.0,-6214079000.0,13565731000.0,7364192000.0,2816251000.0,11974811000.0,0.0,-467131000.0
Cablevision Systems Corp ,CVC,,1053112,2011.0,FY,,2011-12-31,2013-02-28 16:49:11+00:00,488336000.0,302095000.0,210599000.0,-21468000.0,33589000.0,611947000.0,0.0,1054794000.0,61599000.0,84925000.0,,246756000.0,442773000.0,1548994000.0,10759163000.0,317896000.0,3269232000.0,1791000.0,10896000.0,,80546000.0,50297000.0,3279000.0,,75223000.0,,146885000.0,72588000.0,173709000.0,133611000.0,,135579000.0,13761000.0,220406000.0,-5245483000.0,366030000.0,7143325000.0,-5575855000.0,1354952000.0,1595428000.0,-5575855000.0,-5574064000.0,12703628000.0,7143325000.0,2519141000.0,11108200000.0,0.0,-1363698000.0
Cablevision Systems Corp ,CVC,,1053112,2011.0,Q3,,2011-09-30,2011-10-28 16:48:44+00:00,502446000.0,310637000.0,595398000.0,-23151000.0,31015000.0,188617000.0,,1077348000.0,60501000.0,162827000.0,,,441356000.0,1573315000.0,9891462000.0,224441000.0,3237310000.0,1642000.0,10717000.0,,122432000.0,,121387000.0,,90374000.0,0.0,0.0,86805000.0,268797000.0,0.0,0.0,167859000.0,15255000.0,225590000.0,-5306112000.0,692886000.0,6740144000.0,-5545599000.0,1055530000.0,1941605000.0,-5542781000.0,-5541139000.0,12266028000.0,6740144000.0,2447304000.0,10324423000.0,0.0,-1293684000.0
Cablevision Systems Corp ,CVC,,1053112,2011.0,Q2,,2011-06-30,2011-08-09 17:16:25+00:00,495241000.0,299906000.0,576482000.0,-23370000.0,31676000.0,356851000.0,,1107986000.0,57349000.0,177545000.0,,,442067000.0,1570821000.0,9998191000.0,272121000.0,3248536000.0,2152000.0,9776000.0,,108513000.0,,127927000.0,,169492000.0,0.0,0.0,50340000.0,300080000.0,0.0,0.0,153941000.0,15642000.0,275000000.0,-5345432000.0,668062000.0,6975055000.0,-5460419000.0,1263243000.0,1966626000.0,-5457601000.0,-5455449000.0,12414862000.0,6975055000.0,2463276000.0,10448236000.0,0.0,-1199603000.0
Cablevision Systems Corp ,CVC,,1053112,2011.0,Q1,,2011-03-31,2011-05-05 17:22:55+00:00,550903000.0,484074000.0,605233000.0,-23007000.0,44738000.0,610025000.0,,2408000.0,80090000.0,189853000.0,,,525240000.0,1949601000.0,12294703000.0,333003000.0,3326968000.0,1844000.0,10373000.0,,-127000.0,,143585000.0,199660000.0,173394000.0,,,823043000.0,904660000.0,,,178617000.0,14330000.0,199112000.0,-5405050000.0,761194000.0,8962908000.0,-6481369000.0,1861341000.0,2170814000.0,-6478554000.0,-6476710000.0,15425288000.0,8962908000.0,3774472000.0,13254347000.0,0.0,-1055720000.0
