company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,incometaxexpense,marketingexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Old Dominion Freight Line Inc,ODFL,,878927,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:55:57+00:00,1.23,1.23,,87083000.0,1.23,43989000.0,34859000.0,68677000.0,68677000.0,68677000.0,1220822000.0,1537724000.0,-3392000.0,22330000.0,43560000.0,1220822000.0,316902000.0,14008000.0,996000.0,187832000.0,129070000.0,-16404000.0,112666000.0,1537724000.0,55800000.0,55927013.0,55927013.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 11:00:03+00:00,0.62,0.62,,94784000.0,0.62,22294000.0,23095000.0,34871000.0,34871000.0,34871000.0,998648000.0,1245005000.0,-228000.0,23074000.0,35013000.0,998648000.0,246357000.0,13041000.0,43000.0,175966000.0,70391000.0,-13226000.0,57165000.0,1245005000.0,56200000.0,55927013.0,55927013.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,Q3,2009-07-01,2009-09-30,2010-11-08 14:54:40+00:00,,0.19,,24036000.0,0.19,6740000.0,6155000.0,10495000.0,10495000.0,10495000.0,257106000.0,322763000.0,389000.0,6223000.0,9288000.0,257106000.0,65657000.0,3109000.0,0.0,45702000.0,19955000.0,-2720000.0,17235000.0,322763000.0,,55927013.0,55927013.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,Q2,2009-04-01,2009-06-30,2010-08-06 09:51:49+00:00,,0.29,,23948000.0,0.29,7163000.0,5737000.0,10722000.0,10722000.0,10722000.0,249905000.0,316175000.0,-253000.0,6042000.0,9089000.0,249905000.0,66270000.0,3330000.0,14000.0,44816000.0,21454000.0,-3569000.0,17885000.0,316175000.0,,37284675.0,37284675.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q4,2010-10-01,2010-12-31,,0.26,0.26,,19862000.0,0.26,13045000.0,6491000.0,22056000.0,22056000.0,22056000.0,319617000.0,398972000.0,76000.0,4604000.0,10429000.0,319617000.0,79355000.0,2950000.0,6000.0,41386000.0,37969000.0,-2868000.0,35101000.0,398972000.0,84100000.0,83890483.0,83890483.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:11:59+00:00,0.9,0.9,,80362000.0,0.9,48775000.0,25329000.0,75651000.0,75651000.0,75651000.0,1174237000.0,1480998000.0,-848000.0,21751000.0,41580000.0,1174237000.0,306761000.0,12613000.0,148000.0,169022000.0,137739000.0,-13313000.0,124426000.0,1480998000.0,84100000.0,83890483.0,83890483.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.96,0.96,,60500000.0,0.96,35730000.0,18838000.0,53595000.0,53595000.0,53595000.0,854620000.0,1082026000.0,-924000.0,17147000.0,31151000.0,854620000.0,227406000.0,9663000.0,142000.0,127636000.0,99770000.0,-10445000.0,89325000.0,1082026000.0,,55926984.0,55926984.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q3,2010-07-01,2010-09-30,2011-11-08 11:44:44+00:00,,0.44,,19396000.0,0.44,16254000.0,7204000.0,24381000.0,24381000.0,24381000.0,309332000.0,395981000.0,178000.0,5529000.0,11136000.0,309332000.0,86649000.0,2964000.0,37000.0,43265000.0,43384000.0,-2749000.0,40635000.0,395981000.0,,55926984.0,55926984.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.52,0.52,,41104000.0,0.52,19476000.0,11634000.0,29214000.0,29214000.0,29214000.0,545288000.0,686045000.0,-1102000.0,11618000.0,20015000.0,545288000.0,140757000.0,6699000.0,105000.0,84371000.0,56386000.0,-7696000.0,48690000.0,686045000.0,,55927013.0,55927013.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q2,2010-04-01,2010-06-30,2011-08-09 11:20:41+00:00,,0.38,,19553000.0,0.38,14341000.0,6209000.0,21513000.0,21513000.0,21513000.0,285805000.0,368250000.0,-1029000.0,6229000.0,10443000.0,285805000.0,82445000.0,3181000.0,53000.0,42434000.0,40011000.0,-4157000.0,35854000.0,368250000.0,,55927013.0,55927013.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 13:36:03+00:00,0.14,0.14,,21551000.0,0.14,5135000.0,5425000.0,7701000.0,7701000.0,7701000.0,259483000.0,317795000.0,-73000.0,5389000.0,9572000.0,259483000.0,58312000.0,3518000.0,52000.0,41937000.0,16375000.0,-3539000.0,12836000.0,317795000.0,55000000.0,55927013.0,55927013.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q4,2011-10-01,2011-12-31,,0.47,0.47,,24290000.0,0.47,20764000.0,4818000.0,39883000.0,39883000.0,39883000.0,395643000.0,506391000.0,521000.0,5843000.0,12485000.0,395643000.0,110748000.0,3330000.0,144000.0,47436000.0,63312000.0,-2665000.0,60647000.0,506391000.0,85600000.0,85719728.0,85719728.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 15:54:29+00:00,1.63,1.63,,90820000.0,1.63,80614000.0,27693000.0,139470000.0,139470000.0,139470000.0,1477169000.0,1903800000.0,-101000.0,24146000.0,49900000.0,1477169000.0,426631000.0,14067000.0,180000.0,192559000.0,234072000.0,-13988000.0,220084000.0,1903800000.0,85600000.0,85719728.0,85719728.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.16,1.16,,66530000.0,1.16,59850000.0,22875000.0,99587000.0,99587000.0,99587000.0,1081526000.0,1397409000.0,-622000.0,18303000.0,37415000.0,1081526000.0,315883000.0,10737000.0,36000.0,145123000.0,170760000.0,-11323000.0,159437000.0,1397409000.0,,86164986.0,86164986.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.41,1.41,,86392000.0,1.41,72895000.0,29366000.0,121643000.0,121643000.0,121643000.0,1401143000.0,1796381000.0,-546000.0,22907000.0,47844000.0,1401143000.0,395238000.0,13687000.0,42000.0,186509000.0,208729000.0,-14191000.0,194538000.0,1796381000.0,,86164986.0,86164986.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 14:32:52+00:00,,0.45,,23396000.0,0.45,24491000.0,8154000.0,38631000.0,38631000.0,38631000.0,375852000.0,494475000.0,-1678000.0,6231000.0,12648000.0,375852000.0,118623000.0,3397000.0,3000.0,50429000.0,68194000.0,-5072000.0,63122000.0,494475000.0,,86164986.0,86164986.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q2YTD,2011-01-01,2011-06-30,,1.06,1.06,,43134000.0,1.06,35359000.0,14721000.0,60956000.0,60956000.0,60956000.0,705674000.0,902934000.0,1056000.0,12072000.0,24767000.0,705674000.0,197260000.0,7340000.0,33000.0,94694000.0,102566000.0,-6251000.0,96315000.0,902934000.0,,57443324.0,57443324.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.87,1.87,,82392000.0,1.87,64658000.0,28416000.0,107393000.0,107393000.0,107393000.0,1334623000.0,1697887000.0,1310000.0,22205000.0,46332000.0,1334623000.0,363264000.0,13254000.0,76000.0,179345000.0,183919000.0,-11868000.0,172051000.0,1697887000.0,,57443324.0,57443324.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q2,2011-04-01,2011-06-30,2012-08-09 14:16:32+00:00,,0.69,,22013000.0,0.69,21450000.0,7529000.0,39383000.0,39383000.0,39383000.0,367174000.0,480255000.0,-362000.0,5693000.0,13201000.0,367174000.0,113081000.0,3464000.0,14000.0,48436000.0,64645000.0,-3812000.0,60833000.0,480255000.0,,57443324.0,57443324.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.59,1.59,,79932000.0,1.59,57549000.0,27096000.0,89523000.0,89523000.0,89523000.0,1253254000.0,1585882000.0,643000.0,22741000.0,43574000.0,1253254000.0,332628000.0,12971000.0,115000.0,173343000.0,159285000.0,-12213000.0,147072000.0,1585882000.0,56800000.0,56255970.0,56255970.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 13:04:28+00:00,0.38,0.38,,21121000.0,0.38,13909000.0,7192000.0,21573000.0,21573000.0,21573000.0,338500000.0,422679000.0,1418000.0,6379000.0,11566000.0,338500000.0,84179000.0,3876000.0,19000.0,46258000.0,37921000.0,-2439000.0,35482000.0,422679000.0,56800000.0,56255970.0,56255970.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q4,2012-10-01,2012-12-31,,0.46,0.46,,29948000.0,0.46,24798000.0,6010000.0,39481000.0,39481000.0,39481000.0,416762000.0,539476000.0,-488000.0,4928000.0,14312000.0,416762000.0,122714000.0,2755000.0,6000.0,55198000.0,67516000.0,-3237000.0,64279000.0,539476000.0,86000000.0,86164964.0,86164964.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,FY,2012-01-01,2012-12-31,2015-02-26 12:11:44+00:00,1.97,1.97,,110743000.0,1.97,103646000.0,29681000.0,169452000.0,169452000.0,169452000.0,1627113000.0,2134579000.0,-728000.0,22880000.0,58908000.0,1627113000.0,507466000.0,11541000.0,113000.0,222212000.0,285254000.0,-12156000.0,273098000.0,2134579000.0,86000000.0,86164964.0,86164964.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q3YTD,2012-01-01,2012-09-30,,1.51,1.51,,80795000.0,1.51,78848000.0,23671000.0,129971000.0,129971000.0,129971000.0,1210351000.0,1595103000.0,-240000.0,17952000.0,44596000.0,1210351000.0,384752000.0,8786000.0,107000.0,167014000.0,217738000.0,-8919000.0,208819000.0,1595103000.0,,86164968.0,86164968.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.97,1.97,,105085000.0,1.97,99612000.0,28489000.0,169854000.0,169854000.0,169854000.0,1605994000.0,2101494000.0,281000.0,23795000.0,57081000.0,1605994000.0,495500000.0,12116000.0,251000.0,214450000.0,281050000.0,-11584000.0,269466000.0,2101494000.0,,86164968.0,86164968.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q3,2012-07-01,2012-09-30,2013-11-08 15:43:55+00:00,,0.59,,28727000.0,0.59,27317000.0,8336000.0,51044000.0,51044000.0,51044000.0,412076000.0,550511000.0,289000.0,5933000.0,14507000.0,412076000.0,138435000.0,2882000.0,22000.0,57503000.0,80932000.0,-2571000.0,78361000.0,550511000.0,,86164968.0,86164968.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.92,0.92,,52068000.0,0.92,51531000.0,15335000.0,78927000.0,78927000.0,78927000.0,798275000.0,1044592000.0,-529000.0,12019000.0,30089000.0,798275000.0,246317000.0,5904000.0,85000.0,109511000.0,136806000.0,-6348000.0,130458000.0,1044592000.0,85400000.0,86164986.0,86164986.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.83,1.83,,99754000.0,1.83,96786000.0,28307000.0,157441000.0,157441000.0,157441000.0,1569770000.0,2045458000.0,-1686000.0,24093000.0,55222000.0,1569770000.0,475688000.0,12631000.0,232000.0,207376000.0,268312000.0,-14085000.0,254227000.0,2045458000.0,85400000.0,86164986.0,86164986.0
Old Dominion Freight Line Inc,ODFL,,878927,2012.0,Q2,2012-04-01,2012-06-30,2013-08-08 15:07:47+00:00,0.56,0.56,,26524000.0,0.56,31229000.0,7652000.0,47832000.0,47832000.0,47832000.0,408629000.0,547452000.0,-875000.0,6122000.0,15937000.0,408629000.0,138823000.0,2685000.0,33000.0,56235000.0,82588000.0,-3527000.0,79061000.0,547452000.0,85400000.0,86164986.0,86164986.0
