company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,increasedecreaseinoperatingcapital,issuanceofcommonequity,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofinvestments,saleofplantpropertyandequipment
Old Dominion Freight Line Inc,ODFL,,878927,2008.0,FY,2008-01-01,2008-12-31,2011-02-28 15:55:57+00:00,-7267000.0,,39660000.0,15876000.0,87083000.0,42857000.0,,0.0,-12931000.0,-165799000.0,196476000.0,-12931000.0,-165799000.0,196506000.0,17776000.0,68677000.0,68677000.0,-2141000.0,0.0,,,-42391000.0,-181499000.0,-12931000.0,,61875000.0,3483000.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,Q4,2009-10-01,2009-12-31,,,,9027000.0,14708000.0,23801000.0,4860000.0,,-8658000.0,-8853000.0,-29122000.0,38505000.0,-8853000.0,-29122000.0,38505000.0,530000.0,9681000.0,9681000.0,163000.0,,,,,-30243000.0,-195000.0,,,1121000.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,FY,2009-01-01,2009-12-31,2012-02-29 11:00:03+00:00,,,9027000.0,14708000.0,94784000.0,888000.0,0.0,65047000.0,53075000.0,-203724000.0,130716000.0,53075000.0,-203724000.0,130716000.0,-19933000.0,34871000.0,34871000.0,173000.0,0.0,,,,-210888000.0,-11972000.0,,4861000.0,2303000.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,Q3,2009-07-01,2009-09-30,,,,,,24036000.0,2458000.0,,12664000.0,12472000.0,-50045000.0,37269000.0,12472000.0,-50045000.0,37269000.0,-304000.0,10495000.0,10495000.0,280000.0,,,,,-50232000.0,-192000.0,,,187000.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,Q3YTD,2009-01-01,2009-09-30,2010-11-08 14:54:40+00:00,,,,,70983000.0,-3972000.0,,73705000.0,61928000.0,-174602000.0,92211000.0,61928000.0,-174602000.0,92211000.0,-20463000.0,25190000.0,25190000.0,10000.0,0.0,,,,-180645000.0,-11777000.0,,4861000.0,1182000.0
Old Dominion Freight Line Inc,ODFL,,878927,2009.0,Q2YTD,2009-01-01,2009-06-30,2010-08-06 09:51:49+00:00,,,,,46947000.0,-6430000.0,,61041000.0,49456000.0,-124557000.0,54942000.0,49456000.0,-124557000.0,54942000.0,-20159000.0,14695000.0,14695000.0,-270000.0,,0.0,,,-130413000.0,-11585000.0,,4861000.0,995000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q4,2010-10-01,2010-12-31,,,,44893000.0,13561000.0,19862000.0,-12061000.0,,1183000.0,5418000.0,-35382000.0,30357000.0,5418000.0,-35382000.0,30357000.0,393000.0,22056000.0,22056000.0,500000.0,,,,,-37199000.0,4235000.0,,,1817000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,FY,2010-01-01,2010-12-31,2013-02-28 17:11:59+00:00,,,44893000.0,13561000.0,80362000.0,-16249000.0,0.0,1183000.0,-35500000.0,-103743000.0,140522000.0,-35500000.0,-103743000.0,140522000.0,1279000.0,75651000.0,75651000.0,758000.0,-2000.0,,,,-106347000.0,-36681000.0,,,2604000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q3TTM,2009-10-01,2010-09-30,,,,9027000.0,14708000.0,84301000.0,672000.0,,-8658000.0,-49771000.0,-97483000.0,148670000.0,-49771000.0,-97483000.0,148670000.0,1416000.0,63276000.0,63276000.0,421000.0,-2000.0,,,,-99391000.0,-41111000.0,,,1908000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q3,2010-07-01,2010-09-30,,,,,,19396000.0,-2923000.0,,-19238000.0,-23809000.0,-16902000.0,40985000.0,-23809000.0,-16902000.0,40985000.0,274000.0,24381000.0,24381000.0,131000.0,-2000.0,6450000.0,,,-23523000.0,-4569000.0,,,171000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-11-08 11:44:44+00:00,,,,,60500000.0,-4188000.0,0.0,0.0,-40918000.0,-68361000.0,110165000.0,-40918000.0,-68361000.0,110165000.0,886000.0,53595000.0,53595000.0,258000.0,-2000.0,,,,-69148000.0,-40916000.0,,,787000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q2TTM,2009-07-01,2010-06-30,,,,9027000.0,14708000.0,88941000.0,6053000.0,,23244000.0,-13490000.0,-130626000.0,144954000.0,-13490000.0,-130626000.0,144954000.0,838000.0,49390000.0,49390000.0,570000.0,,-6450000.0,,,-126100000.0,-36734000.0,,,1924000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q2,2010-04-01,2010-06-30,,,,,,19553000.0,-7226000.0,,4285000.0,-20914000.0,-17910000.0,34138000.0,-20914000.0,-17910000.0,34138000.0,-4686000.0,21513000.0,21513000.0,298000.0,,,,,-18172000.0,-25199000.0,,,262000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-08-09 11:20:41+00:00,,,,,41104000.0,-1265000.0,0.0,19238000.0,-17109000.0,-51459000.0,69180000.0,-17109000.0,-51459000.0,69180000.0,612000.0,29214000.0,29214000.0,127000.0,,-6450000.0,,,-45625000.0,-36347000.0,,,616000.0
Old Dominion Freight Line Inc,ODFL,,878927,2010.0,Q1,2010-01-01,2010-03-31,2011-05-09 13:36:03+00:00,,,,,21551000.0,5961000.0,0.0,14953000.0,3805000.0,-33549000.0,35042000.0,3805000.0,-33549000.0,35042000.0,5298000.0,7701000.0,7701000.0,-171000.0,,-6450000.0,,,-27453000.0,-11148000.0,,,354000.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q4,2011-10-01,2011-12-31,,,,34579000.0,14011000.0,24290000.0,13049000.0,,,-3355000.0,,77585000.0,-3355000.0,-40642000.0,77585000.0,33588000.0,39883000.0,39883000.0,363000.0,,0.0,,,0.0,-3355000.0,,,0.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,FY,2011-01-01,2011-12-31,2014-02-28 15:54:29+00:00,,,34579000.0,14011000.0,90820000.0,46381000.0,48400000.0,96010000.0,37798000.0,-244437000.0,277934000.0,37798000.0,-245332000.0,277934000.0,70400000.0,139470000.0,139470000.0,1263000.0,0.0,895000.0,,,-250768000.0,-106612000.0,,,5436000.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q3TTM,2010-10-01,2011-09-30,,,,44893000.0,13561000.0,86392000.0,21271000.0,48400000.0,97193000.0,46571000.0,-240072000.0,230706000.0,46571000.0,-240072000.0,230706000.0,37205000.0,121643000.0,121643000.0,1400000.0,,,,,-247099000.0,-99022000.0,,,7027000.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q3,2011-07-01,2011-09-30,,,,,,23396000.0,19025000.0,,-504000.0,-1272000.0,-66299000.0,81169000.0,-1272000.0,-66299000.0,81169000.0,13598000.0,38631000.0,38631000.0,117000.0,,,,,-67455000.0,-768000.0,,,1156000.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q3YTD,2011-01-01,2011-09-30,2012-11-06 14:32:52+00:00,,,,,66530000.0,33332000.0,48400000.0,96010000.0,41153000.0,-204690000.0,200349000.0,41153000.0,-204690000.0,200349000.0,36812000.0,99587000.0,99587000.0,900000.0,0.0,,,,-209900000.0,-103257000.0,,,5210000.0
Old Dominion Freight Line Inc,ODFL,,878927,2011.0,Q2TTM,2010-07-01,2011-06-30,,,,44893000.0,13561000.0,82392000.0,-677000.0,48400000.0,78459000.0,24034000.0,-190675000.0,190522000.0,24034000.0,-190675000.0,190522000.0,23881000.0,107393000.0,107393000.0,1414000.0,-2000.0,6450000.0,,,-203167000.0,-102823000.0,,,6042000.0
