company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,othergains,otherincome,otheroperatingexpenses,otherrevenue,preferreddividends,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q4,2010-10-01,2010-12-31,,0.36,1.26,0.42,1.26,,903000000.0,335000000.0,874000000.0,472000000.0,768000000.0,568000000.0,202000000.0,-823000000.0,-832000000.0,8000000.0,29000000.0,50000000.0,472000000.0,304000000.0,14000000.0,-116000000.0,-32000000.0,1086000000.0,-957000000.0,133000000.0,776000000.0,931300000.0,324200000.0,324600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.95,1.36,1.26,1.36,2000000.0,375000000.0,329000000.0,346000000.0,1142000000.0,1220000000.0,46000000.0,,-505000000.0,-900000000.0,32000000.0,29000000.0,140000000.0,1142000000.0,110000000.0,150000000.0,116000000.0,-1510000000.0,870000000.0,-535000000.0,331000000.0,1252000000.0,480000000.0,323200000.0,323600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q3TTM,2009-10-01,2010-09-30,,2.09,3.0,1.68,2.98,-8000000.0,1139000000.0,580000000.0,1095000000.0,828000000.0,2116000000.0,559000000.0,180000000.0,-2110000000.0,-1528000000.0,40000000.0,44000000.0,266000000.0,828000000.0,1328000000.0,284000000.0,196000000.0,-2012000000.0,2590000000.0,-2194000000.0,392000000.0,2156000000.0,480000000.0,323200000.0,323600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q3,2010-07-01,2010-09-30,2011-11-01 16:35:20+00:00,0.2,0.4,0.42,0.4,0.0,96000000.0,78000000.0,96000000.0,376000000.0,368000000.0,18000000.0,,-240000000.0,-1114000000.0,10000000.0,,40000000.0,376000000.0,2000000.0,34000000.0,30000000.0,-1074000000.0,326000000.0,-244000000.0,78000000.0,378000000.0,480000000.0,323200000.0,323600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.75,0.96,0.84,0.96,2000000.0,279000000.0,251000000.0,250000000.0,766000000.0,852000000.0,28000000.0,,-261000000.0,-536000000.0,22000000.0,29000000.0,100000000.0,766000000.0,108000000.0,116000000.0,86000000.0,-436000000.0,544000000.0,-291000000.0,253000000.0,874000000.0,428600000.0,324600000.0,325000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q2TTM,2009-07-01,2010-06-30,,2.01,2.72,1.68,2.7,-14000000.0,1081000000.0,582000000.0,1023000000.0,924000000.0,2198000000.0,499000000.0,208000000.0,-1802000000.0,-1294000000.0,38000000.0,58000000.0,266000000.0,924000000.0,1312000000.0,344000000.0,166000000.0,-1028000000.0,2340000000.0,-1980000000.0,360000000.0,2236000000.0,428600000.0,324600000.0,325000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q2,2010-04-01,2010-06-30,2011-08-05 13:08:32+00:00,0.21,0.42,0.42,0.42,4000000.0,105000000.0,85000000.0,90000000.0,370000000.0,352000000.0,20000000.0,,-261000000.0,-406000000.0,8000000.0,15000000.0,42000000.0,370000000.0,-10000000.0,34000000.0,30000000.0,-364000000.0,354000000.0,-265000000.0,89000000.0,360000000.0,428600000.0,324600000.0,325000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q1TTM,2009-04-01,2010-03-31,,1.99,2.49,1.68,2.47,-24000000.0,1040000000.0,604000000.0,982000000.0,1210000000.0,2248000000.0,436000000.0,236000000.0,-1475000000.0,-1284000000.0,40000000.0,58000000.0,270000000.0,1210000000.0,1078000000.0,409000000.0,136000000.0,-1014000000.0,2092000000.0,-1748000000.0,344000000.0,2288000000.0,296300000.0,162900000.0,163100000.0
Plum Creek Timber Company Inc ,PCL,,849213,2010.0,Q1,2010-01-01,2010-03-31,2011-05-04 16:20:31+00:00,0.54,0.54,0.42,0.54,-2000000.0,174000000.0,166000000.0,160000000.0,396000000.0,500000000.0,8000000.0,0.0,,-130000000.0,14000000.0,14000000.0,58000000.0,396000000.0,118000000.0,82000000.0,56000000.0,-72000000.0,190000000.0,-26000000.0,164000000.0,514000000.0,296300000.0,162900000.0,163100000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,FY,2011-01-01,2011-12-31,2012-02-24 16:25:34+00:00,1.19,2.38,1.68,2.38,-2000000.0,1158000000.0,637000000.0,1100000000.0,1578000000.0,1746000000.0,521000000.0,193000000.0,-1177000000.0,-1760000000.0,42000000.0,58000000.0,212000000.0,1578000000.0,210000000.0,139000000.0,,-1548000000.0,1758000000.0,-1316000000.0,442000000.0,1788000000.0,924400000.0,323400000.0,324000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q4,2011-10-01,2011-12-31,,0.38,0.76,0.42,0.76,-2000000.0,762000000.0,330000000.0,747000000.0,798000000.0,488000000.0,432000000.0,193000000.0,-304000000.0,-878000000.0,12000000.0,15000000.0,58000000.0,798000000.0,-298000000.0,-5000000.0,-88000000.0,-820000000.0,522000000.0,-387000000.0,135000000.0,500000000.0,924400000.0,323400000.0,324000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q3YTD,2011-01-01,2011-09-30,,0.81,1.62,1.26,1.62,,396000000.0,307000000.0,353000000.0,780000000.0,1258000000.0,89000000.0,,-873000000.0,-882000000.0,30000000.0,43000000.0,154000000.0,780000000.0,508000000.0,144000000.0,88000000.0,-728000000.0,1236000000.0,-929000000.0,307000000.0,1288000000.0,438700000.0,323800000.0,324400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q3TTM,2010-10-01,2011-09-30,,1.17,2.88,1.68,2.88,,1299000000.0,642000000.0,1227000000.0,1252000000.0,2026000000.0,657000000.0,202000000.0,-1696000000.0,-1714000000.0,38000000.0,72000000.0,204000000.0,1252000000.0,812000000.0,158000000.0,-28000000.0,-760000000.0,2322000000.0,-1886000000.0,440000000.0,2064000000.0,438700000.0,323800000.0,324400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q3,2011-07-01,2011-09-30,2012-11-06 16:35:20+00:00,0.31,0.62,0.42,0.62,-2000000.0,150000000.0,114000000.0,136000000.0,400000000.0,442000000.0,36000000.0,,-268000000.0,-436000000.0,10000000.0,14000000.0,48000000.0,400000000.0,52000000.0,88000000.0,28000000.0,-388000000.0,440000000.0,-328000000.0,112000000.0,452000000.0,438700000.0,323800000.0,324400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.5,1.0,0.84,1.0,2000000.0,246000000.0,193000000.0,217000000.0,380000000.0,816000000.0,53000000.0,,-605000000.0,-446000000.0,20000000.0,29000000.0,106000000.0,380000000.0,456000000.0,56000000.0,60000000.0,-340000000.0,796000000.0,-601000000.0,195000000.0,836000000.0,433300000.0,324000000.0,324600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q2TTM,2010-07-01,2011-06-30,,1.06,2.66,1.68,2.66,2000000.0,1245000000.0,606000000.0,1187000000.0,1228000000.0,1952000000.0,639000000.0,202000000.0,-1672000000.0,-1642000000.0,38000000.0,58000000.0,196000000.0,1228000000.0,762000000.0,104000000.0,-26000000.0,-1446000000.0,2208000000.0,-1802000000.0,406000000.0,1990000000.0,433300000.0,324000000.0,324600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q2,2011-04-01,2011-06-30,2012-08-07 16:27:31+00:00,0.27,0.54,0.42,0.54,0.0,132000000.0,103000000.0,117000000.0,0.0,410000000.0,29000000.0,,-370000000.0,-36000000.0,10000000.0,15000000.0,50000000.0,,420000000.0,-35000000.0,32000000.0,14000000.0,406000000.0,-303000000.0,103000000.0,420000000.0,433300000.0,324000000.0,324600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q1TTM,2010-04-01,2011-03-31,,1.0,2.54,1.68,2.54,6000000.0,1218000000.0,588000000.0,1160000000.0,1598000000.0,1894000000.0,630000000.0,202000000.0,-1563000000.0,-2012000000.0,36000000.0,58000000.0,188000000.0,1598000000.0,332000000.0,173000000.0,-28000000.0,-1824000000.0,2156000000.0,-1764000000.0,392000000.0,1930000000.0,434800000.0,323600000.0,324200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2011.0,Q1,2011-01-01,2011-03-31,2012-05-08 19:12:10+00:00,0.23,0.46,0.42,0.46,2000000.0,114000000.0,90000000.0,100000000.0,380000000.0,406000000.0,24000000.0,,-235000000.0,-410000000.0,10000000.0,14000000.0,56000000.0,380000000.0,36000000.0,91000000.0,28000000.0,-354000000.0,390000000.0,-298000000.0,92000000.0,416000000.0,434800000.0,323600000.0,324200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q4,2012-10-01,2012-12-31,,0.49,0.98,0.42,0.98,-2000000.0,643000000.0,115000000.0,686000000.0,2340000000.0,540000000.0,528000000.0,-58000000.0,-542000000.0,-2471000000.0,-10000000.0,-43000000.0,60000000.0,2340000000.0,-1810000000.0,-20000000.0,92000000.0,-2411000000.0,601000000.0,-430000000.0,171000000.0,530000000.0,812000000.0,323000000.0,323800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,FY,2012-01-01,2012-12-31,2013-02-22 16:24:23+00:00,1.25,2.5,1.68,2.5,-6000000.0,1015000000.0,464000000.0,1015000000.0,3772000000.0,1986000000.0,551000000.0,0.0,-1334000000.0,-3810000000.0,22000000.0,,232000000.0,3772000000.0,-1764000000.0,140000000.0,118000000.0,-3578000000.0,1814000000.0,-1356000000.0,458000000.0,2008000000.0,812000000.0,323000000.0,323800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q3YTD,2012-01-01,2012-09-30,,0.76,1.52,1.26,1.52,-4000000.0,372000000.0,349000000.0,329000000.0,1432000000.0,1446000000.0,23000000.0,58000000.0,-792000000.0,-1339000000.0,32000000.0,43000000.0,172000000.0,1432000000.0,46000000.0,160000000.0,26000000.0,-1167000000.0,1213000000.0,-926000000.0,287000000.0,1478000000.0,452800000.0,323000000.0,323800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q3TTM,2011-10-01,2012-09-30,,1.14,2.28,1.68,2.28,-6000000.0,1134000000.0,679000000.0,1076000000.0,2230000000.0,1934000000.0,455000000.0,251000000.0,-1096000000.0,-2217000000.0,44000000.0,58000000.0,230000000.0,2230000000.0,-252000000.0,155000000.0,-62000000.0,-1987000000.0,1735000000.0,-1313000000.0,422000000.0,1978000000.0,452800000.0,323000000.0,323800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q3,2012-07-01,2012-09-30,2013-11-07 18:46:29+00:00,0.36,0.72,0.42,0.72,-2000000.0,177000000.0,160000000.0,163000000.0,488000000.0,528000000.0,17000000.0,28000000.0,-360000000.0,-537000000.0,10000000.0,14000000.0,62000000.0,488000000.0,50000000.0,35000000.0,,-475000000.0,525000000.0,-395000000.0,130000000.0,538000000.0,452800000.0,323000000.0,323800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q2YTD,2012-01-01,2012-06-30,,0.4,0.8,0.84,0.8,-2000000.0,195000000.0,189000000.0,166000000.0,944000000.0,918000000.0,6000000.0,30000000.0,-432000000.0,-802000000.0,22000000.0,29000000.0,110000000.0,944000000.0,-4000000.0,125000000.0,26000000.0,-692000000.0,688000000.0,-531000000.0,157000000.0,940000000.0,422700000.0,323000000.0,323400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q2TTM,2011-07-01,2012-06-30,,1.09,2.18,1.68,2.18,-6000000.0,1107000000.0,633000000.0,1049000000.0,2142000000.0,1848000000.0,474000000.0,223000000.0,-1004000000.0,-2116000000.0,44000000.0,58000000.0,216000000.0,2142000000.0,-250000000.0,208000000.0,-34000000.0,-1900000000.0,1650000000.0,-1246000000.0,404000000.0,1892000000.0,422700000.0,323000000.0,323400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q2,2012-04-01,2012-06-30,2013-08-06 16:49:26+00:00,0.22,0.44,0.42,0.44,0.0,108000000.0,117000000.0,93000000.0,426000000.0,408000000.0,-9000000.0,30000000.0,-235000000.0,-418000000.0,10000000.0,15000000.0,54000000.0,426000000.0,-8000000.0,34000000.0,,-364000000.0,356000000.0,-269000000.0,87000000.0,418000000.0,422700000.0,323000000.0,323400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q1TTM,2011-04-01,2012-03-31,,1.14,2.28,1.68,2.28,-6000000.0,1131000000.0,619000000.0,1073000000.0,1716000000.0,1850000000.0,512000000.0,193000000.0,-1139000000.0,-1734000000.0,44000000.0,58000000.0,212000000.0,1716000000.0,178000000.0,139000000.0,-2000000.0,-1522000000.0,1700000000.0,-1280000000.0,420000000.0,1894000000.0,405600000.0,322800000.0,323400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2012.0,Q1,2012-01-01,2012-03-31,2013-05-07 18:54:40+00:00,0.18,0.36,0.42,0.36,-2000000.0,87000000.0,72000000.0,73000000.0,518000000.0,510000000.0,15000000.0,,-197000000.0,-384000000.0,12000000.0,14000000.0,56000000.0,518000000.0,4000000.0,91000000.0,26000000.0,-328000000.0,332000000.0,-262000000.0,70000000.0,522000000.0,405600000.0,322800000.0,323400000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,FY,2013-01-01,2013-12-31,2016-02-18 16:26:41+00:00,1.3,2.6,1.74,2.6,-2000000.0,856000000.0,738000000.0,798000000.0,1850000000.0,1956000000.0,118000000.0,252000000.0,-2329000000.0,-2804000000.0,0.0,58000000.0,246000000.0,1850000000.0,106000000.0,-149000000.0,,-2558000000.0,2664000000.0,-2180000000.0,484000000.0,1956000000.0,613800000.0,329200000.0,330000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q4,2013-10-01,2013-12-31,,0.23,0.46,0.44,0.46,-2000000.0,334000000.0,173000000.0,319000000.0,470000000.0,496000000.0,161000000.0,78000000.0,-1330000000.0,-1212000000.0,,15000000.0,68000000.0,470000000.0,26000000.0,-253000000.0,,-1144000000.0,1170000000.0,-1077000000.0,93000000.0,496000000.0,613800000.0,329200000.0,330000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q3YTD,2013-01-01,2013-09-30,,1.07,2.14,1.3,2.14,,522000000.0,565000000.0,479000000.0,1380000000.0,1460000000.0,-43000000.0,174000000.0,-999000000.0,-1592000000.0,,43000000.0,178000000.0,1380000000.0,80000000.0,104000000.0,,-1414000000.0,1494000000.0,-1103000000.0,391000000.0,1460000000.0,459100000.0,326000000.0,326800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q3TTM,2012-10-01,2013-09-30,,1.56,3.12,1.72,3.12,-2000000.0,1165000000.0,680000000.0,1165000000.0,3720000000.0,2000000000.0,485000000.0,116000000.0,-1541000000.0,-4063000000.0,-10000000.0,,238000000.0,3720000000.0,-1730000000.0,84000000.0,92000000.0,-3825000000.0,2095000000.0,-1533000000.0,562000000.0,1990000000.0,459100000.0,326000000.0,326800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q3,2013-07-01,2013-09-30,2014-11-04 16:19:19+00:00,0.44,0.88,0.44,0.88,2000000.0,216000000.0,222000000.0,202000000.0,490000000.0,544000000.0,-6000000.0,64000000.0,-392000000.0,-588000000.0,0.0,14000000.0,56000000.0,490000000.0,54000000.0,34000000.0,,-532000000.0,586000000.0,-426000000.0,160000000.0,544000000.0,459100000.0,326000000.0,326800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q2YTD,2013-01-01,2013-06-30,,0.63,1.26,0.86,1.26,-2000000.0,306000000.0,343000000.0,277000000.0,890000000.0,916000000.0,-37000000.0,110000000.0,-607000000.0,-1004000000.0,,29000000.0,122000000.0,890000000.0,26000000.0,70000000.0,,-882000000.0,908000000.0,-677000000.0,231000000.0,916000000.0,439300000.0,325800000.0,326800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q2TTM,2012-07-01,2013-06-30,,1.48,2.96,1.7,2.96,-6000000.0,1126000000.0,618000000.0,1126000000.0,3718000000.0,1984000000.0,508000000.0,80000000.0,-1509000000.0,-4012000000.0,,,244000000.0,3718000000.0,-1734000000.0,85000000.0,92000000.0,-3768000000.0,2034000000.0,-1502000000.0,532000000.0,1984000000.0,439300000.0,325800000.0,326800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q2,2013-04-01,2013-06-30,2014-08-05 16:39:25+00:00,0.28,0.56,0.44,0.56,-4000000.0,138000000.0,175000000.0,123000000.0,428000000.0,408000000.0,-37000000.0,68000000.0,-268000000.0,-484000000.0,0.0,15000000.0,58000000.0,428000000.0,-20000000.0,35000000.0,,-426000000.0,406000000.0,-303000000.0,103000000.0,408000000.0,439300000.0,325800000.0,326800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q1TTM,2012-04-01,2013-03-31,,1.42,2.84,1.68,2.84,-2000000.0,1096000000.0,560000000.0,1096000000.0,3716000000.0,1984000000.0,536000000.0,42000000.0,-1476000000.0,-3946000000.0,10000000.0,,240000000.0,3716000000.0,-1722000000.0,84000000.0,92000000.0,-3706000000.0,1984000000.0,-1468000000.0,516000000.0,1994000000.0,440000000.0,324600000.0,325600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2013.0,Q1,2013-01-01,2013-03-31,2014-05-06 18:48:13+00:00,0.35,0.7,0.42,0.7,2000000.0,168000000.0,168000000.0,154000000.0,462000000.0,508000000.0,,42000000.0,-339000000.0,-520000000.0,0.0,14000000.0,64000000.0,462000000.0,46000000.0,35000000.0,,-456000000.0,502000000.0,-374000000.0,128000000.0,508000000.0,440000000.0,324600000.0,325600000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,FY,2014-01-01,2014-12-31,2016-02-18 16:26:41+00:00,1.21,2.42,1.76,2.42,16000000.0,856000000.0,762000000.0,798000000.0,2128000000.0,2442000000.0,94000000.0,276000000.0,-2186000000.0,-2734000000.0,36000000.0,58000000.0,230000000.0,2128000000.0,350000000.0,166000000.0,,-2504000000.0,2854000000.0,-2352000000.0,502000000.0,2478000000.0,659500000.0,353400000.0,354000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q4,2014-10-01,2014-12-31,,0.39,0.95,0.44,0.95,8000000.0,478000000.0,305000000.0,463000000.0,392000000.0,836000000.0,173000000.0,154000000.0,-1441000000.0,-1480000000.0,6000000.0,15000000.0,274000000.0,392000000.0,450000000.0,42000000.0,-14000000.0,-1206000000.0,1656000000.0,-1497000000.0,159000000.0,842000000.0,659500000.0,353400000.0,354000000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q3,2014-07-01,2014-09-30,2015-11-03 16:27:11+00:00,0.34,0.68,0.44,0.68,8000000.0,183000000.0,192000000.0,169000000.0,538000000.0,554000000.0,-9000000.0,56000000.0,-383000000.0,-492000000.0,14000000.0,14000000.0,-46000000.0,538000000.0,30000000.0,41000000.0,,-538000000.0,568000000.0,-424000000.0,144000000.0,568000000.0,497100000.0,353600000.0,354200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q3YTD,2014-01-01,2014-09-30,,0.82,1.47,1.32,1.47,8000000.0,378000000.0,457000000.0,335000000.0,1736000000.0,1606000000.0,-79000000.0,122000000.0,-745000000.0,-1254000000.0,30000000.0,43000000.0,-44000000.0,1736000000.0,-100000000.0,124000000.0,14000000.0,-1298000000.0,1198000000.0,-855000000.0,343000000.0,1636000000.0,497100000.0,353600000.0,354200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q3TTM,2013-10-01,2014-09-30,,1.05,1.93,1.76,1.93,6000000.0,712000000.0,630000000.0,654000000.0,2206000000.0,2102000000.0,82000000.0,200000000.0,-2075000000.0,-2466000000.0,30000000.0,58000000.0,24000000.0,2206000000.0,-74000000.0,-129000000.0,14000000.0,-2442000000.0,2368000000.0,-1932000000.0,436000000.0,2132000000.0,497100000.0,353600000.0,354200000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q2,2014-04-01,2014-06-30,2015-08-04 16:14:16+00:00,0.31,0.62,0.44,0.62,0.0,165000000.0,177000000.0,150000000.0,500000000.0,514000000.0,-12000000.0,52000000.0,-349000000.0,-552000000.0,10000000.0,15000000.0,60000000.0,500000000.0,24000000.0,42000000.0,,-492000000.0,516000000.0,-391000000.0,125000000.0,524000000.0,483900000.0,354200000.0,354800000.0
Plum Creek Timber Company Inc ,PCL,,849213,2014.0,Q2YTD,2014-01-01,2014-06-30,,0.48,0.79,0.88,0.79,,195000000.0,265000000.0,166000000.0,1198000000.0,1052000000.0,-70000000.0,66000000.0,-362000000.0,-762000000.0,16000000.0,29000000.0,2000000.0,1198000000.0,-130000000.0,83000000.0,14000000.0,-760000000.0,630000000.0,-431000000.0,199000000.0,1068000000.0,483900000.0,354200000.0,354800000.0
