company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,aoci,cashandequivalents,commitmentsandcontingencies,commonequity,intangibleassets,interestbearingdeposits,loansheldforsale,longtermdebt,netpremisesandequipment,noncontrollinginterests,otherassets,otherequity,otherlongtermliabilities,othershorttermpayables,restrictedcash,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2007.0,FY,,2007-12-31,2009-02-27 00:00:00+00:00,-2102000.0,96269000.0,0.0,3941558000.0,623073000.0,3470000.0,,7398941000.0,8825410000.0,339271000.0,2940593000.0,,567885000.0,,36427000.0,-120920000.0,108496000.0,12521772000.0,3818536000.0,4103709000.0,4442980000.0,8078792000.0,12521772000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,FY,,2008-12-31,2010-02-12 08:42:40+00:00,-81162000.0,57562000.0,,5127328000.0,505507000.0,,1068454000.0,5835247000.0,8691370000.0,206569000.0,1491855000.0,,504530000.0,,35078000.0,-130068000.0,102209000.0,11849826000.0,4916098000.0,5201271000.0,5407840000.0,6441986000.0,11849826000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,FY,,2009-12-31,2011-02-15 08:40:59+00:00,-2134000.0,112259000.0,,6012948000.0,389698000.0,224000.0,,5556036000.0,8550686000.0,178072000.0,3124092000.0,,594983000.0,,33000000.0,-515450000.0,99883000.0,12209735000.0,5495364000.0,5780537000.0,5958609000.0,6251126000.0,12209735000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q3,,2009-09-30,2009-11-03 08:33:03+00:00,-9838000.0,144366000.0,,6001679000.0,410366000.0,,,5583981000.0,8623353000.0,179673000.0,3128137000.0,,605265000.0,,31988000.0,-407210000.0,99487000.0,12338210000.0,5584631000.0,5869804000.0,6049477000.0,6288733000.0,12338210000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q2,,2009-06-30,2009-08-04 08:08:44+00:00,-18819000.0,49484000.0,,5573466000.0,433874000.0,,1078418000.0,5410859000.0,8662384000.0,180029000.0,1529339000.0,,484582000.0,,32351000.0,-228424000.0,98984000.0,11785850000.0,5326223000.0,5611396000.0,5791425000.0,5994425000.0,11785850000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,FY,,2010-12-31,2012-02-14 08:41:07+00:00,-13237000.0,1036701000.0,0.0,8460907000.0,316375000.0,,2002866000.0,4554158000.0,8660173000.0,188680000.0,1279489000.0,,225725000.0,313806000.0,36319000.0,-775476000.0,92187000.0,13331923000.0,7672194000.0,7957367000.0,8146047000.0,5185876000.0,13331923000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q3,,2010-09-30,2010-11-02 08:36:06+00:00,-7426000.0,52635000.0,,6548170000.0,325859000.0,,1852521000.0,5325715000.0,8629169000.0,188903000.0,1350892000.0,,571810000.0,,34223000.0,-761036000.0,93990000.0,12245299000.0,5779708000.0,6064881000.0,6253784000.0,5991515000.0,12245299000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q2,,2010-06-30,2010-08-03 08:37:00+00:00,-4552000.0,96260000.0,,6465648000.0,356387000.0,,1707609000.0,5275542000.0,8622413000.0,181117000.0,1422157000.0,,580825000.0,,39817000.0,-634066000.0,94956000.0,12244643000.0,5827030000.0,6112203000.0,6293320000.0,5951323000.0,12244643000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q1,,2010-03-31,2010-04-27 08:35:54+00:00,-406000.0,44604000.0,,6016793000.0,373001000.0,,1687415000.0,5561976000.0,8542562000.0,183617000.0,1454035000.0,,572400000.0,,37953000.0,-577006000.0,97023000.0,12139570000.0,5439381000.0,5724554000.0,5908171000.0,6231399000.0,12139570000.0,285173000.0,
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2011.0,FY,,2011-12-31,2013-02-12 08:39:53+00:00,-19582000.0,33506000.0,0.0,9792165000.0,372390000.0,,110253000.0,7585102000.0,9280510000.0,187140000.0,7463968000.0,,239288000.0,275478000.0,41553000.0,-1024274000.0,87985000.0,17408475000.0,8748309000.0,9033482000.0,9220622000.0,8187853000.0,17408475000.0,285173000.0,106295000.0
