company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,investmentsecuritiesinterestincome,longtermdebtinterestexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,nonoperatingincome,otheradjustmentstoconsolidatednetincome,otheradjustmentstonetincometocommon,othergains,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,restructuringcharge,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2007.0,FY,2007-01-01,2007-12-31,2010-02-12 08:42:40+00:00,2.72,2.72,1.78,258264000.0,2.7,,1444000.0,51565000.0,355197000.0,614115000.0,135793000.0,478322000.0,565080000.0,27905000.0,-303632000.0,,34536000.0,,,5645000.0,888597000.0,243226000.0,13581000.0,,21130000.0,,,355197000.0,51565000.0,501490000.0,902178000.0,131592000.0,598546000.0,207800000.0,207924000.0,208920000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,FY,2008-01-01,2008-12-31,2011-02-15 08:40:59+00:00,1.79,1.79,,312009000.0,1.79,18276000.0,4224000.0,130869000.0,348343000.0,470983000.0,224506000.0,246477000.0,425368000.0,22488000.0,-217474000.0,,25672000.0,,,3326000.0,1008204000.0,266636000.0,5923000.0,,23127000.0,,,348343000.0,130869000.0,596921000.0,1014127000.0,225404000.0,796653000.0,237600000.0,237301000.0,237972000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,Q3,2008-07-01,2008-09-30,2009-11-03 08:33:03+00:00,0.49,0.49,0.455,77292000.0,0.49,3710000.0,853000.0,,82813000.0,131556000.0,100513000.0,31043000.0,119615000.0,6659000.0,-82813000.0,,62283000.0,,,1227000.0,266329000.0,66181000.0,1523000.0,,5282000.0,,,82813000.0,,147183000.0,267852000.0,100139000.0,185039000.0,244100000.0,244572000.0,245482000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2008.0,Q2,2008-04-01,2008-06-30,2009-08-04 08:08:44+00:00,0.96,0.96,0.455,77861000.0,0.96,1574000.0,1274000.0,,85446000.0,238080000.0,49396000.0,188684000.0,225890000.0,6907000.0,-85446000.0,,30739000.0,,,1221000.0,247318000.0,65184000.0,1457000.0,,5283000.0,,,85446000.0,,144619000.0,248775000.0,49449000.0,163329000.0,235300000.0,235117000.0,236099000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q4,2009-10-01,2009-12-31,,0.06,0.06,-1.38,75254000.0,0.06,54485000.0,507000.0,36355000.0,72816000.0,35484000.0,31334000.0,4150000.0,26397000.0,4941000.0,-36461000.0,,2575000.0,,,1518000.0,252648000.0,59879000.0,1179000.0,,4146000.0,,,72816000.0,36355000.0,189618000.0,253827000.0,30323000.0,217366000.0,272700000.0,274216000.0,274631000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,FY,2009-01-01,2009-12-31,2012-02-14 08:41:07+00:00,0.4,0.4,,315947000.0,0.4,75389000.0,1910000.0,124146000.0,298869000.0,146151000.0,102645000.0,43506000.0,109069000.0,15952000.0,-174723000.0,,7768000.0,,,3511000.0,1017291000.0,363268000.0,5312000.0,,21130000.0,,,298869000.0,124146000.0,754604000.0,1022603000.0,101044000.0,847880000.0,272700000.0,274216000.0,274631000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q3YTD,2009-01-01,2009-09-30,,0.34,0.34,1.38,240693000.0,0.34,20904000.0,1403000.0,87791000.0,226053000.0,110667000.0,71311000.0,39356000.0,82672000.0,11011000.0,-138262000.0,,5193000.0,,,1993000.0,764643000.0,303389000.0,4133000.0,,16984000.0,,,226053000.0,87791000.0,564986000.0,768776000.0,70721000.0,630514000.0,291100000.0,284812000.0,284812000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q3,2009-07-01,2009-09-30,2010-11-02 08:36:06+00:00,-0.18,-0.18,0.46,81177000.0,-0.18,15123000.0,-325000.0,33936000.0,74039000.0,-43220000.0,-46623000.0,3403000.0,-52397000.0,3466000.0,-40103000.0,,5983000.0,,,1328000.0,251806000.0,170988000.0,1326000.0,,5711000.0,,,74039000.0,33936000.0,267288000.0,253132000.0,-48276000.0,213029000.0,291100000.0,284812000.0,284812000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q2YTD,2009-01-01,2009-06-30,,0.52,0.52,0.92,159516000.0,0.52,5781000.0,1728000.0,53855000.0,152014000.0,153887000.0,117934000.0,35953000.0,135069000.0,7545000.0,-98159000.0,,-790000.0,,,665000.0,512837000.0,132401000.0,2807000.0,,11273000.0,,,152014000.0,53855000.0,297698000.0,515644000.0,118997000.0,417485000.0,262200000.0,265422000.0,265542000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q2,2009-04-01,2009-06-30,2010-08-03 08:37:00+00:00,0.35,0.35,0.46,79293000.0,0.35,5781000.0,840000.0,27084000.0,75340000.0,101178000.0,68093000.0,33085000.0,91784000.0,3719000.0,-48256000.0,,1648000.0,,,1127000.0,264036000.0,65917000.0,1369000.0,,5675000.0,,,75340000.0,27084000.0,150991000.0,265405000.0,67806000.0,217149000.0,262200000.0,265422000.0,265542000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2009.0,Q1,2009-01-01,2009-03-31,2010-04-27 08:35:54+00:00,0.17,0.17,0.46,80223000.0,0.17,,888000.0,26771000.0,76674000.0,52709000.0,49841000.0,2868000.0,43285000.0,3826000.0,-49903000.0,,-2438000.0,,,-462000.0,248801000.0,66484000.0,1438000.0,,5598000.0,,,76674000.0,26771000.0,146707000.0,250239000.0,51191000.0,200336000.0,254600000.0,253335000.0,253423000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q4,2010-10-01,2010-12-31,,0.43,0.43,-1.4,72987000.0,0.43,,-1398000.0,52159000.0,65213000.0,145526000.0,123184000.0,22342000.0,136202000.0,5312000.0,-13054000.0,,9043000.0,,,692000.0,256071000.0,76209000.0,911000.0,,4012000.0,,17319000.0,65213000.0,52159000.0,149196000.0,274301000.0,121094000.0,261247000.0,304500000.0,305574000.0,306900000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,FY,2010-01-01,2010-12-31,2013-02-12 08:39:53+00:00,1.01,1.01,,306934000.0,1.0,-11900000.0,412000.0,160163000.0,285508000.0,344395000.0,315346000.0,29049000.0,307498000.0,15767000.0,-125345000.0,,16194000.0,,,-66923000.0,1042781000.0,293177000.0,4666000.0,,21130000.0,,32596000.0,285508000.0,160163000.0,588211000.0,1080043000.0,382681000.0,954698000.0,304500000.0,305574000.0,306900000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q3YTD,2010-01-01,2010-09-30,,0.58,0.58,1.4,233947000.0,0.57,-11900000.0,1810000.0,108004000.0,220295000.0,198869000.0,192162000.0,6707000.0,171296000.0,10455000.0,-112291000.0,,7151000.0,,,-67615000.0,786710000.0,216968000.0,3755000.0,,17118000.0,,15277000.0,220295000.0,108004000.0,439015000.0,805742000.0,261587000.0,693451000.0,339900000.0,309448000.0,311092000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q3TTM,2009-10-01,2010-09-30,,0.64,0.64,0.02,309201000.0,0.63,42585000.0,2317000.0,144359000.0,293111000.0,234353000.0,223496000.0,10857000.0,197693000.0,15396000.0,-148752000.0,,9726000.0,,,-66097000.0,1039358000.0,276847000.0,4934000.0,,21264000.0,,15277000.0,293111000.0,144359000.0,628633000.0,1059569000.0,291910000.0,910817000.0,339900000.0,309448000.0,311092000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q3,2010-07-01,2010-09-30,2011-10-31 08:20:18+00:00,0.05,0.05,0.465,78313000.0,0.05,,867000.0,36582000.0,71598000.0,26173000.0,21428000.0,4745000.0,16995000.0,3896000.0,-35016000.0,,6657000.0,,,-71484000.0,264033000.0,80016000.0,1157000.0,,5282000.0,,15277000.0,71598000.0,36582000.0,158329000.0,280467000.0,93779000.0,245451000.0,339900000.0,309448000.0,311092000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q2YTD,2010-01-01,2010-06-30,,0.53,0.53,0.93,155634000.0,0.52,-11900000.0,943000.0,71422000.0,148697000.0,172696000.0,170734000.0,1962000.0,154301000.0,6559000.0,-77275000.0,,494000.0,,,3869000.0,522677000.0,136952000.0,2598000.0,,11836000.0,,,148697000.0,71422000.0,280686000.0,525275000.0,167808000.0,448000000.0,294300000.0,294880000.0,296037000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q2TTM,2009-07-01,2010-06-30,,0.41,0.41,0.01,312065000.0,0.4,57708000.0,1125000.0,141713000.0,295552000.0,164960000.0,155445000.0,9515000.0,128301000.0,14966000.0,-153839000.0,,9052000.0,,,6715000.0,1027131000.0,367819000.0,5103000.0,,21693000.0,,,295552000.0,141713000.0,737592000.0,1032234000.0,149855000.0,878395000.0,294300000.0,294880000.0,296037000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q2,2010-04-01,2010-06-30,2011-08-02 08:34:31+00:00,0.27,0.27,0.465,77700000.0,0.27,,571000.0,36156000.0,72745000.0,88595000.0,87587000.0,1008000.0,79465000.0,3494000.0,-36589000.0,,181000.0,,,2486000.0,264431000.0,65941000.0,1290000.0,,5636000.0,,,72745000.0,36156000.0,143641000.0,265721000.0,85672000.0,229132000.0,294300000.0,294880000.0,296037000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q1TTM,2009-04-01,2010-03-31,,0.49,0.49,0.01,313658000.0,0.48,63489000.0,1394000.0,132641000.0,298147000.0,177543000.0,135951000.0,41592000.0,140620000.0,15191000.0,-165506000.0,,10519000.0,,,5356000.0,1026736000.0,367795000.0,5182000.0,,21732000.0,,,298147000.0,132641000.0,744942000.0,1031918000.0,131989000.0,866412000.0,287800000.0,293223000.0,294087000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2010.0,Q1,2010-01-01,2010-03-31,2011-05-03 08:33:49+00:00,0.26,0.26,0.465,77934000.0,0.25,-11900000.0,372000.0,35266000.0,75952000.0,84101000.0,83147000.0,954000.0,74836000.0,3065000.0,-40686000.0,,313000.0,,,1383000.0,258246000.0,71011000.0,1308000.0,,6200000.0,,,75952000.0,35266000.0,137045000.0,259554000.0,82136000.0,218868000.0,287800000.0,293223000.0,294087000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2011.0,Q4,2011-10-01,2011-12-31,,0.16,0.16,-1.44,78387000.0,0.16,,1011000.0,665000.0,98291000.0,70787000.0,53910000.0,16877000.0,62067000.0,3438000.0,-97626000.0,,-4122000.0,,,13952000.0,399026000.0,212167000.0,468000.0,,5282000.0,,33777000.0,98291000.0,665000.0,290554000.0,433271000.0,40969000.0,335645000.0,399500000.0,398446000.0,400218000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2011.0,FY,2011-01-01,2011-12-31,2014-02-11 08:39:43+00:00,1.29,1.29,,346055000.0,1.29,15400000.0,1301000.0,99864000.0,415455000.0,554494000.0,536130000.0,18364000.0,515302000.0,18062000.0,-315591000.0,,12933000.0,,,46750000.0,1543390000.0,439760000.0,2073000.0,,21130000.0,,49091000.0,415455000.0,99864000.0,801215000.0,1594554000.0,490681000.0,1278963000.0,399500000.0,398446000.0,400218000.0
Healthpeak Properties Inc,PEAK,PZ9HF5U52KPF0MH0QN75,765880,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.13,1.13,1.44,267668000.0,1.13,15400000.0,290000.0,99199000.0,317164000.0,483707000.0,482220000.0,1487000.0,453235000.0,14624000.0,-217965000.0,,17055000.0,,,32798000.0,1144364000.0,227593000.0,1605000.0,,15848000.0,,15314000.0,317164000.0,99199000.0,510661000.0,1161283000.0,449712000.0,943318000.0,405800000.0,407081000.0,408646000.0
