company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,depositsinterestexpense,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,longtermdebtinterestexpense,marketingexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netoccupancyequipmentexpense,netrealizedcapitalgains,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,preferreddividends,propertyliabilityinsuranceclaims,provisionforcreditlosses,salariesandemployeebenefitsexpense,shorttermborrowinginterestexpense,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,tradingaccountinterestincome,trustfeeincome,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2008.0,FY,2008-01-01,2008-12-31,2011-02-25 17:24:28+00:00,8229000.0,-0.96,-0.96,,271302000.0,-0.96,-154405000.0,162306000.0,1305100000.0,250773000.0,,-177971000.0,-174437000.0,-3534000.0,-199400000.0,14016000.0,895082000.0,232919000.0,47091000.0,24694000.0,1001560000.0,427520000.0,206884000.0,7413000.0,14664000.0,1080000000.0,928982000.0,189568000.0,711643000.0,1606725000.0,1612314000.0,1468390000.0,-328842000.0,2363472000.0,114625000.0,212855000.0,207700000.0,206681000.0,206681000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q4,2009-10-01,2009-12-31,,-238000.0,-0.27,-0.27,,25634000.0,-0.27,-33882000.0,31796000.0,187093000.0,12955000.0,,-52844000.0,-40797000.0,-12047000.0,-70580000.0,2839000.0,189894000.0,37485000.0,-2615000.0,442000.0,162973000.0,191693000.0,44040000.0,14897000.0,8495000.0,135000000.0,140866000.0,2508000.0,41097000.0,230991000.0,378301000.0,248728000.0,-74679000.0,438622000.0,11660000.0,44330000.0,233600000.0,234431000.0,234431000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,FY,2009-01-01,2009-12-31,2012-02-28 16:17:50+00:00,4352000.0,-1.41,-1.41,,132464000.0,-1.41,-170716000.0,141853000.0,795559000.0,71052000.0,,-258435000.0,-235232000.0,-23203000.0,-329422000.0,11402000.0,776468000.0,157951000.0,-2882000.0,2365000.0,867543000.0,573071000.0,181003000.0,59585000.0,46272000.0,880000000.0,755167000.0,12955000.0,216471000.0,992939000.0,1536813000.0,1234397000.0,-405948000.0,2010865000.0,53162000.0,188733000.0,233600000.0,234431000.0,234431000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q3YTD,2009-01-01,2009-09-30,,4590000.0,-1.14,-1.14,,106830000.0,-1.14,-136834000.0,110057000.0,608466000.0,58097000.0,,-205591000.0,-194435000.0,-11156000.0,-258842000.0,8563000.0,586574000.0,120466000.0,-267000.0,1923000.0,704570000.0,381378000.0,136963000.0,44688000.0,37777000.0,745000000.0,614301000.0,10447000.0,175374000.0,761948000.0,1158512000.0,985669000.0,-331269000.0,1572243000.0,41502000.0,144403000.0,229800000.0,230285000.0,230285000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q3,2009-07-01,2009-09-30,2010-11-01 12:49:09+00:00,1445000.0,-0.23,-0.23,,28658000.0,-0.23,-15368000.0,33495000.0,190730000.0,14152000.0,,-35014000.0,-24814000.0,-10200000.0,-52859000.0,2969000.0,190901000.0,40295000.0,65000.0,355000.0,188254000.0,118953000.0,64736000.0,14876000.0,8796000.0,185000000.0,178734000.0,2649000.0,45459000.0,236360000.0,348223000.0,302140000.0,-40182000.0,493041000.0,11780000.0,49085000.0,229800000.0,230285000.0,230285000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q2YTD,2009-01-01,2009-06-30,,3145000.0,-0.91,-0.91,,78172000.0,-0.91,-121466000.0,76562000.0,417736000.0,43945000.0,,-170577000.0,-169621000.0,-956000.0,-205983000.0,5594000.0,395673000.0,80171000.0,-332000.0,1568000.0,516316000.0,262425000.0,72227000.0,29812000.0,28981000.0,560000000.0,435567000.0,7798000.0,129915000.0,525588000.0,810289000.0,683529000.0,-291087000.0,1079202000.0,29722000.0,95318000.0,228100000.0,226476000.0,226476000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q2,2009-04-01,2009-06-30,2010-08-05 14:18:32+00:00,1509000.0,-0.54,-0.54,,33997000.0,-0.54,-74043000.0,36460000.0,204265000.0,18877000.0,,-105482000.0,-105174000.0,-308000.0,-123182000.0,2844000.0,199086000.0,40482000.0,-330000.0,703000.0,194867000.0,145750000.0,40180000.0,14856000.0,21353000.0,260000000.0,193392000.0,3535000.0,56409000.0,255495000.0,402486000.0,284183000.0,-179217000.0,483269000.0,14067000.0,49466000.0,228100000.0,226476000.0,226476000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q1,2009-01-01,2009-03-31,2010-06-04 15:45:35+00:00,1636000.0,-0.37,-0.37,,44175000.0,-0.37,-47423000.0,40102000.0,213471000.0,25068000.0,,-65095000.0,-64447000.0,-648000.0,-82801000.0,2750000.0,196587000.0,39689000.0,-2000.0,865000.0,321449000.0,116675000.0,32047000.0,14956000.0,7628000.0,300000000.0,242175000.0,4263000.0,73506000.0,270093000.0,407803000.0,399346000.0,-111870000.0,595933000.0,15655000.0,45852000.0,223800000.0,223594000.0,223594000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2010.0,Q4,2010-10-01,2010-12-31,,956000.0,-0.21,-0.21,,21187000.0,-0.21,-6295000.0,27240000.0,178215000.0,11898000.0,,17308000.0,21334000.0,-4026000.0,-48685000.0,2839000.0,182236000.0,35901000.0,15681000.0,934000.0,110630000.0,116001000.0,36325000.0,63154000.0,9326000.0,45000000.0,162847000.0,1939000.0,35024000.0,217260000.0,325031000.0,202834000.0,15039000.0,385070000.0,10871000.0,40198000.0,231100000.0,235699000.0,235699000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2010.0,FY,2010-01-01,2010-12-31,2013-02-27 17:33:07+00:00,4149000.0,-0.25,-0.25,,91760000.0,-0.25,-21182000.0,114325000.0,716701000.0,50253000.0,,61603000.0,72935000.0,-11332000.0,-57769000.0,11402000.0,730838000.0,145260000.0,10922000.0,2876000.0,591398000.0,483256000.0,161555000.0,107970000.0,37138000.0,270000000.0,672007000.0,7435000.0,149448000.0,880286000.0,1341810000.0,932725000.0,51753000.0,1663563000.0,46384000.0,168850000.0,231100000.0,235699000.0,235699000.0
