company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,allowanceforloanandleaselosses,aoci,cashandequivalents,commonequity,fedfundspurchased,fedfundssold,goodwill,intangibleassets,interestbearingdeposits,interestbearingdepositsatotherbanks,loansandleases,loansheldforsale,longtermdebt,netloansandleases,netpremisesandequipment,noncontrollinginterests,noninterestbearingdeposits,otherassets,otherequity,otherlongtermliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalpreferredequity,tradingaccountsecurities
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,FY,,2009-12-31,2011-02-25 17:24:28+00:00,896914000.0,-114209000.0,465712000.0,1347387000.0,2874353000.0,452883000.0,165528000.0,38256000.0,7303645000.0,539300000.0,18123884000.0,452501000.0,2891133000.0,17226970000.0,313824000.0,295165000.0,7563570000.0,3019336000.0,83860000.0,1078776000.0,891580000.0,1054733000.0,26068678000.0,2208618000.0,3007303000.0,3302468000.0,22766210000.0,26068678000.0,798685000.0,3394368000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q3,,2009-09-30,2010-11-01 12:49:09+00:00,944765000.0,-116265000.0,328150000.0,1307575000.0,2267644000.0,622733000.0,178381000.0,40498000.0,7836220000.0,166352000.0,18524685000.0,502687000.0,3079468000.0,17579920000.0,321788000.0,295165000.0,6398763000.0,3378270000.0,83860000.0,1231517000.0,1005244000.0,2282031000.0,26465852000.0,2280414000.0,3075044000.0,3370209000.0,23095643000.0,26465852000.0,794630000.0,3347073000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q2,,2009-06-30,2010-08-05 14:18:32+00:00,961482000.0,-138892000.0,419696000.0,1262791000.0,2404985000.0,531638000.0,192408000.0,41937000.0,8177035000.0,672553000.0,19585827000.0,481284000.0,3235351000.0,18624345000.0,325666000.0,295165000.0,6800426000.0,3531125000.0,83860000.0,1226018000.0,1100462000.0,3521146000.0,28758943000.0,2308221000.0,3098817000.0,3393982000.0,25364961000.0,28758943000.0,790596000.0,3938291000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2009.0,Q1,,2009-03-31,2010-06-04 15:45:35+00:00,940932000.0,-142503000.0,438181000.0,1219499000.0,2264077000.0,515858000.0,192408000.0,43446000.0,8132978000.0,1174442000.0,20572477000.0,643518000.0,4089636000.0,19631545000.0,330299000.0,295165000.0,6777077000.0,4288998000.0,83860000.0,1225855000.0,1265073000.0,5210725000.0,31208024000.0,2425929000.0,3212511000.0,3507676000.0,27700348000.0,31208024000.0,786582000.0,3949329000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2010.0,FY,,2010-12-31,2012-02-28 16:17:50+00:00,,-127546000.0,344384000.0,1794814000.0,2114908000.0,424390000.0,162180000.0,32881000.0,7989640000.0,517739000.0,,375289000.0,3228070000.0,,322319000.0,295165000.0,7218591000.0,18718090000.0,83860000.0,1223497000.0,631712000.0,246241000.0,24698952000.0,2382840000.0,2382840000.0,2678005000.0,22020947000.0,24698952000.0,,3801680000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2010.0,Q3,,2010-09-30,2011-11-08 06:03:35+00:00,719899000.0,-109958000.0,331743000.0,1489833000.0,2439542000.0,602407000.0,162180000.0,34263000.0,7494589000.0,266469000.0,17059489000.0,414259000.0,2805731000.0,16339590000.0,311947000.0,295165000.0,7481331000.0,3095268000.0,83860000.0,1283213000.0,737014000.0,572887000.0,25384181000.0,2200749000.0,3011723000.0,3306888000.0,22077293000.0,25384181000.0,810974000.0,3826055000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2010.0,Q2,,2010-06-30,2011-08-31 17:00:42+00:00,781269000.0,-105922000.0,364857000.0,1439505000.0,2278890000.0,602910000.0,162180000.0,35645000.0,7555128000.0,275148000.0,17154050000.0,505237000.0,2926675000.0,16372781000.0,307452000.0,295165000.0,7646688000.0,3331408000.0,83860000.0,1318084000.0,767769000.0,1241528000.0,26254226000.0,2185212000.0,2992068000.0,3287233000.0,22966993000.0,26254226000.0,806856000.0,4296608000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2010.0,Q1,,2010-03-31,2011-05-06 16:18:38+00:00,844060000.0,-113291000.0,279730000.0,1392824000.0,2635423000.0,523237000.0,162180000.0,37027000.0,7352610000.0,383571000.0,17484224000.0,505794000.0,2932524000.0,16640164000.0,308714000.0,295165000.0,7717090000.0,3420640000.0,83860000.0,1106627000.0,809624000.0,908360000.0,25923576000.0,2173017000.0,2975777000.0,3270942000.0,22652634000.0,25923576000.0,802760000.0,3662519000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2011.0,FY,,2011-12-31,2012-08-08 16:21:09+00:00,384351000.0,-130156000.0,384667000.0,1762264000.0,1887052000.0,443588000.0,133659000.0,26243000.0,8406298000.0,452856000.0,16397127000.0,413897000.0,2481660000.0,16012776000.0,321253000.0,295165000.0,7806711000.0,2545956000.0,,1185768000.0,757364000.0,337258000.0,24789384000.0,2389472000.0,2389472000.0,2684637000.0,22104747000.0,24789384000.0,,4054489000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2011.0,Q3,,2011-09-30,2012-11-08 16:07:57+00:00,449645000.0,-83552000.0,339895000.0,1806640000.0,2101953000.0,719400000.0,133659000.0,27243000.0,8189259000.0,358537000.0,16241402000.0,386147000.0,2509804000.0,15791757000.0,326667000.0,295165000.0,7508996000.0,2933121000.0,,1387065000.0,724977000.0,1131162000.0,25571469000.0,2448065000.0,2448065000.0,2743230000.0,22828239000.0,25571469000.0,,4555043000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2011.0,Q2,,2011-06-30,2012-08-08 16:21:09+00:00,524091000.0,-108508000.0,313416000.0,1803235000.0,2005999000.0,598000000.0,135683000.0,28384000.0,8174137000.0,263441000.0,16061646000.0,397931000.0,2502517000.0,15537555000.0,330392000.0,295165000.0,7721890000.0,3022407000.0,,1315246000.0,691490000.0,652895000.0,25054066000.0,2386217000.0,2386217000.0,2681382000.0,22372684000.0,25054066000.0,,4426857000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2011.0,Q1,,2011-03-31,2012-05-08 16:24:31+00:00,,-130379000.0,337002000.0,1801207000.0,2125793000.0,527563000.0,152080000.0,31545000.0,8191117000.0,308636000.0,,370487000.0,2514754000.0,,320871000.0,295165000.0,7159850000.0,18379828000.0,,1155856000.0,674064000.0,650917000.0,24438344000.0,2344892000.0,2344892000.0,2640057000.0,21798287000.0,24438344000.0,,4010332000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2012.0,FY,,2012-12-31,2013-08-07 17:11:27+00:00,276963000.0,-146343000.0,469879000.0,1640712000.0,1351023000.0,34492000.0,134242000.0,22700000.0,8228924000.0,353373000.0,16708582000.0,401937000.0,2226482000.0,16431619000.0,303273000.0,295165000.0,8400785000.0,2442206000.0,,1510631000.0,719672000.0,1293089000.0,25520140000.0,2214041000.0,2214041000.0,2509206000.0,23010934000.0,25520140000.0,0.0,4926419000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2013.0,FY,,2013-12-31,2015-02-24 17:32:49+00:00,,-150009000.0,349216000.0,1564498000.0,1042633000.0,66079000.0,141943000.0,21988000.0,8238038000.0,730297000.0,,370152000.0,1739859000.0,,305244000.0,295431000.0,8496918000.0,17192125000.0,,1126526000.0,695207000.0,645108000.0,23789833000.0,2109696000.0,2205320000.0,2500751000.0,21289082000.0,23789833000.0,95624000.0,4612789000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2013.0,Q2,,2013-06-30,2014-08-07 16:15:30+00:00,261934000.0,-188665000.0,382601000.0,1566910000.0,1142749000.0,52169000.0,140479000.0,23144000.0,8582695000.0,344150000.0,16197952000.0,385105000.0,1800255000.0,15936018000.0,314764000.0,295431000.0,8429189000.0,2176517000.0,,1380603000.0,777108000.0,970901000.0,24852800000.0,2155353000.0,2250977000.0,2546408000.0,22306392000.0,24852800000.0,95624000.0,5097853000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2013.0,Q1,,2013-03-31,2014-05-08 16:07:54+00:00,,-151639000.0,275262000.0,1612058000.0,1361670000.0,33738000.0,134242000.0,21772000.0,8010165000.0,431182000.0,,390874000.0,2197864000.0,,299740000.0,295257000.0,8194302000.0,17895577000.0,,1666458000.0,748427000.0,772862000.0,24803048000.0,2208846000.0,2304470000.0,2599727000.0,22203321000.0,24803048000.0,95624000.0,5320661000.0
First Horizon National Corp,FHN,TF3RXI1ZB1TQ30H9JV10,36966,2014.0,Q1,,2014-03-31,2015-05-07 16:44:04+00:00,,-140119000.0,450270000.0,1565036000.0,1135665000.0,16555000.0,141943000.0,21007000.0,8066799000.0,685540000.0,,361359000.0,1507048000.0,,299183000.0,295431000.0,8605944000.0,16585501000.0,,1433540000.0,716540000.0,655328000.0,23936836000.0,2141457000.0,2237081000.0,2532512000.0,21404324000.0,23936836000.0,95624000.0,5375478000.0
