company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,amortizationexpense,basicdilutedeps,basiceps,cashdividendspershare,dilutedeps,incometaxexpense,investmentsecuritiesinterestincome,loansandleaseinterestincome,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,netincometononcontrollinginterest,netinterestincome,netrealizedcapitalgains,otherinterestexpense,otherinterestincome,othernoninterestincome,otheroperatingexpenses,otherservicechargeincome,otherspecialcharges,preferreddividends,provisionforcreditlosses,restructuringcharge,salariesandemployeebenefitsexpense,servicechargesondepositsincome,totalinterestexpense,totalinterestincome,totalnoninterestexpense,totalnoninterestincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2012.0,FY,2012-01-01,2012-12-31,2015-02-27 16:58:42+00:00,27000000.0,1.93,1.93,0.5,1.9,498000000.0,21000000.0,5748000000.0,937000000.0,939000000.0,-2000000.0,919000000.0,-2000000.0,3208000000.0,-483000000.0,2561000000.0,,356000000.0,440000000.0,371000000.0,,20000000.0,1080000000.0,11000000.0,457000000.0,,2561000000.0,5769000000.0,935000000.0,244000000.0,1437000000.0,3452000000.0,476200000.0,476000000.0,483000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,FY,2013-01-01,2013-12-31,2016-02-25 16:32:18+00:00,13000000.0,3.18,3.18,0.6,3.12,776000000.0,17000000.0,5360000000.0,1417000000.0,1311000000.0,106000000.0,1398000000.0,-1000000.0,3167000000.0,76000000.0,2210000000.0,,420000000.0,538000000.0,390000000.0,,20000000.0,839000000.0,72000000.0,504000000.0,,2210000000.0,5377000000.0,1127000000.0,886000000.0,2087000000.0,4053000000.0,439600000.0,440000000.0,449000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,Q4,2013-10-01,2013-12-31,,3000000.0,0.62,0.62,0.15,0.61,130000000.0,4000000.0,1330000000.0,269000000.0,210000000.0,59000000.0,264000000.0,,789000000.0,-202000000.0,545000000.0,,207000000.0,183000000.0,72000000.0,,5000000.0,190000000.0,27000000.0,123000000.0,,545000000.0,1334000000.0,336000000.0,77000000.0,340000000.0,866000000.0,439600000.0,440000000.0,449000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,Q3YTD,2013-01-01,2013-09-30,,10000000.0,2.56,2.56,0.45,2.51,646000000.0,13000000.0,4030000000.0,1148000000.0,1101000000.0,47000000.0,1134000000.0,-1000000.0,2378000000.0,278000000.0,1665000000.0,,213000000.0,355000000.0,318000000.0,,15000000.0,649000000.0,45000000.0,381000000.0,,1665000000.0,4043000000.0,791000000.0,809000000.0,1747000000.0,3187000000.0,439700000.0,436000000.0,445000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,Q3,2013-07-01,2013-09-30,2014-10-30 16:27:02+00:00,4000000.0,0.58,0.58,0.15,0.57,136000000.0,4000000.0,1336000000.0,260000000.0,252000000.0,8000000.0,255000000.0,,799000000.0,-127000000.0,541000000.0,,104000000.0,129000000.0,92000000.0,,5000000.0,207000000.0,12000000.0,128000000.0,,541000000.0,1340000000.0,273000000.0,69000000.0,388000000.0,868000000.0,439700000.0,436000000.0,445000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,Q2YTD,2013-01-01,2013-06-30,,6000000.0,1.98,1.98,0.3,1.94,510000000.0,9000000.0,2694000000.0,888000000.0,849000000.0,39000000.0,879000000.0,-1000000.0,1579000000.0,405000000.0,1124000000.0,,109000000.0,226000000.0,226000000.0,,10000000.0,442000000.0,33000000.0,253000000.0,,1124000000.0,2703000000.0,518000000.0,740000000.0,1359000000.0,2319000000.0,441000000.0,440000000.0,448000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,Q2,2013-04-01,2013-06-30,2014-08-01 16:21:39+00:00,3000000.0,1.22,1.22,0.15,1.2,299000000.0,4000000.0,1333000000.0,542000000.0,504000000.0,38000000.0,538000000.0,-1000000.0,784000000.0,288000000.0,553000000.0,,109000000.0,116000000.0,93000000.0,,5000000.0,201000000.0,23000000.0,128000000.0,,553000000.0,1337000000.0,270000000.0,490000000.0,803000000.0,1274000000.0,441000000.0,440000000.0,448000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2013.0,Q1,2013-01-01,2013-03-31,2014-05-09 17:19:16+00:00,3000000.0,0.76,0.76,0.15,0.74,211000000.0,5000000.0,1361000000.0,346000000.0,345000000.0,1000000.0,341000000.0,0.0,795000000.0,117000000.0,571000000.0,,,110000000.0,133000000.0,,5000000.0,241000000.0,10000000.0,125000000.0,,571000000.0,1366000000.0,248000000.0,250000000.0,556000000.0,1045000000.0,448700000.0,451000000.0,458000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2014.0,Q3YTD,2014-01-01,2014-09-30,,8000000.0,2.09,2.09,0.45,2.05,527000000.0,,,885000000.0,887000000.0,-2000000.0,878000000.0,,2052000000.0,161000000.0,1551000000.0,3603000000.0,308000000.0,405000000.0,264000000.0,,7000000.0,490000000.0,101000000.0,367000000.0,,1551000000.0,3603000000.0,881000000.0,733000000.0,1414000000.0,2785000000.0,412600000.0,415000000.0,423000000.0
Navient Corp,NAVI,54930067J0ZNOEBRW338,1593538,2014.0,Q3TTM,2013-10-01,2014-09-30,,11000000.0,2.71,2.71,0.6,2.66,657000000.0,4000000.0,1330000000.0,1154000000.0,1097000000.0,57000000.0,1142000000.0,,2841000000.0,-41000000.0,2096000000.0,3603000000.0,515000000.0,588000000.0,336000000.0,,12000000.0,680000000.0,128000000.0,490000000.0,,2096000000.0,4937000000.0,1217000000.0,810000000.0,1754000000.0,3651000000.0,412600000.0,415000000.0,423000000.0
