company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accruedexpenses,aoci,cashandequivalents,commonequity,currentdeferredtaxassets,goodwill,intangibleassets,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,prepaidexpenses,redeemablenoncontrollinginterest,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities,treasurystock
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,FY,,2010-12-31,2011-10-18 17:03:52+00:00,132000000.0,377000000.0,208000000.0,87000000.0,203000000.0,493000000.0,69000000.0,227000000.0,,2700000000.0,39000000.0,2673000000.0,385000000.0,68000000.0,59000000.0,,37000000.0,0.0,-600000000.0,229000000.0,3693000000.0,-20000000.0,725000000.0,569000000.0,-20000000.0,-20000000.0,3713000000.0,3693000000.0,295000000.0,3144000000.0,
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,FY,,2011-12-31,2012-10-16 16:31:23+00:00,206000000.0,464000000.0,263000000.0,75000000.0,36000000.0,488000000.0,104000000.0,372000000.0,,2647000000.0,44000000.0,2983000000.0,470000000.0,65000000.0,59000000.0,,75000000.0,39000000.0,-499000000.0,395000000.0,4143000000.0,64000000.0,723000000.0,864000000.0,64000000.0,64000000.0,4040000000.0,4143000000.0,437000000.0,3176000000.0,0.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q3,,2011-09-30,2011-10-18 17:03:52+00:00,233000000.0,453000000.0,245000000.0,63000000.0,26000000.0,479000000.0,55000000.0,332000000.0,,2616000000.0,56000000.0,2958000000.0,397000000.0,57000000.0,58000000.0,,68000000.0,41000000.0,-528000000.0,401000000.0,4005000000.0,14000000.0,658000000.0,879000000.0,14000000.0,14000000.0,3950000000.0,4005000000.0,389000000.0,3071000000.0,
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q2,,2011-06-30,2011-07-19 16:40:22+00:00,282000000.0,407000000.0,211000000.0,100000000.0,58000000.0,473000000.0,71000000.0,319000000.0,,2629000000.0,70000000.0,2900000000.0,399000000.0,59000000.0,60000000.0,,68000000.0,44000000.0,-593000000.0,347000000.0,3952000000.0,-20000000.0,674000000.0,840000000.0,-20000000.0,-20000000.0,3928000000.0,3952000000.0,378000000.0,3088000000.0,
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2012.0,FY,,2012-12-31,2014-01-22 16:33:31+00:00,286000000.0,793000000.0,435000000.0,84000000.0,106000000.0,1998000000.0,265000000.0,2970000000.0,1200000000.0,6734000000.0,68000000.0,5394000000.0,1302000000.0,119000000.0,65000000.0,,111000000.0,31000000.0,-424000000.0,630000000.0,11026000000.0,1543000000.0,1343000000.0,1351000000.0,1543000000.0,1543000000.0,9452000000.0,11026000000.0,4289000000.0,8101000000.0,-115000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2012.0,Q3,,2012-09-30,2012-10-16 16:31:23+00:00,408000000.0,804000000.0,455000000.0,94000000.0,68000000.0,1978000000.0,42000000.0,4228000000.0,,6779000000.0,89000000.0,5529000000.0,1106000000.0,124000000.0,65000000.0,,108000000.0,33000000.0,-465000000.0,651000000.0,10992000000.0,1495000000.0,1111000000.0,1514000000.0,1495000000.0,1495000000.0,9464000000.0,10992000000.0,4352000000.0,7950000000.0,-112000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2012.0,Q2,,2012-06-30,2012-07-17 16:58:42+00:00,605000000.0,704000000.0,395000000.0,73000000.0,41000000.0,1960000000.0,66000000.0,4281000000.0,,6923000000.0,102000000.0,5514000000.0,1106000000.0,128000000.0,62000000.0,,106000000.0,35000000.0,-538000000.0,421000000.0,10942000000.0,1395000000.0,1019000000.0,1421000000.0,1395000000.0,1395000000.0,9512000000.0,10942000000.0,4409000000.0,8091000000.0,-100000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2012.0,Q1,,2012-03-31,2012-04-17 16:17:15+00:00,384000000.0,417000000.0,291000000.0,85000000.0,26000000.0,491000000.0,50000000.0,414000000.0,,5645000000.0,85000000.0,3245000000.0,419000000.0,132000000.0,60000000.0,2850000000.0,78000000.0,37000000.0,-486000000.0,371000000.0,7297000000.0,90000000.0,656000000.0,1046000000.0,90000000.0,90000000.0,7170000000.0,7297000000.0,3396000000.0,6124000000.0,
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2013.0,FY,,2013-12-31,2015-01-21 17:09:24+00:00,292000000.0,804000000.0,390000000.0,19000000.0,175000000.0,2055000000.0,260000000.0,2953000000.0,1018000000.0,6569000000.0,70000000.0,5795000000.0,1459000000.0,103000000.0,69000000.0,,53000000.0,20000000.0,-37000000.0,604000000.0,11231000000.0,1828000000.0,1362000000.0,1286000000.0,1828000000.0,1828000000.0,9383000000.0,11231000000.0,4074000000.0,8097000000.0,-209000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2013.0,Q3,,2013-09-30,2013-10-16 17:10:19+00:00,366000000.0,807000000.0,422000000.0,53000000.0,125000000.0,2031000000.0,262000000.0,2961000000.0,1064000000.0,6952000000.0,91000000.0,6019000000.0,1395000000.0,105000000.0,69000000.0,,129000000.0,22000000.0,-177000000.0,630000000.0,11563000000.0,1707000000.0,1414000000.0,1418000000.0,1707000000.0,1707000000.0,9834000000.0,11563000000.0,4130000000.0,8416000000.0,-200000000.0
