company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,depreciationexpense,dilutedeps,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otherincome,restructuringcharge,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totalinterestincome,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2009.0,FY,2009-01-01,2009-12-31,2012-02-07 13:28:05+00:00,-1.02,-1.02,57000000.0,-1.02,-47000000.0,-62000000.0,-60000000.0,-2000000.0,-62000000.0,1748000000.0,2358000000.0,1000000.0,31000000.0,408000000.0,1748000000.0,610000000.0,-4000000.0,-226000000.0,496000000.0,114000000.0,-221000000.0,-107000000.0,2358000000.0,60100000.0,60100000.0,60100000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,FY,2010-01-01,2010-12-31,2013-01-23 16:47:29+00:00,-0.44,-0.44,60000000.0,-0.44,-41000000.0,-26000000.0,-22000000.0,-4000000.0,-26000000.0,1579000000.0,2237000000.0,3000000.0,34000000.0,367000000.0,1579000000.0,658000000.0,8000000.0,-255000000.0,461000000.0,197000000.0,-260000000.0,-63000000.0,2237000000.0,60455000.0,60455000.0,60455000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,Q3,2010-07-01,2010-09-30,2011-10-18 17:03:52+00:00,0.37,0.37,14000000.0,0.33,15000000.0,23000000.0,23000000.0,0.0,23000000.0,396000000.0,605000000.0,2000000.0,7000000.0,95000000.0,396000000.0,209000000.0,2000000.0,-55000000.0,116000000.0,93000000.0,-55000000.0,38000000.0,605000000.0,62200000.0,62200000.0,69700000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,Q2,2010-04-01,2010-06-30,2011-07-19 16:40:22+00:00,0.2,0.2,16000000.0,0.18,-9000000.0,12000000.0,12000000.0,0.0,12000000.0,386000000.0,557000000.0,0.0,6000000.0,90000000.0,386000000.0,171000000.0,2000000.0,-54000000.0,112000000.0,59000000.0,-56000000.0,3000000.0,557000000.0,60000000.0,60000000.0,66700000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,FY,2011-01-01,2011-12-31,2012-02-07 13:28:05+00:00,1.62,1.62,57000000.0,1.38,63000000.0,101000000.0,101000000.0,0.0,101000000.0,1713000000.0,2611000000.0,3000000.0,38000000.0,407000000.0,1713000000.0,898000000.0,7000000.0,-228000000.0,502000000.0,396000000.0,-232000000.0,164000000.0,2611000000.0,62184000.0,62184000.0,73200000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q4,2011-10-01,2011-12-31,,0.48,0.48,18000000.0,0.44,28000000.0,29000000.0,28000000.0,1000000.0,29000000.0,471000000.0,746000000.0,1000000.0,33000000.0,109000000.0,471000000.0,275000000.0,2000000.0,-58000000.0,160000000.0,115000000.0,-59000000.0,56000000.0,746000000.0,62184000.0,62184000.0,73200000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q3,2011-07-01,2011-09-30,2011-10-18 17:03:52+00:00,1.04,1.04,13000000.0,0.91,31000000.0,65000000.0,65000000.0,0.0,65000000.0,439000000.0,713000000.0,-2000000.0,2000000.0,103000000.0,439000000.0,274000000.0,1000000.0,-57000000.0,118000000.0,156000000.0,-60000000.0,96000000.0,713000000.0,62500000.0,62500000.0,71400000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q3YTD,2011-01-01,2011-09-30,,1.14,1.14,39000000.0,0.94,35000000.0,72000000.0,73000000.0,-1000000.0,72000000.0,1242000000.0,1865000000.0,2000000.0,5000000.0,298000000.0,1242000000.0,623000000.0,5000000.0,-170000000.0,342000000.0,281000000.0,-173000000.0,108000000.0,1865000000.0,62500000.0,62500000.0,71400000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q2,2011-04-01,2011-06-30,2011-07-19 16:40:22+00:00,0.44,0.44,14000000.0,0.37,11000000.0,27000000.0,28000000.0,-1000000.0,27000000.0,418000000.0,629000000.0,3000000.0,2000000.0,100000000.0,418000000.0,211000000.0,2000000.0,-57000000.0,116000000.0,95000000.0,-56000000.0,39000000.0,629000000.0,61400000.0,61400000.0,73000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q2YTD,2011-01-01,2011-06-30,,0.1,0.1,26000000.0,0.03,4000000.0,7000000.0,8000000.0,-1000000.0,7000000.0,803000000.0,1152000000.0,4000000.0,3000000.0,195000000.0,803000000.0,349000000.0,4000000.0,-113000000.0,224000000.0,125000000.0,-113000000.0,12000000.0,1152000000.0,61400000.0,61400000.0,73000000.0
