company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,acquisitions,amortizationexpense,cashincometaxespaid,cashinterestpaid,depreciationexpense,divestitures,effectofexchangeratechanges,increasedecreaseinoperatingcapital,issuanceofdebt,netcashfromcontinuingfinancingactivities,netcashfromcontinuinginvestingactivities,netcashfromcontinuingoperatingactivities,netcashfromfinancingactivities,netcashfrominvestingactivities,netcashfromoperatingactivities,netchangeincash,netincome,netincomecontinuing,noncashadjustmentstonetincome,otherfinancingactivitiesnet,otherinvestingactivitiesnet,othernetchangesincash,paymentofdividends,purchaseofinvestments,purchaseofplantpropertyandequipment,repaymentofdebt,repurchaseofcommonequity,saleofplantpropertyandequipment
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2009.0,FY,2009-01-01,2009-12-31,2012-02-07 13:28:05+00:00,-25000000.0,17000000.0,3000000.0,234000000.0,474000000.0,,16000000.0,-4000000.0,3452000000.0,-268000000.0,-94000000.0,438000000.0,-268000000.0,-94000000.0,438000000.0,92000000.0,-62000000.0,-62000000.0,13000000.0,-2000000.0,,,,,-311000000.0,-3717000000.0,-1000000.0,242000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,Q4,2010-10-01,2010-12-31,,,6000000.0,,89000000.0,117000000.0,,6000000.0,-25000000.0,1942000000.0,-56000000.0,-26000000.0,109000000.0,-56000000.0,-26000000.0,109000000.0,33000000.0,-21000000.0,-21000000.0,32000000.0,1000000.0,,,,,-67000000.0,-1999000000.0,,41000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,FY,2010-01-01,2010-12-31,2013-01-23 16:47:29+00:00,0.0,23000000.0,-49000000.0,229000000.0,449000000.0,0.0,8000000.0,-23000000.0,3423000000.0,-203000000.0,-223000000.0,452000000.0,-203000000.0,-223000000.0,452000000.0,34000000.0,-26000000.0,-26000000.0,29000000.0,-1000000.0,,,,,-374000000.0,-3624000000.0,-1000000.0,151000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,Q3YTD,2010-01-01,2010-09-30,2011-10-18 17:03:52+00:00,0.0,17000000.0,-49000000.0,140000000.0,332000000.0,,2000000.0,2000000.0,1481000000.0,-147000000.0,-197000000.0,343000000.0,-147000000.0,-197000000.0,343000000.0,1000000.0,-5000000.0,-5000000.0,-3000000.0,-2000000.0,,,,,-307000000.0,-1625000000.0,-1000000.0,110000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,Q3,2010-07-01,2010-09-30,,,6000000.0,1000000.0,19000000.0,112000000.0,,5000000.0,-16000000.0,391000000.0,97000000.0,-86000000.0,124000000.0,97000000.0,-86000000.0,124000000.0,140000000.0,23000000.0,23000000.0,-1000000.0,-1000000.0,,,,,-121000000.0,-293000000.0,,35000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2010.0,Q2YTD,2010-01-01,2010-06-30,2011-07-19 16:40:22+00:00,0.0,11000000.0,-50000000.0,121000000.0,220000000.0,,-3000000.0,18000000.0,1090000000.0,-244000000.0,-111000000.0,219000000.0,-244000000.0,-111000000.0,219000000.0,-139000000.0,-28000000.0,-28000000.0,-2000000.0,-1000000.0,,,,,-186000000.0,-1332000000.0,-1000000.0,75000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,FY,2011-01-01,2011-12-31,2014-01-22 16:33:31+00:00,-276000000.0,22000000.0,24000000.0,203000000.0,480000000.0,0.0,6000000.0,22000000.0,1892000000.0,80000000.0,-865000000.0,612000000.0,80000000.0,-865000000.0,612000000.0,-167000000.0,101000000.0,101000000.0,-13000000.0,35000000.0,,,,,-810000000.0,-1840000000.0,-7000000.0,221000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q4,2011-10-01,2011-12-31,,-78000000.0,5000000.0,4000000.0,62000000.0,129000000.0,,1000000.0,-20000000.0,430000000.0,-12000000.0,-138000000.0,159000000.0,-12000000.0,-138000000.0,159000000.0,10000000.0,29000000.0,29000000.0,16000000.0,4000000.0,,,,,-155000000.0,-446000000.0,,95000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q3YTD,2011-01-01,2011-09-30,2011-10-18 17:03:52+00:00,-198000000.0,17000000.0,20000000.0,141000000.0,351000000.0,,5000000.0,42000000.0,1462000000.0,92000000.0,-727000000.0,453000000.0,92000000.0,-727000000.0,453000000.0,-177000000.0,72000000.0,72000000.0,-29000000.0,31000000.0,,,,,-655000000.0,-1394000000.0,-7000000.0,126000000.0
United Rentals Inc,URI,5323X5O7RN0NKFCDRY08,1067701,2011.0,Q3TTM,2010-10-01,2011-09-30,,-198000000.0,23000000.0,20000000.0,230000000.0,468000000.0,,11000000.0,17000000.0,3404000000.0,36000000.0,-753000000.0,562000000.0,36000000.0,-753000000.0,562000000.0,-144000000.0,51000000.0,51000000.0,3000000.0,32000000.0,,,,,-722000000.0,-3393000000.0,-7000000.0,167000000.0
