company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,accountspayable,accountsreceivable,accumulateddepreciation,aoci,assetretirementandlitigationobligation,cashandequivalents,commitmentsandcontingencies,commonequity,goodwill,grossppe,longtermdebt,netinventory,netppe,noncurrentdeferredtaxliabilities,noncurrentemployeebenefitliabilities,othercurrentassets,othercurrentliabilities,othercurrentnonoperatingassets,othercurrentnonoperatingliabilities,othernoncurrentassets,othernoncurrentliabilities,othernoncurrentnonoperatingassets,othernoncurrentnonoperatingliabilities,retainedearnings,shorttermdebt,totalassets,totalcommonequity,totalcurrentassets,totalcurrentliabilities,totalequity,totalequityandnoncontrollinginterests,totalliabilities,totalliabilitiesandequity,totalnoncurrentassets,totalnoncurrentliabilities
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q3,,2013-06-30,2013-08-07 09:21:22+00:00,229876000.0,350237000.0,1652960000.0,23289000.0,360578000.0,31979000.0,,1757512000.0,740814000.0,7494175000.0,2455593000.0,209101000.0,5841215000.0,1197274000.0,444540000.0,90936000.0,348706000.0,,,538516000.0,42789000.0,,,800643000.0,141998000.0,7802798000.0,2581444000.0,682253000.0,720580000.0,2581444000.0,2581444000.0,5221354000.0,7802798000.0,1279330000.0,4500774000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q2,,2013-03-31,2013-05-02 11:51:03+00:00,316411000.0,485601000.0,1724830000.0,-3934000.0,366854000.0,65547000.0,,1753477000.0,740825000.0,7435103000.0,2455514000.0,197356000.0,5710273000.0,1168140000.0,453548000.0,253916000.0,377357000.0,,,500212000.0,39438000.0,,,793927000.0,232998000.0,7953730000.0,2543470000.0,1002420000.0,926766000.0,2543470000.0,2543470000.0,5410260000.0,7953730000.0,1241037000.0,4483494000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q1,,2012-12-31,2013-02-07 12:05:00+00:00,367312000.0,500863000.0,1688239000.0,-36081000.0,371608000.0,124601000.0,,1750648000.0,740836000.0,7283533000.0,1956376000.0,274126000.0,5595294000.0,1066273000.0,456694000.0,265044000.0,446717000.0,,,463454000.0,44211000.0,,,709438000.0,831022000.0,7964218000.0,2424005000.0,1164634000.0,1645051000.0,2424005000.0,2424005000.0,5540213000.0,7964218000.0,1204290000.0,3895162000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,FY,,2014-09-30,2015-11-06 15:32:20+00:00,308086000.0,343400000.0,1721794000.0,-12393000.0,445387000.0,42258000.0,,2180653000.0,742029000.0,8447700000.0,2455986000.0,278917000.0,6725906000.0,1286616000.0,340963000.0,111265000.0,405869000.0,,,350929000.0,68870000.0,,,917972000.0,196695000.0,8594704000.0,3086232000.0,775840000.0,910650000.0,3086232000.0,3086232000.0,5508472000.0,8594704000.0,1092958000.0,4597822000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q3,,2014-06-30,2014-08-06 17:07:53+00:00,312671000.0,388874000.0,1756504000.0,11300000.0,391785000.0,51421000.0,,2172809000.0,741363000.0,8217954000.0,1955907000.0,207458000.0,6461450000.0,1341294000.0,347344000.0,126890000.0,343026000.0,,,379733000.0,48477000.0,,,932576000.0,500000000.0,8357189000.0,3116685000.0,774643000.0,1155697000.0,3116685000.0,3116685000.0,5240504000.0,8357189000.0,1121096000.0,4084807000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q2,,2014-03-31,2014-05-07 17:11:09+00:00,442816000.0,671021000.0,1744457000.0,36834000.0,358262000.0,136740000.0,,2163645000.0,741363000.0,8014440000.0,1955829000.0,124950000.0,6269983000.0,1283551000.0,360851000.0,126450000.0,420576000.0,,,417109000.0,40970000.0,,,924282000.0,500000000.0,8487616000.0,3124761000.0,1059161000.0,1363392000.0,3124761000.0,3124761000.0,5362855000.0,8487616000.0,1158472000.0,3999463000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q1,,2013-12-31,2014-02-04 17:12:12+00:00,458198000.0,661213000.0,1708778000.0,63032000.0,356617000.0,194563000.0,,1769971000.0,741363000.0,7861741000.0,1955750000.0,286542000.0,6152963000.0,1230052000.0,359534000.0,157252000.0,365508000.0,,,422195000.0,39323000.0,,,828311000.0,1189795000.0,8616091000.0,2661314000.0,1299570000.0,2013501000.0,2661314000.0,2661314000.0,5954777000.0,8616091000.0,1163558000.0,3941276000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,FY,,2015-09-30,2016-11-14 15:32:24+00:00,238942000.0,295160000.0,1809520000.0,-109330000.0,427553000.0,28653000.0,,2231098000.0,742702000.0,9240100000.0,2437515000.0,236603000.0,7430580000.0,1411315000.0,287373000.0,65890000.0,457954000.0,,,275484000.0,161696000.0,,,1073029000.0,457927000.0,9075072000.0,3194797000.0,626306000.0,1154823000.0,3194797000.0,3194797000.0,5880275000.0,9075072000.0,1018186000.0,4725452000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q3,,2015-06-30,2015-08-05 17:10:02+00:00,227256000.0,301743000.0,1804955000.0,-62241000.0,432153000.0,43153000.0,,2207609000.0,742029000.0,9017043000.0,2455303000.0,213151000.0,7212088000.0,1429090000.0,318140000.0,58602000.0,437344000.0,,,313723000.0,94971000.0,,,1092887000.0,251977000.0,8884489000.0,3238255000.0,616649000.0,916577000.0,3238255000.0,3238255000.0,5646234000.0,8884489000.0,1055752000.0,4729657000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q2,,2015-03-31,2015-05-06 17:08:20+00:00,295589000.0,511830000.0,1763521000.0,-128088000.0,441655000.0,95525000.0,,2192605000.0,742029000.0,8789599000.0,2455217000.0,143154000.0,7026078000.0,1338755000.0,350889000.0,67128000.0,497927000.0,,,340900000.0,181932000.0,,,1075177000.0,224986000.0,8926644000.0,3139694000.0,817637000.0,1018502000.0,3139694000.0,3139694000.0,5786950000.0,8926644000.0,1082929000.0,4768448000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q1,,2014-12-31,2015-02-03 17:08:13+00:00,397595000.0,607421000.0,1748747000.0,-94199000.0,443931000.0,123832000.0,,2182149000.0,742029000.0,8661288000.0,2455131000.0,277916000.0,6912541000.0,1256443000.0,345350000.0,109595000.0,472113000.0,,,341759000.0,129702000.0,,,975975000.0,550903000.0,9115093000.0,3063925000.0,1118764000.0,1420611000.0,3063925000.0,3063925000.0,6051168000.0,9115093000.0,1083788000.0,4630557000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2016.0,FY,,2016-09-30,2017-11-13 12:51:18+00:00,196485000.0,215880000.0,1873900000.0,-188022000.0,424281000.0,47534000.0,,2388547000.0,726962000.0,10142506000.0,2188779000.0,179070000.0,8268606000.0,1603056000.0,297743000.0,88085000.0,439085000.0,151117000.0,72900000.0,305019000.0,245374000.0,28616000.0,316000.0,1262534000.0,1079811000.0,10010889000.0,3463059000.0,681686000.0,1788281000.0,3463059000.0,3463059000.0,6547830000.0,10010889000.0,1060597000.0,4759549000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2016.0,Q3,,2016-06-30,2016-08-03 17:11:01+00:00,198882000.0,277362000.0,1918868000.0,-178233000.0,427332000.0,66206000.0,,2371900000.0,742702000.0,9972415000.0,2205645000.0,244841000.0,8053547000.0,1585500000.0,283579000.0,60504000.0,410452000.0,,,282206000.0,228788000.0,,,1273057000.0,920466000.0,9727368000.0,3466724000.0,648913000.0,1529800000.0,3466724000.0,3466724000.0,6260644000.0,9727368000.0,1024908000.0,4730844000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2016.0,Q2,,2016-03-31,2016-05-04 17:11:24+00:00,226641000.0,361582000.0,1882815000.0,-157239000.0,426756000.0,47918000.0,,2256386000.0,742702000.0,9722228000.0,2455559000.0,190961000.0,7839413000.0,1557790000.0,294377000.0,52451000.0,373783000.0,,,308899000.0,237526000.0,,,1245418000.0,626929000.0,9543926000.0,3344565000.0,652912000.0,1227353000.0,3344565000.0,3344565000.0,6199361000.0,9543926000.0,1051601000.0,4972008000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2016.0,Q1,,2015-12-31,2016-02-02 17:18:12+00:00,280487000.0,456904000.0,1849657000.0,-102962000.0,425555000.0,78903000.0,,2242817000.0,742702000.0,9502944000.0,2455474000.0,236017000.0,7653287000.0,1441325000.0,289939000.0,91446000.0,471333000.0,,,295394000.0,155195000.0,,,1132254000.0,763236000.0,9554653000.0,3272109000.0,863270000.0,1515056000.0,3272109000.0,3272109000.0,6282544000.0,9554653000.0,1038096000.0,4767488000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2017.0,FY,,2017-09-30,2018-11-13 07:30:41+00:00,233050000.0,222263000.0,2042122000.0,-105254000.0,485420000.0,26409000.0,0.0,2536896000.0,730132000.0,11301304000.0,3067045000.0,184653000.0,9259182000.0,1878699000.0,230588000.0,106321000.0,332648000.0,,,220636000.0,175735000.0,,,1467024000.0,447745000.0,10749596000.0,3898666000.0,539646000.0,1013443000.0,3898666000.0,3898666000.0,6850930000.0,10749596000.0,950768000.0,5837487000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2017.0,Q3,,2017-06-30,2017-08-02 17:13:54+00:00,164365000.0,250224000.0,2028041000.0,-104599000.0,457060000.0,69777000.0,,2526282000.0,729673000.0,10952422000.0,3066734000.0,151656000.0,8924381000.0,1853564000.0,304919000.0,62725000.0,322721000.0,0.0,0.0,310339000.0,169129000.0,0.0,0.0,1480027000.0,258573000.0,10498775000.0,3901710000.0,534382000.0,745659000.0,3901710000.0,3901710000.0,6597065000.0,10498775000.0,1040012000.0,5851406000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2017.0,Q2,,2017-03-31,2017-05-04 17:12:14+00:00,185212000.0,336637000.0,1987347000.0,-86894000.0,444848000.0,45403000.0,,2464778000.0,729673000.0,10725834000.0,2314620000.0,120026000.0,8738487000.0,1810160000.0,305845000.0,61018000.0,390253000.0,0.0,0.0,330222000.0,155057000.0,0.0,0.0,1456980000.0,920607000.0,10361466000.0,3834864000.0,563084000.0,1496072000.0,3834864000.0,3834864000.0,6526602000.0,10361466000.0,1059895000.0,5030530000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2017.0,Q1,,2016-12-31,2017-02-07 17:10:46+00:00,268647000.0,458813000.0,1939663000.0,-92654000.0,430407000.0,44624000.0,,2451803000.0,729673000.0,10492625000.0,2314199000.0,163763000.0,8552962000.0,1725433000.0,301715000.0,76750000.0,381123000.0,235482000.0,109298000.0,317088000.0,158611000.0,0.0,0.0,1339826000.0,1190747000.0,10579155000.0,3698975000.0,979432000.0,1949815000.0,3698975000.0,3698975000.0,6880180000.0,10579155000.0,1046761000.0,4930365000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2018.0,FY,,2018-09-30,2019-11-12 12:40:29+00:00,217283000.0,253295000.0,2196226000.0,-83647000.0,466405000.0,13771000.0,0.0,2975482000.0,730419000.0,12567373000.0,2493665000.0,165732000.0,10371147000.0,1893737000.0,177520000.0,46055000.0,547068000.0,,,294018000.0,158028000.0,,,1878116000.0,1150780000.0,11874437000.0,4769951000.0,478853000.0,1915131000.0,4769951000.0,4769951000.0,7104486000.0,11874437000.0,1024437000.0,5189355000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2018.0,Q3,,2018-06-30,2018-08-08 17:18:49+00:00,198172000.0,253546000.0,2188516000.0,-76381000.0,482001000.0,20930000.0,,2964599000.0,730132000.0,12260376000.0,2618315000.0,126010000.0,10071860000.0,1867131000.0,239946000.0,52369000.0,573012000.0,,,252777000.0,74718000.0,,,1871334000.0,694777000.0,11507624000.0,4759552000.0,452855000.0,1465961000.0,4759552000.0,4759552000.0,6748072000.0,11507624000.0,982909000.0,5282111000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2018.0,Q2,,2018-03-31,2018-05-02 17:16:15+00:00,230823000.0,407134000.0,2142386000.0,-85011000.0,484746000.0,71074000.0,,2952100000.0,730132000.0,11903715000.0,2617892000.0,89265000.0,9761329000.0,1107036000.0,237448000.0,55263000.0,538702000.0,,,242125000.0,838727000.0,,,1854257000.0,579602000.0,11356322000.0,4721346000.0,622736000.0,1349127000.0,4721346000.0,4721346000.0,6634976000.0,11356322000.0,972257000.0,5285849000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2018.0,Q1,,2017-12-31,2018-02-06 17:09:44+00:00,285675000.0,489217000.0,2090835000.0,-106316000.0,480086000.0,54750000.0,,2940617000.0,730132000.0,11609627000.0,3067469000.0,163959000.0,9518792000.0,1779452000.0,233337000.0,70984000.0,336919000.0,,,236886000.0,181346000.0,,,1729319000.0,336816000.0,11264720000.0,4563620000.0,778910000.0,959410000.0,4563620000.0,4563620000.0,6701100000.0,11264720000.0,967018000.0,5741690000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2019.0,FY,,2019-09-30,2020-05-06 17:09:13+00:00,265024000.0,230571000.0,2392924000.0,-114583000.0,473172000.0,24550000.0,,3712791000.0,730706000.0,14180593000.0,3529452000.0,130138000.0,11787669000.0,2005116000.0,,72772000.0,479501000.0,,,391213000.0,400216000.0,,,2152015000.0,464915000.0,13367619000.0,5750223000.0,458031000.0,1209440000.0,5750223000.0,5750223000.0,7617396000.0,13367619000.0,1121919000.0,6407956000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2019.0,Q3,,2019-06-30,2019-08-07 16:50:09+00:00,206500000.0,285433000.0,2347237000.0,-115663000.0,464855000.0,46163000.0,,3600315000.0,730419000.0,13687833000.0,3529135000.0,106014000.0,11340596000.0,1990281000.0,177602000.0,65924000.0,494932000.0,,,306549000.0,175855000.0,,,2157344000.0,199942000.0,12881098000.0,5641996000.0,503534000.0,901374000.0,5641996000.0,5641996000.0,7239102000.0,12881098000.0,1036968000.0,6337728000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2019.0,Q2,,2019-03-31,2019-05-07 17:20:31+00:00,244042000.0,419612000.0,2300414000.0,-116810000.0,462249000.0,108353000.0,,3486379000.0,730419000.0,13272148000.0,3528713000.0,78148000.0,10971734000.0,1964517000.0,176593000.0,65068000.0,495097000.0,,,301616000.0,170638000.0,,,2138532000.0,125000000.0,12674950000.0,5508101000.0,671181000.0,864139000.0,5508101000.0,5508101000.0,7166849000.0,12674950000.0,1032035000.0,6302710000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2019.0,Q1,,2018-12-31,2019-02-05 17:23:25+00:00,301734000.0,478373000.0,2250000000.0,-114115000.0,468825000.0,218197000.0,,3477060000.0,730419000.0,12948229000.0,3084779000.0,146552000.0,10698229000.0,1909582000.0,176582000.0,69616000.0,578764000.0,,,274403000.0,172328000.0,,,1985250000.0,575000000.0,12615789000.0,5348195000.0,912738000.0,1455498000.0,5348195000.0,5348195000.0,7267594000.0,12615789000.0,1004822000.0,5812096000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2020.0,Q2,,2020-03-31,2020-05-06 17:09:13+00:00,190088000.0,377817000.0,2496591000.0,-112641000.0,448681000.0,320099000.0,,3986799000.0,730706000.0,15044831000.0,4328866000.0,68061000.0,12548240000.0,2116212000.0,,63584000.0,543248000.0,,,607891000.0,584834000.0,,,2430257000.0,200054000.0,14716398000.0,6304415000.0,829561000.0,933390000.0,6304415000.0,6304415000.0,8411983000.0,14716398000.0,1338597000.0,7478593000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2020.0,Q1,,2019-12-31,2020-02-04 16:48:36+00:00,308113000.0,435616000.0,2441296000.0,-113531000.0,451178000.0,189272000.0,,3980175000.0,730706000.0,14691719000.0,4324285000.0,115259000.0,12250423000.0,2051708000.0,,71982000.0,537009000.0,,,594867000.0,588007000.0,,,2261131000.0,50000.0,14388125000.0,6127775000.0,812129000.0,845172000.0,6127775000.0,6127775000.0,8260350000.0,14388125000.0,1325573000.0,7415178000.0
