company_name,company_ticker,company_lei,company_cik,year,quarter,start_date,end_date,filing_date,basicdilutedeps,basiceps,cashdividendspershare,depreciationexpense,dilutedeps,impairmentexpense,incometaxexpense,netincome,netincomecontinuing,netincomediscontinued,netincometocommon,operatingcostofrevenue,operatingrevenue,otheradjustmentstoconsolidatednetincome,otherincome,otheroperatingexpenses,sgaexpense,totalcostofrevenue,totalgrossprofit,totalinterestexpense,totaloperatingexpenses,totaloperatingincome,totalotherincome,totalpretaxincome,totalrevenue,weightedavebasicdilutedsharesos,weightedavebasicsharesos,weightedavedilutedsharesos
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q3YTD,2010-10-01,2011-06-30,,2.25,2.25,1.02,167176000.0,2.25,30270000.0,114211000.0,205640000.0,197786000.0,7854000.0,205640000.0,2473177000.0,3558374000.0,,24046000.0,145868000.0,341317000.0,2473177000.0,1085197000.0,112615000.0,684631000.0,400566000.0,-88569000.0,311997000.0,3558374000.0,56600000.0,90127000.0,90127000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q3TTM,2010-07-01,2011-06-30,,2.28,2.28,0.02,270641161.0,2.26,30270000.0,164051711.0,300413670.0,277646670.0,6779000.0,300413670.0,3819634997.0,5516570148.0,15988000.0,24204269.0,221447448.0,567167138.0,3819634997.0,1696935151.0,189915292.0,1089525747.0,607409404.0,-165711023.0,441698381.0,5516570148.0,56600000.0,90127000.0,90127000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q2,2011-01-01,2011-03-31,2012-05-03 12:15:30+00:00,1.45,1.45,0.34,55467000.0,1.45,19282000.0,71366000.0,132209000.0,128160000.0,4049000.0,132209000.0,1127829000.0,1581497000.0,,26202000.0,53558000.0,114162000.0,1127829000.0,453668000.0,37875000.0,242469000.0,211199000.0,-11673000.0,199526000.0,1581497000.0,91200000.0,90246000.0,90533000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q2YTD,2010-10-01,2011-03-31,,2.26,2.26,0.68,110244000.0,2.26,19282000.0,115934000.0,206206000.0,199260000.0,6946000.0,206206000.0,1896367000.0,2714759000.0,,25476000.0,93726000.0,228652000.0,1896367000.0,818392000.0,76770000.0,451904000.0,366488000.0,-51294000.0,315194000.0,2714759000.0,91200000.0,90246000.0,90533000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q2TTM,2010-04-01,2011-03-31,,2.26,2.26,0.01,265649161.0,2.24,19282000.0,164197711.0,297825670.0,274891670.0,6946000.0,297825670.0,3756463997.0,5434260148.0,15988000.0,24836269.0,221213448.0,566061138.0,3756463997.0,1677796151.0,191337292.0,1072205747.0,605590404.0,-166501023.0,439089381.0,5434260148.0,91200000.0,90246000.0,90533000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q1,2010-10-01,2010-12-31,2012-02-08 15:13:50+00:00,0.81,0.81,0.34,54777000.0,0.81,,44568000.0,73997000.0,71100000.0,2897000.0,73997000.0,768538000.0,1133262000.0,,-726000.0,40168000.0,114490000.0,768538000.0,364724000.0,38895000.0,209435000.0,155289000.0,-39621000.0,115668000.0,1133262000.0,91400000.0,90082000.0,90408000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2011.0,Q1TTM,2010-01-01,2010-12-31,,2.03,2.03,0.01,263262161.0,2.01,,163712711.0,279742670.0,260857670.0,2897000.0,279742670.0,4114579997.0,5793029148.0,15988000.0,-1316731.0,227268448.0,568987138.0,4114579997.0,1678449151.0,193044292.0,1059517747.0,618931404.0,-194361023.0,424570381.0,5793029148.0,91400000.0,90082000.0,90408000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q4,2012-07-01,2012-09-30,,0.1,0.1,-1.04,2417000.0,0.08,5288000.0,-61223000.0,-60540000.0,-62670000.0,8253000.0,-60540000.0,-875825000.0,-626803000.0,-6123000.0,-8918000.0,349384000.0,8612000.0,-875825000.0,249022000.0,-1704000.0,365701000.0,-116679000.0,-7214000.0,-123893000.0,-626803000.0,90700000.0,90150000.0,91172000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,FY,2011-10-01,2012-09-30,2014-11-06 15:28:29+00:00,2.39,2.39,,237525000.0,2.37,5288000.0,98226000.0,216717000.0,192196000.0,24521000.0,216717000.0,2112423000.0,3436162000.0,,-14644000.0,181073000.0,453613000.0,2112423000.0,1323739000.0,141174000.0,877499000.0,446240000.0,-155818000.0,290422000.0,3436162000.0,90700000.0,90150000.0,91172000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q3YTD,2011-10-01,2012-06-30,,2.29,2.29,1.04,235108000.0,2.29,,159449000.0,277257000.0,254866000.0,16268000.0,277257000.0,2988248000.0,4062965000.0,6123000.0,-5726000.0,-168311000.0,445001000.0,2988248000.0,1074717000.0,142878000.0,511798000.0,562919000.0,-148604000.0,414315000.0,4062965000.0,91600000.0,90118000.0,90993000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q3TTM,2011-07-01,2012-06-30,,2.32,2.32,0.01,291764000.0,2.31,,152057000.0,261205000.0,246668000.0,8414000.0,261205000.0,3500686000.0,4791026000.0,6123000.0,-8588000.0,-136412000.0,546649000.0,3500686000.0,1290340000.0,181026000.0,702001000.0,588339000.0,-189614000.0,398725000.0,4791026000.0,91600000.0,90118000.0,90993000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q3,2012-04-01,2012-06-30,2013-08-07 09:21:22+00:00,0.34,0.34,0.345,58956000.0,0.34,,16548000.0,31132000.0,28014000.0,3118000.0,31132000.0,283243000.0,576414000.0,,-2075000.0,46624000.0,106045000.0,283243000.0,293171000.0,34909000.0,211625000.0,81546000.0,-36984000.0,44562000.0,576414000.0,91600000.0,90118000.0,90993000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q2YTD,2011-10-01,2012-03-31,,1.95,1.95,0.69,176152000.0,1.95,,142901000.0,246125000.0,226852000.0,13150000.0,246125000.0,2705005000.0,3486551000.0,6123000.0,-3651000.0,-214935000.0,338956000.0,2705005000.0,781546000.0,107969000.0,300173000.0,481373000.0,-111620000.0,369753000.0,3486551000.0,90900000.0,90020000.0,90322000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q2TTM,2011-04-01,2012-03-31,,1.97,1.97,0.01,289740000.0,1.96,10988000.0,133786000.0,229507000.0,217180000.0,6204000.0,229507000.0,3794253000.0,5058227000.0,6123000.0,-7943000.0,-130894000.0,553269000.0,3794253000.0,1263974000.0,181962000.0,723103000.0,540871000.0,-189905000.0,350966000.0,5058227000.0,90900000.0,90020000.0,90322000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q2,2012-01-01,2012-03-31,2013-05-02 11:51:03+00:00,1.2,1.2,0.345,59420000.0,1.2,,64211000.0,109111000.0,102084000.0,7027000.0,109111000.0,799722000.0,1225509000.0,,506000.0,54635000.0,109300000.0,799722000.0,425787000.0,36643000.0,223355000.0,202432000.0,-36137000.0,166295000.0,1225509000.0,90900000.0,90020000.0,90322000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2012.0,Q1TTM,2011-01-01,2011-12-31,,2.22,2.22,,285787000.0,2.21,30270000.0,140941000.0,252605000.0,243256000.0,3226000.0,252605000.0,4122360000.0,5414215000.0,6123000.0,17753000.0,-131971000.0,558131000.0,4122360000.0,1291855000.0,183194000.0,742217000.0,549638000.0,-165441000.0,384197000.0,5414215000.0,182700000.0,90254000.0,90546000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q4,2013-07-01,2013-09-30,,0.08,0.08,-1.05,60191000.0,0.07,,8916000.0,7536000.0,7536000.0,,7536000.0,373934000.0,674374000.0,,-2140000.0,40717000.0,149149000.0,373934000.0,300440000.0,31791000.0,250057000.0,50383000.0,-33931000.0,16452000.0,674374000.0,90700000.0,90533000.0,91711000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,FY,2012-10-01,2013-09-30,2014-11-06 15:28:29+00:00,2.68,2.68,,235079000.0,2.64,0.0,142599000.0,243194000.0,230698000.0,12496000.0,243194000.0,2463410000.0,3875460000.0,,-197000.0,187072000.0,488020000.0,2463410000.0,1412050000.0,128385000.0,910171000.0,501879000.0,-128582000.0,373297000.0,3875460000.0,90700000.0,90533000.0,91711000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q3YTD,2012-10-01,2013-06-30,,2.6,2.6,1.05,174888000.0,2.57,,133683000.0,235658000.0,223162000.0,12496000.0,235658000.0,2089476000.0,3201086000.0,,1943000.0,146355000.0,338871000.0,2089476000.0,1111610000.0,96594000.0,660114000.0,451496000.0,-94651000.0,356845000.0,3201086000.0,90200000.0,90603000.0,91550000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q3TTM,2012-07-01,2013-06-30,,2.7,2.7,0.01,177305000.0,2.65,5288000.0,72460000.0,175118000.0,160492000.0,20749000.0,175118000.0,1213651000.0,2574283000.0,-6123000.0,-6975000.0,495739000.0,347483000.0,1213651000.0,1360632000.0,94890000.0,1025815000.0,334817000.0,-101865000.0,232952000.0,2574283000.0,90200000.0,90603000.0,91550000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q3,2013-04-01,2013-06-30,2014-08-06 17:07:53+00:00,0.43,0.43,0.35,58129000.0,0.42,,19714000.0,38768000.0,33474000.0,5294000.0,38768000.0,541438000.0,857935000.0,,-467000.0,50714000.0,121258000.0,541438000.0,316497000.0,32741000.0,230101000.0,86396000.0,-33208000.0,53188000.0,857935000.0,90200000.0,90603000.0,91550000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q2YTD,2012-10-01,2013-03-31,,2.17,2.17,0.7,116759000.0,2.15,,113969000.0,196890000.0,189688000.0,7202000.0,196890000.0,1548038000.0,2343151000.0,,2410000.0,95641000.0,217613000.0,1548038000.0,795113000.0,63853000.0,430013000.0,365100000.0,-61443000.0,303657000.0,2343151000.0,91000000.0,90530000.0,91492000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q2TTM,2012-04-01,2013-03-31,,2.61,2.61,0.01,178132000.0,2.57,5288000.0,69294000.0,167482000.0,155032000.0,18573000.0,167482000.0,955456000.0,2292762000.0,-6123000.0,-8583000.0,491649000.0,332270000.0,955456000.0,1337306000.0,97058000.0,1007339000.0,329967000.0,-105641000.0,224326000.0,2292762000.0,91000000.0,90530000.0,91492000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q2,2013-01-01,2013-03-31,2014-05-07 17:11:09+00:00,1.28,1.28,0.35,57180000.0,1.27,,66219000.0,116425000.0,112340000.0,4085000.0,116425000.0,876245000.0,1308996000.0,,1712000.0,54307000.0,111086000.0,876245000.0,432751000.0,33331000.0,222573000.0,210178000.0,-31619000.0,178559000.0,1308996000.0,91000000.0,90530000.0,91492000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q1TTM,2012-01-01,2012-12-31,,2.53,2.53,0.01,180372000.0,2.5,5288000.0,67286000.0,160168000.0,144776000.0,21515000.0,160168000.0,878933000.0,2209275000.0,-6123000.0,-9789000.0,491977000.0,330484000.0,878933000.0,1330342000.0,100370000.0,1008121000.0,322221000.0,-110159000.0,212062000.0,2209275000.0,90400000.0,90359000.0,91309000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2013.0,Q1,2012-10-01,2012-12-31,2014-02-04 17:12:12+00:00,0.89,0.89,0.35,59579000.0,0.88,,47750000.0,80465000.0,77348000.0,3117000.0,80465000.0,671793000.0,1034155000.0,,698000.0,41334000.0,106527000.0,671793000.0,362362000.0,30522000.0,207440000.0,154922000.0,-29824000.0,125098000.0,1034155000.0,90400000.0,90359000.0,91309000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,FY,2013-10-01,2014-09-30,2016-11-14 15:32:24+00:00,2.96,2.96,,253987000.0,2.96,,187002000.0,289817000.0,289817000.0,,289817000.0,3358490000.0,4940916000.0,,-5235000.0,211936000.0,505154000.0,3358490000.0,1582426000.0,129295000.0,971077000.0,611349000.0,-134530000.0,476819000.0,4940916000.0,97900000.0,97606000.0,97608000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q4,2014-07-01,2014-09-30,,0.18,0.18,-1.11,68256000.0,0.18,,25279000.0,23713000.0,23713000.0,,23713000.0,451375000.0,789034000.0,,-1213000.0,46296000.0,139163000.0,451375000.0,337659000.0,33739000.0,253715000.0,83944000.0,-34952000.0,48992000.0,789034000.0,97900000.0,97606000.0,97608000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q3YTD,2013-10-01,2014-06-30,,2.78,2.78,1.11,185731000.0,2.78,,161723000.0,266104000.0,266104000.0,,266104000.0,2907115000.0,4151882000.0,,-4022000.0,165640000.0,365991000.0,2907115000.0,1244767000.0,95556000.0,717362000.0,527405000.0,-99578000.0,427827000.0,4151882000.0,101600000.0,101162000.0,101163000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q3TTM,2013-07-01,2014-06-30,,2.86,2.86,0.06,245922000.0,2.85,,170639000.0,273640000.0,273640000.0,,273640000.0,3281049000.0,4826256000.0,,-6162000.0,206357000.0,515140000.0,3281049000.0,1545207000.0,127347000.0,967419000.0,577788000.0,-133509000.0,444279000.0,4826256000.0,101600000.0,101162000.0,101163000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q3,2014-04-01,2014-06-30,2015-08-05 17:10:02+00:00,0.45,0.45,0.37,63955000.0,0.45,,28670000.0,45721000.0,45721000.0,,45721000.0,583637000.0,943170000.0,,-374000.0,63414000.0,125559000.0,583637000.0,359533000.0,31840000.0,252928000.0,106605000.0,-32214000.0,74391000.0,943170000.0,101600000.0,101162000.0,101163000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q2,2014-01-01,2014-03-31,2015-05-06 17:08:20+00:00,1.38,1.38,0.37,61307000.0,1.38,,83596000.0,133367000.0,133367000.0,,133367000.0,1468577000.0,1964854000.0,,-1516000.0,60215000.0,124675000.0,1468577000.0,496277000.0,31601000.0,246197000.0,250080000.0,-33117000.0,216963000.0,1964854000.0,96600000.0,96174000.0,96176000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q2YTD,2013-10-01,2014-03-31,,2.33,2.33,0.74,121776000.0,2.33,,133053000.0,220383000.0,220383000.0,,220383000.0,2323478000.0,3208712000.0,,-3648000.0,102226000.0,240432000.0,2323478000.0,885234000.0,63716000.0,464434000.0,420800000.0,-67364000.0,353436000.0,3208712000.0,96600000.0,96174000.0,96176000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q2TTM,2013-04-01,2014-03-31,,2.84,2.84,0.04,240096000.0,2.82,,161683000.0,266687000.0,261393000.0,5294000.0,266687000.0,3238850000.0,4741021000.0,,-6255000.0,193657000.0,510839000.0,3238850000.0,1502171000.0,128248000.0,944592000.0,557579000.0,-134503000.0,423076000.0,4741021000.0,96600000.0,96174000.0,96176000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q1,2013-10-01,2013-12-31,2015-02-03 17:08:13+00:00,0.95,0.95,0.37,60469000.0,0.95,,49457000.0,87016000.0,87016000.0,,87016000.0,854901000.0,1243858000.0,,-2132000.0,42011000.0,115757000.0,854901000.0,388957000.0,32115000.0,218237000.0,170720000.0,-34247000.0,136473000.0,1243858000.0,91600000.0,91841000.0,91843000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2014.0,Q1TTM,2013-01-01,2013-12-31,,2.74,2.74,0.02,235969000.0,2.71,,144306000.0,249745000.0,240366000.0,9379000.0,249745000.0,2646518000.0,4085163000.0,,-3027000.0,187749000.0,497250000.0,2646518000.0,1438645000.0,129978000.0,920968000.0,517677000.0,-133005000.0,384672000.0,4085163000.0,91600000.0,91841000.0,91843000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,FY,2014-10-01,2015-09-30,2017-11-13 12:51:18+00:00,3.09,3.09,,272408000.0,3.09,,189549000.0,305623000.0,305623000.0,,305623000.0,1295675000.0,2926985000.0,,-819000.0,230264000.0,516406000.0,1295675000.0,1631310000.0,116241000.0,1019078000.0,612232000.0,-117060000.0,495172000.0,2926985000.0,101892000.0,98900000.0,98900000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q4,2015-07-01,2015-09-30,,0.23,0.23,-1.17,68349000.0,0.23,,13367000.0,14063000.0,14063000.0,,14063000.0,-863863000.0,-558249000.0,,1815000.0,48658000.0,131917000.0,-863863000.0,305614000.0,31075000.0,248924000.0,56690000.0,-29260000.0,27430000.0,-558249000.0,101892000.0,98900000.0,98900000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q3,2015-04-01,2015-06-30,2016-08-03 17:11:01+00:00,0.55,0.55,0.39,68444000.0,0.55,,34005000.0,56281000.0,56281000.0,,56281000.0,304728000.0,686401000.0,,634000.0,63175000.0,132447000.0,304728000.0,381673000.0,27955000.0,264066000.0,117607000.0,-27321000.0,90286000.0,686401000.0,102000000.0,102300000.0,102300000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q3YTD,2014-10-01,2015-06-30,,2.86,2.86,1.17,204059000.0,2.86,,176182000.0,291560000.0,291560000.0,,291560000.0,2159538000.0,3485234000.0,,-2634000.0,181606000.0,384489000.0,2159538000.0,1325696000.0,85166000.0,770154000.0,555542000.0,-87800000.0,467742000.0,3485234000.0,102000000.0,102300000.0,102300000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q3TTM,2014-07-01,2015-06-30,,3.04,3.04,0.06,272315000.0,3.04,,201461000.0,315273000.0,315273000.0,,315273000.0,2610913000.0,4274268000.0,,-3847000.0,227902000.0,523652000.0,2610913000.0,1663355000.0,118905000.0,1023869000.0,639486000.0,-122752000.0,516734000.0,4274268000.0,102000000.0,102300000.0,102300000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q2,2015-01-01,2015-03-31,2016-05-04 17:11:24+00:00,1.35,1.35,0.39,68022000.0,1.35,,83518000.0,137684000.0,137684000.0,,137684000.0,1019330000.0,1540068000.0,,-1561000.0,69046000.0,133460000.0,1019330000.0,520738000.0,27447000.0,270528000.0,250210000.0,-29008000.0,221202000.0,1540068000.0,101746000.0,102000000.0,102000000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q2YTD,2014-10-01,2015-03-31,,2.31,2.31,0.78,135615000.0,2.31,,142177000.0,235279000.0,235279000.0,,235279000.0,1854810000.0,2798833000.0,,-3268000.0,118431000.0,252042000.0,1854810000.0,944023000.0,57211000.0,506088000.0,437935000.0,-60479000.0,377456000.0,2798833000.0,101746000.0,102000000.0,102000000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q2TTM,2014-04-01,2015-03-31,,2.94,2.94,0.04,267826000.0,2.94,,196126000.0,304713000.0,304713000.0,,304713000.0,2889822000.0,4531037000.0,,-4855000.0,228141000.0,516764000.0,2889822000.0,1641215000.0,122790000.0,1012731000.0,628484000.0,-127645000.0,500839000.0,4531037000.0,101746000.0,102000000.0,102000000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q1,2014-10-01,2014-12-31,2016-02-02 17:18:12+00:00,0.96,0.96,0.39,67593000.0,0.96,,58659000.0,97595000.0,97595000.0,,97595000.0,835480000.0,1258765000.0,,-1707000.0,49385000.0,118582000.0,835480000.0,423285000.0,29764000.0,235560000.0,187725000.0,-31471000.0,156254000.0,1258765000.0,101581000.0,101700000.0,101700000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2015.0,Q1TTM,2014-01-01,2014-12-31,,2.97,2.97,0.02,261111000.0,2.97,,196204000.0,300396000.0,300396000.0,,300396000.0,3339069000.0,4955823000.0,,-4810000.0,219310000.0,507979000.0,3339069000.0,1616754000.0,126944000.0,988400000.0,628354000.0,-131754000.0,496600000.0,4955823000.0,101581000.0,101700000.0,101700000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2016.0,FY,2015-10-01,2016-09-30,2018-11-13 07:30:41+00:00,3.38,3.38,1.68,290791000.0,3.38,,196642000.0,350104000.0,345542000.0,,350104000.0,746192000.0,2454648000.0,4562000.0,-234000.0,221843000.0,538592000.0,746192000.0,1708456000.0,114812000.0,1051226000.0,657230000.0,-115046000.0,542184000.0,2454648000.0,103524000.0,103600000.0,103600000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2016.0,Q3,2016-04-01,2016-06-30,2017-08-02 17:13:54+00:00,0.69,0.69,0.42,72880000.0,0.69,,35692000.0,71193000.0,66143000.0,5050000.0,71193000.0,64583000.0,456212000.0,,1118000.0,58965000.0,131388000.0,64583000.0,391629000.0,27679000.0,263233000.0,128396000.0,-26561000.0,101835000.0,456212000.0,103750000.0,103200000.0,103200000.0
Atmos Energy Corp,ATO,QVLWEGTD2S8GJMO8D383,731802,2017.0,FY,2016-10-01,2017-09-30,2019-11-12 12:40:29+00:00,3.73,3.73,1.8,319448000.0,3.73,,221383000.0,396421000.0,382711000.0,,396421000.0,925536000.0,2759735000.0,13710000.0,-11352000.0,240407000.0,538716000.0,925536000.0,1834199000.0,120182000.0,1098571000.0,735628000.0,-131534000.0,604094000.0,2759735000.0,106300000.0,106100000.0,106100000.0
